year,plusieurs_DET êtres_NOUN,plusieurs_DET etres_NOUN,plusieurs_DET lettres_NOUN
1828,1.0456423638061096e-07,0.0,2.0775262115080295e-06
1829,7.54439470895818e-08,0.0,2.028413437216159e-06
1830,1.0436836106464398e-07,4.174734336004349e-09,1.8139220436808046e-06
1831,5.456921980950824e-08,0.0,1.5903029770836241e-06
1832,1.0418076179519176e-07,0.0,1.39629281470377e-06
1833,8.571885246055899e-08,0.0,1.5556813206529796e-06
1834,1.101474680353931e-07,0.0,1.578469166929608e-06
1835,1.368918916000439e-07,0.0,1.8733768314405097e-06
1836,1.1290860157942006e-07,2.016224964762614e-09,1.6654018217820976e-06
1837,9.46273162050204e-08,6.957890930081589e-10,1.7443432582808782e-06
1838,8.205810475558906e-08,0.0,2.0684954051830573e-06
1839,9.0190031665216e-08,0.0,1.5821708956309521e-06
1840,1.840840013755951e-07,3.1848443882154243e-09,1.8102655303664505e-06
1841,8.025685360735224e-08,1.926164561183441e-09,1.709792126547427e-06
1842,1.81123161802077e-07,0.0,1.8051941257368753e-06
1843,2.421833533716722e-07,1.7720733769266417e-09,1.7449015210502239e-06
1844,1.3172547591588923e-07,0.0,1.4215373660420028e-06
1845,1.7912532257469138e-07,0.0,1.3649237136093006e-06
1846,1.3055537984030252e-07,4.0981509297211005e-09,1.5379774715995609e-06
1847,1.2835871743277494e-07,1.0786447290911383e-09,1.8309993770060373e-06
1848,1.0861049393184885e-07,0.0,1.4956067229121572e-06
1849,1.0222886004385145e-07,0.0,1.5418123204824496e-06
1850,2.0299097513998277e-07,0.0,1.6870654704348453e-06
1851,1.051258518014464e-07,0.0,1.908388910010217e-06
1852,1.1979403713446857e-07,6.510545436100301e-10,1.6126620909773237e-06
1853,1.3496565620663148e-07,0.0,1.8811585285050114e-06
1854,1.241763737391821e-07,1.454786069388092e-08,1.9743525125903716e-06
1855,1.5124771124419567e-07,0.0,1.4111146029449628e-06
1856,1.0509694065019559e-07,5.177189343896771e-09,1.7980377826631866e-06
1857,1.0983395526409367e-07,9.763018171682347e-10,2.0326604586173858e-06
1858,8.074565277516044e-08,1.957470352476065e-09,1.924193398394891e-06
1859,1.1762920415492317e-07,0.0,1.658011640870427e-06
1860,1.016134802966917e-07,9.154367819341758e-10,1.6898962655886862e-06
1861,1.108251481696243e-07,0.0,1.6425701421241001e-06
1862,5.4215835432191994e-08,0.0,1.937312483768494e-06
1863,8.840478954441622e-08,0.0,1.7011678750122883e-06
1864,1.1890925433188926e-07,0.0,1.4925988622849218e-06
1865,9.837304976167971e-08,1.882737743486018e-09,1.336273074414862e-06
1866,1.0169131314796687e-07,5.352174259343201e-09,1.5054205855236091e-06
1867,4.949867538073249e-08,0.0,1.480592736413655e-06
1868,6.767627525050557e-08,0.0,1.5540843776307156e-06
1869,5.567211702750541e-08,4.883519144627257e-10,1.543680458127028e-06
1870,9.002456380358126e-08,0.0,1.5694092105889013e-06
1871,7.859671402599133e-08,0.0,1.1800127548422523e-06
1872,7.01491389420994e-08,0.0,1.48945964717484e-06
1873,4.669083641939409e-08,0.0,1.1995952693411027e-06
1874,4.8991794399100286e-08,0.0,1.3114267454206185e-06
1875,1.430381786349244e-07,0.0,1.4246602084710958e-06
1876,1.148742825307636e-07,6.04601479992084e-10,1.2491066936348716e-06
1877,9.586465088418095e-08,0.0,1.7268006846649087e-06
1878,5.555961712921942e-08,0.0,1.3823474107610423e-06
1879,9.347267848625052e-08,0.0,1.4839551627510161e-06
1880,1.0396910710142038e-07,6.417846254436199e-10,1.5800737998006298e-06
1881,5.299105865219644e-08,0.0,1.4830523635822601e-06
1882,4.1928925886836055e-08,0.0,1.6079410727343202e-06
1883,6.824886078504733e-08,0.0,1.5608767327535134e-06
1884,4.2250860587955685e-08,0.0,1.5619615485462646e-06
1885,6.123353757381267e-08,0.0,1.4341539058548847e-06
1886,4.775563361425483e-08,0.0,1.3623262420381366e-06
1887,4.7661149693567495e-08,0.0,1.2163386308161606e-06
1888,5.7699594435689505e-08,0.0,1.4088845796678129e-06
1889,7.580815264418561e-08,0.0,1.5092714793496498e-06
1890,4.4569826940232815e-08,0.0,1.3790429074234112e-06
1891,3.505821055682645e-08,0.0,1.1123013858860276e-06
1892,4.450643920073105e-08,0.0,1.3677894026287163e-06
1893,5.2962381147381166e-08,1.2316833108982905e-09,1.2575486754151655e-06
1894,5.671385228112058e-08,0.0,1.2848838411017027e-06
1895,5.2963805785566365e-08,2.4074457982692365e-09,1.25849226484398e-06
1896,5.366296207398591e-08,0.0,1.1233840000457462e-06
1897,3.670829618052096e-08,0.0,1.1997202671309992e-06
1898,3.7910977912503085e-08,0.0,1.1837278397486273e-06
1899,6.025060450554065e-08,5.527578395003729e-10,1.1049628874104656e-06
1900,6.90410102421879e-08,0.0,1.1285349117429178e-06
1901,7.209473551483825e-08,5.588738916095792e-10,1.0730378474654856e-06
1902,5.352209342390779e-08,0.0,1.012991564408594e-06
1903,5.3462179350205474e-08,5.400220270956879e-10,9.272178171926271e-07
1904,6.449550316034447e-08,1.0749250378694342e-09,1.0007552164736921e-06
1905,5.1091515018697464e-08,0.0,1.015637387080659e-06
1906,6.12157933232993e-08,0.0,1.1368647869769433e-06
1907,5.759984550435249e-08,0.0,1.2070253134766062e-06
1908,6.384805573134145e-08,0.0,1.1561409904992104e-06
1909,5.941062219960713e-08,0.0,1.0451868970307032e-06
1910,8.390316574846679e-08,1.6032452032632705e-09,1.13776967936019e-06
1911,6.810078656549479e-08,0.0,1.0853563783275177e-06
1912,7.918320343858198e-08,5.209421227725386e-10,9.72078019412237e-07
1913,5.3560196278112926e-08,5.30298971401777e-10,9.97492379362086e-07
1914,7.969124737883249e-08,0.0,1.040004320884691e-06
1915,4.5944972271172446e-08,0.0,8.847352352958637e-07
1916,4.504859418830165e-08,0.0,8.778982258927925e-07
1917,6.908847183240141e-08,1.0966424435210342e-09,7.808094073524785e-07
1918,4.2499593178035866e-08,0.0,7.649926594410772e-07
1919,3.775217966017763e-08,0.0,6.114011390501162e-07
1920,7.950843183834877e-08,0.0,7.03460349527063e-07
1921,5.755288157160976e-08,0.0,5.778006570977823e-07
1922,6.71392115236813e-08,0.0,6.581118494608518e-07
1923,8.705077325643629e-08,0.0,8.068120589399541e-07
1924,8.508472149060253e-08,0.0,9.862092786860899e-07
1925,1.0338287093070164e-07,0.0,9.073496922695767e-07
1926,7.913758470756704e-08,0.0,7.568228067578175e-07
1927,9.476841000832792e-08,1.1149224876660924e-09,8.428814068928148e-07
1928,9.02657291135256e-08,1.1426041224282812e-09,7.335518339424141e-07
1929,8.021092412491271e-08,2.2280812750352652e-09,8.1770581239482e-07
1930,5.461873797685257e-08,3.1510811737689437e-09,8.402883051594756e-07
1931,4.1059283972799676e-08,1.1405356659111021e-09,8.120614136686299e-07
1932,1.0521154836240498e-07,0.0,7.726473523206323e-07
1933,5.047091278242988e-08,0.0,9.256824498038441e-07
1934,4.912448048344231e-08,0.0,9.177890643030651e-07
1935,6.223507398317452e-08,0.0,6.869795052821814e-07
1936,8.972289133879485e-08,0.0,7.662819454523628e-07
1937,3.1477796369472344e-08,0.0,7.655399612005453e-07
1938,1.1798345056490689e-07,0.0,6.4566766777574e-07
1939,6.576441791139587e-08,0.0,5.888209360094265e-07
1940,4.81798743123818e-08,0.0,6.161952776917445e-07
1941,4.7224041566096275e-08,0.0,7.673906594618529e-07
1942,1.1833425617169269e-07,0.0,8.435108425075555e-07
1943,5.516146828199453e-08,0.0,8.390349615083892e-07
1944,8.675602458652065e-08,0.0,6.394240283924546e-07
1945,1.241747327185294e-07,2.178504043826024e-09,7.080138302306693e-07
1946,1.0580039599972224e-07,0.0,6.654288107199591e-07
1947,1.2397705506650425e-07,0.0,7.331335760696334e-07
1948,9.567261272103167e-08,1.0871887834440486e-09,5.566406799939472e-07
1949,7.951776992420889e-08,0.0,4.839785026078403e-07
1950,6.168509969484148e-08,0.0,5.785636418842444e-07
1951,7.143139413301469e-08,4.264560704569931e-09,6.972556489959203e-07
1952,7.170466831407651e-08,0.0,5.346215690149592e-07
1953,6.572035005092403e-08,0.0,7.380071684881528e-07
1954,9.38163466912556e-08,9.772536113672459e-10,6.156697835990599e-07
1955,5.5375085850073447e-08,0.0,6.56053987579952e-07
1956,8.197873313520176e-08,1.744228317335228e-09,5.85188571822215e-07
1957,6.802979157782829e-08,0.0,6.537927665917209e-07
1958,6.535072571978162e-08,8.272243445794913e-10,5.649942225183224e-07
1959,8.91336018327138e-08,0.0,7.603483780371789e-07
1960,6.574792010827224e-08,0.0,7.024645984898825e-07
1961,8.337791168600006e-08,0.0,7.517908455767497e-07
1962,6.151697817813329e-08,3.805173787174709e-09,6.716131810691195e-07
1963,4.332255798544793e-08,6.466053248388448e-10,5.961700884071774e-07
1964,9.186792460091908e-08,6.083968329129164e-10,8.158601545460442e-07
1965,7.989183581358361e-08,0.0,9.297001994923448e-07
1966,6.203763680545649e-08,1.6617224263271169e-09,7.029086130927453e-07
1967,4.6345153492666213e-08,1.972134178185314e-09,8.46045594471434e-07
1968,6.37781032153395e-08,0.0,7.671338035919462e-07
1969,6.767218962977495e-08,4.5417578031781147e-10,7.761864253552631e-07
1970,6.530189722298019e-08,4.5987250119061684e-10,7.900609588773477e-07
1971,9.506035136830349e-08,2.569198631618974e-09,7.728149586938571e-07
1972,6.412683573042699e-08,5.130146862875051e-10,6.623019794815832e-07
1973,4.796487435010377e-08,0.0,7.459364725903583e-07
1974,5.175525974454587e-08,0.0,6.739435063352062e-07
1975,5.6543652870999495e-08,5.711480177694739e-10,7.533442323293116e-07
1976,5.142174319683335e-08,0.0,6.581982723297131e-07
1977,4.4075864069625936e-08,0.0,6.276402975124995e-07
1978,5.702967620369037e-08,5.940591352171509e-10,6.706927502264648e-07
1979,4.564539257678746e-08,2.3407893401383717e-09,6.519098310064919e-07
1980,5.230338473438678e-08,1.1370301367108482e-09,6.793754820932918e-07
1981,6.262293794634388e-08,0.0,5.357740588962656e-07
1982,4.903926864585628e-08,2.483000915987077e-09,5.785392378498955e-07
1983,4.610180803776842e-08,1.2630632095778083e-09,5.980604220745533e-07
1984,5.6830282979536406e-08,1.1598016991243298e-09,5.456866833952745e-07
1985,5.0530685857808066e-08,6.015558051686298e-10,5.841106731629964e-07
1986,5.874595854216125e-08,5.994485463567401e-10,6.030452301963862e-07
1987,4.522004531937185e-08,6.110816852533674e-10,5.676949070831938e-07
1988,5.2769674629971064e-08,7.195864348830128e-09,6.158460830185675e-07
1989,5.488122278851648e-08,0.0,7.085165893983003e-07
1990,6.211462166838544e-08,0.0,5.530380580154315e-07
1991,5.158089272372379e-08,5.2753188484189195e-09,6.494503588250211e-07
1992,5.1242480980651095e-08,0.0,6.220727044592422e-07
1993,3.877445209354846e-08,1.661762283333701e-09,6.824303295793754e-07
1994,5.433174266045171e-08,0.0,6.430135268686854e-07
1995,4.229511468833991e-08,5.422450821690461e-10,5.932161051269702e-07
1996,4.5373784285374086e-08,1.067618438099771e-09,6.411048452115153e-07
1997,5.0825880615334995e-08,4.79489448146353e-10,5.988823446045899e-07
1998,4.768129291399248e-08,1.43043876743576e-09,6.374988652524394e-07
1999,4.3873930100080116e-08,0.0,6.128639684632731e-07
2000,5.6550803817501105e-08,0.0,6.176407811864237e-07
2001,6.177508771187945e-08,4.3812117822561447e-10,6.979270521512149e-07
2002,5.739400010806861e-08,8.76244299341522e-10,6.878517506692106e-07
2003,5.125315283294185e-08,8.333845835650777e-10,6.517067312472591e-07
2004,5.6821806648788e-08,8.809582507929292e-10,7.483740596114785e-07
2005,6.935774510274939e-08,4.5037495954858286e-10,6.688068010518577e-07
2006,5.765045790750989e-08,0.0,6.745103835470445e-07
2007,4.4738169446834064e-08,3.994479469415779e-10,6.32725538629586e-07
2008,5.61982034241737e-08,0.0,6.262693756919901e-07
2009,4.434419076382312e-08,0.0,5.864877039574168e-07
2010,4.7237928679777497e-08,0.0,4.808821425505982e-07
2011,5.162362087807182e-08,0.0,4.018994603505188e-07
2012,5.446804240971659e-08,2.382976926895708e-09,3.7685077203253314e-07
2013,6.52655276489611e-08,5.578250084070646e-10,3.971714098716106e-07
2014,6.193173424096088e-08,0.0,4.497629657596036e-07
2015,6.472400304602388e-08,0.0,4.3644369474016287e-07
2016,7.684671698982015e-08,2.0713400439298368e-10,5.217705787430305e-07
2017,6.138091501739495e-08,7.546833991067814e-10,3.383497256814749e-07
2018,7.382994637872287e-08,5.162933414126769e-10,3.660519829473685e-07
2019,6.020330989287004e-08,7.65296326310505e-10,5.216769964899726e-07
