year,les_DET ivres_ADJ,les_DET livres_NOUN
1910,5.344150677544235e-10,2.068400107191337e-05
1911,3.7242617878519013e-09,1.944224410976858e-05
1912,6.251305251225858e-09,1.9380610211783278e-05
1913,2.121195885607108e-09,1.93909130814518e-05
1914,1.3393487430235496e-09,1.9898035034771056e-05
1915,1.1780762143587253e-08,1.5835700196475955e-05
1916,0.0,1.7343708492489895e-05
1917,1.0966424435210342e-09,1.9206596164167422e-05
1918,2.2972752589112133e-09,1.86688068595231e-05
1919,9.207848372660976e-10,1.848107260116194e-05
1920,0.0,2.0382176728617196e-05
1921,2.2718242842501013e-09,1.837602889054324e-05
1922,2.2133805899215986e-09,1.9291825964273812e-05
1923,0.0,2.2574814408926613e-05
1924,1.289162443462999e-09,2.1378181088493875e-05
1925,0.0,2.1367259535054473e-05
1926,0.0,2.0333901034064183e-05
1927,0.0,2.135634042588208e-05
1928,2.2852082448565625e-09,2.0959929315722547e-05
1929,2.2280812750352652e-09,2.0755690457008313e-05
1930,0.0,2.2357970863140508e-05
1931,0.0,2.0635712701277953e-05
1932,2.1919073223131136e-09,1.9364405318356148e-05
1933,1.1470662197865522e-09,2.1094547889788373e-05
1934,3.5944740517379614e-09,1.9895414226311914e-05
1935,1.196828414151696e-09,2.0879868429801718e-05
1936,0.0,1.9074601226520826e-05
1937,1.2591118148108649e-09,1.879728031894956e-05
1938,0.0,1.999106339667378e-05
1939,0.0,1.746427579973897e-05
1940,0.0,1.8815509491787452e-05
1941,0.0,1.9751455823779906e-05
1942,0.0,1.8165825679261616e-05
1943,2.9032352077962287e-09,1.9855226355502964e-05
1944,0.0,1.8684677044689124e-05
1945,0.0,1.7240681131625024e-05
1946,1.3921104269343232e-09,1.7966577331662847e-05
1947,0.0,1.9752883389401177e-05
1948,2.174377566888097e-09,1.730587115389426e-05
1949,0.0,1.6480793703976815e-05
1950,0.0,1.8909672405698075e-05
1951,0.0,1.672027639187945e-05
1952,0.0,1.6194709928640805e-05
1953,1.0773827385790469e-09,1.7351249169905714e-05
1954,0.0,1.789058200074578e-05
1955,0.0,1.742156507589243e-05
1956,0.0,1.7392573141705725e-05
1957,0.0,1.7761960123152676e-05
1958,8.272243445794913e-10,1.662141906422221e-05
1959,0.0,1.7019091984593615e-05
1960,6.920833350854139e-10,1.6675056286885592e-05
1961,2.779263708063695e-09,1.7273124257144445e-05
1962,6.341956404476434e-10,1.7236802932529827e-05
1963,0.0,1.6719920381547126e-05
1964,1.2167936658258327e-09,1.8433815995422265e-05
1965,1.0944086747954884e-09,1.956693336069293e-05
1966,1.1078149508847446e-09,1.8503833445038254e-05
1967,0.0,1.819540307224088e-05
1968,4.4914158503495116e-10,1.854954774671569e-05
1969,4.5417578031781147e-10,1.785909987006562e-05
1970,0.0,1.8796828896938678e-05
1971,3.5968783507200897e-09,1.9923622915030137e-05
1972,1.0260293725750103e-09,1.7196764986238122e-05
1973,1.102640756478479e-09,1.6818579211985707e-05
1974,1.1251143350321513e-09,1.612232584591311e-05
1975,0.0,1.5963015570719108e-05
1976,5.713526873840635e-10,1.6836621057336743e-05
1977,5.876781838942691e-10,1.6262230261077093e-05
1978,2.3762365408686037e-09,1.7746922878814075e-05
1979,5.851973350345929e-10,1.874562644843536e-05
1980,5.685150683554241e-10,1.7467625809786114e-05
1981,1.2651099057237047e-09,1.872678971892583e-05
1982,6.207502289967692e-10,1.9283605510622692e-05
1983,0.0,1.9977238963519994e-05
1984,5.799008495621649e-10,1.9390145382658375e-05
1985,1.2031116103372597e-09,1.995420728917452e-05
1986,1.1988970927134801e-09,1.965292005934316e-05
1987,3.0554083707556856e-09,2.1062152399053957e-05
1988,1.1993107618124554e-09,2.156660528385146e-05
1989,5.488122178931576e-10,2.1813090711475525e-05
1990,2.724325431913144e-09,1.9991100487004587e-05
1991,0.0,2.179175461947125e-05
1992,0.0,2.045621869228853e-05
1993,0.0,2.0639641093112004e-05
1994,1.0549853213248639e-09,1.9370584794842216e-05
1995,1.0844901643380922e-09,1.8869043756808423e-05
1996,0.0,1.9543288487966493e-05
1997,4.79489448146353e-10,1.90779255575535e-05
1998,9.536258449571733e-10,1.9257997365684787e-05
1999,0.0,1.9272081630106186e-05
2000,1.3254094488601709e-09,1.9354954432060367e-05
2001,0.0,1.8635485062645785e-05
2002,4.38122149670761e-10,2.0489657899247504e-05
2003,0.0,1.9706211745074143e-05
2004,1.3214374039449694e-09,1.9161723372462802e-05
2005,0.0,1.9842169962203116e-05
2006,0.0,2.032508027127733e-05
2007,7.988958938831558e-10,1.9849767241453264e-05
2008,0.0,1.8574357952161336e-05
2009,0.0,1.7399611593305053e-05
2010,4.723793023408973e-10,1.6850242474220067e-05
2011,7.64794394481072e-10,1.5416343455143533e-05
2012,3.404252713057332e-10,1.5848498446047188e-05
2013,2.789125042035323e-10,1.5311738625456428e-05
2014,1.0827225782605865e-09,1.6863621059570733e-05
2015,2.2165753954528356e-10,1.5620206395894343e-05
2016,8.285360175719347e-10,1.6498637812389916e-05
2017,2.515611330355938e-10,1.4289678286871776e-05
2018,0.0,1.5671310091391888e-05
2019,1.53059265262101e-09,1.6284485365503087e-05
