year,aux_ADP êtres_NOUN,aux_ADP etres_NOUN,aux_ADP lettres_NOUN
1800,1.0753042261058e-06,2.2009151834367913e-08,5.074681279637616e-06
1801,8.786563512330758e-07,2.3811825844433088e-09,3.962287820513666e-06
1802,7.31773752704612e-07,2.2378401354217203e-09,4.981431999340202e-06
1803,8.132914786074252e-07,1.950339223455444e-09,4.729572513184621e-06
1804,9.467188988310227e-07,0.0,4.681685517482492e-06
1805,8.95506502729404e-07,8.528632911009026e-09,6.470389655177655e-06
1806,6.454938556998968e-07,3.45800286183362e-08,5.532804820518322e-06
1807,7.259735639308929e-07,1.3380689267705748e-07,5.409214736573631e-06
1808,5.937113769505231e-07,2.7192888385485503e-08,5.918985149122591e-06
1809,5.760527983511565e-07,6.7770915546105925e-09,5.3629382286146665e-06
1810,4.797259975930501e-07,9.360507036149102e-09,5.927540864369973e-06
1811,3.860898232233012e-07,2.5070767684098882e-09,6.8969682978092806e-06
1812,5.201056296755269e-07,8.00162469616339e-09,1.0244746368570645e-05
1813,5.607695925391454e-07,2.8757416448144113e-09,6.32375577902522e-06
1814,3.209610781595984e-07,3.1466771410748606e-09,5.261244123033748e-06
1815,6.608197509194724e-07,0.0,4.903552201618311e-06
1816,7.230923984025139e-07,4.6352077731626196e-09,4.1670517152425646e-06
1817,7.379579756161547e-07,0.0,1.3916891365539641e-05
1818,8.16600675079826e-07,1.1921177378582115e-09,4.9532491779302745e-06
1819,7.12152257165144e-07,1.035105001712111e-09,5.009908264241858e-06
1820,8.318403388329898e-07,7.119888678630559e-09,5.36127599559677e-06
1821,6.952349167477223e-07,5.9168927535324656e-09,6.346853913541395e-06
1822,7.609442604916694e-07,1.0025615893027862e-09,5.449924785239091e-06
1823,6.087735187065846e-07,9.882686891060644e-10,4.517376245516402e-06
1824,6.416888140847732e-07,1.0947446504872005e-08,5.18066844357179e-06
1825,8.435614518020884e-07,4.4027217427355936e-09,4.671287671342839e-06
1826,6.421020657398913e-07,1.1450379200361738e-08,5.328830528839035e-06
1827,5.834533567394828e-07,9.217273055917019e-10,6.4622299227323765e-06
1828,7.695560952925007e-07,9.172301251858528e-10,4.4834209980137985e-06
1829,7.021430974418763e-07,1.714635211591542e-09,5.584566851624118e-06
1830,7.170106073317584e-07,7.30578508800761e-09,4.607863214545205e-06
1831,5.534878368962382e-07,0.0,4.262635975749163e-06
1832,8.388581136387074e-07,2.705993873419743e-09,5.020971665103957e-06
1833,9.82291680884373e-07,4.6334514003376626e-09,4.263933856663016e-06
1834,7.504962695747963e-07,1.8669061851994684e-09,4.606591133438087e-06
1835,7.04123465311568e-07,4.5378527602224494e-09,4.1226390763426934e-06
1836,6.693866794194037e-07,2.0162250202737653e-09,3.991453452201199e-06
1837,6.937017360542086e-07,6.957890930081589e-10,4.4217396748535975e-06
1838,6.45102943508391e-07,0.0,4.761263728170206e-06
1839,5.705043690795719e-07,3.4957375882882502e-09,5.102378409560515e-06
1840,1.0771143479360035e-06,8.917564020549662e-09,4.720576395556009e-06
1841,9.123599511440261e-07,2.5682194149112547e-09,4.4609969016562445e-06
1842,8.103584150376264e-07,2.0124795163667386e-09,4.786347176377603e-06
1843,1.0195328741247067e-06,4.725528968130277e-09,4.869657416861628e-06
1844,7.782779789522465e-07,3.293136707771538e-09,4.627406006818546e-06
1845,8.147133030433906e-07,1.1160455892778032e-09,4.754912371396358e-06
1846,8.330955552082742e-07,2.9272506640865004e-09,5.056532693004101e-06
1847,7.733882512184209e-07,3.775256551818984e-09,5.1990673846091795e-06
1848,8.53598010053247e-07,9.654266219794039e-09,4.636461298446193e-06
1849,6.88787906710786e-07,4.1897072478036534e-09,4.730179835377157e-06
1850,6.71431735099759e-07,2.7155984128057753e-09,5.437306803912634e-06
1851,8.339124519807228e-07,1.9348316282474798e-09,5.663251975818184e-06
1852,8.105628808152687e-07,7.161599979710331e-09,5.0925487435904415e-06
1853,1.0504628562557627e-06,4.777545470346922e-09,4.837264860668711e-06
1854,8.728716238692869e-07,2.961528799971802e-08,5.1504621154663255e-06
1855,9.005872243506019e-07,2.1227748447927297e-09,4.696639472001607e-06
1856,8.946183243097039e-07,1.346069211649592e-08,5.727006609390628e-06
1857,8.171646186383441e-07,3.4170564155999728e-09,4.532969388293395e-06
1858,8.373079936063732e-07,8.808616946964776e-09,4.979804550941935e-06
1859,1.0016304941018461e-06,5.601390684617513e-09,4.846730412566558e-06
1860,8.724112490199332e-07,4.577184048448757e-09,4.55384023112515e-06
1861,8.842432066558104e-07,9.431927461278633e-10,4.9767564433977896e-06
1862,7.355281468335306e-07,2.2589931591987522e-09,4.949002157417226e-06
1863,7.596818250021897e-07,1.4983863039219614e-09,4.512140423074129e-06
1864,8.4243367837189e-07,1.4384183844029508e-09,4.448548693858356e-06
1865,8.133426945278188e-07,2.3534221793575227e-09,4.978899845298201e-06
1866,8.41264466089342e-07,4.865612912574591e-10,4.608708739084477e-06
1867,6.784230208722875e-07,9.7056229719783e-10,4.3107524163588096e-06
1868,8.526222359250824e-07,4.44588676984381e-09,4.776364129099875e-06
1869,1.0416546274427674e-06,7.325278494896281e-09,3.9854400490924036e-06
1870,9.535723393128137e-07,3.4404292748035914e-09,4.4393003619802585e-06
1871,6.670099423899956e-07,4.248470908407853e-09,3.404087220104657e-06
1872,8.702121476744651e-07,5.442605366390296e-09,4.282725459603398e-06
1873,7.398701313832134e-07,2.3944017879529156e-09,3.7921338673641003e-06
1874,7.002241773079732e-07,3.5847653734322193e-09,3.843465982811267e-06
1875,8.462138794129714e-07,2.860763514966891e-09,4.3912722205163846e-06
1876,8.41000655782409e-07,1.209202959984168e-09,4.174168523718436e-06
1877,7.731019877610379e-07,1.2369631985365004e-09,4.305868902321208e-06
1878,6.944952133380866e-07,1.2078177347163432e-09,3.944128913246914e-06
1879,8.088746881185216e-07,2.443730107160036e-09,4.2380391391816374e-06
1880,6.469189202107373e-07,1.9253538763308597e-09,5.229903059955632e-06
1881,6.547184625560476e-07,0.0,4.378037566254989e-06
1882,5.756908194598509e-07,4.658769592325029e-09,4.20221038410773e-06
1883,7.096617764545954e-07,1.0110942305630033e-08,4.091139942374866e-06
1884,6.694120884276344e-07,3.300848483434038e-09,4.108235927446913e-06
1885,6.258712232920516e-07,2.578254332252783e-09,4.17935009267012e-06
1886,6.04689546435111e-07,0.0,4.365122762806095e-06
1887,5.973965926386882e-07,0.0,3.5961316484645067e-06
1888,6.384998982866819e-07,6.340614699951175e-10,4.274842609675034e-06
1889,6.747551992702938e-07,4.38559560889118e-09,4.124966089591453e-06
1890,5.590891873907822e-07,0.0,3.798266924093241e-06
1891,6.444336690947239e-07,1.2748440081367107e-09,3.9392678843341855e-06
1892,8.656815566610021e-07,0.0,3.931610997653934e-06
1893,8.289228503599588e-07,3.0792083327568776e-09,3.7443171727602476e-06
1894,6.358253017424431e-07,3.150769645188234e-09,4.0840275374876e-06
1895,6.072781957300322e-07,6.018614495673091e-10,3.883210091260025e-06
1896,7.164890121202916e-07,1.179405795248556e-09,3.829530555776728e-06
1897,7.446540166711202e-07,3.496028022631492e-09,3.3235573333456614e-06
1898,7.831163202354219e-07,1.6975064687230201e-09,3.4051979902471885e-06
1899,7.147158953557664e-07,1.1055156790007459e-09,3.6642317056134743e-06
1900,6.73798695061123e-07,5.191053142894475e-09,3.5034417820156705e-06
1901,7.237416639327421e-07,5.029865024486213e-09,3.367215214211683e-06
1902,6.064200306354905e-07,3.928227076954727e-09,3.3787662907514004e-06
1903,7.149891416702303e-07,5.400220270956879e-09,3.4107792110660284e-06
1904,7.508351131946256e-07,3.7622376325430196e-09,3.355378574099177e-06
1905,6.523199544972158e-07,4.128607289377584e-09,3.8019311432435643e-06
1906,8.117523293549311e-07,1.5432553568395235e-09,3.836018379388406e-06
1907,7.210266517176933e-07,2.5714216866923323e-09,3.7697042500894895e-06
1908,7.863133646424103e-07,1.964555629285769e-09,3.7935568855118618e-06
1909,7.750886084068043e-07,2.750491723269022e-09,3.5156785642698196e-06
1910,6.995493322392576e-07,2.6720753387721174e-09,3.7622820201477225e-06
1911,7.507047712351778e-07,5.3203741412488625e-09,3.557734274295399e-06
1912,8.079812232608674e-07,9.376958209905695e-09,3.7580764740141603e-06
1913,8.018120638553228e-07,2.6514948570088848e-09,3.7401986503482476e-06
1914,7.681164788664319e-07,2.678697486047099e-09,3.5907938666923656e-06
1915,6.514761139442271e-07,0.0,2.873327758834421e-06
1916,6.25186601155292e-07,1.0987462051303964e-09,2.8127902993446696e-06
1917,7.237840122797934e-07,1.0966424435210342e-09,2.9477749556861e-06
1918,5.835079264215892e-07,3.44591288836682e-09,2.9680797126729885e-06
1919,7.034795999061316e-07,2.762354511798293e-09,3.3295579129344333e-06
1920,8.549049539396947e-07,9.843900805606154e-09,3.3961458569820024e-06
1921,6.853336458334525e-07,7.572747429129834e-10,3.6038705388818926e-06
1922,6.809834189880348e-07,2.21338064543275e-09,3.8180817227839725e-06
1923,9.14033137178194e-07,7.431163684401554e-09,3.915161570944292e-06
1924,1.0003900570154656e-06,1.1602462102189293e-08,4.192356186649704e-06
1925,8.897525844986376e-07,3.299453377181294e-09,3.978040886920553e-06
1926,9.017226147989277e-07,5.573069228326233e-09,3.779655585844921e-06
1927,9.354199619338033e-07,7.804457524684949e-09,3.514235771717722e-06
1928,8.763773848841083e-07,4.570416489713125e-09,3.83115164481751e-06
1929,8.444428090115252e-07,8.912325322185666e-09,4.412714929458161e-06
1930,7.394536964966392e-07,1.05036033204442e-08,3.3832107817488577e-06
1931,8.189045956896734e-07,3.4216069977333063e-09,3.226575358894479e-06
1932,8.077178677012853e-07,6.575721966939341e-09,2.9974332278470683e-06
1933,8.190052653844759e-07,8.029463538505865e-09,3.641935144571562e-06
1934,7.440561375915422e-07,4.7926320689839486e-09,2.86120133807799e-06
1935,8.150401527018403e-07,5.98414207075848e-09,3.1368872015491434e-06
1936,9.821018238653778e-07,1.2124714565686645e-09,2.811721214968088e-06
1937,6.786612516407331e-07,2.5182236296217297e-09,5.326043165609917e-06
1938,8.971928195933287e-07,2.2040865244044028e-08,3.0844245095806855e-06
1939,8.243493425652559e-07,3.058810094103137e-09,3.1765743138123526e-06
1940,6.060521400286234e-07,2.5357829169792012e-09,2.900935569982721e-06
1941,8.79547769727651e-07,0.0,2.650449247632025e-06
1942,1.058939915310475e-06,6.068423541449874e-09,3.4863093159032132e-06
1943,9.348417506771511e-07,2.9032352077962287e-09,3.170332947277643e-06
1944,1.3174063724363805e-06,9.639558484764166e-09,2.840456476249642e-06
1945,1.0413249356133747e-06,0.0,3.1283318371322366e-06
1946,1.0468670552654658e-06,0.0,2.8761001900079464e-06
1947,1.0871834774661693e-06,4.7683483828109274e-09,3.4975835223605145e-06
1948,1.0360909072915092e-06,7.61032148410834e-09,2.4744416178279494e-06
1949,1.0248957096337108e-06,8.835307596655184e-09,2.750725695221945e-06
1950,9.422930133951013e-07,3.190608444114673e-09,2.6694757444545303e-06
1951,7.889437370067753e-07,1.5992102975204148e-08,2.833800631485417e-06
1952,8.81545588526933e-07,4.2179215675730575e-09,3.4576412559772507e-06
1953,9.674896546130185e-07,6.464296653518886e-09,2.6514390327747606e-06
1954,1.1297051969449967e-06,1.0749790169128914e-08,2.5574727100519112e-06
1955,9.911201459544827e-07,3.754243138587299e-09,2.4712305943808133e-06
1956,1.186075223813532e-06,4.36057079333807e-09,2.5657599032058442e-06
1957,9.674366765466402e-07,1.0602045130703175e-08,2.7052885318568087e-06
1958,8.776850108915824e-07,8.272243445794913e-10,2.617337855781443e-06
1959,9.510167728876695e-07,2.1702094343822864e-08,2.7468649630435493e-06
1960,9.377729384141276e-07,1.3841666701708277e-09,2.5032653310219644e-06
1961,9.227155715052504e-07,3.4740795795684676e-09,2.5874944569181935e-06
1962,9.64611558629258e-07,1.9025868880362395e-08,2.7555800397038865e-06
1963,9.621487606636947e-07,3.879632060055371e-09,2.4764982997638185e-06
1964,8.779166478234401e-07,6.08396816259571e-09,3.3303643593995957e-06
1965,1.0457074495207053e-06,4.924838981068547e-09,3.404705314125067e-06
1966,9.776466640687431e-07,6.646889927353072e-09,3.05147633916647e-06
1967,8.968280553744989e-07,7.88853687927471e-09,3.222960239135375e-06
1968,1.10084602056304e-06,3.143991039733507e-09,3.078416504820325e-06
1969,8.434044502791949e-07,4.9959335557403506e-09,3.517591521173813e-06
1970,8.296099736071483e-07,7.817832381462608e-09,3.0374578940950414e-06
1971,8.010761689547508e-07,1.901207091759005e-08,2.9684522919737333e-06
1972,8.495522934026667e-07,3.0780880067027283e-09,2.6738325766828552e-06
1973,8.087869787232194e-07,1.3231688855697143e-08,2.6524023351015558e-06
1974,7.11634811523254e-07,1.2938814464291681e-08,2.7565301516929708e-06
1975,6.819507234467892e-07,7.4249242310031605e-09,2.682111038154744e-06
1976,7.564709676444181e-07,7.427584880481675e-09,2.932753226048135e-06
1977,7.33422382381832e-07,7.639816224092044e-09,2.5317174969785583e-06
1978,7.300986908376217e-07,4.752473081737207e-09,2.7172264749353303e-06
1979,8.011351724235283e-07,1.0533552252667278e-08,2.6339731462599048e-06
1980,8.118395271594636e-07,1.5918422358041084e-08,2.799936664743541e-06
1981,9.355487691209419e-07,3.795329717171114e-09,2.4701271268412484e-06
1982,9.230556088368758e-07,6.207502289967692e-09,2.7114369096636892e-06
1983,7.837307407498884e-07,1.1367568553133367e-08,2.795158799528963e-06
1984,8.124411010612675e-07,7.538710988796993e-09,2.634489547403973e-06
1985,8.84287032931752e-07,1.2031116103372597e-09,2.660079855942854e-06
1986,9.087639796234726e-07,5.395036861699509e-09,2.6495626741507294e-06
1987,8.891238394426182e-07,3.055408426266837e-09,3.024243266480653e-06
1988,8.934865149967663e-07,2.57851817120347e-08,2.6594716882044622e-06
1989,7.798621481924783e-07,5.488122178931576e-10,3.0876175642902126e-06
1990,9.76398268903722e-07,1.089730194969718e-08,2.8899645414526276e-06
1991,9.366621611661685e-07,1.2309077146444025e-08,2.8094003283740676e-06
1992,8.953659289545612e-07,4.958949695321735e-09,2.756074017895571e-06
1993,9.826553650782444e-07,7.2009697094088665e-09,2.892574084256694e-06
1994,9.22584661111614e-07,4.747433890450736e-09,2.7477091872896153e-06
1995,9.473021691519534e-07,4.337960657352369e-09,2.760027571824253e-06
1996,9.763371053850278e-07,6.4057104065540216e-09,2.7250959542257647e-06
1997,1.0150791922569624e-06,2.8769365778558154e-09,2.8155619675729326e-06
1998,9.622084462534986e-07,3.3376904573501065e-09,2.949564676058003e-06
1999,1.0091004014611826e-06,4.570201106446348e-09,2.8449501217053808e-06
2000,1.1080422837039805e-06,8.836062992401139e-09,3.000285282439563e-06
2001,1.0843499467227957e-06,1.5772362527144423e-08,2.8219385637129335e-06
2002,1.1470037861727178e-06,8.324320954766762e-09,2.7811994698367926e-06
2003,1.2429931075530476e-06,8.333845835650777e-10,2.66516388336413e-06
2004,1.0016494798037456e-06,5.285749615779878e-09,3.0401870194651792e-06
2005,9.91725642052188e-07,8.106749049829887e-09,3.126052694923942e-06
2006,1.1353022273397073e-06,7.000412693969338e-09,3.0225311116183207e-06
2007,1.153206198978296e-06,7.988958938831558e-10,3.6078138192507936e-06
2008,1.0473302154423436e-06,3.405951826129794e-09,3.628190087034966e-06
