year,bonnes_ADJ âmes_NOUN,bonnes_ADJ ames_NOUN,bonnes_ADJ lames_NOUN
1800,6.917161954334006e-08,1.7292904885835014e-07,3.144164484325529e-09
1801,2.3811825400343878e-08,1.6906396638205479e-07,4.7623651688866175e-09
1802,1.7902721083373763e-08,1.096541666356643e-07,1.3427040812530322e-08
1803,2.7304748684287006e-08,1.2677205063482688e-07,3.1205427575287104e-08
1804,1.2359254952798437e-08,1.680858630059845e-07,3.707776485839531e-08
1805,2.55858996212055e-08,2.8997353451742924e-07,2.55858996212055e-08
1806,7.492339904047185e-08,1.3255677799861587e-07,2.5935023018064385e-08
1807,3.4163463169534225e-08,1.7935816742919997e-07,1.9928686256776018e-08
1808,4.305540457494317e-08,1.6768947830314573e-07,6.798221985349073e-09
1809,1.3554183553310395e-08,7.90660692473466e-08,1.3554183553310395e-08
1810,3.042164919975221e-08,2.2465216886757844e-07,0.0
1811,2.5070768572277302e-08,4.262030373070047e-08,4.512738271955641e-08
1812,5.867858021701977e-08,1.2002436733382638e-07,2.9339290108509886e-08
1813,1.7542024011163448e-07,1.1790540810352468e-07,2.8757416448144113e-09
1814,1.0384034254684593e-07,2.2026739543434815e-07,0.0
1815,7.282503844407984e-08,2.400528842372296e-07,0.0
1816,1.0892738089296472e-07,2.2712518088496836e-07,1.1588019432906549e-08
1817,1.292204956371279e-07,2.0550729118440358e-07,6.227493631882908e-09
1818,1.490147241156592e-07,1.6212801767778728e-07,3.5763532135746345e-09
1819,1.449146935783574e-07,5.693077653745604e-08,4.140420006848444e-09
1820,2.2190319270976033e-07,2.1003671690777992e-07,1.898636980968149e-08
1821,2.623155808123556e-07,1.853959766817681e-07,1.3806083387635226e-08
1822,2.0552512580707116e-07,1.0627152846609533e-07,3.0076847679083585e-09
1823,1.4132241688002978e-07,3.4095268652833965e-07,2.174191138237802e-08
1824,5.642145595174952e-08,1.4484314192486636e-07,1.6842225392110777e-08
1825,1.7522832251870568e-07,1.1799293986314296e-07,8.805443041381977e-10
1826,6.870227764466108e-08,1.990604516777239e-07,6.1655889282974385e-09
1827,9.954654700550236e-08,1.6222401200138847e-07,5.530363722527909e-09
1828,1.467568182533796e-07,2.5498997519024513e-07,1.0089530988466322e-08
1829,1.1316592463117559e-07,1.7403547758476634e-07,0.0
1830,2.2961039292113128e-07,1.6803304991874768e-07,1.5655253093882493e-08
1831,1.4343909526814969e-07,2.962329155309362e-07,6.236482441579483e-09
1832,2.0024354796532862e-07,3.220132696046818e-07,1.3529969367098715e-09
1833,9.266902623039641e-08,2.1082203827127444e-07,3.4750886612755494e-09
1834,1.297499778729616e-07,1.5962048283135744e-07,2.0535967593104942e-08
1835,1.6411900105595123e-07,2.58657614438107e-07,2.647080776796429e-08
1836,1.9086930080902675e-07,2.1035948227776657e-07,2.8227150394855016e-08
1837,1.8438410620547074e-07,9.741047379829837e-08,4.5922078584226256e-08
1838,1.4265485503983655e-07,7.953323688525415e-08,1.5149188570262595e-08
1839,1.0417298312859202e-07,1.3423633049569617e-07,2.307186797168015e-08
1840,2.1911729675139213e-07,5.9238103478076454e-08,2.293087852933695e-08
1841,2.2792947618199833e-07,4.751205961994742e-08,1.5409316489467528e-08
1842,2.220435675326371e-07,5.433694605372352e-08,7.379091560011375e-09
1843,2.339136813134246e-07,5.257150909043773e-08,1.7720733325177207e-08
1844,2.936380383289361e-07,3.457793529282327e-08,9.330554107123135e-09
1845,2.499942013400869e-07,4.296775651946305e-08,6.696273757711424e-09
1846,2.534999055114895e-07,3.219975752699611e-08,1.5221703009160592e-08
1847,2.092570809963945e-07,2.4269505516372192e-08,1.88762818709165e-08
1848,2.0756671403887594e-07,4.907585399172021e-08,1.126331028444838e-08
1849,2.002680190571482e-07,3.770736700658972e-08,5.02764896381791e-09
1850,2.0231207997767342e-07,5.906426636670403e-08,2.4440385715251978e-08
1851,3.2569664654147346e-07,8.255281302993467e-08,5.8044946626978344e-09
1852,3.007872066973505e-07,5.14333098333708e-08,5.208436348880241e-09
1853,3.3263660270677065e-07,1.5527023000672102e-08,1.4332636411040767e-08
1854,4.307205756504118e-07,2.0782658260998232e-08,2.338049043260071e-08
1855,3.5291131439407764e-07,5.306937111981824e-08,1.4859423913549108e-08
1856,3.732753555141244e-07,2.7956821302410617e-08,1.9155599773057475e-08
1857,3.5098051398563257e-07,4.344543069745299e-08,1.0251168802710708e-08
1858,4.330903209393e-07,5.970284799872161e-08,1.7127865348243176e-08
1859,3.350650104039232e-07,2.1896345847594034e-08,1.7313389832906978e-08
1860,4.40782798705186e-07,1.5562425625947895e-08,2.5174511364411956e-08
1861,4.550904861844174e-07,5.98927405448535e-08,1.1789909493131745e-08
1862,3.795108511894796e-07,2.4848925139764333e-08,2.4848924695675123e-08
1863,4.689948980285408e-07,2.547256561236111e-08,2.7969877081091e-08
1864,4.157029138696089e-07,2.685047606476587e-08,1.3904711160250827e-08
1865,4.0855408656170766e-07,2.8711751476340197e-08,5.6482134525026595e-09
1866,3.503241430280468e-07,1.55699617643279e-08,2.092213513549268e-08
1867,3.4115265634682146e-07,1.067618526917613e-08,1.8925964795357686e-08
1868,3.9716587707516737e-07,2.7169307803553977e-08,2.1241458370013788e-08
1869,4.2144770873164816e-07,6.836926913500463e-09,1.2208797528501236e-08
1870,3.1651950394007144e-07,1.204150246181257e-08,1.9495765002375265e-08
1871,2.74026376700931e-07,2.3366590662377007e-08,3.18635318130589e-09
1872,3.2837053254297643e-07,1.1489944773401817e-08,1.5723081503438152e-08
1873,2.94511409038023e-07,1.2570609442263958e-08,2.21482157058972e-08
1874,2.8080663128093875e-07,5.377148226681783e-09,1.7923827755339516e-08
1875,2.969472632230463e-07,2.9179788085809122e-08,1.1443054503956773e-08
1876,3.6941150938218925e-07,2.1161052021767546e-08,6.04601479992084e-09
1877,3.271767639034806e-07,1.2988113473610952e-08,4.9478527941460015e-09
1878,2.7115507350572443e-07,2.8383717598501335e-08,1.4493812372506909e-08
1879,4.0810292034620943e-07,8.553055375060126e-09,6.109325489944695e-09
1880,3.26026594166251e-07,1.2835692730917003e-08,1.3477476912271413e-08
1881,3.6466215647124045e-07,1.2550513517339823e-08,1.3945014920579979e-08
1882,3.986575620729127e-07,1.7304001120876933e-08,8.652000893505374e-09
1883,2.8563411547111173e-07,3.1596694705093853e-09,2.464542170343975e-08
1884,2.9773653409392864e-07,3.9610181801208455e-09,1.386356363042296e-08
1885,2.81029713278258e-07,1.289127143921931e-08,1.4180398189012067e-08
1886,2.9750469821010483e-07,1.548831346509516e-08,1.2906927970846027e-08
1887,3.421156407057424e-07,6.528924734183761e-09,2.6115698492645834e-09
1888,3.975565334712883e-07,7.608737861986015e-09,9.510921827882157e-09
1889,3.051121666430845e-07,1.7542383046187382e-08,1.1277245803853475e-08
1890,3.0805617257101403e-07,1.2453334363726754e-08,9.831579994568074e-09
1891,2.970386674405745e-07,4.461953806433883e-09,1.0198752065093686e-08
1892,2.664117744188843e-07,1.1283322720601063e-08,6.8953633913793055e-09
1893,2.9929904599157453e-07,4.1261390970603884e-08,8.005941687372342e-09
1894,2.898707975873549e-07,1.1342770944722247e-08,1.3863386882917439e-08
1895,3.581075702641101e-07,7.824199066419624e-09,1.5648398132839247e-08
1896,3.090043207976123e-07,1.2383760461531779e-08,8.845543852942228e-09
1897,3.105638199940586e-07,1.1070755534525745e-08,2.9133566670225264e-09
1898,3.428962997986673e-07,2.4330926717830437e-08,4.52668391659472e-09
1899,2.7914271072404517e-07,7.185851913504848e-09,1.492446166651007e-08
1900,2.507278793473233e-07,7.78657960331941e-09,7.786579381274805e-09
1901,2.3025604889426177e-07,8.383108651699445e-09,1.117747761014698e-08
1902,2.3569361928821309e-07,1.0311595854961553e-08,5.892340837476695e-09
1903,2.700110144360224e-07,9.720396487722383e-09,3.2401321625741275e-09
1904,2.504575320472213e-07,2.956043854140944e-08,1.0211787859759625e-08
1905,2.384270771926822e-07,2.5803795211665204e-09,1.5998352864698973e-08
1906,2.839589967607026e-07,1.1317205839134203e-08,5.658602919567102e-09
1907,3.0959915875428123e-07,8.742833790265081e-09,6.1714118260169926e-09
1908,3.2267826099996455e-07,1.5716444812241548e-08,6.384805573134145e-09
1909,2.656975084391888e-07,1.0451868703853506e-08,7.151278680339601e-09
1910,2.923250406183797e-07,1.5498037075900584e-08,1.068830179917768e-08
1911,2.596342483229819e-07,2.181353364605343e-08,7.980561100850991e-09
1912,2.6932707442028914e-07,1.354449502555255e-08,1.0418842677495377e-08
1913,2.7310397854307666e-07,2.6514948014977335e-09,4.772690687104841e-09
1914,2.337163493848493e-07,4.687720545071272e-09,1.6072185360371805e-08
1915,3.0865595590512385e-07,1.0602685840410686e-08,0.0
1916,3.8785739775448747e-07,5.493731025651982e-09,0.0
1917,2.2261841081672173e-07,1.0966424213165737e-08,5.483212106582869e-09
1918,3.101321510712296e-07,2.756730221875614e-08,1.1486376294556067e-08
1919,2.430871859360195e-07,6.445493971884986e-09,1.4732557396257562e-08
1920,2.3776807722697413e-07,7.572231730534895e-09,1.0601124422748853e-08
1921,2.415706319425226e-07,3.0290989716519334e-09,6.815472630705699e-09
1922,2.670812762062269e-07,1.9182631483261048e-08,1.2542490601674672e-08
1923,2.95123356863769e-07,9.554353308516284e-09,5.307974060286824e-09
1924,2.707241151256312e-07,0.0,7.734974438733389e-09
1925,2.2986192504959035e-07,2.1996355847875293e-09,6.598906754362588e-09
1926,2.2515199304962152e-07,5.573069228326233e-09,1.671920735191179e-08
1927,2.530873928208166e-07,3.344767462998277e-09,5.574612327308159e-09
1928,2.2623561335421982e-07,1.0283436879809926e-08,1.3711249025050165e-08
1929,2.406327723747381e-07,1.1140406375176326e-08,3.342121912552898e-09
1930,2.4893540739867603e-07,7.352522479742163e-09,1.1553964007759987e-08
1931,2.395125022758293e-07,2.8513391647777553e-08,0.0
1932,2.6302888045393047e-07,3.287861094491973e-09,4.383814644626227e-09
1933,1.6403046743107552e-07,6.882397318719313e-09,8.02946331646126e-09
1934,2.4202790882554837e-07,2.3963160344919743e-09,1.0783422155213884e-08
1935,1.8909888410689746e-07,1.196828414151696e-09,3.590485242455088e-09
1936,1.5519634644078906e-07,2.424942913137329e-09,1.2124714565686645e-08
1937,2.0649433452035737e-07,5.036447148221157e-09,5.0364472592434595e-09
1938,2.0355386709525192e-07,6.482607339819424e-09,5.186085783037697e-09
1939,2.477636087405699e-07,3.211750509990452e-08,6.117620188206274e-09
1940,2.408993680091953e-07,7.607348750937604e-09,1.2678914806940611e-08
1941,1.9184767552360427e-07,5.9030051957620344e-09,1.4757512545315876e-08
1942,3.0948959306442703e-07,9.102635090130207e-09,1.517105907566929e-08
1943,2.3806528304248786e-07,2.9032352077962287e-09,1.1612940831184915e-08
1944,2.1849666609341512e-07,0.0,1.927911696952833e-08
1945,2.1349339363041508e-07,0.0,2.178504043826024e-09
1946,2.5893254473885463e-07,1.3921104269343232e-09,6.960552134671616e-09
1947,2.6106707196049683e-07,8.344609447874518e-09,4.7683483828109274e-09
1948,1.9895554714821628e-07,4.348755133776194e-09,9.784699273041042e-09
1949,1.5805383668521245e-07,6.871905600114303e-09,2.945102384188658e-09
1950,2.5631220523791853e-07,2.1270722960764488e-09,7.444753258312176e-09
1951,2.281539934756438e-07,1.0661401761424827e-09,9.595261474260042e-09
1952,2.066781519260985e-07,1.0544803918932644e-09,1.2653764258629963e-08
1953,1.885419749214634e-07,1.0773827385790469e-09,1.1851209791302608e-08
1954,2.0522325883121084e-07,4.886268056836229e-09,1.9545072227344917e-09
1955,1.8865071638174413e-07,1.8771215692936494e-09,3.754243138587299e-09
1956,2.3459871556497092e-07,1.744228317335228e-08,8.72114114258693e-09
1957,2.129244052184731e-07,9.718541527092839e-09,6.184526224473075e-09
1958,2.0266996614282107e-07,3.3088974338291166e-09,2.4816730892496253e-09
1959,1.991942184531581e-07,1.240119618106661e-08,3.100299128533379e-09
1960,2.0070416439921246e-07,2.0762500052562416e-09,2.076250060767393e-09
1961,2.2928925602627714e-07,1.0422239238305764e-08,1.3896318540318475e-09
1962,2.4226272898886236e-07,3.805173898197012e-09,9.512934440181198e-09
1963,2.508828629288473e-07,5.1728425987107585e-09,4.526237162849611e-09
1964,2.610022420412861e-07,5.5364111239963876e-08,9.125952438182594e-09
1965,2.1614570755446039e-07,3.611548510251694e-08,3.830430195250756e-09
1966,2.5368962042193743e-07,8.308612242657887e-09,1.6617224263271169e-09
