year,unités_NOUN égales_ADJ,unités_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,5.9324420931261557e-08,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,2.0171682990621775e-08
1807,1.9928686256776018e-08,0.0
1808,0.0,0.0
1809,6.7770917766551975e-09,1.581321384946932e-08
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,0.0,1.893717893608482e-07
1813,0.0,2.5881675469463516e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,0.0
1818,5.960588467246453e-09,0.0
1819,8.280840013696888e-09,0.0
1820,0.0,0.0
1821,0.0,6.903041693817613e-09
1822,9.023054303725075e-09,6.015369535816717e-09
1823,0.0,0.0
1824,7.57900142644985e-09,3.3684450784221553e-09
1825,3.522177216552791e-09,0.0
1826,2.642395191543301e-09,8.807984341885344e-10
1827,4.608636583469661e-09,0.0
1828,1.1006761724274838e-08,0.0
1829,3.0006116702452346e-08,0.0
1830,4.174734336004349e-09,3.1310507520032616e-09
1831,2.0268567268999504e-08,4.677361609140007e-09
1832,9.470978667991403e-09,0.0
1833,6.950177322551099e-09,1.1583628500844156e-09
1834,7.467624740797874e-09,9.334530925997342e-10
1835,5.294161553592858e-09,6.806779140333674e-09
1836,3.8308275662757296e-08,0.0
1837,1.1132625488130543e-08,2.0873671680021744e-09
1838,9.468243078458727e-09,1.2624323808552163e-09
1839,9.788065469251706e-09,2.7965900706306e-09
1840,6.3696887764308485e-09,6.369688665408546e-10
1841,1.2841097074556274e-09,6.420548537278137e-10
1842,1.408735705865638e-08,0.0
1843,8.269675610961258e-09,3.5441467538532834e-09
1844,2.195424508855126e-09,0.0
1845,1.1160455892778032e-09,0.0
1846,1.5221703009160592e-08,6.439951683034906e-09
1847,1.0786447290911383e-09,3.235934187273415e-09
1848,2.413566457803995e-09,3.218088684420195e-09
1849,3.3517659758786067e-09,0.0
1850,4.073397619208663e-09,6.788996032014438e-10
1851,1.2898877521649865e-09,0.0
1852,2.6042181744401205e-09,6.510545436100301e-10
1853,6.569124799682413e-09,0.0
1854,1.1950028522278444e-08,5.195664454227256e-10
1855,1.0083180512765466e-08,4.2455496895854594e-09
1856,5.694908100650764e-09,0.0
1857,4.881508974818871e-09,1.4644527812635033e-09
1858,1.9574704079872163e-09,9.787352039936081e-10
1859,4.073738679721828e-09,1.018434669930457e-09
1860,9.612086238064421e-09,1.373155145145688e-09
1861,8.960331143725853e-09,4.715963730639317e-10
1862,8.584174260306554e-09,0.0
1863,6.493007020935693e-09,9.989241656072068e-10
1864,1.9178911792039344e-09,1.4384183844029508e-09
1865,7.0602665935837194e-09,0.0
1866,6.3252967308358166e-09,9.731225825149181e-10
1867,2.91168689159349e-09,4.85281148598915e-09
1868,3.062721987134864e-08,0.0
1869,4.395167341186834e-09,4.883519144627257e-10
1870,1.0894693147633916e-08,1.7202146374017957e-09
1871,3.3987767267262825e-08,0.0
1872,1.2094679036067646e-08,1.0280476914203973e-08
1873,1.0176207432266438e-08,0.0
1874,5.974609251779839e-09,0.0
1875,3.94785359958405e-08,2.8607636259891933e-09
1876,7.255217759905008e-09,0.0
1877,2.4739263970730008e-09,3.710889595609501e-09
1878,1.8117265465633636e-09,4.22736201599605e-09
1879,6.720257683667796e-09,6.10932526790009e-10
1880,5.776061406947974e-09,6.417846254436199e-10
1881,1.3945015142624584e-09,2.7890030285249168e-09
1882,8.652000893505374e-09,1.3310770263785798e-09
1883,1.9589950994713945e-08,0.0
1884,2.1125430293977843e-08,2.6406787867472303e-09
1885,2.5782542767416317e-09,1.933690763067375e-09
1886,4.5174246565693466e-09,6.453463874400711e-10
1887,5.876032105334161e-09,7.834709769838355e-09
1888,6.974675947901687e-09,1.268122939990235e-09
1889,1.566284169030041e-08,1.2530273485467092e-09
1890,1.9663159989136147e-09,2.6217545912032847e-09
1891,5.099376032546843e-09,0.0
1892,5.641661360300532e-09,5.014809900671935e-09
1893,1.4164357686752282e-08,3.079208354961338e-08
1894,6.301539290376468e-09,6.301539290376468e-09
1895,1.023164486468886e-08,1.2037228991346183e-09
1896,3.715128116255073e-08,5.89702897624278e-10
1897,1.0488084178916779e-08,2.913356778044829e-09
1898,1.4145887128336199e-08,1.3580051749784161e-08
1899,4.4220627160029835e-09,9.39688327150634e-09
1900,1.1939421895590385e-08,8.824790231898305e-09
1901,1.0059729937950124e-08,8.941982487797873e-09
1902,9.820567470342212e-09,4.4192554615740676e-09
1903,2.7001101354784396e-09,1.5120616980723867e-08
1904,5.374625189347171e-09,1.289910045443321e-08
1905,1.7030505006232488e-08,8.257214467732865e-09
1906,8.230695236477459e-09,1.5432553013283723e-09
1907,2.108565766434367e-08,9.771402353919711e-09
1908,1.964555629285769e-09,9.822778146428846e-10
1909,1.7603147384193107e-08,1.4302557360679202e-08
1910,9.619471441624228e-09,1.3360376582838285e-08
1911,4.788336838146279e-09,1.0108711090417444e-08
1912,1.614920641657136e-08,5.730363294986773e-09
1913,1.0605979205990934e-08,4.719660973151463e-08
1914,1.1384464038144415e-08,4.151981025657392e-08
1915,7.068456930880984e-09,1.64930663570928e-08
1916,1.0987461607214755e-08,1.7579939282086343e-08
1917,7.676496771580332e-09,2.52227767560953e-08
1918,1.378365155346728e-08,2.756730399511298e-08
1919,1.2890987832747669e-08,1.602165574654535e-07
1920,3.028892692213958e-09,1.7643300465053358e-07
1921,1.2116395886607734e-08,5.225195576219477e-08
1922,2.7298360905092522e-08,5.238334099821884e-08
1923,1.3800733000834953e-08,3.3971035318103304e-08
1924,2.578324886925998e-09,2.965073686578279e-08
1925,1.0998178368026856e-08,2.7495444809844116e-08
1926,1.0031524944054127e-08,1.4489979882625903e-08
1927,2.0068604555945058e-08,1.4493992228636898e-08
1928,1.2568645679778001e-08,1.9424270192303084e-08
1929,1.0026365515614089e-08,1.5596569369336066e-08
1930,1.1553964007759987e-08,2.10072066408884e-08
1931,1.0264820993199919e-08,1.596749932275543e-08
1932,1.2055489939655217e-08,1.8631212239661465e-08
1933,1.9500125958415992e-08,1.605892663292252e-08
1934,1.3179738189705859e-08,2.156684431042777e-08
1935,1.6755597798123745e-08,2.6330225111337313e-08
1936,1.576212937948185e-08,2.182448710641438e-08
1937,2.0145789036973838e-08,1.8886677000118368e-08
1938,1.1668692678767911e-08,3.241303758727554e-08
1939,1.8352860564618823e-08,1.988226472349197e-08
1940,1.5214697057785997e-08,2.2822046474857416e-08
1941,2.066051862925633e-08,2.9515025090631752e-08
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,4.177142187700156e-08
1945,2.178504043826024e-09,1.5249527862692958e-08
1946,1.1136883415474585e-08,1.3921104269343232e-08
1947,7.152522574216391e-09,7.152522574216391e-09
1948,1.0871888278529696e-08,3.152847583010043e-08
1949,2.1597418964347526e-08,9.817008539414473e-09
1950,2.4461330738745346e-08,1.0635361036293034e-08
1951,6.396841278899501e-09,1.0661401650402524e-08
1952,8.435843135146115e-09,1.1599284199803606e-08
1953,1.4005975934594517e-08,1.2928593307037772e-08
1954,1.9545073115523337e-08,9.772536557761669e-09
1955,7.508486277174597e-09,1.8771215248847284e-08
1956,1.3953826538681824e-08,1.8314396443841474e-08
1957,2.1204090927540165e-08,3.799066305987253e-08
1958,1.7371711180658167e-08,7.445018934681968e-09
1959,8.525822714489095e-09,1.3176271296266862e-08
1960,8.997083078554624e-09,2.214666661171094e-08
1961,9.72742331128984e-09,6.392306728386643e-08
1962,7.610347907416326e-09,8.244543492352818e-08
1963,1.2285501505004959e-08,3.427008254952568e-08
1964,1.1559539991878864e-08,9.125952382671443e-09
1965,1.641613067704384e-08,2.298258233723871e-08
1966,3.8773522170743036e-09,2.3264114856758056e-08
1967,9.367637332502454e-09,1.0846738118797106e-08
1968,1.257596426995633e-08,2.4253646091487724e-08
1969,1.9529558414888015e-08,2.3162964213341297e-08
1970,6.898087434592526e-09,3.678979956789341e-08
1971,4.624557625731995e-09,4.881477533302814e-08
1972,1.539044092169206e-08,4.001514497531389e-08
1973,1.0475087464101307e-08,1.874489274911184e-08
1974,1.012602890426706e-08,2.531507187208959e-08
1975,9.709516746170266e-09,4.9118729528174754e-08
1976,5.142174241967723e-09,3.942333659523456e-08
1977,9.402850942308305e-09,1.645498937108414e-08
1978,8.910887139279566e-09,1.3663360443061379e-08
1979,1.6385525825057812e-08,2.867466875056124e-08
1980,9.096241093686785e-09,1.7055451329017757e-08
1981,1.5181319312773667e-08,2.0874313833019187e-08
1982,1.0552754226011984e-08,8.690503316977072e-09
1983,9.47297440490047e-09,7.57837925746685e-09
1984,3.421414973558967e-08,8.118612004892611e-09
1985,1.4437339324047116e-08,3.7296459254321235e-08
1986,8.392279760016663e-09,4.196139880008332e-09
1987,1.099947066762752e-08,1.0999470334560613e-08
1988,1.139345240375178e-08,2.3986214681137596e-09
1989,9.878619700032232e-09,8.232182935330457e-09
1990,1.0897301727652575e-08,2.2884334038852927e-08
1991,1.1722930182145319e-08,7.6199047072123e-09
1992,7.713921945651236e-09,3.30596661157756e-09
1993,4.4313659408601325e-09,5.539207315052863e-09
1994,5.802419433820205e-09,1.2132331472791691e-08
1995,8.133675954979935e-09,2.440102847556247e-08
1996,8.540947504798169e-09,3.2028553142993132e-09
1997,8.151320507465698e-09,1.2946214766884623e-08
1998,8.10582001520288e-09,2.7178337469457858e-08
1999,3.656160929565999e-09,2.1479944628532976e-08
2000,6.627047355323157e-09,1.767212509662386e-08
2001,7.448059946568719e-09,2.4096664746897645e-08
2002,5.6955880012310445e-09,2.541108423681493e-08
2003,5.000307723435071e-09,2.4584844382502524e-08
2004,2.2023955992267474e-09,2.995257980531463e-08
2005,9.908249332113428e-09,4.5037495510769077e-08
2006,2.4707338397433887e-09,2.182481573242967e-08
2007,9.18730247434496e-09,2.0371844655642235e-08
2008,7.663391698997657e-09,2.299017509699297e-08
2009,4.76819250749827e-09,1.811913130644882e-08
2010,4.723792912386671e-09,2.5036102968556406e-08
2011,8.412738061736036e-09,1.3001504761689375e-08
2012,3.063827413996023e-09,1.2936160198595559e-08
2013,6.136075203500013e-09,2.7612338526772362e-08
2014,3.681256854903836e-09,1.624083929840925e-08
2015,1.994917786518613e-09,1.8397575574091718e-08
2016,5.178350193091319e-09,1.3877978599641239e-08
2017,3.5218559180094644e-09,1.0062445682246235e-08
2018,2.8396134332808742e-09,1.3939920606720335e-08
2019,2.5509878653906526e-09,1.377533381807794e-08
