year,leurs_DET égaux_NOUN,leurs_DET egaux_NOUN
1800,5.187871465750504e-07,0.0
1801,4.857612339037587e-07,0.0
1802,4.5875722776145267e-07,5.594600338554301e-08
1803,4.93435834414413e-07,1.1702034896643454e-08
1804,6.772871756766108e-07,0.0
1805,4.5201755938251154e-07,2.842877711017877e-09
1806,3.5156364219801617e-07,0.0
1807,4.3273718119962723e-07,2.562259560079383e-08
1808,5.030684064877278e-07,0.0
1809,4.201796741654107e-07,0.0
1810,1.5210824244604737e-07,0.0
1811,3.785685862567334e-07,2.5070767684098882e-09
1812,3.440698606027581e-07,2.6672082320544632e-09
1813,3.2208305356107303e-07,0.0
1814,2.454408161156607e-07,0.0
1815,3.3445573421886365e-07,2.697223555614414e-09
1816,3.986278613865579e-07,0.0
1817,3.8454771811302635e-07,3.113746815941454e-09
1818,6.842755624347774e-07,0.0
1819,6.1692259123447e-07,1.7596784473994376e-08
1820,5.256850954538095e-07,3.322614716694261e-08
1821,5.058943770563928e-07,9.86148829262845e-10
1822,4.5315783836485934e-07,0.0
1823,4.2495554453125806e-07,0.0
1824,4.058976230680855e-07,1.6842225392110777e-09
1825,4.3586942410911433e-07,8.805443041381977e-10
1826,4.914855367132986e-07,2.642395191543301e-09
1827,3.7790820783811796e-07,0.0
1828,3.6138865766588424e-07,9.172301251858528e-10
1829,4.886710485152435e-07,0.0
1830,4.707013090410328e-07,0.0
1831,4.287581703010801e-07,0.0
1832,3.544851949754957e-07,0.0
1833,3.7067610492158565e-07,1.1583628500844156e-09
1834,3.145736968690471e-07,2.8003592777992026e-09
1835,3.456331114648492e-07,1.5126175867408165e-09
1836,3.857710453303298e-07,6.72075017860152e-09
1837,3.061472000354115e-07,6.262101948095733e-09
1838,4.1975877707045584e-07,1.2624323808552163e-09
1839,3.362899576586642e-07,0.0
1840,4.6180241497495444e-07,0.0
1841,2.998396269049408e-07,0.0
1842,3.0053027444409963e-07,0.0
1843,3.0420591201618663e-07,5.906911071384968e-10
1844,3.56756487462917e-07,1.097712254427563e-09
1845,3.253272780057159e-07,1.1160455892778032e-09
1846,3.518555331538664e-07,1.7563503984519002e-09
1847,3.586493733109819e-07,5.393223645455691e-10
1848,3.282450506958412e-07,4.022610855525244e-09
1849,2.681412638594338e-07,0.0
1850,2.613763570025185e-07,1.3577992064028876e-09
1851,3.3472588256699964e-07,6.449438760824933e-10
1852,2.545623374317074e-07,3.2552727180501506e-09
1853,2.896387059081462e-07,5.971931837933653e-09
1854,3.195333704297809e-07,3.117398783558656e-09
1855,2.695924194995314e-07,1.5920811335945473e-09
1856,1.9155599773057475e-07,5.177189232874468e-10
1857,2.665304066340468e-07,2.9289055625270066e-09
1858,2.921524639987183e-07,9.787352039936081e-10
1859,2.7141282998854876e-07,0.0
1860,2.723424472605984e-07,1.373155145145688e-09
1861,2.1834911478890717e-07,0.0
1862,2.0692377233899606e-07,0.0
1863,2.9218531949481985e-07,0.0
1864,3.1213679108077486e-07,4.794727948009836e-10
1865,2.4475590976180683e-07,4.706844358715045e-10
1866,2.3160318107784406e-07,0.0
1867,2.0867089745024714e-07,0.0
1868,2.287161748881772e-07,0.0
1869,2.5736144948496076e-07,0.0
1870,2.568853858520015e-07,5.734048791339319e-10
1871,2.1029930508120742e-07,0.0
1872,2.0621426699563017e-07,6.047339295989218e-10
1873,2.0591855331986153e-07,0.0
1874,1.9955194829890388e-07,5.974609140757536e-10
1875,1.6878504993655952e-07,0.0
1876,2.8234887849976076e-07,0.0
1877,1.9172929910382663e-07,6.184815992682502e-10
1878,1.5339284686888277e-07,0.0
1879,1.9610934032243676e-07,6.10932526790009e-10
1880,1.8162505455165956e-07,0.0
1881,1.7989069078794273e-07,0.0
1882,2.2228987006656098e-07,0.0
1883,1.7062215817986726e-07,0.0
1884,1.9673056783631182e-07,6.601696966868076e-10
1885,1.3664747200436977e-07,6.445635691854079e-10
1886,2.071561908678632e-07,1.936039106809062e-09
1887,2.0566112368669565e-07,0.0
1888,1.236419819861112e-07,6.340614699951175e-10
1889,1.7667684915068094e-07,6.265136742733546e-10
1890,1.723803677577962e-07,0.0
1891,1.121862709396737e-07,0.0
1892,1.3539987264721276e-07,0.0
1893,1.459544733961593e-07,0.0
1894,1.524972503830213e-07,0.0
1895,1.6370631783502176e-07,6.018614495673091e-10
1896,1.568609775404184e-07,0.0
1897,1.0895954005718522e-07,0.0
1898,1.3466885206980805e-07,0.0
1899,1.2547603489565518e-07,0.0
1900,1.2873812238467508e-07,0.0
1901,1.1680464240271249e-07,0.0
1902,1.0016979246074698e-07,0.0
1903,1.3392546804880112e-07,0.0
1904,1.0050548837625684e-07,0.0
1905,1.2540644434011483e-07,5.160759042333041e-10
1906,1.1574415026416318e-07,2.0576738091193647e-09
1907,1.218853924456198e-07,2.5714217422034835e-09
1908,1.439037049522085e-07,9.822778146428846e-10
1909,1.320236009405562e-07,1.1001967115120692e-09
1910,1.004700322937424e-07,0.0
1911,1.2183656394881837e-07,0.0
1912,9.793711797101423e-08,5.209421227725386e-10
1913,1.1878697137035488e-07,5.30298971401777e-10
1914,9.37544086809794e-08,0.0
1915,1.3194453174492082e-07,0.0
1916,9.449217230894646e-08,0.0
1917,1.2501723745117488e-07,0.0
1918,1.1141784739265859e-07,0.0
1919,1.1325653304083971e-07,0.0
1920,8.32945517004191e-08,0.0
1921,6.512562578109282e-08,0.0
1922,8.263288009402459e-08,0.0
1923,9.872831441271046e-08,0.0
1924,1.3407289145561663e-07,0.0
1925,1.033828738172815e-07,0.0
1926,7.80229711949687e-08,0.0
1927,1.0480271583901413e-07,0.0
1928,9.597874850442167e-08,0.0
1929,8.689517017046455e-08,0.0
1930,1.1238855535111725e-07,0.0
1931,7.52753521737759e-08,0.0
1932,7.890866271509367e-08,2.1919073223131136e-09
1933,1.0094182556485976e-07,0.0
1934,9.824896096688462e-08,0.0
1935,6.103825000991492e-08,0.0
1936,9.214782892286166e-08,0.0
1937,4.5328025777280345e-08,1.2591118148108649e-09
1938,9.853562943362704e-08,0.0
1939,7.799965828780842e-08,0.0
1940,1.1918179865233469e-07,0.0
1941,7.67390702094417e-08,0.0
1942,1.0923162108156248e-07,0.0
1943,7.83873517207212e-08,0.0
1944,1.0603514510876266e-07,0.0
1945,8.496165548876888e-08,0.0
1946,1.1276094369350176e-07,0.0
1947,1.0490366264548356e-07,0.0
1948,8.806229345736938e-08,0.0
1949,9.031647607571358e-08,9.817008317369869e-10
1950,9.040057591391815e-08,0.0
1951,1.0554787621686046e-07,1.0661401761424827e-09
1952,6.748674508116892e-08,0.0
1953,6.464296120611834e-08,0.0
1954,7.133951385185355e-08,0.0
1955,7.320774386698758e-08,0.0
1956,7.064124929456739e-08,0.0
1957,7.863183526524153e-08,0.0
1958,9.926692001727133e-08,0.0
1959,5.813060965920158e-08,7.750747821333448e-10
1960,7.405292024031951e-08,1.3841666701708277e-09
1961,1.1117055009890464e-07,0.0
1962,1.0591067223231221e-07,0.0
1963,8.082566438361027e-08,0.0
1964,8.091677727861679e-08,6.083968329129164e-10
1965,9.138312151435457e-08,4.924838981068547e-09
1966,7.090015685662365e-08,0.0
1967,1.1142558520305101e-07,9.860671168482327e-10
1968,1.2710707153473777e-07,8.982831700699023e-10
1969,1.0400625427564592e-07,4.5417578031781147e-10
1970,9.611335372028407e-08,0.0
1971,1.0276794881747264e-07,5.138397485282553e-10
1972,7.387411216086548e-08,5.130146862875051e-10
1973,8.545465846054867e-08,0.0
1974,7.988311523376979e-08,5.625571675160757e-10
1975,6.568202337575713e-08,5.711480177694739e-10
1976,7.484720043748894e-08,0.0
1977,7.698584170157119e-08,1.1753563677885381e-09
1978,9.861381755627008e-08,5.940591352171509e-10
1979,9.597236072522719e-08,1.1703946700691858e-09
1980,4.946081233470068e-08,5.685150683554241e-10
1981,7.147870917378896e-08,0.0
1982,6.393727147724348e-08,0.0
1983,4.7996401519867504e-08,6.315316047889041e-10
1984,7.53871134406836e-08,1.739702604197646e-09
1985,4.992913105184016e-08,1.8046674155058895e-09
1986,6.953602849080198e-08,1.1988970927134801e-09
1987,6.171924837872211e-08,0.0
1988,5.5767952034102564e-08,0.0
1989,7.95777737039316e-08,5.488122178931576e-10
1990,6.538380858955861e-08,0.0
1991,6.564840759892832e-08,1.1722930404189924e-09
1992,6.667032437235321e-08,0.0
1993,5.926952084678305e-08,5.539207426075166e-10
1994,8.28163493338252e-08,5.274926606624319e-10
1995,7.374533339543632e-08,5.422450821690461e-10
1996,6.405710450962943e-08,1.067618438099771e-09
1997,6.856699030777236e-08,0.0
1998,7.247556510492359e-08,0.0
1999,8.317766031495921e-08,4.570201161957499e-10
2000,7.157211001640462e-08,8.836062992401139e-10
2001,6.528005513928292e-08,4.3812117822561447e-10
2002,7.710949745387552e-08,8.76244299341522e-10
2003,6.250384387840313e-08,0.0
2004,7.311953709177033e-08,0.0
2005,7.296074500118266e-08,0.0
2006,6.670981633760675e-08,0.0
2007,7.150118364052105e-08,0.0
2008,7.322796591324732e-08,4.257439678578834e-10
2009,8.105926951884612e-08,0.0
2010,6.377120342904163e-08,4.723793023408973e-10
2011,6.65371118202529e-08,0.0
2012,5.5148895228285255e-08,0.0
2013,6.917029793385154e-08,0.0
2014,7.903874887915663e-08,0.0
2015,8.22349477402895e-08,0.0
2016,9.321030347564374e-08,0.0
2017,5.4840327834426716e-08,0.0
2018,6.866701340868531e-08,0.0
2019,9.413145107828313e-08,0.0
