year,quelques_DET âmes_NOUN,quelques_DET ames_NOUN,quelques_DET lames_NOUN
1842,4.2060821847655916e-07,1.3953191668747422e-07,5.1653639587811995e-08
1843,4.382927905055567e-07,7.856191719390893e-08,5.6706346729384904e-08
1844,4.890308176186409e-07,5.214133191877579e-08,5.817875081692847e-08
1845,5.429561564795904e-07,6.91948264242015e-08,5.133809788393506e-08
1846,5.134397440542671e-07,5.795956248277889e-08,5.386141088692398e-08
1847,5.263786384546165e-07,5.069630049092666e-08,3.074137566727586e-08
1848,3.459445316877918e-07,4.18351535080852e-08,4.98803736093123e-08
1849,5.538793050874347e-07,5.111443246441638e-08,5.6980020701757894e-08
1850,4.3245903569300026e-07,5.159636806695289e-08,3.598167896967652e-08
1851,5.217596097395472e-07,6.900899318651454e-08,3.7406744590740004e-08
1852,5.130309954637369e-07,2.734429060957666e-08,4.036538081564345e-08
1853,4.6401910580584627e-07,8.957897978945084e-09,3.822036309664156e-08
1854,6.188036394405572e-07,2.8056588274871785e-08,4.104574746754963e-08
1855,5.726185428045483e-07,3.237231638308913e-08,4.086341576226005e-08
1856,6.916724846206534e-07,2.8992260148186233e-08,7.403380553050454e-08
1857,6.380132511196734e-07,2.1478640421790374e-08,3.3682413413949064e-08
1858,7.086043041226731e-07,4.8936761531948036e-08,3.180889396325881e-08
1859,6.375400865010761e-07,1.5276520493046064e-08,4.8884864156661934e-08
1860,6.101386134105269e-07,7.781212424395889e-09,6.728460055782648e-08
1861,6.413710806896233e-07,1.8392257716826066e-08,6.036433486400483e-08
1862,5.63392912766858e-07,1.2650361730370818e-08,3.0270508100116444e-08
1863,6.193329724624164e-07,1.3485476735297652e-08,3.945750420841776e-08
1864,5.955052309047915e-07,2.828889522632494e-08,5.513937217926923e-08
1865,6.1612593960092e-07,2.0710114623234688e-08,6.87199293025742e-08
1866,5.011581034608525e-07,1.3623716377253459e-08,6.957826192977024e-08
1867,5.444854433989121e-07,9.220341823379385e-09,4.804283371129259e-08
1868,4.668181059486187e-07,1.383164716095564e-08,5.878450259899637e-08
1869,5.27908436964708e-07,9.278686596836394e-09,5.3230357677236384e-08
1870,6.089560073974098e-07,1.0894692259455496e-08,3.7844722466928715e-08
1871,3.876729604002094e-07,1.5931766128574054e-08,2.973929724703339e-08
1872,4.7411140435826837e-07,9.675742873582749e-09,3.084143074261192e-08
1873,3.992664918683886e-07,8.979006871356887e-09,9.697327385538301e-08
1874,4.044810326675474e-07,1.0156835539287812e-08,4.122480135038131e-08
1875,4.3941328442542726e-07,1.0298748520654044e-08,6.80861749202677e-08
1876,3.7606211122920286e-07,4.836811839936672e-09,6.348315562121343e-08
1877,3.7789225260098647e-07,6.8032977029730546e-09,4.5767637013582885e-08
1878,3.351694086717316e-07,9.662541822219595e-09,7.428079307203461e-08
1879,4.148231766976096e-07,8.553055041993218e-09,8.247588922927207e-08
1880,3.4335477927527336e-07,1.2835692508872398e-09,4.813384535395926e-08
1881,3.1167109071361665e-07,6.972507515801141e-09,6.48443219120054e-08
1882,3.1014094847847673e-07,6.655385131892899e-09,5.2577541209686274e-08
1883,2.7362737409220017e-07,1.8958017378167824e-09,7.140853153231319e-08
1884,3.4658908987239556e-07,5.941527270181268e-09,3.1688145440966764e-08
1885,3.1970353120414075e-07,1.933690763067375e-09,6.961286702633629e-08
1886,2.787896509204302e-07,5.808117431449489e-09,6.066256019732208e-08
1887,2.9119005118261043e-07,3.917354718385724e-09,7.769420462544474e-08
1888,2.967407635168229e-07,3.804368819970705e-09,5.45292864195801e-08
1889,3.132568284769377e-07,7.51816386923565e-09,3.383173891036151e-08
1890,2.477558034286176e-07,3.277193294515257e-09,5.6367725265182855e-08
1891,3.3910851549023846e-07,3.1871099093194744e-09,4.270727416155751e-08
1892,2.990080352205382e-07,4.387958663087943e-09,7.083418918085727e-08
1893,2.968356813681794e-07,1.8475249663474358e-09,6.466337532096134e-08
1894,2.684455822077325e-07,1.386338599473902e-08,5.986462170426421e-08
1895,3.5148707411281066e-07,9.629783193076946e-09,4.2732161809055924e-08
1896,3.125425251937486e-07,6.486731929378209e-09,5.425266591529976e-08
1897,2.948316932815942e-07,6.409385022720926e-09,6.817254827318209e-08
1898,3.5251550567494405e-07,1.640922908663356e-08,1.1712794467655385e-07
1899,2.957254512381269e-07,6.633094074004475e-09,4.6431660294388166e-08
1900,2.486514478761137e-07,3.114631885736685e-09,8.772880022434038e-08
1901,2.688183311505554e-07,6.706486699314951e-09,7.041811223018613e-08
1902,2.6417327525507517e-07,3.4371988033576883e-09,4.468358127951433e-08
1903,2.867516890603383e-07,5.940242076007962e-09,5.50822480960278e-08
1904,2.219720132146108e-07,5.374625189347171e-09,4.5146852478694655e-08
1905,2.2397694099396404e-07,2.0643036724443675e-09,6.760594617460924e-08
1906,2.40747833224475e-07,6.173021371846943e-09,7.201858354122237e-08
1907,2.9468492712680927e-07,7.71426522661045e-09,7.457122652709813e-08
1908,2.892808161902849e-07,8.349361424464519e-09,6.384805750769829e-08
1909,2.882515319768686e-07,3.3005901345362076e-09,4.620826121737309e-08
1910,2.725516727863919e-07,7.481811170606534e-09,7.428369297457493e-08
1911,2.638905662877278e-07,5.852411555373749e-09,1.0002303518774625e-07
1912,2.693270912956791e-07,5.209421227725386e-10,7.34528398105283e-08
1913,2.799978595646735e-07,4.772690798127144e-09,9.810531231835284e-08
1914,2.444311393290377e-07,2.0090231145353243e-09,9.442408455129225e-08
1915,1.6610874409295207e-07,4.712304657594757e-09,5.772573485884891e-08
1916,2.977602102660626e-07,1.0987462051303964e-09,1.9777432136436346e-08
1917,2.3577812324759861e-07,0.0,6.141197506082108e-08
1918,3.38848111347545e-07,3.44591288836682e-09,5.398596947259193e-08
1919,3.185915460335309e-07,5.524709190130039e-09,4.880159742981505e-08
1920,3.15004847095679e-07,3.786115865267448e-09,7.117897649067118e-08
1921,2.567161381250571e-07,1.5145494858259667e-09,6.664017782043175e-08
1922,2.788859632119056e-07,2.951174138399182e-09,6.418803977226162e-08
1923,2.579675375535828e-07,1.0615948120573648e-09,8.598917844437892e-08
1924,2.9392903222458244e-07,1.289162443462999e-09,1.0055466681535563e-07
1925,2.397602845150004e-07,5.499089184013428e-09,6.048997924779087e-08
1926,2.9537266854617883e-07,5.573069228326233e-09,6.464760193836128e-08
1927,3.2332751587205166e-07,5.574612438330462e-09,1.148370154524514e-07
1928,2.513729073783111e-07,1.1426041224282812e-09,8.341010104828683e-08
1929,2.3394852899372154e-07,3.342121912552898e-09,8.466708667498324e-08
1930,2.19525318811975e-07,5.251801771244402e-09,4.621585514286153e-08
1931,2.030153449794625e-07,6.843213995466613e-09,4.448088919417614e-08
1932,1.9179188637252764e-07,3.287861094491973e-09,8.21965220332288e-08
1933,1.766482045084672e-07,1.1470662197865522e-09,8.717703003924271e-08
1934,1.4497711475769393e-07,0.0,8.506922100082193e-08
1935,2.1423228968586727e-07,0.0,7.061287732312849e-08
1936,1.8550812619366752e-07,3.6374143697059935e-09,9.093535524584695e-08
1937,1.5612986237201198e-07,1.2591118259130951e-08,7.554670666820584e-08
1938,1.5298953348619193e-07,2.5930428915188486e-09,4.926781649317036e-08
1939,1.6364633736998258e-07,0.0,8.564667908217416e-08
1940,1.4200383757767554e-07,2.5357829169792012e-09,6.846613676003699e-08
1941,2.0955668134092775e-07,2.9515025978810172e-09,7.378756183840096e-08
1942,1.9115533689273434e-07,9.102635090130207e-09,7.585529493425724e-08
1943,2.1193616905890167e-07,0.0,7.258087908468269e-08
1944,1.8636479381939353e-07,3.2131861615880553e-09,6.42637232317611e-08
1945,2.3963544215632737e-07,0.0,5.664110691583346e-08
1946,2.0881656315197006e-07,0.0,5.0115975369635635e-08
1947,2.9325341266428495e-07,2.3841741914054637e-09,2.8610089852776355e-08
1948,2.163505650187858e-07,1.0871887834440486e-09,9.567261294307627e-08
1949,1.6296234006674126e-07,9.817008317369869e-10,7.657266642979721e-08
1950,1.3506908569382858e-07,1.0635361480382244e-09,4.466851932782845e-08
1951,2.0256663457729474e-07,5.330700769690111e-09,8.529121409139861e-08
1952,1.7398927099065986e-07,0.0,8.224947034563002e-08
1953,1.5622049076569056e-07,0.0,7.972632465325091e-08
1954,1.6613311970559153e-07,1.9545072227344917e-09,8.208930513120549e-08
1955,1.0230312685877152e-07,2.815682353940474e-09,9.573320269851138e-08
1956,1.8663242951078018e-07,8.72114158667614e-10,6.279221853588979e-08
1957,1.2987505559891588e-07,0.0,8.481636193380382e-08
1958,1.3235590223814597e-07,8.272243445794913e-10,9.761247277140228e-08
1959,1.3021255984568825e-07,7.750747599288843e-09,6.82065790513775e-08
1960,1.5710291378923102e-07,6.920833350854139e-10,8.235791959521066e-08
1961,1.500802389031719e-07,7.642975030641708e-09,6.878677716315451e-08
1962,1.1669199961872323e-07,1.2683912808952869e-09,6.151697728995487e-08
1963,1.2350162048591073e-07,6.466053248388448e-10,6.595374379969599e-08
1964,1.636587412257029e-07,1.3384730601639916e-08,4.015419241554241e-08
1965,1.3953710720215895e-07,1.5321721336114535e-08,4.596516456345512e-08
1966,1.3570733781165245e-07,4.985167167959048e-09,7.422359882269802e-08
1967,1.4593793906669816e-07,2.366561108191334e-08,7.099683152489433e-08
1968,1.7381778683045468e-07,1.5719955892556925e-08,4.760900740308216e-08
1969,1.2081075873027203e-07,4.9959334169624725e-09,5.63177957602079e-08
1970,9.749297191774531e-08,9.197450051567913e-09,4.414775967021001e-08
1971,1.243492153690795e-07,1.9012070140433934e-08,7.502060306308067e-08
1972,9.38816882012361e-08,3.7450070766720245e-08,4.565830824532213e-08
1973,1.1687992040876338e-07,8.269805285010534e-09,6.726108559007571e-08
1974,7.875800145384915e-08,4.5004573956397564e-09,3.8816442948785834e-08
1975,6.511087269345239e-08,1.7134440533084216e-09,6.625317094943739e-08
1976,9.598724926007662e-08,5.142174241967723e-09,6.456285417399954e-08
1977,8.34503017799193e-08,4.113747231748732e-09,5.2891036439461914e-08
1978,8.376233839868519e-08,7.128709622605811e-09,7.841580540457471e-08
1979,9.304637416107653e-08,1.1703946811714161e-08,4.7986182138970435e-08
1980,7.845507732362478e-08,6.822180653731635e-09,4.889229576754417e-08
1981,7.780425992365281e-08,5.69299452024552e-09,4.870673020462846e-08
1982,1.0366529057392881e-07,2.483000915987077e-09,3.7865763635736016e-08
1983,8.14675757965233e-08,6.315316047889041e-10,7.515225775023282e-08
1984,9.510373866206123e-08,2.8995041922996734e-09,5.972978911472637e-08
1985,5.835091143602256e-08,4.812446441349039e-09,3.789801539255677e-08
1986,9.351397189938382e-08,4.795588426365072e-09,5.8146509385181844e-08
1987,9.166225378720583e-08,7.944061797271473e-09,6.599682178531907e-08
1988,6.296381327430822e-08,1.798966087207532e-09,4.3175187425248396e-08
1989,8.835876874613291e-08,2.1952488715726304e-09,3.8416856806833266e-08
1990,1.008000403146525e-07,3.2691906959314565e-09,2.7788119361105146e-08
1991,7.971592985711595e-08,0.0,2.989347258619546e-08
1992,7.934319512514776e-08,5.509944167592096e-10,2.589673808728321e-08
1993,9.582828930376763e-08,3.323524566667402e-09,3.15734824951619e-08
1994,8.809127605147182e-08,2.637463358823311e-09,4.008944198830022e-08
1995,9.272390588677126e-08,1.0844901643380922e-09,3.0907970405280594e-08
1996,9.555185087606333e-08,1.6014276571496566e-09,3.202855358708234e-08
1997,8.630809711362986e-08,0.0,2.3494983736327413e-08
1998,9.774665121753401e-08,3.814503379828693e-09,2.670152354777855e-08
1999,8.729084166603229e-08,1.8280804647829996e-09,2.6507166683842343e-08
2000,7.599014306691743e-08,4.4180314962005696e-10,1.3254094266557104e-08
2001,8.368114645662672e-08,2.190605918883648e-09,3.1544724499177335e-08
2002,8.10526001870926e-08,2.6287327870022636e-09,2.584920633097454e-08
2003,9.500584363664188e-08,4.1669229178253886e-10,2.8335076507346457e-08
2004,8.325055111946256e-08,3.0833537945085254e-09,3.567880879629115e-08
2005,8.467048973059832e-08,2.702249757291497e-09,2.522099862289906e-08
2006,9.01817860388121e-08,8.235779835885637e-10,1.976587205021474e-08
2007,6.830559584614093e-08,1.5977918155218873e-09,2.356742823117486e-08
2008,9.366367459406888e-08,2.128719839289417e-09,3.874270149140102e-08
2009,9.536384770747475e-08,1.907277002999308e-09,1.430457752249481e-08
2010,8.975206888806042e-08,1.8895172093635892e-09,1.511613750837526e-08
2011,8.412738417007404e-08,3.4415748029203996e-09,1.5295887223487625e-08
2012,1.0280843110166415e-07,2.723402198201441e-09,2.4170193957395725e-08
2013,1.0710239939371036e-07,1.1156500168141292e-09,2.008170052469893e-08
2014,1.307928858551577e-07,0.0,2.5985341434164866e-08
2015,1.5072713299701945e-07,0.0,3.0145425489180866e-08
2016,1.9159895003895144e-07,4.5569479856233386e-09,2.941302934544865e-08
2017,1.1471187999489985e-07,1.2578056374223934e-09,2.3898308443293104e-08
2018,1.174567376693858e-07,1.0325866828253538e-09,2.8396133888719532e-08
2019,1.4693689998068749e-07,5.1019755087367e-10,4.183619872755173e-08
