year,puissances_NOUN égales_ADJ,puissances_NOUN légales_ADJ
1861,3.159695793897299e-08,0.0
1862,2.6656119089807362e-08,0.0
1863,2.6471489888990618e-08,0.0
1864,2.5412058235474433e-08,0.0
1865,1.4591217123438582e-08,0.0
1866,3.989802621617855e-08,0.0
1867,2.329349513274792e-08,0.0
1868,3.2603168165223906e-08,0.0
1869,2.7347706321734222e-08,0.0
1870,1.7202147262196377e-08,0.0
1871,2.1242354542039266e-09,0.0
1872,1.5118347462816928e-08,0.0
1873,7.781805422268917e-09,0.0
1874,3.823749850084823e-08,0.0
1875,2.7463329388410784e-08,0.0
1876,1.5115036333668286e-08,0.0
1877,1.5462040536817767e-08,0.0
1878,1.509772218355465e-08,0.0
1879,2.077170613290491e-08,0.0
1880,1.4761046163158653e-08,0.0
1881,2.022027167924989e-08,0.0
1882,6.655385131892899e-09,0.0
1883,6.319338829996468e-09,0.0
1884,1.1222884843675729e-08,0.0
1885,9.66845359329227e-09,0.0
1886,2.774989482645651e-08,0.0
1887,1.5016526688782506e-08,0.0
1888,3.297119732792453e-08,0.0
1889,5.012109283164534e-09,0.0
1890,5.898947996740844e-09,0.0
1891,2.2309770031370135e-08,0.0
1892,1.002961980134387e-08,0.0
1893,1.0469308087124318e-08,0.0
1894,3.276800542018066e-08,0.0
1895,1.8657704714541978e-08,0.0
1896,2.94851449922362e-08,1.7691086373616827e-09
1897,1.806281169081103e-08,0.0
1898,1.5277558773618694e-08,0.0
1899,2.1557555740514545e-08,0.0
1900,1.6092265298084385e-08,2.595526460424935e-09
1901,2.2913829056392387e-08,5.588738916095792e-10
1902,1.5712908307818907e-08,0.0
1903,2.376096830403185e-08,0.0
1904,1.5586413049106795e-08,2.6873125946735854e-09
1905,1.651442893546573e-08,5.160759042333041e-10
1906,1.6975809202790515e-08,0.0
1907,1.3885677496716653e-08,0.0
1908,1.8663277590036387e-08,1.4734167219643268e-09
1909,1.5402754349747028e-08,5.500983557560346e-10
1910,1.175713115753041e-08,0.0
1911,2.181353409014264e-08,0.0
1912,3.2819352013824243e-08,0.0
1913,1.3257474229533273e-08,0.0
1914,1.808120764223986e-08,6.696743715117748e-10
1915,2.3561524287174507e-08,0.0
1916,1.2086207812345151e-08,0.0
1917,1.6449637207927026e-08,0.0
1918,1.4932290071101306e-08,0.0
1919,1.1049418269237776e-08,9.207848372660976e-10
1920,3.256059599721084e-08,0.0
1921,3.7863738810983705e-08,0.0
1922,1.8444838545406128e-08,0.0
1923,7.431163684401554e-09,5.307974060286824e-09
1924,2.4494086758863887e-08,0.0
1925,9.898360353588487e-09,0.0
1926,1.5604593173179637e-08,1.1146138456652466e-09
1927,2.229845030843336e-08,0.0
1928,1.5996457491951332e-08,0.0
1929,2.4508893359254103e-08,0.0
1930,1.995684684175103e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,1.0959536389520963e-08,1.0959536611565568e-09
1933,2.523545639121494e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,9.574627313213568e-09,0.0
1936,1.8187071404440758e-08,0.0
1937,2.1404900851784703e-08,0.0
1938,1.5558256905023882e-08,1.2965214457594243e-09
1939,2.2941076593951948e-08,2.2941076593951948e-08
1940,1.0143131667916805e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,0.0,0.0
1944,9.639558484764166e-09,0.0
1945,1.089252066321933e-08,0.0
1946,1.9489545977080525e-08,0.0
1947,2.2649655262441115e-08,1.1920870957027319e-09
1948,1.4133454406817236e-08,1.0871887834440486e-09
1949,1.4725512254010198e-08,1.9634016634739737e-09
1950,1.3825969702452312e-08,0.0
1951,1.4925962688039363e-08,0.0
1952,1.1599283977759e-08,0.0
1953,8.61906213067698e-09,0.0
1954,1.4658803948464083e-08,0.0
1955,1.5016972554349195e-08,0.0
1956,1.0465369904011368e-08,0.0
1957,5.301022731885041e-09,0.0
1958,1.7371711014124713e-08,8.272243445794913e-10
1959,1.0075972278755785e-08,0.0
1960,1.176541641889628e-08,6.920833350854139e-10
1961,1.320150300188061e-08,0.0
1962,1.9660064909388097e-08,0.0
1963,1.2932106940866106e-08,0.0
1964,1.5818317322668918e-08,0.0
1965,1.2038495533772675e-08,0.0
1966,1.163205709531212e-08,0.0
1967,2.4651678420806178e-08,0.0
1968,1.3474247440026232e-08,0.0
1969,1.090021850558287e-08,0.0
1970,1.1036939723263473e-08,9.197450023812337e-10
1971,1.3359833239690033e-08,0.0
1972,8.721249500354133e-09,0.0
1973,1.1026407342740185e-08,1.6539611902288698e-09
1974,5.625571564138454e-09,0.0
1975,8.567219822452898e-09,0.0
1976,7.427584769459372e-09,0.0
1977,7.639816779203557e-09,0.0
1978,3.5643548113029055e-09,0.0
1979,4.681578680276743e-09,0.0
1980,3.97960553399912e-09,0.0
1981,5.060439622894819e-09,0.0
1982,4.345251713999687e-09,0.0
1983,3.789189628733425e-09,0.0
1984,6.378909400694965e-09,0.0
1985,7.820225356169885e-09,6.015558051686298e-10
1986,8.392279815527814e-09,0.0
1987,1.1610551631235921e-08,0.0
1988,1.1393452181707175e-08,0.0
1989,7.134558721588746e-09,0.0
1990,7.083246433836621e-09,0.0
1991,8.20605094986604e-09,0.0
1992,3.30596661157756e-09,1.1019888335184191e-09
1993,8.308810806045841e-09,1.1078414852150331e-09
1994,8.439882570598911e-09,0.0
1995,9.21816667442954e-09,0.0
1996,6.939520069693117e-09,5.338092190498855e-10
1997,9.110299181713799e-09,0.0
1998,6.675381136744818e-09,0.0
1999,7.769341975327748e-09,0.0
2000,3.5344251969604557e-09,0.0
2001,9.200544853760206e-09,0.0
2002,5.6955880012310445e-09,0.0
2003,8.333845447072719e-09,0.0
2004,7.488145215006625e-09,0.0
2005,7.656374423348211e-09,4.5037495954858286e-10
2006,4.941467679486777e-09,0.0
2007,5.991719120856942e-09,3.994479469415779e-10
2008,1.2346575317678798e-08,0.0
2009,5.245011536203492e-09,0.0
2010,4.723792912386671e-09,4.723793023408973e-10
2011,2.2943831279320648e-09,0.0
2012,4.7659536595023866e-09,0.0
2013,3.0680376017500066e-09,0.0
2014,1.0827226143428348e-08,0.0
2015,8.201328866030977e-09,0.0
2016,6.83542228374634e-09,0.0
2017,6.792150536449881e-09,0.0
2018,4.904786909953884e-09,0.0
2019,4.081580295967058e-09,0.0
