year,fus_VERB à_ADP,fus_VERB a_ADP,fus_VERB là_ADV
1896,3.019278835836303e-07,5.307326134129653e-09,2.181900704556483e-08
1897,1.7654942041644972e-07,3.4960281336537946e-09,8.740070001067579e-09
1898,1.9747658086544106e-07,3.395012826423738e-09,1.5277558773618694e-08
1899,3.117554285836377e-07,4.9748205555033564e-09,2.266307141951529e-08
1900,2.2684902489800152e-07,2.595526460424935e-09,8.824790675987515e-09
1901,1.9113487326194445e-07,3.912117296778206e-09,9.500856101851696e-09
1902,2.0181266791041708e-07,4.910283735171106e-09,3.928227076954727e-09
1903,1.782072729383799e-07,2.7001101354784396e-09,8.640352433531007e-09
1904,2.2788410092289269e-07,4.837162670412454e-09,1.5048950530172078e-08
1905,1.759818815116887e-07,1.0321518084666081e-09,1.3934049469810361e-08
1906,2.0473854078773002e-07,5.658602919567102e-09,1.18316245689698e-08
1907,2.247422514756181e-07,1.5428529565042481e-09,6.685696440911215e-09
1908,2.642327388002741e-07,1.964555629285769e-09,1.5716445034286153e-08
1909,2.640472018811124e-07,2.7504918342913243e-09,1.2102163715610459e-08
1910,2.244543253482334e-07,4.809735720812114e-09,4.809735720812114e-09
1911,2.3888480882305885e-07,5.852411444351446e-09,1.4897047151407605e-08
1912,2.2244228148338152e-07,3.125652625612929e-09,7.293189607793238e-09
1913,3.0545220397470985e-07,4.772690687104841e-09,1.2727175757731857e-08
1914,2.410827733001497e-07,4.018046340092951e-09,1.2054139020278853e-08
1915,1.9084833979832183e-07,3.534228465440492e-09,1.8849219074468238e-08
1916,1.8788560396387766e-07,5.493730803607377e-09,4.394984820521586e-09
1917,2.3029491558190784e-07,1.0966424435210342e-09,1.2063066989753679e-08
1918,2.2628161389093293e-07,1.4932289182922887e-08,2.2972752589112133e-09
1919,2.21909147057886e-07,3.6831394045755417e-09,1.1049418269237776e-08
1920,2.6578533152132877e-07,2.2716695191604686e-09,3.104614876292544e-08
1921,1.9234778392274166e-07,0.0,6.058197943303867e-09
1922,2.1396013494268118e-07,2.951174193910333e-09,1.0329110011753073e-08
1923,1.9851823651606537e-07,0.0,1.6985516992917837e-08
1924,2.552541502609529e-07,0.0,1.4180787211159895e-08
1925,2.0896537478165556e-07,4.399271169575059e-09,1.7597084678300234e-08
1926,2.2292276469215722e-07,0.0,1.3375366592072169e-08
1927,2.3078895594608184e-07,4.4596899506643695e-09,6.689535148041159e-09
1928,2.639415583871596e-07,3.4278122562625413e-09,1.3711249025050165e-08
1929,2.9076460350552225e-07,0.0,1.6710609784809094e-08
1930,1.8066198492761032e-07,3.1510811737689437e-09,1.995684684175103e-08
1931,2.611826630527503e-07,1.1405356659111021e-09,1.596749932275543e-08
1932,2.498774449577468e-07,0.0,6.575722188983946e-09
1933,2.0417778046066815e-07,5.735331320977366e-09,8.02946331646126e-09
1934,2.0847949144808808e-07,0.0,3.5944740517379614e-09
1935,2.046576526026911e-07,0.0,4.787313656606784e-09
1936,1.4549657123552606e-07,2.424942913137329e-09,4.849885826274658e-09
1937,1.9390321881473938e-07,2.5182236296217297e-09,7.554670666820584e-09
1938,1.5947213682920847e-07,3.8895642262559704e-09,1.0372171566075394e-08
1939,1.269406197934586e-07,3.058810094103137e-09,4.588215141154706e-09
1940,1.1157445101162011e-07,0.0,5.0715658339584024e-09
1941,2.6268372721460764e-07,0.0,5.9030051957620344e-09
1942,1.9115533689273434e-07,9.102635090130207e-09,6.068423541449874e-09
1943,1.800005833274554e-07,0.0,2.322588166236983e-08
1944,1.8636480092482088e-07,0.0,2.2492303131116387e-08
1945,2.2220741868750338e-07,0.0,1.5249527862692958e-08
1946,1.6287691551042371e-07,0.0,1.8097434661967782e-08
1947,1.84773497835522e-07,0.0,1.0728784083369192e-08
1948,1.80473335831266e-07,2.174377566888097e-09,9.784699273041042e-09
1949,2.159741825380479e-07,9.817008317369869e-10,5.890204768377316e-09
1950,1.7761053072717914e-07,0.0,1.4889506516624351e-08
1951,2.1216189338701952e-07,3.1984206394497505e-09,5.330700769690111e-09
1952,1.2864660448030918e-07,0.0,1.7926167217297007e-08
1953,1.842324479639501e-07,0.0,2.0470272588113403e-08
1954,1.6613311970559153e-07,9.772536113672459e-10,1.07497895029951e-08
1955,1.5767821537338023e-07,3.754243138587299e-09,2.815682353940474e-09
1956,1.6308534611653158e-07,2.616342476002842e-09,1.3081712602058815e-08
1957,1.5903067662748072e-07,8.835037701437898e-10,1.236905244894615e-08
1958,1.83643805939937e-07,0.0,1.9026160202884057e-08
1959,1.8136749702080124e-07,1.5501495642666896e-09,4.650448914844674e-09
1960,2.0624082708309288e-07,1.3841666701708277e-09,1.1765417085030094e-08
1961,1.9732772216229932e-07,6.948159270159238e-10,1.737039845295385e-08
1962,2.0738197292757832e-07,1.2683912808952869e-09,1.1415521861124489e-08
1963,1.8040289262444276e-07,1.939815863494232e-09,1.2932106940866106e-08
1964,2.269320162895383e-07,1.2167936658258327e-09,1.3993127545575135e-08
1965,1.9754077129618963e-07,2.188817349590977e-09,1.4774516721161035e-08
1966,1.938676206236778e-07,1.6617224263271169e-09,1.273987226824147e-08
1967,2.080601575471519e-07,2.4651677366094304e-09,1.3804939413830652e-08
1968,2.434347265989345e-07,8.982831700699023e-10,1.5719955115400808e-08
1969,1.698617353440568e-07,9.083515606356229e-10,9.537691525451919e-09
1970,1.476190760740792e-07,2.2993624781975086e-09,9.657322941336588e-09
1971,2.075912561849691e-07,2.0553589941130213e-09,1.284599360218408e-08
1972,2.093099880084992e-07,4.10411743478889e-09,1.4364410994005539e-08
1973,1.538183909133295e-07,1.4334330167287135e-08,1.1577728109557484e-08
1974,1.3951417088264861e-07,1.6876715580593782e-09,6.750686232237513e-09
1975,1.3250634367523162e-07,1.1422960355389478e-09,1.1994108817248161e-08
1976,1.2226946921600756e-07,1.7140580066410394e-09,4.570821499072508e-09
1977,1.4515650548219128e-07,0.0,9.990529292736028e-09
1978,2.3762365231050353e-07,5.346532105932056e-09,1.4257419245211622e-08
1979,1.4454374763772648e-07,5.851973350345929e-10,2.1067103617156135e-08
1980,1.5293055355414253e-07,1.7055452605774235e-09,7.390696055153967e-09
1981,1.6572940353398735e-07,2.5302198114474095e-09,1.138598904049104e-08
1982,1.669818061600381e-07,4.966001942996456e-09,9.311253101884631e-09
1983,2.5829643846009276e-07,3.78918940668882e-09,8.209910973278056e-09
1984,1.3859630598744843e-07,2.319603453759811e-09,1.0438215625185876e-08
1985,2.135523118340643e-07,3.6093347199894765e-09,8.421781494405423e-09
1986,1.1209687755808773e-07,2.3977941854269602e-09,8.991728250862252e-09
1987,1.6193664009733766e-07,6.110816852533674e-10,6.110816741511371e-09
1988,1.2053072850903845e-07,2.398621523624911e-09,4.797243047249822e-09
1989,1.4598404618482164e-07,2.1952488715726304e-09,6.585746614717891e-09
1990,1.2531897652934276e-07,1.089730194969718e-09,4.358920779878872e-09
1991,1.3188297032229457e-07,1.1722930404189924e-09,8.7921980806982e-09
1992,1.4821749516613636e-07,3.856960972825618e-09,1.2121876835635703e-08
1993,1.7725463408169162e-07,2.7696037130375828e-09,1.717154241021035e-08
1994,1.9886473978658614e-07,1.5824779819872958e-09,1.1077346151466827e-08
1995,1.5508209116887883e-07,2.1689803286761844e-09,8.133675954979935e-09
1996,1.617441967027844e-07,1.067618438099771e-09,9.074756945892659e-09
1997,1.7357517378968623e-07,2.8769365778558154e-09,6.233362714880286e-09
1998,1.4781200263769279e-07,4.768129224785866e-10,1.1920323395031573e-08
1999,1.3162178902348387e-07,4.570201161957499e-10,5.941261704833778e-09
2000,1.572819172679374e-07,2.2090156370779823e-09,1.1045078629479121e-08
2001,1.3231259288204456e-07,3.066848330846028e-09,7.448059946568719e-09
2002,1.4983777418819955e-07,8.76244299341522e-10,8.762443215459825e-09
2003,1.6917707057473308e-07,2.083461403401543e-09,4.583615265119079e-09
2004,1.6473919117743208e-07,8.809582507929292e-10,1.2333415178034102e-08
2005,1.594327301290832e-07,2.251874686720612e-09,9.007498746882447e-09
2006,1.330078447381311e-07,2.0589449589714093e-09,8.64756888319107e-09
2007,1.5778194040194649e-07,0.0,6.391167151065247e-09
2008,1.6604015229404467e-07,8.514879357157668e-10,8.940623352771127e-09
2009,1.8357540909619274e-07,4.76819250749827e-10,1.0966842545201416e-08
2010,1.535232740934589e-07,4.723793023408973e-10,7.085689368580006e-09
2011,1.9578736498715443e-07,3.82397197240536e-10,1.3383901986685487e-08
2012,2.6042533818326774e-07,0.0,1.0212757750593937e-08
2013,3.143343860756431e-07,5.578250084070646e-10,1.8687137171014e-08
2014,2.847560551799688e-07,2.1654451842767486e-10,8.661780626084692e-09
2015,3.032275230907544e-07,0.0,1.5072712855612735e-08
2016,3.475708467703953e-07,2.0713400439298368e-10,1.6984987638579696e-08
2017,2.364674713817294e-07,5.031222660711876e-10,2.440143020976393e-08
2018,3.087434095050412e-07,2.5814667070633845e-10,1.4198066722315161e-08
2019,2.7014959869120503e-07,0.0,1.2499840273960672e-08
