year,vitesses_NOUN égales_ADJ,vitesses_NOUN légales_ADJ
1800,3.081281079175824e-07,0.0
1801,3.809892135109294e-08,0.0
1802,7.384872446891677e-08,0.0
1803,9.166594594489652e-08,0.0
1804,1.730295728918918e-08,0.0
1805,5.1171799242411e-08,0.0
1806,1.815451611264507e-07,0.0
1807,5.124519120158766e-08,0.0
1808,1.2690014727922971e-07,0.0
1809,6.325285539787728e-08,0.0
1810,3.7442028144596406e-08,0.0
1811,3.735544282790215e-07,0.0
1812,2.6672083208723052e-08,0.0
1813,1.4953856464217097e-07,0.0
1814,3.1466772298927026e-08,0.0
1815,3.776112933451259e-08,0.0
1816,1.0197457100957763e-07,0.0
1817,8.718490818182545e-08,0.0
1818,1.5497530370112145e-08,0.0
1819,4.0369094733705424e-08,0.0
1820,1.542642635854463e-08,0.0
1821,1.065040748926549e-07,0.0
1822,8.120748873352568e-08,0.0
1823,8.400284201570685e-08,0.0
1824,7.410579172528742e-08,0.0
1825,8.012953145453139e-08,0.0
1826,8.015265962058038e-08,0.0
1827,9.678137047330893e-08,0.0
1828,5.228211819030548e-08,0.0
1829,7.715858174606183e-08,0.0
1830,1.628146435450617e-07,0.0
1831,8.419251429359065e-08,0.0
1832,9.741577855493233e-08,0.0
1833,2.212473049212349e-07,0.0
1834,4.947301235347368e-08,0.0
1835,9.22696727911898e-08,0.0
1836,1.25005954032531e-07,0.0
1837,1.0575994480177542e-07,0.0
1838,1.679035079860114e-07,0.0
1839,9.927894950578775e-08,0.0
1840,7.579929217627068e-08,0.0
1841,6.934192242624704e-08,0.0
1842,7.513256861102491e-08,0.0
1843,7.678984559333912e-08,0.0
1844,6.037417676907353e-08,0.0
1845,7.700714377278928e-08,0.0
1846,9.133022160767723e-08,0.0
1847,5.986478157637976e-08,0.0
1848,7.482056219032529e-08,0.0
1849,7.206296714912241e-08,0.0
1850,1.0455053711666551e-07,0.0
1851,8.964720166204643e-08,0.0
1852,2.669323606596663e-08,0.0
1853,8.002388796057858e-08,0.0
1854,8.572846610377383e-08,0.0
1855,8.703376863650192e-08,0.0
1856,1.1493359863834485e-07,0.0
1857,9.811833479034249e-08,0.0
1858,1.3408671861725452e-07,0.0
1859,9.420520541425503e-08,0.0
1860,4.8060432078500526e-08,0.0
1861,1.108251481696243e-07,0.0
1862,7.093238707511773e-08,0.0
1863,6.1433837572622e-08,0.0
1864,7.623617648278014e-08,0.0
1865,7.38974534897352e-08,0.0
1866,7.93094869777633e-08,0.0
1867,1.1889387963037734e-07,0.0
1868,1.0818324369665788e-07,0.0
1869,1.0499566371890978e-07,0.0
1870,9.461180638936639e-08,0.0
1871,4.248470730772169e-08,0.0
1872,1.1550417866601492e-07,0.0
1873,1.1313548498037562e-07,0.0
1874,1.188947251762329e-07,0.0
1875,7.83849216645649e-08,0.0
1876,5.683254045152353e-08,0.0
1877,8.967982978447253e-08,0.0
1878,7.005343150012777e-08,0.0
1879,7.392283407625655e-08,0.0
1880,6.610381575455904e-08,0.0
1881,8.367008774712303e-08,0.0
1882,6.189507928411331e-08,0.0
1883,8.847074184359371e-08,0.0
1884,1.1354919138284458e-07,0.0
1885,9.732909944659696e-08,0.0
1886,6.517998230037847e-08,0.0
1887,8.944626728180083e-08,0.0
1888,7.291706793921549e-08,0.0
1889,7.51816386923565e-08,0.0
1890,5.636772471007134e-08,0.0
1891,1.0198752420365054e-07,0.0
1892,8.149066133000815e-08,0.0
1893,9.545545509581643e-08,0.0
1894,6.616616587962199e-08,0.0
1895,7.463081885816791e-08,0.0
1896,6.073939573525422e-08,0.0
1897,5.302309347143819e-08,0.0
1898,6.733442603490403e-08,0.0
1899,5.140648084989152e-08,0.0
1900,7.578937299967947e-08,0.0
1901,3.073806453812722e-08,0.0
1902,1.1440961600328592e-07,0.0
1903,4.428180488957878e-08,0.0
1904,8.1694302878077e-08,0.0
1905,6.089695858690902e-08,0.0
1906,3.806696469155213e-08,0.0
1907,4.422845378826423e-08,0.0
1908,8.103791770963653e-08,0.0
1909,5.941062397596397e-08,5.500983557560346e-10
1910,6.466422064477229e-08,0.0
1911,4.256299490634774e-08,0.0
1912,7.60575531444374e-08,0.0
1913,8.802962980780649e-08,0.0
1914,6.428874144148722e-08,0.0
1915,4.2410743361642744e-08,0.0
1916,6.812226160946011e-08,0.0
1917,4.7155623406069935e-08,0.0
1918,2.986458014220261e-08,0.0
1919,4.788081042761405e-08,0.0
1920,5.6791737534922504e-08,0.0
1921,6.436835064960178e-08,0.0
1922,5.3858929760508545e-08,0.0
1923,4.2463792482294593e-08,0.0
1924,4.898817351772777e-08,0.0
1925,4.2892892793133797e-08,0.0
1926,4.7928395474627905e-08,0.0
1927,3.2332753363562006e-08,0.0
1928,2.6279895593006586e-08,0.0
1929,3.4535258208734376e-08,0.0
1930,5.2518018378577835e-08,0.0
1931,5.1324104077821175e-08,0.0
1932,1.3151444377967891e-08,0.0
1933,3.211785326584504e-08,0.0
1934,5.870974462141021e-08,0.0
1935,2.5133395809007197e-08,0.0
1936,5.33487423126644e-08,0.0
1937,2.392312481447334e-08,0.0
1938,4.148868626430158e-08,0.0
1939,5.505858169385647e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,1.742803235060819e-08,0.0
1946,5.8468636154884734e-08,0.0
1947,3.2186353138285995e-08,0.0
1948,3.696441908118686e-08,0.0
1949,4.123143426681963e-08,0.0
1950,5.9558026066497405e-08,0.0
1951,4.477788806411809e-08,0.0
1952,4.428817490520487e-08,0.0
1953,3.232148060305917e-08,0.0
1954,2.9317607896928166e-08,0.0
