year,vitesses_NOUN égales_ADJ,vitesses_NOUN légales_ADJ
1955,3.0972504561077585e-08,0.0
1956,2.703553825256222e-08,0.0
1957,5.47772351922049e-08,8.835037701437898e-10
1958,7.196851470325782e-08,0.0
1959,4.030388822684472e-08,0.0
1960,3.391208380776334e-08,0.0
1961,4.58578526263409e-08,0.0
1962,2.917300001570311e-08,0.0
1963,2.651081842941494e-08,0.0
1964,2.1902286206909594e-08,0.0
1965,2.681301225493371e-08,0.0
1966,3.821961414018915e-08,0.0
1967,3.500538170442269e-08,0.0
1968,2.9643343779639508e-08,0.0
1969,1.725867981861029e-08,0.0
1970,1.3336302728816918e-08,4.5987250119061684e-10
1971,1.6956711590410123e-08,5.138397485282553e-10
1972,3.847610230423015e-08,5.130146862875051e-10
1973,1.7642252103655665e-08,0.0
1974,1.4626486688484874e-08,0.0
1975,2.056132863970106e-08,0.0
1976,2.0568696967870892e-08,0.0
1977,2.6445517775641747e-08,0.0
1978,1.0099005187669263e-08,5.940591352171509e-10
1979,3.5111840102075575e-09,0.0
1980,1.3075846183596695e-08,0.0
1981,8.223214109648325e-09,6.325549528618524e-10
1982,3.600351305976801e-08,0.0
1983,1.3893695083311286e-08,0.0
1984,1.739702604197646e-08,5.799008495621649e-10
1985,6.015557829641693e-09,0.0
1986,8.392279760016663e-09,0.0
1987,1.2221633483022742e-08,6.110816852533674e-10
1988,9.594486094499644e-09,0.0
1989,4.390497743145261e-09,0.0
1990,9.80757164370516e-09,5.44865097484859e-10
1991,2.9307325455363298e-09,5.861465202094962e-10
1992,6.060938417817852e-09,0.0
1993,4.4313659408601325e-09,0.0
1994,1.160483886764041e-08,5.274926606624319e-10
1995,1.5182862966867106e-08,2.1689803286761844e-09
1996,8.007138063703678e-09,1.067618438099771e-09
1997,6.7128524960935465e-09,9.58978896292706e-10
1998,1.0489884516573511e-08,4.768129224785866e-10
1999,9.140402212892695e-09,2.285100553223174e-09
2000,2.6508188977203417e-09,5.3016377954406835e-09
2001,1.3581756164171566e-08,1.3143635069212678e-09
2002,3.504977197366088e-09,4.38122149670761e-10
2003,4.583615265119079e-09,1.6667691671301554e-09
2004,3.523833003171717e-09,4.404791253964646e-10
2005,6.305249655724765e-09,1.3511248786457486e-09
2006,7.412201963319376e-09,1.2353669198716943e-09
2007,3.595031605740928e-09,0.0
2008,7.663391698997657e-09,8.514879357157668e-10
2009,3.814554005998616e-09,4.76819250749827e-10
2010,9.919965293647692e-09,9.447586046817946e-10
2011,3.4415748029203996e-09,1.1471915639660324e-09
2012,8.510632198976964e-09,1.7021263287730903e-09
2013,9.761937924679387e-09,8.367375126105969e-10
2014,4.547434873103384e-09,0.0
2015,9.531274436369586e-09,2.2165753954528356e-10
2016,5.799752234025846e-09,0.0
2017,3.2702947017071438e-09,0.0
2018,4.130346731301415e-09,0.0
2019,4.591778068885333e-09,6.632568272380013e-09
