year,aux_ADP yeux_NOUN,aux_ADP lieux_NOUN
1975,2.247010502287594e-05,1.3290614706562565e-06
1976,2.3097503913049877e-05,1.347820973052194e-06
1977,2.3405458136949164e-05,1.2823137822692843e-06
1978,2.5308701992798888e-05,1.430494364740298e-06
1979,2.5209715886376216e-05,1.5601361056383212e-06
1980,2.4442169205940445e-05,1.465063339978201e-06
1981,2.5263611632908578e-05,1.4694251078140041e-06
1982,2.6062198458021157e-05,1.4457272961010403e-06
1983,2.521074156902614e-05,1.4411550850468302e-06
1984,2.5814865466600168e-05,1.3726253396129096e-06
1985,2.6186926788795972e-05,1.3974141648276373e-06
1986,2.6982378813045216e-05,1.3829278042720716e-06
1987,2.6681660074245883e-05,1.4128208398744846e-06
1988,2.650416899996344e-05,1.6298633038758226e-06
1989,2.6783134217112092e-05,1.5185633959191591e-06
1990,2.6650441441233852e-05,1.5070969112684907e-06
1991,2.708290071495867e-05,1.4770892509119449e-06
1992,2.7523273956830963e-05,1.5218465492239375e-06
1993,2.807602686516475e-05,1.6667474866949306e-06
1994,2.7429619194663246e-05,1.6257323842694404e-06
1995,2.830573589562846e-05,1.661438886912947e-06
1996,2.8444558438422973e-05,1.7572999482240448e-06
1997,2.932077973127889e-05,1.816785529129561e-06
1998,2.9665870215467294e-05,1.7670686833781701e-06
1999,2.8829285156461992e-05,1.8372209069639212e-06
2000,3.0417263815252227e-05,1.8467371365460394e-06
2001,2.990352368215099e-05,1.7621233752151966e-06
2002,3.063656754420663e-05,1.9930176513582865e-06
2003,3.1162332561507355e-05,1.8305292144304985e-06
2004,3.165811517646944e-05,1.77424985636776e-06
2005,3.170999934809515e-05,2.0167790140135367e-06
2006,3.1874115620667e-05,1.9387026242156935e-06
2007,3.251626048950129e-05,1.8722125076919838e-06
2008,3.320419637020677e-05,1.7962138088023494e-06
2009,3.30020902765682e-05,1.6831719094057007e-06
2010,3.5001417018065695e-05,1.5404288973286384e-06
2011,3.2876600926101673e-05,1.311622380484323e-06
2012,3.491844086056517e-05,1.3031479326741646e-06
2013,3.7968918377373484e-05,1.2573376118041324e-06
2014,4.0067881855065934e-05,1.2646200282517839e-06
2015,3.892239942615561e-05,1.1738982834685885e-06
2016,3.904662344211829e-05,1.3608703675060951e-06
2017,3.886644662998151e-05,1.1375594066720396e-06
2018,3.941280010621995e-05,1.1324894160225085e-06
2019,3.916148966709443e-05,1.1696278505723967e-06
