year,aux_ADP yeux_NOUN,aux_ADP lieux_NOUN
1800,3.5525915563994204e-05,4.7508323861578106e-06
1801,3.640590210807204e-05,2.7264541508920104e-06
1802,3.013923094385973e-05,3.85132290148249e-06
1803,3.072759488986776e-05,4.3200015631406075e-06
1804,3.60321719199419e-05,4.894264975519036e-06
1805,3.384161607300484e-05,3.650254992271229e-06
1806,3.091166399826761e-05,4.671185528160038e-06
1807,2.8720083264488494e-05,3.706735668629335e-06
1808,3.115625190730498e-05,3.165705464880375e-06
1809,3.07928455072215e-05,3.973634607135068e-06
1810,3.9059055211509985e-05,3.23873544516573e-06
1811,2.7114034764963435e-05,3.8057426188231602e-06
1812,2.7826983568957075e-05,3.0966288164790967e-06
1813,3.295887449894508e-05,3.209327616104929e-06
1814,3.4383739489385334e-05,2.932703097258127e-06
1815,3.430598565046239e-05,2.759259629669941e-06
1816,3.066421697894839e-05,2.5331409929663096e-06
1817,3.429013736422348e-05,4.3047551688824015e-06
1818,3.4840833279758954e-05,3.8016633940873845e-06
1819,3.736832661616063e-05,3.7398344124861538e-06
1820,3.428701131724665e-05,3.6999688184380375e-06
1821,3.6753767972186324e-05,3.662556724126631e-06
1822,3.3558745712980453e-05,3.921018389974051e-06
1823,3.2219534261912486e-05,4.725900846658249e-06
1824,3.3167395031341584e-05,4.620664418197862e-06
1825,3.443544648007446e-05,4.9407339730578315e-06
1826,3.087462789608253e-05,3.9521426096200685e-06
1827,2.995337223410388e-05,4.555176357001756e-06
1828,3.177927248998458e-05,3.3763241067408245e-06
1829,3.303587550362863e-05,4.43404646732759e-06
1830,3.366296937201696e-05,3.725950483257634e-06
1831,3.0487044341498404e-05,3.2647985879208363e-06
1832,3.404005167340074e-05,3.348667539038175e-06
1833,3.230326478842471e-05,3.602508558575579e-06
1834,3.1475105288336636e-05,3.4239059505392078e-06
1835,3.2047827744463575e-05,4.053815054305687e-06
1836,3.0221868428270682e-05,4.06470948943749e-06
1837,2.9352557874062768e-05,3.3717939338373526e-06
1838,2.8857941060778103e-05,3.6976644164354866e-06
1839,3.083310468809941e-05,3.692198037086314e-06
1840,3.2254192888103717e-05,3.054265754087737e-06
1841,3.1049772587721236e-05,3.178813611004472e-06
1842,3.257868797845731e-05,3.0173777223474474e-06
1843,3.359850995821034e-05,3.1265279273329227e-06
1844,3.509111695620959e-05,3.2541680710096443e-06
1845,3.355725880282989e-05,3.090888267553993e-06
1846,3.277408450230723e-05,3.0794676517675867e-06
1847,3.189930146163533e-05,3.000250289986184e-06
1848,2.969813203890226e-05,2.9879952907485574e-06
1849,3.090998552579549e-05,2.8389457880084734e-06
1850,3.0018224606465083e-05,3.1032500267258456e-06
1851,3.083154251726228e-05,4.330153194231912e-06
1852,3.1054000487529265e-05,3.3236334964215075e-06
1853,3.189130984537769e-05,3.4469989742547114e-06
1854,3.408355723877321e-05,3.3579578939679777e-06
1855,3.365500174368208e-05,3.34496245812943e-06
1856,3.329295111598185e-05,3.0535062869319063e-06
1857,3.0984402314970794e-05,3.1568719123242772e-06
1858,3.1430612693839066e-05,2.96605714567022e-06
1859,3.4402213714201935e-05,2.8154627287335643e-06
1860,3.416867741634633e-05,2.9760849358240193e-06
1861,3.418696246626496e-05,2.8149588331416453e-06
1862,3.222227701371594e-05,2.876150157149482e-06
1863,3.261437313994975e-05,2.8194634626999004e-06
1864,3.349500900640123e-05,3.1841788157294104e-06
1865,3.231248490465077e-05,2.668310088438375e-06
1866,3.251591886055394e-05,2.41869613404333e-06
1867,2.998940465204214e-05,2.470080950445208e-06
1868,2.976718781155796e-05,2.572686316426598e-06
1869,3.214967148323922e-05,2.470083938277412e-06
1870,2.900625997881434e-05,2.2379992312693275e-06
1871,2.6847150365938433e-05,2.3536529525358674e-06
1872,2.9111286039551487e-05,2.651153604205092e-06
1873,2.6478492372916662e-05,2.370457693245953e-06
1874,2.5575509198461077e-05,2.300224540618956e-06
1875,2.7142352791997837e-05,2.2228132579016346e-06
1876,2.5868478019219765e-05,2.2170736819759895e-06
1877,2.692497741918487e-05,2.5642247294399567e-06
1878,2.6181865450780606e-05,2.467571714959149e-06
1879,2.7359391879144823e-05,2.225016148216241e-06
1880,2.5916546860571543e-05,2.20709723919299e-06
1881,2.607787621400348e-05,2.2653677245187964e-06
1882,2.627812250466377e-05,2.2748106012215885e-06
1883,2.46334145685978e-05,2.006390172226702e-06
1884,2.525479249015916e-05,2.0095565567146423e-06
1885,2.283366404753906e-05,2.039399024766908e-06
1886,2.4327623350473004e-05,2.0889863066031467e-06
1887,2.3269739472198125e-05,2.025272529238009e-06
1888,2.353192382997804e-05,2.0676743943681686e-06
1889,2.4507335410817177e-05,1.9002159312719868e-06
1890,2.3258240844370448e-05,2.113134154768659e-06
1891,2.3143518092183513e-05,1.9517861673534753e-06
1892,2.3080663027030823e-05,1.8705241195959843e-06
1893,2.2561358377970464e-05,1.7970259111876885e-06
1894,2.260362168726715e-05,1.8381589796945264e-06
1895,2.34569481563085e-05,1.7574354274074722e-06
1896,2.343597202525416e-05,1.6659106698568849e-06
1897,2.288674795636325e-05,1.6646920961704836e-06
1898,2.338428316761565e-05,1.7161790069053495e-06
1899,2.360607686568983e-05,1.8616884105426834e-06
1900,2.36997528872962e-05,1.7540568677532065e-06
1901,2.342296306778735e-05,1.778336766733446e-06
1902,1.994950139305729e-05,1.4745581928821139e-06
1903,2.2685244971398788e-05,1.7140298922413422e-06
1904,2.2075198558013653e-05,1.6876322703751612e-06
1905,2.244930112738075e-05,1.844971389886041e-06
1906,2.2909625499778485e-05,1.7351334236082039e-06
1907,2.208645469181647e-05,1.6446813191350884e-06
1908,2.2727452346771315e-05,1.7936393206241519e-06
1909,2.303976884832082e-05,1.5727311684088363e-06
1910,2.28467791885123e-05,1.5449939532174994e-06
1911,2.2669582676826394e-05,1.7759408557083134e-06
1912,2.3243916643878038e-05,1.7310907054479685e-06
1913,2.2886112105879874e-05,1.5686243095558439e-06
1914,2.260017117805546e-05,1.553644498386575e-06
1915,2.2438816813519225e-05,1.5668413251290758e-06
1916,2.4620704948574712e-05,1.8008450162199097e-06
1917,2.5796319619075803e-05,1.5857449362499665e-06
1918,2.5110367914749077e-05,1.8182933452237648e-06
1919,2.4684399136276625e-05,1.8295994586026154e-06
1920,2.419858083158033e-05,1.7037521189422478e-06
1921,2.313171489731758e-05,1.4357929494224209e-06
1922,2.4495483671671536e-05,1.565597859354284e-06
1923,2.5159797814922058e-05,1.8121423579486873e-06
1924,2.492208807325369e-05,1.7919357802043123e-06
1925,2.5588360585970804e-05,1.6838210115110996e-06
1926,2.4676436396475765e-05,1.610617029967898e-06
1927,2.7008997903976706e-05,1.5475124115482686e-06
1928,2.3616484327249054e-05,1.580221457686548e-06
1929,2.4935570650086447e-05,1.658806457527362e-06
1930,2.3326403606915846e-05,1.5944470561635171e-06
1931,2.3000042347121052e-05,1.5499879602032252e-06
1932,2.3626568577128637e-05,1.7776368785860086e-06
1933,2.313632637651608e-05,1.5749219492988686e-06
1934,2.2342052034218796e-05,1.4341951448670898e-06
1935,2.227656659670174e-05,1.595372268070605e-06
1936,2.25265067683722e-05,1.5386262859351518e-06
1937,2.2687935143039795e-05,1.4832337420500608e-06
1938,2.2296279780675832e-05,1.5934249120164168e-06
1939,2.2603077127314464e-05,1.6563456419760314e-06
1940,2.1412150204014324e-05,1.5544349682983238e-06
1941,2.17702823874788e-05,1.6675989158443372e-06
1942,2.383373407610634e-05,1.5929612011689187e-06
1943,2.554556567702093e-05,1.7419411442176624e-06
1944,2.6084646037816128e-05,1.6997755096781475e-06
1945,2.9313950903997466e-05,1.4704902788764684e-06
1946,2.7179563858226174e-05,1.6315534239197405e-06
1947,2.92228234002323e-05,1.680842817819439e-06
1948,2.5893574957081e-05,1.6340446933327257e-06
1949,2.426960861612315e-05,1.6109710223588536e-06
1950,2.5678016754682176e-05,1.495331787282339e-06
1951,2.5348548319925612e-05,1.5107205939557389e-06
1952,2.4660077883709164e-05,1.4193306014931295e-06
1953,2.509439889308851e-05,1.4932524656785517e-06
1954,2.5673429036032758e-05,1.5284247005808993e-06
1955,2.4343450490960095e-05,1.3712372677332496e-06
1956,2.5293054022768047e-05,1.5349209085968596e-06
1957,2.3808659875612648e-05,1.34557625486309e-06
1958,2.4038311721596983e-05,1.3756740990800154e-06
1959,2.3967637503119477e-05,1.2718977515646657e-06
1960,2.4468606511618418e-05,1.3689408113748414e-06
1961,2.5465003091085237e-05,1.3048643481283762e-06
1962,2.6243650268042984e-05,1.3704967862793183e-06
1963,2.5953443810067256e-05,1.3785625583295769e-06
1964,2.541091043894994e-05,1.5240341149080905e-06
1965,2.6164575388065714e-05,1.4730741213497822e-06
1966,2.6143879495066358e-05,1.3570733230494625e-06
1967,2.7533952106750803e-05,1.4751563668369272e-06
1968,2.820429517669254e-05,1.4920483160096865e-06
1969,2.528668983359239e-05,1.6105072973005008e-06
1970,2.5275052394135855e-05,1.4812493347449163e-06
1971,2.5303010147581517e-05,1.4726647243890056e-06
1972,2.4767323679952824e-05,1.4672220274292158e-06
1973,2.397196055881068e-05,1.3788522359448052e-06
1974,2.2268262796387717e-05,1.4317080090364698e-06
