year,étions_VERB à_ADP,étions_VERB a_ADP,étions_VERB là_ADV,etions_VERB à_ADP,etions_VERB a_ADP,etions_VERB là_ADV
1800,1.5500730796702555e-06,6.288328968651058e-09,1.3834323908668011e-07,0.0,0.0,0.0
1801,1.1691606687236344e-06,4.7623651688866175e-09,1.166779455274991e-07,0.0,0.0,0.0
1802,1.2643796480915626e-06,4.475680270843441e-09,1.320325679898815e-07,4.475680270843441e-09,0.0,0.0
1803,7.586819492644281e-07,1.950339223455444e-09,3.90067853572873e-08,0.0,0.0,0.0
1804,8.181826842701412e-07,4.943701892301533e-09,5.9324420931261557e-08,0.0,0.0,0.0
1805,9.864785397439846e-07,0.0,1.051864728651708e-07,8.528632911009026e-09,0.0,0.0
1806,8.731457228350337e-07,5.76333825108577e-09,9.221341201737232e-08,2.881669125542885e-09,0.0,0.0
1807,1.5743661379019613e-06,1.1387820464392462e-08,3.131650672116848e-08,0.0,0.0,0.0
1808,1.0877155318667064e-06,1.8128591960930862e-08,6.345007363961486e-08,2.2660739951163578e-09,0.0,0.0
1809,9.442747455068456e-07,9.036122072814123e-09,5.421673421324158e-08,0.0,0.0,0.0
1810,1.0834786507984973e-06,9.360507036149102e-09,6.786367379163494e-08,4.680253518074551e-09,0.0,0.0
1811,8.072786954471667e-07,7.521229861140455e-09,5.264861258069686e-08,2.5070767684098882e-09,0.0,0.0
1812,6.054562504687055e-07,8.00162425207418e-09,9.068507722531649e-08,0.0,0.0,0.0
1813,1.3228411717136623e-06,5.751483289628823e-09,9.489947672136623e-08,0.0,0.0,0.0
1814,9.062430308404146e-07,0.0,4.405347908686963e-08,0.0,0.0,0.0
1815,8.19955971564923e-07,0.0,9.170560133497929e-08,0.0,0.0,0.0
1816,9.87299245025497e-07,2.3176038865813098e-09,6.721051448721482e-08,0.0,0.0,0.0
1817,7.472992251678079e-07,1.556873407970727e-09,8.407116069975018e-08,4.670620334934483e-09,0.0,1.556873407970727e-09
1818,1.0371423968535964e-06,2.384235475716423e-09,9.298518222067287e-08,3.5763532135746345e-09,0.0,0.0
1819,6.593618877559493e-07,1.3456364911235141e-08,5.796588098405664e-08,0.0,0.0,0.0
1820,1.033570470099221e-06,1.3053129244156025e-08,8.42520151422832e-08,2.3732962262101864e-09,0.0,0.0
1821,1.086736006072897e-06,4.930744257336528e-09,1.6567300065162271e-07,2.9584463767662328e-09,0.0,9.86148829262845e-10
1822,1.0587050383037422e-06,1.0025615893027862e-09,1.0927921323400369e-07,1.0025615893027862e-09,0.0,0.0
1823,1.5169924836300197e-06,1.7788836736976066e-08,2.1643084835432091e-07,5.929612356680991e-09,0.0,0.0
1824,1.1528503591762274e-06,5.052667617633233e-09,1.7852758560366055e-07,1.6842225392110777e-09,0.0,0.0
1825,1.1993013231403893e-06,5.283265824829186e-09,2.1045008224973571e-07,0.0,0.0,0.0
1826,1.2648265510506462e-06,6.1655889282974385e-09,8.807984386294265e-08,8.807984341885344e-10,0.0,0.0
1827,1.0120566003024578e-06,5.530363889061363e-09,9.217273344575005e-08,0.0,0.0,0.0
1828,1.1933163932553725e-06,1.8344602503717056e-09,1.4217066279798019e-07,0.0,0.0,0.0
1829,1.4051435073270113e-06,1.0287811325060403e-08,2.7519894274519174e-07,8.57317605795771e-10,0.0,0.0
1830,1.3275655419420218e-06,6.262101504006523e-09,1.534214817411339e-07,4.174734336004349e-09,0.0,0.0
1831,1.5715935433036066e-06,1.2472964883158966e-08,1.4187997976478073e-07,3.1182412207897414e-09,0.0,0.0
1832,1.2339331760813366e-06,1.0823975715723577e-08,1.27181706943702e-07,4.058990921151917e-09,0.0,0.0
1833,4.200223884254228e-06,1.7375443306377747e-08,1.934465956310305e-07,2.3167257001688313e-09,0.0,0.0
1834,1.7464907386965933e-06,1.4935249481595747e-08,2.137607566510269e-07,9.334530925997342e-10,0.0,0.0
1835,1.6721987776691094e-06,9.832014313815307e-09,1.8227041209684103e-07,2.2689263801112247e-09,0.0,0.0
1836,9.960151601262623e-07,3.3603750337896088e-09,1.4315197915948374e-07,0.0,6.720750067579218e-10,0.0
1837,1.0485541679372545e-06,4.174734336004349e-09,1.092388899337493e-07,1.3915781860163179e-09,0.0,6.957890930081589e-10
1838,1.0907415344263427e-06,3.787297142565649e-09,1.218247263068406e-07,0.0,0.0,0.0
1839,9.85798010333383e-07,4.194885327990505e-09,1.3843120427736721e-07,0.0,0.0,0.0
1840,9.637338962420472e-07,8.917564464638872e-09,1.5669434105802793e-07,6.369688665408546e-10,0.0,0.0
1841,1.4805784758209484e-06,6.420548537278137e-09,1.9967906439433136e-07,6.420548537278137e-10,0.0,0.0
1842,1.0156313692277763e-06,4.695785538189057e-09,1.18065464960182e-07,0.0,0.0,6.708265054555795e-10
1843,8.009771477190952e-07,5.906910960362666e-09,1.896118391186974e-07,0.0,0.0,0.0
1844,7.338206273743708e-07,5.488561216626664e-09,8.726812694703767e-08,2.195424508855126e-09,1.097712254427563e-09,0.0
1845,8.839081147016259e-07,5.022205318283568e-09,1.584784712349574e-07,5.580227946389016e-10,3.348136878855712e-09,0.0
1846,9.39062033467053e-07,1.1709002878390606e-08,1.510461373754879e-07,1.7563503984519002e-09,0.0,0.0
1847,7.426468755511451e-07,5.3932236454556914e-09,1.2458346532184805e-07,1.0786447290911383e-09,5.393223645455691e-10,0.0
1848,8.712975159141934e-07,1.528592186161859e-08,1.7940844543318235e-07,8.045221711050488e-10,0.0,0.0
1849,9.485497685091104e-07,5.865590679832167e-09,1.7764359938610141e-07,8.379414939696517e-10,0.0,0.0
1850,1.1439458376116818e-06,2.7155984128057753e-09,1.3917441776811756e-07,6.788996032014438e-10,0.0,0.0
1851,8.616449918008584e-07,1.1608989547440274e-08,1.360831589636291e-07,6.449438760824933e-10,0.0,0.0
1852,7.910312547210196e-07,9.114764054629632e-09,1.3476828542025032e-07,1.3021090872200602e-09,0.0,1.9531636308300904e-09
1853,8.378620464100095e-07,5.971931837933653e-09,1.3914601026954188e-07,5.971931837933653e-10,0.0,0.0
1854,9.352195888823189e-07,6.754364012540037e-09,1.402829354901769e-07,1.0391328908454511e-09,0.0,1.0391328908454511e-09
1855,9.016486046675709e-07,9.021793090369101e-09,1.58146718831631e-07,1.5920811335945473e-09,1.0613874223963649e-09,0.0
1856,7.73989768276806e-07,3.6240324075009767e-09,2.0501668984707067e-07,1.0354378465748937e-09,0.0,0.0
1857,1.1452020771685056e-06,3.90520732418409e-09,2.0551152601910871e-07,1.9526036343364694e-09,9.763017949637742e-09,1.9526036343364694e-09
1858,9.713946838019183e-07,8.808616946964776e-09,2.1287490881150006e-07,4.893676019968041e-10,9.787352039936081e-10,0.0
1859,1.0994002650477341e-06,9.675129142294736e-09,2.0776067799488374e-07,5.092173349652285e-10,0.0,0.0
1860,1.1561966175577254e-06,9.612086238064421e-09,1.7942561214567831e-07,9.154367819341758e-10,0.0,0.0
1861,1.0408132311567897e-06,1.5562680311109744e-08,1.6034276484333532e-07,0.0,0.0,0.0
1862,1.0020893341788906e-06,9.487771457372673e-09,2.1234535552139278e-07,1.8071945051545413e-09,0.0,0.0
1863,1.0328875532650272e-06,1.2486552236623538e-08,1.997848357859766e-07,0.0,0.0,0.0
1864,8.477078949908901e-07,8.6305100843731e-09,2.0329646588379546e-07,4.794727948009836e-10,0.0,0.0
1865,1.0256213727188879e-06,1.4591217789572397e-08,2.7864518870046595e-07,4.706844358715045e-10,0.0,0.0
1866,9.91125375549018e-07,1.1190909532388105e-08,2.3111661562325025e-07,4.865612912574591e-10,0.0,4.865612912574591e-10
1867,9.128138458436297e-07,1.164674756637396e-08,2.727280161707313e-07,0.0,4.85281148598915e-10,0.0
1868,1.0418194733574637e-06,8.891772984576107e-09,2.000649033107038e-07,0.0,3.951899252285784e-09,0.0
1869,9.273803129872249e-07,5.371870948067681e-09,1.5822601540094183e-07,0.0,0.0,4.883519144627257e-10
1870,9.942840506482753e-07,1.1468097582678638e-09,1.8119594358267932e-07,5.734048791339319e-10,1.1468097582678638e-09,0.0
1871,1.5698100241934299e-06,8.496941816815706e-09,3.462503741502587e-07,6.37270636261178e-09,0.0,0.0
1872,1.5372336292784894e-06,1.2094678925045343e-08,3.773539845042251e-07,6.047339295989218e-10,0.0,0.0
1873,1.0619171462167287e-06,4.788803742439285e-09,2.2267936117259524e-07,4.190203295451056e-09,0.0,0.0
1874,1.1943243407586124e-06,3.5847653734322193e-09,2.3300975726670003e-07,5.974609140757536e-10,0.0,0.0
1875,1.0893787703025737e-06,5.721527251978387e-09,2.523193529668788e-07,0.0,0.0,0.0
1876,8.391868391299795e-07,5.441413319928756e-09,2.6662925733944576e-07,0.0,0.0,0.0
1877,9.691606237538508e-07,4.329371194877751e-09,3.407833730761922e-07,6.184815992682502e-10,0.0,0.0
1878,7.711916509833827e-07,1.8117265465633636e-09,1.3346385685508722e-07,0.0,0.0,0.0
1879,9.481672691435961e-07,3.054662633950045e-09,2.2604503158163425e-07,6.10932526790009e-10,0.0,6.10932526790009e-10
1880,8.997820373224386e-07,3.2089231272180996e-09,1.822668309614528e-07,0.0,0.0,6.417846254436199e-10
1881,9.496555435362097e-07,3.4862537301449947e-09,1.777989382389933e-07,1.3945015142624584e-09,0.0,0.0
1882,9.710206541058142e-07,4.658769592325029e-09,2.282797169073092e-07,1.3310770263785798e-09,0.0,0.0
1883,1.0995649972755928e-06,5.0554711528150165e-09,2.1359365121043083e-07,6.319338941018771e-10,0.0,0.0
1884,1.044388454829459e-06,9.242375753615306e-09,2.3700091844602866e-07,6.601696966868076e-10,0.0,0.0
1885,8.418000447818486e-07,3.867381359601296e-09,1.5211699633255193e-07,1.2891271383708158e-09,0.0,0.0
1886,8.131364666041918e-07,5.162771099520569e-09,1.8134232959710062e-07,0.0,0.0,0.0
1887,9.754213579071802e-07,8.48760173255414e-09,1.9260328087966627e-07,0.0,0.0,0.0
1888,8.521786298842926e-07,8.242799109936527e-09,1.8007345659043494e-07,0.0,0.0,0.0
1889,8.288776029985456e-07,3.759081934617825e-09,1.6352007037312433e-07,4.385595886446936e-09,0.0,0.0
1890,9.372772638016613e-07,7.865263995654459e-09,1.7172492050576693e-07,0.0,1.3108772956016423e-09,0.0
1891,9.523084827378625e-07,4.461953806433883e-09,1.9122660432913108e-07,0.0,0.0,6.374220040683554e-10
1892,8.481297300022561e-07,1.8805537127519756e-09,1.673692793247028e-07,0.0,0.0,6.268512375839919e-10
1893,8.985129511529522e-07,7.390100087434348e-09,1.5026536459572526e-07,0.0,0.0,0.0
1894,9.118327284340921e-07,4.4110775032635274e-09,2.1173171660393564e-07,0.0,0.0,0.0
1895,1.1561758128664223e-06,6.018614495673091e-10,2.5518926349832327e-07,1.2037228991346183e-09,0.0,0.0
1896,9.983669997382094e-07,1.1794057674929803e-08,2.2054888404454687e-07,5.89702897624278e-10,0.0,0.0
1897,8.37881430015841e-07,4.661370844871726e-09,2.0276962686693878e-07,5.826713556089658e-10,5.826713556089658e-10,0.0
1898,9.37589391014626e-07,6.2241901632731356e-09,1.8672571400202287e-07,0.0,0.0,0.0
1899,8.750156439418788e-07,7.738609753005221e-09,1.7854078748769098e-07,5.527578395003729e-10,0.0,0.0
1900,7.324575790335075e-07,4.671947717582725e-09,1.541742733479623e-07,1.5573159428683425e-09,5.191053142894475e-10,0.0
1901,7.54479742681724e-07,3.353243460679778e-09,1.5927905394619302e-07,0.0,0.0,0.0
1902,6.412830657609447e-07,3.928227132465878e-09,1.2766737711444875e-07,9.820567692386817e-10,0.0,0.0
1903,6.960884206819173e-07,3.2401321625741275e-09,1.5066613912040339e-07,7.020286574288548e-09,0.0,0.0
1904,6.417302529371227e-07,3.7622376325430196e-09,1.6285113701997034e-07,1.6123875568041512e-09,0.0,5.374625189347171e-10
1905,6.817362532274274e-07,2.580379465655369e-09,1.414047972048138e-07,0.0,0.0,5.160759042333041e-10
1906,6.54854716231057e-07,4.629766070518571e-09,1.9650785532121517e-07,0.0,0.0,2.0576738091193647e-09
1907,6.500554263766389e-07,4.6285588695127444e-09,1.7125668705375574e-07,1.028568674676933e-09,0.0,0.0
1908,7.165716624513152e-07,4.911388851169818e-09,1.841770966848344e-07,4.911389073214423e-10,0.0,0.0
1909,6.843223445684998e-07,1.1001966782053785e-08,1.9528491179698904e-07,0.0,0.0,5.500983557560346e-10
1910,7.871934144532133e-07,4.809735609789811e-09,1.9025176811737765e-07,5.344150677544235e-10,0.0,5.344150677544235e-10
1911,7.389999723272922e-07,4.25629931299909e-09,1.6280344539154612e-07,5.320374141248863e-10,0.0,0.0
1912,6.636802822868049e-07,3.125652625612929e-09,1.3544494947836938e-07,0.0,0.0,0.0
1913,6.48025320515444e-07,6.363587878865928e-09,2.3651334402075008e-07,0.0,5.30298971401777e-10,0.0
1914,7.49365597130236e-07,2.6786975415582504e-09,1.7947273533991392e-07,0.0,0.0,0.0
1915,1.0638027561071794e-06,5.890380960771324e-09,2.9451905447785975e-07,0.0,0.0,0.0
1916,1.0361176236983738e-06,8.789969641043172e-09,3.164388999721268e-07,0.0,0.0,1.0987462051303964e-09
1917,1.0396170182502829e-06,2.1932848870420685e-09,3.136397310754546e-07,0.0,2.1932848870420685e-09,0.0
1918,8.626268481748411e-07,5.743188147278033e-09,2.4695708589206333e-07,0.0,0.0,0.0
1919,8.701416618350777e-07,7.366278753639932e-09,2.9649271482412587e-07,9.207848372660976e-10,0.0,0.0
1920,7.625237117281358e-07,3.786115865267448e-09,2.2489528817004611e-07,2.2716695191604686e-09,0.0,0.0
1921,7.209255272755399e-07,7.572747429129834e-10,1.8326048234484915e-07,0.0,0.0,0.0
1922,7.62878528348665e-07,4.426761346376651e-09,2.1912468639584404e-07,0.0,0.0,0.0
1923,6.507576131298265e-07,1.0615948120573648e-09,1.825943058975099e-07,1.0615948120573648e-09,0.0,0.0
1924,8.134614972732379e-07,1.289162443462999e-09,2.3720589581444074e-07,2.578324886925998e-09,0.0,0.0
1925,6.620903150178492e-07,2.1996355847875293e-09,2.0566592695558938e-07,1.0998177923937646e-09,0.0,0.0
1926,6.899459776832373e-07,1.3375366592072169e-08,2.2961044976455014e-07,0.0,0.0,0.0
1927,7.05745947016112e-07,1.1149224876660924e-09,2.385934010362689e-07,1.1149224876660924e-09,2.2298449753321847e-09,0.0
1928,7.346944244090992e-07,3.4278122562625413e-09,1.9538531148555194e-07,1.1426041224282812e-09,0.0,3.4278122562625413e-09
1929,7.218983455459238e-07,3.342121912552898e-09,2.2392217147171323e-07,0.0,1.1140406375176326e-09,0.0
1930,7.426047545777692e-07,1.0503603542488804e-09,1.974677417138082e-07,0.0,9.453243521306831e-09,0.0
1931,7.402076676044089e-07,0.0,1.790641022125783e-07,0.0,0.0,0.0
1932,6.751074579369742e-07,2.1919073223131136e-09,1.7316067157935322e-07,2.1919073223131136e-09,0.0,0.0
1933,6.80210291648109e-07,1.1470662197865522e-09,1.7550112829667341e-07,1.1470662197865522e-09,0.0,0.0
1934,6.038716264811228e-07,1.1981580172459871e-09,2.3124449910483236e-07,1.1981580172459871e-09,0.0,0.0
1935,5.780681249234476e-07,0.0,1.8311475002974476e-07,0.0,0.0,0.0
1936,7.153581691454747e-07,0.0,1.5762128668939113e-07,0.0,0.0,0.0
1937,5.905234274905524e-07,3.777335444432595e-09,1.5361163718807802e-07,0.0,1.2591118148108649e-09,0.0
1938,5.821381137138815e-07,1.2965214457594243e-09,1.7503039373423235e-07,0.0,0.0,0.0
1939,5.995267997604969e-07,1.5294050470515685e-09,1.6058753260494996e-07,0.0,0.0,0.0
1940,5.071565851721971e-07,2.5357829169792012e-09,1.4961119632062037e-07,0.0,0.0,0.0
1941,8.23469235911034e-07,0.0,2.7744124508899404e-07,0.0,0.0,0.0
1942,6.887660788379435e-07,0.0,2.3666851234338537e-07,3.034211770724937e-09,0.0,0.0
1943,6.706473527628987e-07,2.9032352077962287e-09,3.019364669398783e-07,0.0,0.0,0.0
1944,8.000833418009279e-07,3.2131861615880553e-09,2.217098398205053e-07,0.0,0.0,0.0
1945,1.0021118441727594e-06,2.178504043826024e-09,3.376681263489445e-07,0.0,0.0,0.0
1946,9.341060831502546e-07,1.3921104269343232e-09,3.396749548301159e-07,0.0,0.0,1.3921104269343232e-09
1947,8.189638265321264e-07,0.0,2.872929769637267e-07,0.0,0.0,1.1920870957027319e-09
1948,8.110428098007105e-07,1.0871887834440486e-09,2.283096449673394e-07,3.2615663503321457e-09,0.0,0.0
1949,7.097697221070121e-07,5.890204768377316e-09,2.3560819784052e-07,9.817008317369869e-10,0.0,0.0
