year,vrais_ADJ yeux_NOUN,vrais_ADJ lieux_NOUN
1935,1.4361940969820353e-08,4.787313656606784e-09
1936,7.274828739411987e-09,3.6374143697059935e-09
1937,8.813782592653752e-09,2.5182236296217297e-09
1938,1.6854778905894818e-08,3.8895642262559704e-09
1939,1.6823456405745674e-08,7.647025235257843e-09
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,0.0,0.0
1942,3.3376331032286544e-08,3.034211770724937e-09
1943,3.193558839598154e-08,5.806470415592457e-09
1944,3.213186161588055e-08,9.639558484764166e-09
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,1.7881307101674793e-08,5.960435700558264e-09
1948,7.610321262063735e-09,4.348755133776194e-09
1949,1.570721330779179e-08,1.9634016634739737e-09
1950,1.808011518278363e-08,5.317680518146517e-09
1951,1.0661401539380222e-08,2.1322803522849654e-09
1952,2.8470971358274255e-08,1.0544803918932644e-09
1953,2.0470272588113403e-08,1.0773827385790469e-09
1954,1.7590565448699635e-08,1.9545072227344917e-09
1955,1.8771215692936494e-08,2.815682353940474e-09
1956,2.0058624983221307e-08,1.744228317335228e-09
1957,1.1485549400447326e-08,0.0
1958,1.4890038535497752e-08,1.6544486891589827e-09
1959,1.705164542897819e-08,4.650448914844674e-09
1960,1.9378333604436193e-08,2.7683333403416555e-09
1961,1.80652133252579e-08,2.08444772553662e-09
1962,1.8391673961559718e-08,5.0735651235811474e-09
1963,1.4871922360271128e-08,2.8450633848819962e-08
1964,2.3727476872181796e-08,2.494427064902993e-08
1965,8.20806533852192e-09,5.47204326295514e-09
1966,2.1602390987141007e-08,1.273987226824147e-08
1967,8.381570104631919e-09,1.3804939413830652e-08
1968,1.527081394669949e-08,6.287982134978165e-09
1969,1.1354394757745467e-08,4.995933444718048e-09
1970,1.4715920038099739e-08,4.598724956395017e-09
1971,8.735275613958038e-09,7.193756701440179e-09
1972,8.721249500354133e-09,9.747279428040656e-09
1973,6.615844760915479e-09,5.513203671370093e-09
1974,1.0688586016271984e-08,2.306484425673716e-08
1975,7.4249242310031605e-09,1.4849848462006321e-08
1976,9.712995741040231e-09,1.199840671262109e-08
1977,1.057820764316375e-08,4.7014254711541525e-09
1978,7.128709622605811e-09,2.3762365408686037e-09
1979,1.580032815695631e-08,8.192762912528906e-09
1980,1.819248218737357e-08,2.234264258049734e-07
1981,1.5813874654213578e-08,1.644642821929665e-08
1982,1.1173503899897241e-08,1.924325765401136e-08
1983,1.326216381158929e-08,3.789189761960188e-08
1984,6.378909400694965e-09,2.3775934110403796e-08
1985,6.617113967877231e-09,3.609334831011779e-09
1986,1.1988970705090196e-08,1.0790073723399018e-08
1987,5.49973533381376e-09,1.588812459374367e-08
1988,7.795519785247507e-09,8.994830658082265e-09
1989,9.329808037250586e-09,4.939309850016116e-09
1990,7.628111475810329e-09,7.628111475810329e-09
1991,1.52398094144246e-08,1.52398094144246e-08
1992,1.0468894195980738e-08,1.3774860363469088e-08
1993,1.1078414630105726e-08,1.717154241021035e-08
1994,6.329911705904578e-09,2.9539588330962374e-08
1995,7.0491861237087505e-09,1.6809597269684673e-08
1996,7.473328622609188e-09,3.5231408901381656e-08
1997,8.151320507465698e-09,3.308477047880842e-08
1998,6.198567881199324e-09,1.4304387896402204e-08
1999,7.312321859131998e-09,1.5995704316651427e-08
2000,1.988114206596947e-08,2.4299172451947015e-08
2001,6.133696661692056e-09,1.796296800193886e-08
2002,1.3581786362237835e-08,1.6648641021355104e-08
2003,1.0000615446870142e-08,1.750107614384433e-08
2004,8.80958239690699e-09,2.070251881036711e-08
2005,1.1259373877692269e-08,2.747287319859737e-08
2006,1.2353670086895363e-08,2.7178073125355695e-08
2007,7.190063211481856e-09,1.9572949483404045e-08
2008,9.366367237362283e-09,2.5970381400952647e-08
2009,1.192048149079028e-08,1.668867355419934e-08
2010,1.1809482280966677e-08,1.322662068758973e-08
2011,1.0324724186716594e-08,2.332622983658439e-08
2012,1.6340413466764403e-08,1.191488419038933e-08
2013,2.1755175438897822e-08,1.2272150407000026e-08
2014,2.793424336289263e-08,1.2559581819004961e-08
2015,1.994917830927534e-08,1.3521109565317602e-08
2016,2.3406142801718488e-08,9.113896304313585e-09
2017,2.3395186232733067e-08,1.1571812535970949e-08
2018,2.4265787601507327e-08,1.2649186587054828e-08
2019,3.188734609693711e-08,1.403043281555938e-08
