year,aux_ADP yeux_NOUN,aux_ADP lieues_NOUN
2009,3.30020902765682e-05,1.430457752249481e-09
2010,3.5001417018065695e-05,9.447586046817946e-10
2011,3.2876600926101673e-05,1.1471915639660324e-09
2012,3.491844086056517e-05,3.744677901096338e-09
2013,3.7968918377373484e-05,1.6734750252211938e-09
2014,4.0067881855065934e-05,3.681256854903836e-09
2015,3.892239942615561e-05,1.7732603163622684e-09
2016,3.904662344211829e-05,1.6570720351438695e-09
2017,3.886644662998151e-05,2.0124890642847504e-09
2018,3.941280010621995e-05,1.0325866828253538e-09
2019,3.916148966709443e-05,1.53059265262101e-09
