year,aux_ADP yeux_NOUN,aux_ADP lieues_NOUN
1800,3.5525915563994204e-05,0.0
1801,3.640590210807204e-05,0.0
1802,3.013923094385973e-05,1.5664880947952042e-08
1803,3.072759488986776e-05,1.950339223455444e-09
1804,3.60321719199419e-05,0.0
1805,3.384161607300484e-05,1.421438877713399e-08
1806,3.091166399826761e-05,0.0
1807,2.8720083264488494e-05,8.540865792383556e-09
1808,3.115625190730498e-05,1.1330369531492579e-08
1809,3.07928455072215e-05,0.0
1810,3.9059055211509985e-05,2.3401266702194334e-08
1811,2.7114034764963435e-05,1.2535384286138651e-08
1812,2.7826983568957075e-05,2.6672082320544632e-09
1813,3.295887449894508e-05,1.1502966579257645e-08
1814,3.4383739489385334e-05,3.1466771410748606e-09
1815,3.430598565046239e-05,1.8880564667256294e-08
1816,3.066421697894839e-05,0.0
1817,3.429013736422348e-05,1.556873407970727e-09
1818,3.4840833279758954e-05,1.1921177378582115e-09
1819,3.736832661616063e-05,8.280840013696888e-09
1820,3.428701131724665e-05,2.3732962262101864e-08
1821,3.6753767972186324e-05,3.94459531705138e-09
1822,3.3558745712980453e-05,1.0025615893027862e-09
1823,3.2219534261912486e-05,1.9765373782121287e-09
1824,3.3167395031341584e-05,8.421112696055388e-10
1825,3.443544648007446e-05,6.163809906922779e-09
1826,3.087462789608253e-05,8.807984341885344e-10
1827,2.995337223410388e-05,0.0
1828,3.177927248998458e-05,2.7516904310687096e-09
1829,3.303587550362863e-05,3.0006116702452346e-08
1830,3.366296937201696e-05,4.174734336004349e-09
1831,3.0487044341498404e-05,0.0
1832,3.404005167340074e-05,2.705993873419743e-09
1833,3.230326478842471e-05,2.3167257001688313e-09
1834,3.1475105288336636e-05,9.334531370086552e-09
1835,3.2047827744463575e-05,1.5882484660778573e-08
1836,3.0221868428270682e-05,1.3441500135158435e-09
1837,2.9352557874062768e-05,2.0873671680021744e-09
1838,2.8857941060778103e-05,7.574594285131298e-09
1839,3.083310468809941e-05,2.0974426639952526e-09
1840,3.2254192888103717e-05,3.1848443882154243e-09
1841,3.1049772587721236e-05,5.1364388298225094e-09
1842,3.257868797845731e-05,6.708265054555795e-10
1843,3.359850995821034e-05,5.906910960362666e-09
1844,3.509111695620959e-05,0.0
1845,3.355725880282989e-05,5.580227946389016e-10
1846,3.277408450230723e-05,0.0
1847,3.189930146163533e-05,1.4022381478184798e-08
1848,2.969813203890226e-05,5.63165514222419e-09
1849,3.090998552579549e-05,1.6758829879393033e-09
1850,3.0018224606465083e-05,2.0366988096043315e-09
1851,3.083154251726228e-05,9.674158363282004e-09
1852,3.1054000487529265e-05,5.859490670445666e-09
1853,3.189130984537769e-05,4.777545470346922e-09
1854,3.408355723877321e-05,1.0391328908454511e-09
1855,3.365500174368208e-05,2.1227748447927297e-09
1856,3.329295111598185e-05,5.694908100650764e-09
1857,3.0984402314970794e-05,1.9526036343364694e-09
1858,3.1430612693839066e-05,6.8511463169329545e-09
1859,3.4402213714201935e-05,5.092173349652285e-10
1860,3.416867741634633e-05,7.781213007262977e-09
1861,3.418696246626496e-05,9.431927461278633e-10
1862,3.222227701371594e-05,4.066187830886747e-09
1863,3.261437313994975e-05,1.3485475847119233e-08
1864,3.349500900640123e-05,7.671564716815737e-09
1865,3.231248490465077e-05,4.706844358715045e-10
1866,3.251591886055394e-05,4.865612912574591e-10
1867,2.998940465204214e-05,4.367530337390235e-09
1868,2.976718781155796e-05,4.93987406535723e-10
1869,3.214967148323922e-05,9.767038289254515e-10
1870,2.900625997881434e-05,5.734048791339319e-10
1871,2.6847150365938433e-05,5.3105884134652115e-09
1872,2.9111286039551487e-05,1.2094678591978436e-09
1873,2.6478492372916662e-05,1.7958012854535355e-09
1874,2.5575509198461077e-05,2.3898436563030145e-09
1875,2.7142352791997837e-05,1.1443054281912168e-09
1876,2.5868478019219765e-05,1.209202959984168e-09
1877,2.692497741918487e-05,3.0924081073635534e-09
1878,2.6181865450780606e-05,1.2078177347163432e-09
1879,2.7359391879144823e-05,6.10932526790009e-10
1880,2.5916546860571543e-05,6.417846254436199e-10
1881,2.607787621400348e-05,2.091752326904839e-09
1882,2.627812250466377e-05,6.655385131892899e-10
1883,2.46334145685978e-05,6.319338941018771e-10
1884,2.525479249015916e-05,1.9805090900604227e-09
1885,2.283366404753906e-05,1.2891271383708158e-09
1886,2.4327623350473004e-05,7.744156427236248e-09
1887,2.3269739472198125e-05,0.0
1888,2.353192382997804e-05,6.340614699951175e-10
1889,2.4507335410817177e-05,6.265136742733546e-10
1890,2.3258240844370448e-05,6.554386366985909e-09
1891,2.3143518092183513e-05,2.5496880162734215e-09
1892,2.3080663027030823e-05,1.8805537127519756e-09
1893,2.2561358377970464e-05,1.847525021858587e-09
1894,2.260362168726715e-05,5.671385139294216e-09
1895,2.34569481563085e-05,3.611168697403855e-09
1896,2.343597202525416e-05,2.948514543632541e-09
1897,2.288674795636325e-05,2.9133566670225264e-09
1898,2.338428316761565e-05,5.6583548957434e-10
1899,2.360607686568983e-05,1.1055156790007459e-09
1900,2.36997528872962e-05,2.07642125715779e-09
1901,2.342296306778735e-05,1.1177477832191585e-09
1902,1.994950139305729e-05,1.9641135384773634e-09
1903,2.2685244971398788e-05,1.0800440541913758e-09
1904,2.2075198558013653e-05,2.1498500757388683e-09
1905,2.244930112738075e-05,5.160759042333041e-10
1906,2.2909625499778485e-05,5.144184522798412e-10
1907,2.208645469181647e-05,2.057137349353866e-09
1908,2.2727452346771315e-05,1.4734167219643268e-09
1909,2.303976884832082e-05,5.500983557560346e-10
1910,2.28467791885123e-05,3.740905363258662e-09
1911,2.2669582676826394e-05,5.320374141248863e-10
1912,2.3243916643878038e-05,2.6047106693738442e-09
1913,2.2886112105879874e-05,1.060597942803554e-09
1914,2.260017117805546e-05,6.696743715117748e-10
1915,2.2438816813519225e-05,2.3561523843085297e-09
1916,2.4620704948574712e-05,2.197492410260793e-09
1917,2.5796319619075803e-05,4.386569774084137e-09
1918,2.5110367914749077e-05,4.594550517822427e-09
1919,2.4684399136276625e-05,0.0
1920,2.419858083158033e-05,6.057785384427916e-09
1921,2.313171489731758e-05,7.572747762196741e-09
1922,2.4495483671671536e-05,7.377935484775833e-10
1923,2.5159797814922058e-05,1.0615948120573648e-09
1924,2.492208807325369e-05,5.156649773851996e-09
1925,2.5588360585970804e-05,2.1996355847875293e-09
1926,2.4676436396475765e-05,1.1146138456652466e-09
1927,2.7008997903976706e-05,0.0
1928,2.3616484327249054e-05,6.8556245125250825e-09
1929,2.4935570650086447e-05,4.4561625500705304e-09
1930,2.3326403606915846e-05,6.302162347537887e-09
1931,2.3000042347121052e-05,4.5621426636444085e-09
1932,2.3626568577128637e-05,2.1919073223131136e-09
1933,2.313632637651608e-05,1.1470662197865522e-09
1934,2.2342052034218796e-05,0.0
1935,2.227656659670174e-05,0.0
1936,2.25265067683722e-05,0.0
1937,2.2687935143039795e-05,1.2591118148108649e-09
1938,2.2296279780675832e-05,0.0
1939,2.2603077127314464e-05,6.117620188206274e-09
1940,2.1412150204014324e-05,5.0715658339584024e-09
1941,2.17702823874788e-05,0.0
1942,2.383373407610634e-05,6.068423541449874e-09
1943,2.554556567702093e-05,0.0
1944,2.6084646037816128e-05,0.0
1945,2.9313950903997466e-05,0.0
1946,2.7179563858226174e-05,0.0
1947,2.92228234002323e-05,0.0
1948,2.5893574957081e-05,0.0
1949,2.426960861612315e-05,9.817008317369869e-10
1950,2.5678016754682176e-05,0.0
1951,2.5348548319925612e-05,0.0
1952,2.4660077883709164e-05,1.0544803918932644e-09
1953,2.509439889308851e-05,0.0
1954,2.5673429036032758e-05,2.9317608341017376e-09
1955,2.4343450490960095e-05,1.8771215692936494e-09
1956,2.5293054022768047e-05,0.0
1957,2.3808659875612648e-05,8.835037701437898e-10
1958,2.4038311721596983e-05,8.272243445794913e-10
1959,2.3967637503119477e-05,7.750747821333448e-10
1960,2.4468606511618418e-05,4.844583401109048e-09
1961,2.5465003091085237e-05,2.08444772553662e-09
1962,2.6243650268042984e-05,0.0
1963,2.5953443810067256e-05,0.0
1964,2.541091043894994e-05,1.8251904432275978e-09
1965,2.6164575388065714e-05,2.188817349590977e-09
1966,2.6143879495066358e-05,1.1078149508847446e-09
1967,2.7533952106750803e-05,3.451234853457663e-09
1968,2.820429517669254e-05,8.982831700699023e-10
1969,2.528668983359239e-05,1.3625273131978588e-09
1970,2.5275052394135855e-05,0.0
1971,2.5303010147581517e-05,4.1107179882260425e-09
1972,2.4767323679952824e-05,0.0
1973,2.397196055881068e-05,1.102640756478479e-09
1974,2.2268262796387717e-05,1.1251143350321513e-09
1975,2.247010502287594e-05,0.0
1976,2.3097503913049877e-05,1.142705374768127e-09
1977,2.3405458136949164e-05,1.7630346071939584e-09
1978,2.5308701992798888e-05,2.970295565063452e-09
1979,2.5209715886376216e-05,5.851973350345929e-10
1980,2.4442169205940445e-05,1.1370301367108482e-09
1981,2.5263611632908578e-05,1.2651099057237047e-09
1982,2.6062198458021157e-05,6.207502289967692e-10
1983,2.521074156902614e-05,1.2630632095778083e-09
1984,2.5814865466600168e-05,2.3196033982486597e-09
1985,2.6186926788795972e-05,6.015558051686298e-10
1986,2.6982378813045216e-05,1.1988970927134801e-09
1987,2.6681660074245883e-05,0.0
1988,2.650416899996344e-05,2.99827696004229e-09
1989,2.6783134217112092e-05,1.6464366536794728e-09
1990,2.6650441441233852e-05,2.179460389939436e-09
1991,2.708290071495867e-05,0.0
1992,2.7523273956830963e-05,2.7549720282848966e-09
1993,2.807602686516475e-05,1.661762283333701e-09
1994,2.7429619194663246e-05,5.274926606624319e-10
1995,2.830573589562846e-05,5.422450821690461e-10
1996,2.8444558438422973e-05,0.0
1997,2.932077973127889e-05,4.79489448146353e-10
1998,2.9665870215467294e-05,9.536258449571733e-10
1999,2.8829285156461992e-05,1.8280804647829996e-09
2000,3.0417263815252227e-05,3.97622823555821e-09
2001,2.990352368215099e-05,0.0
2002,3.063656754420663e-05,2.1906108038649563e-09
2003,3.1162332561507355e-05,3.333538334260311e-09
2004,3.165811517646944e-05,0.0
2005,3.170999934809515e-05,2.702249757291497e-09
2006,3.1874115620667e-05,4.1178899179428186e-10
2007,3.251626048950129e-05,2.3966877371606188e-09
2008,3.320419637020677e-05,4.257439678578834e-10
