year,aux_ADP eaux_NOUN,aux_ADP lots_NOUN
1918,2.064101794374551e-06,8.844509835626013e-08
1919,2.204358924728922e-06,6.53757222246476e-08
1920,2.267883445483676e-06,9.465289840804303e-08
1921,2.3990464246281817e-06,1.6054224860617694e-07
1922,2.7563966220611746e-06,9.960212632442733e-08
1923,2.380095640575064e-06,1.0085150403682519e-07
1924,2.5615658660882445e-06,8.12172369357711e-08
1925,2.5691744021116847e-06,8.028669729043258e-08
1926,2.1980185849201916e-06,8.136681339809826e-08
1927,2.65909023866584e-06,6.355057835527589e-08
1928,2.3274845055709648e-06,9.597874850442167e-08
1929,2.3829329673930033e-06,1.2588658648837736e-07
1930,2.5124620428584876e-06,1.0188495191965075e-07
1931,2.185266243515116e-06,6.729160251239819e-08
1932,2.266432183262168e-06,6.13734059129456e-08
1933,2.4696335252372137e-06,5.7353309435015376e-08
1934,2.4358552295211666e-06,7.308763727564838e-08
1935,2.161472160366884e-06,2.1901959534886828e-07
1936,2.2600467524114265e-06,1.0912243331162585e-07
1937,2.116566883980653e-06,7.428759829508635e-08
1938,2.1651907946562687e-06,7.519824052337754e-08
1939,2.2145785747440527e-06,7.035263394072899e-08
1940,2.426744296180061e-06,9.128818390102822e-08
1941,2.2815115485741444e-06,7.083606590185809e-08
1942,2.4273693295384646e-06,5.461581054078124e-08
1943,2.4416208086464053e-06,7.258088174921795e-08
1944,1.7351205627846866e-06,5.462416652335378e-08
1945,1.8582639409459034e-06,4.574858536443571e-08
1946,1.8501147280858277e-06,1.0858461596541247e-07
1947,1.80243573399963e-06,4.053096236411591e-08
1948,1.9960786410422315e-06,4.566193068100688e-08
1949,1.848542678928311e-06,5.792034940554913e-08
1950,2.0292270388466704e-06,7.338399421463748e-08
1951,2.0757748222521855e-06,7.143139235665785e-08
1952,2.1015794349210637e-06,8.646739269035919e-08
1953,1.87787811967155e-06,6.356557946674002e-08
1954,2.0688458768347573e-06,8.59983160239608e-08
1955,1.8911999255522005e-06,9.854888460836264e-08
1956,1.823590656258034e-06,6.715279221580772e-08
1957,2.0585638385028915e-06,7.50978237928912e-08
1958,2.0589614422306113e-06,6.286904863372911e-08
1959,1.926835943244498e-06,7.905762799964577e-08
1960,1.8630882969716822e-06,8.235791676414195e-08
1961,1.9711927397025875e-06,9.310533516382336e-08
1962,1.7319882541499965e-06,1.3825465217109922e-07
1963,1.8292464885050208e-06,9.440437920282818e-08
1964,1.8750789969601556e-06,6.023128662491217e-08
1965,1.7395626281668797e-06,6.402290958495982e-08
1966,1.699942078658978e-06,7.865486162383917e-08
1967,1.5688328369733995e-06,4.5852120711398214e-08
1968,1.7224580073360585e-06,1.2306479391099856e-07
1969,1.5637272010593506e-06,1.0082702003866295e-07
1970,1.7167040438081926e-06,8.691590092091417e-08
1971,1.678200632682092e-06,1.1304474201168091e-07
1972,1.6442120243098657e-06,6.874396518696813e-08
1973,1.5420430745649583e-06,6.781240341480199e-08
1974,1.4710869749023914e-06,5.5693158862446523e-08
1975,1.5980722078978715e-06,6.282628017828529e-08
1976,1.4443795803842363e-06,4.342280490732264e-08
1977,1.3710532495991856e-06,6.758298848330568e-08
1978,1.448316185648224e-06,4.2178198156328506e-08
1979,1.7269173215872513e-06,6.612730063526584e-08
1980,1.5548887062344363e-06,4.4344174665589264e-08
1981,1.3789697419497315e-06,7.021359760273072e-08
1982,1.544426535993182e-06,5.028076910384982e-08
1983,1.343899265648929e-06,6.504775273974417e-08
1984,1.3813238100013336e-06,7.016800612769103e-08
1985,1.6097633457334837e-06,4.3913573222198465e-08
1986,1.5879391597195536e-06,6.593933932208529e-08
1987,1.4452081895655056e-06,5.8663842172901326e-08
1988,1.2604755763589992e-06,6.716140171780793e-08
1989,1.3753234755498056e-06,6.421103193599009e-08
1990,1.4270017452133743e-06,6.374921812657419e-08
1991,1.3768581208495334e-06,4.6305576262284376e-08
1992,1.428728560348702e-06,6.226236592965506e-08
1993,1.2668167705953692e-06,4.708326467595114e-08
1994,1.433197537537012e-06,4.483687721101859e-08
1995,1.2363187735786596e-06,5.4224507550770795e-08
1996,1.254451706955706e-06,3.5765218342476146e-08
1997,1.1771465757703936e-06,4.5072006571444945e-08
1998,1.1305234552949628e-06,5.960161431062261e-08
1999,1.268687850775052e-06,3.564756925755752e-08
2000,1.173870980863967e-06,3.666966297277696e-08
2001,1.1649642326361231e-06,3.154472505428885e-08
2002,1.1776723436440761e-06,3.3297284651734316e-08
2003,1.1921566098749281e-06,5.208653741650693e-08
2004,1.191495990759961e-06,8.10481561031029e-08
2005,1.1597155742393284e-06,4.1434496722558833e-08
2006,1.1707160831875285e-06,3.7884586134850906e-08
2007,1.119253095094308e-06,3.7548107206797354e-08
2008,1.3449252431740888e-06,3.193079933794252e-08
2009,1.325557462017457e-06,3.147006921722095e-08
2010,1.300460217734667e-06,1.7950414321621366e-08
2011,1.3873370336980884e-06,1.9502256670689277e-08
2012,1.4781264763286117e-06,2.0765941854961056e-08
2013,1.2366980790545767e-06,2.2034087943101355e-08
2014,1.382203651090208e-06,2.3386807157521616e-08
2015,1.5352001083712707e-06,3.6795150593071924e-08
2016,1.8057942234861457e-06,2.60988848310717e-08
2017,1.313400698421674e-06,4.075290208072069e-08
2018,1.3883128469061035e-06,2.3749493038849323e-08
2019,1.5050827668616762e-06,2.7295569693386312e-08
