year,côtés_NOUN égaux_ADJ,côtés_NOUN egaux_ADJ
1800,8.111944111988123e-07,0.0
1801,2.4764298700574727e-07,0.0
1802,3.0434625841735397e-07,0.0
1803,2.4184205926758295e-07,0.0
1804,7.41555311378761e-07,0.0
1805,1.051864728651708e-07,0.0
1806,4.293686970413546e-07,0.0
1807,6.263301344233696e-08,0.0
1808,3.784343505230936e-07,0.0
1809,5.828298981214175e-07,0.0
1810,4.2590306748024886e-07,2.3401267590372754e-09
1811,3.359483002896013e-07,0.0
1812,6.854725143057294e-07,2.6672082320544632e-09
1813,2.501895153272926e-07,2.8757416448144113e-09
1814,3.713078911005141e-07,3.1466771410748606e-09
1815,6.74305908887618e-08,0.0
1816,3.824046359568456e-07,0.0
1817,3.0047655741327617e-07,1.556873407970727e-09
1818,5.0068944545955674e-08,0.0
1819,1.1282644862831148e-07,0.0
1820,9.730514705097448e-08,1.1866481131050932e-09
1821,3.8459806006585495e-08,9.86148829262845e-10
1822,1.744457165386848e-07,1.0025615893027862e-09
1823,1.887593157334777e-07,0.0
1824,9.852701765566962e-08,0.0
1825,2.403886014690215e-07,8.805443041381977e-10
1826,2.3253078040852415e-07,0.0
1827,1.4194600339578756e-07,9.217273055917019e-10
1828,2.3389368664084031e-07,9.172301251858528e-10
1829,1.4660130887023115e-07,8.57317605795771e-10
1830,2.891003418881155e-07,0.0
1831,1.3096612860863388e-07,0.0
1832,1.393586899212096e-07,0.0
1833,1.6680425574122637e-07,4.6334514003376626e-09
1834,1.6428774074483954e-07,0.0
1835,2.3143049077134492e-07,1.5126175867408165e-09
1836,1.6398630009462067e-07,0.0
1837,2.4839670231813216e-07,1.3915781860163179e-09
1838,1.8557756220616284e-07,0.0
1839,1.167576328953146e-07,0.0
1840,7.707323135264232e-08,0.0
1841,1.7720714140523341e-07,1.926164561183441e-09
1842,1.18065464960182e-07,0.0
1843,2.77624820910205e-07,5.906911071384968e-10
1844,2.217378778368584e-07,5.488561272137815e-10
1845,2.762212716334034e-07,1.674068439427856e-09
1846,1.8383134658961353e-07,0.0
1847,1.2835872098548862e-07,5.393223645455691e-10
1848,2.469882929290179e-07,0.0
1849,1.0893239732467919e-07,0.0
1850,1.4528451686146582e-07,0.0
1851,2.670067544841004e-07,0.0
1852,2.1354588852773304e-07,0.0
1853,1.7617199432606867e-07,5.971931837933653e-10
1854,1.6833952543038322e-07,1.0391328908454511e-09
1855,1.9051904587286117e-07,0.0
1856,2.0501668984707067e-07,0.0
1857,1.4790973068556923e-07,0.0
1858,1.5659763619169098e-07,0.0
1859,1.5429284871970594e-07,0.0
1860,1.945303154116118e-07,0.0
1861,1.7213267256011022e-07,0.0
1862,1.7303887034358922e-07,0.0
1863,2.012832140962928e-07,0.0
1864,1.2082713851668814e-07,0.0
1865,1.9486336100271728e-07,0.0
1866,1.6348460007975518e-07,0.0
1867,1.7906874916207016e-07,4.85281148598915e-10
1868,1.5116015106286795e-07,0.0
1869,1.3283171540479088e-07,0.0
1870,1.4335121534259088e-07,0.0
1871,2.0817508072923374e-07,1.0621177271019633e-09
1872,1.5662608632283082e-07,0.0
1873,2.2866537108257035e-07,5.986004469882289e-10
1874,1.4757284816369065e-07,0.0
1875,2.797826823552896e-07,5.721527140956084e-10
1876,9.855003924030825e-08,0.0
1877,1.0823428198136753e-07,0.0
1878,9.541760448428249e-08,6.039088673581716e-10
1879,1.1852090864294951e-07,0.0
1880,1.5081938897765212e-07,0.0
1881,1.4502815304240357e-07,0.0
1882,1.2844893149122072e-07,6.655385131892899e-10
1883,2.0917012477639219e-07,0.0
1884,9.440426396167823e-08,0.0
1885,9.410628365458251e-08,0.0
1886,9.099384357114104e-08,0.0
1887,7.051238526400994e-08,0.0
1888,1.0525420179874345e-07,0.0
1889,1.2467621957057418e-07,6.265136742733546e-10
1890,5.89894781910516e-08,0.0
1891,1.9887566793386213e-07,0.0
1892,7.14610379759506e-08,0.0
1893,8.252278149711856e-08,0.0
1894,9.137232126477102e-08,0.0
1895,1.0833505825758039e-07,0.0
1896,2.0816511892007838e-07,0.0
1897,1.5499058747536765e-07,0.0
1898,2.0313494530910248e-07,0.0
1899,1.1994845294793777e-07,0.0
1900,1.3808201515530527e-07,0.0
1901,1.6486779941260465e-07,0.0
1902,7.905556742571207e-08,0.0
1903,1.3608554638722126e-07,5.400220270956879e-10
1904,8.330668777034589e-08,0.0
1905,9.650619148260375e-08,5.160759042333041e-10
1906,1.1883066264317677e-07,0.0
1907,1.0131401495527825e-07,0.0
1908,1.753365950207808e-07,0.0
1909,7.921416056433372e-08,0.0
1910,9.993561889132252e-08,0.0
1911,1.234326845178657e-07,0.0
1912,1.3857059855126863e-07,0.0
1913,7.742364971363713e-08,0.0
1914,9.576343273920429e-08,0.0
1915,1.1309531089409575e-07,0.0
1916,9.998590400073226e-08,0.0
1917,6.360526327853222e-08,0.0
1918,9.763419939190499e-08,0.0
1919,6.169258170984904e-08,0.0
1920,1.3024238398884336e-07,0.0
1921,1.3025125156218564e-07,0.0
1922,7.820611358511087e-08,0.0
1923,6.051090650771584e-08,0.0
1924,7.60605871619191e-08,0.0
1925,9.238469544925465e-08,0.0
1926,4.346993875969929e-08,0.0
1927,7.804457169413581e-08,0.0
1928,2.742249805010033e-08,0.0
1929,8.132496986945625e-08,0.0
1930,7.562594817045465e-08,0.0
1931,1.0036713860017699e-07,0.0
1932,6.466126478699152e-08,0.0
1933,1.0208889023033407e-07,0.0
1934,3.9539216345474415e-08,0.0
1935,5.984141893122796e-08,0.0
1936,4.4861444337129797e-08,0.0
1937,4.0291578073947676e-08,0.0
1938,5.186085871855539e-08,0.0
1939,5.8117393564316444e-08,0.0
1940,1.4961119632062037e-07,0.0
1941,4.427253941230447e-08,0.0
1942,6.978687139280737e-08,0.0
1943,9.870999662098257e-08,0.0
1944,9.639558129492798e-08,0.0
1945,1.5031677946808486e-07,0.0
1946,6.682130049284751e-08,0.0
1947,8.106191984325051e-08,0.0
1948,2.272224577382076e-07,0.0
1949,5.104844191805569e-08,0.0
1950,7.338399399259288e-08,0.0
1951,7.889437370067753e-08,0.0
1952,7.170466886918803e-08,0.0
1953,7.97263197682696e-08,0.0
1954,3.518113089739927e-08,0.0
1955,4.598947711542678e-08,0.0
1956,1.011652415172648e-07,0.0
1957,6.537928243233182e-08,0.0
1958,7.279574276708445e-08,0.0
1959,6.045583234026708e-08,0.0
1960,6.22874978262189e-08,0.0
1961,4.446821932901912e-08,0.0
1962,3.4880759613997725e-08,6.341956404476434e-10
1963,3.7503109950876024e-08,0.0
1964,7.544120705915702e-08,0.0
1965,7.441978766564716e-08,0.0
1966,1.1742838523787213e-07,0.0
1967,3.500538170442269e-08,0.0
1968,4.8058151236318736e-08,4.4914158503495116e-10
1969,2.9067249940339934e-08,0.0
1970,2.989171221656761e-08,0.0
1971,5.960541216154525e-08,5.138397485282553e-10
1972,5.643161671287089e-08,0.0
1973,4.741355397186453e-08,0.0
1974,3.3753430273009144e-08,0.0
1975,3.0270843609514486e-08,0.0
1976,2.5710871653927825e-08,0.0
1977,2.703319701424789e-08,0.0
1978,2.9108898402796513e-08,0.0
1979,3.2185852205657284e-08,0.0
1980,4.548120458025551e-08,0.0
1981,2.340453342242199e-08,0.0
1982,5.2143018791639406e-08,0.0
1983,2.841892232652299e-08,0.0
1984,3.885335786435462e-08,1.739702604197646e-09
1985,4.3913573222198465e-08,0.0
1986,2.517683839187157e-08,0.0
1987,4.399788267051008e-08,1.2221633705067347e-09
1988,3.597932263232906e-08,0.0
1989,3.128229764115531e-08,0.0
1990,8.22746315520817e-08,0.0
1991,4.1616402768340777e-08,0.0
1992,3.4161654838271716e-08,0.0
1993,2.8803878393546256e-08,0.0
1994,2.9012095836833396e-08,0.0
1995,4.771756678678685e-08,0.0
1996,4.217092808289635e-08,0.0
1997,4.5551498573104254e-08,0.0
1998,2.860877579280441e-08,0.0
1999,1.8737825513426287e-08,0.0
2000,3.180982588446568e-08,0.0
2001,2.716351232834313e-08,0.0
2002,2.4534839937473407e-08,0.0
2003,3.958576755280774e-08,0.0
2004,3.964312256243829e-08,0.0
2005,2.657212228029948e-08,0.0
2006,5.229720301258567e-08,0.0
2007,1.6377365241737607e-08,0.0
2008,3.4911003865545354e-08,0.0
2009,3.576144536054926e-08,0.0
2010,4.109699958121382e-08,0.0
2011,2.6385405860196443e-08,0.0
2012,4.6978687606724634e-08,0.0
2013,5.6619239074962024e-08,0.0
2014,3.724565544871439e-08,0.0
2015,4.6104769779731214e-08,0.0
2016,4.370527406649671e-08,0.0
2017,5.282783632765131e-08,0.0
2018,4.2594201943302323e-08,0.0
2019,3.673422455108266e-08,0.0
