year,sphères_NOUN égales_ADJ,sphères_NOUN légales_ADJ
1800,6.917161954334006e-08,0.0
1801,2.6193008650921e-08,0.0
1802,4.0281122437590966e-08,0.0
1803,9.751696339321825e-09,0.0
1804,1.730295728918918e-08,0.0
1805,4.8328921309348516e-08,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,2.0331274441787173e-08,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,0.0
1812,5.867858021701977e-08,0.0
1813,3.163315653864629e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,1.6183340889597275e-08,0.0
1816,2.0858434979231788e-08,0.0
1817,4.670620334934483e-09,0.0
1818,1.4305412854298538e-08,0.0
1819,7.24573512300708e-09,0.0
1820,0.0,0.0
1821,6.903041693817613e-09,0.0
1822,0.0,0.0
1823,3.162459805139406e-08,0.0
1824,1.7684335773537896e-08,0.0
1825,5.2832657360113444e-08,0.0
1826,3.8755132436563144e-08,0.0
1827,2.8573547083965423e-08,0.0
1828,2.659967357487858e-08,0.0
1829,2.3147574523818548e-08,0.0
1830,9.39315203396518e-09,0.0
1831,4.677361609140007e-09,0.0
1832,1.6235963684607668e-08,0.0
1833,5.791814139399776e-09,0.0
1834,2.0535967593104942e-08,0.0
1835,1.5882484660778573e-08,0.0
1836,2.5538851033957144e-08,0.0
1837,2.6439986200443855e-08,0.0
1838,2.7773513266993177e-08,0.0
1839,1.0487212875887053e-08,0.0
1840,8.917564464638872e-09,0.0
1841,9.630822361827995e-09,0.0
1842,2.3478927246856074e-08,0.0
1843,1.9492806535570395e-08,0.0
1844,2.6345094994439933e-08,0.0
1845,4.296775557577348e-08,0.0
1846,2.4003455223464698e-08,0.0
1847,1.6718992412734224e-08,0.0
1848,1.2872354626658478e-08,0.0
1849,8.379414939696517e-10,0.0
1850,1.6293590476834652e-08,0.0
1851,3.998652076120379e-08,0.0
1852,1.1718981340891332e-08,0.0
1853,3.463720310570295e-08,0.0
1854,2.286092382064453e-08,0.0
1855,1.4328730202350926e-08,0.0
1856,2.8992258982452057e-08,0.0
1857,1.8061584228235006e-08,0.0
1858,4.5511187263258535e-08,0.0
1859,3.4626779665813956e-08,0.0
1860,3.524431591017674e-08,0.0
1861,5.847795137015055e-08,0.0
1862,6.686619971607577e-08,1.3553959066214816e-09
1863,1.5982786205626098e-08,0.0
1864,1.342523781033833e-08,0.0
1865,1.9298061426642477e-08,4.706844358715045e-10
1866,2.5301186923343266e-08,0.0
1867,2.8631587767335986e-08,0.0
1868,2.2723421366777075e-08,0.0
1869,3.809144999422642e-08,0.0
1870,3.2110673231500186e-08,0.0
1871,6.691341702946829e-08,0.0
1872,2.660829245826335e-08,0.0
1873,1.3109350049944624e-07,2.9930022904522957e-09
1874,2.1508592240593316e-08,0.0
1875,5.607096653648114e-08,0.0
1876,9.37132327294421e-08,0.0
1877,1.7317484335421796e-08,0.0
1878,2.959153361237199e-08,0.0
1879,2.1993571408529533e-08,0.0
1880,2.0537108014195837e-08,0.0
1881,6.066081525979428e-08,0.0
1882,7.653692546405466e-08,0.0
1883,2.1485751844352308e-08,0.0
1884,4.885255844300218e-08,0.0
1885,2.5782542323327107e-08,0.0
1886,1.613365974151293e-08,0.0
1887,1.697520346510828e-08,0.0
1888,3.677556548176142e-08,0.0
1889,1.6915869316402876e-08,0.0
1890,2.5562107985876992e-08,0.0
1891,3.4420789774003424e-08,0.0
1892,2.2566645441202127e-08,6.268512375839919e-10
1893,2.771287377356657e-08,0.0
1894,1.3863386882917439e-08,0.0
1895,1.8055843042930064e-08,0.0
1896,3.066455178668548e-08,0.0
1897,2.3889525024856084e-08,0.0
1898,1.4711722506888236e-08,0.0
1899,3.150719685152126e-08,1.1055156790007459e-09
1900,4.1528423921910473e-08,0.0
1901,3.4650181390816215e-08,0.0
1902,8.347482705062248e-09,0.0
1903,2.7001101798873606e-08,0.0
1904,1.4511488011237361e-08,0.0
1905,4.1286072338664326e-09,0.0
1906,7.716276506641861e-09,0.0
1907,1.8514235478050978e-08,0.0
1908,4.174680867663483e-08,0.0
1909,2.8605114721358404e-08,0.0
1910,1.336037680488289e-08,0.0
1911,2.6601870928288918e-08,0.0
1912,3.1777467768279166e-08,0.0
1913,3.1287640922528226e-08,0.0
1914,8.705766774141921e-09,0.0
1915,2.1205371680821372e-08,0.0
1916,6.592477230782379e-09,0.0
1917,2.9609346086090227e-08,0.0
1918,1.033773866510046e-08,0.0
1919,1.6574126959767455e-08,0.0
1920,3.180337415642498e-08,0.0
1921,5.376650591415455e-08,0.0
1922,1.4018077365562931e-08,0.0
1923,7.431163684401554e-09,0.0
1924,2.3204924204378585e-08,0.0
1925,9.898360353588487e-09,0.0
1926,1.2260752413340015e-08,0.0
1927,1.8953683067479687e-08,1.1149224876660924e-09
1928,1.5996457491951332e-08,0.0
1929,8.912325100141061e-09,0.0
1930,4.3064773080914165e-08,0.0
1931,1.710803587684495e-08,0.0
1932,6.575722188983946e-09,0.0
1933,1.3764794637438627e-08,0.0
1934,8.38710612072191e-09,0.0
1935,1.3165112555668657e-08,0.0
1936,1.091224355320719e-08,0.0
1937,2.5182236296217297e-09,0.0
1938,1.2965214679638848e-08,0.0
1939,0.0,0.0
1940,1.5214697057785997e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,9.102635090130207e-09,0.0
1943,8.709705845433291e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,3.7034568745042407e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,1.4305045148432782e-08,0.0
1948,2.174377566888097e-09,0.0
1949,8.835307596655184e-09,0.0
1950,1.4889506516624351e-08,0.0
1951,1.3859822622919182e-08,0.0
1952,1.2653764258629963e-08,0.0
1953,1.508335856215126e-08,0.0
1954,8.795282724349818e-09,0.0
1955,5.631364707880948e-09,0.0
1956,6.104799110673298e-09,0.0
