year,fonctions_NOUN égales_ADJ,fonctions_NOUN légales_ADJ
1943,2.9032352077962287e-09,0.0
1944,9.639558484764166e-09,1.927911696952833e-08
1945,2.178504043826024e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,1.1136883415474585e-08
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,1.848220954059343e-08,3.2615663503321457e-09
1949,6.8719057111366055e-09,1.0798709482173763e-08
1950,1.4889506516624351e-08,4.2541445921528975e-09
1951,1.7058242818279723e-08,7.462981344019681e-09
1952,2.5307528517259925e-08,1.0544804140977249e-08
1953,1.508335856215126e-08,5.386913581872932e-09
1954,7.818028890937967e-09,6.840775057526116e-09
1955,2.0648336374051723e-08,3.754243138587299e-09
1956,1.3953826538681824e-08,6.104799332717903e-09
1957,9.718541527092839e-09,2.6505113659425206e-09
1958,1.1581140491045971e-08,4.1361216673863055e-09
1959,1.6276571201956358e-08,1.6276571201956358e-08
1960,1.5225833038812198e-08,2.7683333403416555e-09
1961,2.153929301584867e-08,8.33779090214648e-09
1962,1.1415521861124489e-08,3.805173953708163e-09
1963,1.681173777967615e-08,2.5864212993553792e-09
1964,9.125952438182594e-09,1.2167936658258327e-09
1965,2.134096988015699e-08,3.2832261354087677e-09
1966,1.5509408868297214e-08,5.539074976468328e-09
1967,8.874604162656397e-09,4.930335695263466e-09
1968,4.042274071025531e-09,5.838840522187638e-09
1969,1.2716921737876419e-08,8.629339909305145e-09
1970,1.8854771965948203e-08,5.058597540852361e-09
1971,5.652237344833111e-09,4.624557625731995e-09
1972,9.234264020108185e-09,5.130146973897354e-09
1973,8.269805285010534e-09,7.718485406371656e-09
1974,5.06301445213353e-09,6.1881286761433785e-09
1975,9.138368284311582e-09,1.1994108817248161e-08
1976,1.085570122683066e-08,2.856763492431469e-09
1977,8.22749424145286e-09,5.289103821581875e-09
1978,1.7821774056514528e-09,8.910887139279566e-09
1979,4.096381456264453e-09,1.345953837272873e-08
1980,4.548120546843393e-09,4.548120546843393e-09
1981,6.958104314946922e-09,5.69299452024552e-09
1982,8.690503427999374e-09,4.345251713999687e-09
1983,3.78918940668882e-09,5.052252838311233e-09
1984,3.479405208395292e-09,5.799008384599347e-09
1985,6.015557829641693e-09,6.617113967877231e-09
1986,6.593933843390687e-09,4.7955883708539204e-09
1987,1.8332451112712533e-09,1.8332451112712533e-09
1988,2.99827696004229e-09,4.797243047249822e-09
1989,3.2928733073589456e-09,6.036934507847036e-09
1990,9.80757164370516e-09,5.448650863826288e-09
1991,3.5168792322792797e-09,4.68917216167597e-09
1992,1.2672871640972971e-08,1.0468894195980738e-08
1993,5.539207315052863e-09,5.539207315052863e-09
1994,3.6924485691258724e-09,7.384897138251745e-09
1995,1.138714633697191e-08,2.7112254663563817e-09
1996,5.3380921904988554e-09,5.3380921904988554e-09
1997,1.438468344439059e-09,1.1987236092636522e-08
1998,4.291316191284977e-09,8.10582001520288e-09
1999,2.7421207526856506e-09,7.769341614505265e-09
2000,4.418031274155965e-09,5.3016377954406835e-09
2001,5.695575122643959e-09,5.257454027685071e-09
2002,8.76244299341522e-10,5.6955880012310445e-09
2003,8.333845835650777e-10,5.8336921959778465e-09
2004,2.2023955992267474e-09,1.3654853248112886e-08
2005,4.954124666056714e-09,2.251874686720612e-09
2006,5.353256948836815e-09,2.8825228870488218e-09
2007,5.991719120856942e-09,2.3966877371606188e-09
2008,2.9802078582719105e-09,2.1287198670449925e-09
2009,9.53638501499654e-10,4.291373478793048e-09
2010,9.447586046817946e-10,1.8895172093635892e-09
2011,3.059177577924288e-09,3.059177577924288e-09
2012,2.0425516833455504e-09,3.404252713057332e-10
2013,5.578250084070646e-10,1.6734750252211938e-09
2014,4.114345752981308e-09,1.5158115873603606e-09
2015,2.659890530054554e-09,3.103205470367243e-09
2016,1.86420612280358e-09,2.6927420293532123e-09
2017,7.54683426862357e-10,3.018733707449428e-09
2018,2.323319980845895e-09,3.614053500911041e-09
2019,1.02039510174734e-09,3.3162841361900064e-09
