year,fonctions_NOUN égales_ADJ,fonctions_NOUN légales_ADJ
1800,2.829747991484055e-08,0.0
1801,1.6668277424969347e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,5.76333825108577e-08,2.881669125542885e-09
1807,2.8469551160981155e-09,1.1387820464392462e-08
1808,0.0,0.0
1809,0.0,0.0
1810,3.7442028144596406e-08,2.3401266702194334e-08
1811,1.7549536934780008e-08,5.0141535368197765e-09
1812,0.0,2.400487453257938e-08
1813,0.0,5.751483289628823e-09
1814,6.293354282149721e-09,6.293354282149721e-09
1815,3.776112933451259e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,1.0898113522728181e-08,6.227493631882908e-09
1818,4.768470951432846e-09,2.384235475716423e-09
1819,1.0351049795076506e-08,1.7596784473994376e-08
1820,4.746592452420373e-09,0.0
1821,0.0,9.86148829262845e-10
1822,0.0,2.0051231786055723e-09
1823,2.9648061783404955e-09,9.882686891060644e-10
1824,8.421112696055388e-10,0.0
1825,0.0,5.283265824829186e-09
1826,0.0,3.5231937367541377e-09
1827,0.0,1.7512819638909605e-08
1828,6.420610709767516e-09,3.485474309172787e-08
1829,0.0,1.1145129263923081e-08
1830,0.0,1.461157062010443e-08
1831,1.091384405071949e-08,3.274153215215847e-08
1832,6.764984572527055e-09,3.5177919244233635e-08
1833,4.6334514003376626e-09,9.266902800675325e-09
1834,0.0,9.334530925997342e-10
1835,1.5126175867408165e-09,8.31939672707449e-09
1836,6.720750067579218e-10,1.0753200108126748e-08
1837,9.74104708006962e-09,7.653680356156656e-09
1838,0.0,1.199310784016916e-08
1839,0.0,6.292327547896548e-09
1840,6.369688665408546e-10,1.2739377552861697e-08
1841,1.2841097074556274e-09,1.0272877659645019e-08
1842,2.683306021822318e-09,2.0124794275488966e-08
1843,5.906911071384968e-10,1.4176587015413133e-08
1844,0.0,2.5247381074677833e-08
1845,0.0,8.928364714222425e-09
1846,5.269050973311096e-09,9.367202125076801e-09
1847,0.0,1.240441438454809e-08
1848,2.413566457803995e-09,4.02261068899179e-09
1849,4.1897072478036534e-09,1.256912263158938e-08
1850,0.0,1.1541293254424545e-08
1851,2.579775504329973e-09,3.8696632564949596e-09
1852,0.0,7.161600201754936e-09
1853,1.1943863675867306e-09,4.777545470346922e-09
1854,1.1430461910322265e-08,8.313063126763609e-09
1855,3.1841622671890946e-09,1.1675261646360013e-08
1856,5.177189232874468e-10,9.836659486950339e-09
1857,9.763018171682347e-10,2.9289055625270066e-09
1858,2.936205500958522e-09,7.34051397444091e-09
1859,4.073738679721828e-09,1.5276520048956854e-09
1860,2.288591982591015e-09,4.119465657481669e-09
1861,4.715963619617014e-09,1.9807048445841247e-08
1862,2.2589932147099034e-09,1.7168348520613108e-08
1863,1.4983863039219614e-09,1.6981710260211003e-08
1864,4.794727948009836e-10,1.4384183844029508e-09
1865,0.0,4.23615986733239e-09
1866,3.8924903300596725e-09,3.4059290943133647e-09
1867,3.88224918879132e-09,1.455843445796745e-09
1868,1.1361710683388537e-08,9.87974857480367e-09
1869,4.883519144627257e-10,5.371870948067681e-09
1870,0.0,1.1468097582678638e-08
1871,0.0,3.18635318130589e-09
1872,6.047339295989218e-10,1.5723081503438152e-08
1873,2.9930022904522957e-09,8.380406590902112e-09
1874,5.974609140757536e-10,1.1949218281515073e-09
1875,1.4303817685856757e-08,1.2587359599081083e-08
1876,4.836811839936672e-09,1.6324239737741664e-08
1877,2.4739263970730008e-09,1.2988113695655557e-08
1878,0.0,3.0195443923020093e-09
1879,3.665595160740054e-09,5.498392852132383e-09
1880,5.134277003548959e-09,3.0805662021293756e-08
1881,6.2752567586699115e-09,2.7890030285249168e-09
1882,5.324308105514319e-09,5.324308105514319e-09
1883,0.0,8.21514056781325e-09
1884,2.6406787867472303e-09,6.601696966868076e-10
1885,4.511945039809007e-09,3.86738152613475e-09
1886,1.5488312854472497e-08,2.5813855497602844e-09
1887,2.285123557044244e-08,1.9586773092328258e-08
1888,6.974675947901687e-09,7.60873763994141e-09
1889,6.891650361495749e-09,8.771191772893872e-09
1890,7.209825181320184e-09,9.176140736144589e-09
1891,8.286486163910922e-09,5.736798147637501e-09
1892,5.641661360300532e-09,1.191017329205124e-08
1893,7.390100087434348e-09,4.310891643655168e-09
1894,1.071261657159539e-08,5.041231432301174e-09
1895,0.0,1.2037228991346183e-08
1896,2.948514543632541e-09,8.845543852942228e-09
1897,3.4960281336537946e-09,8.740070001067579e-09
1898,1.6975064687230201e-09,1.1316709347397591e-08
1899,9.949641111006713e-09,7.738609753005221e-09
1900,3.114631885736685e-09,1.1939421895590385e-08
1901,4.470991132876634e-09,1.1736351446245408e-08
1902,2.455141867585553e-09,8.838511256215043e-09
1903,7.020286574288548e-09,9.1803746826713e-09
1904,3.7622376325430196e-09,1.3436562973367927e-08
1905,8.773290538499623e-09,2.4771644291377015e-08
1906,2.0576738091193647e-09,5.144184633820714e-09
1907,3.599990305858114e-09,3.0857059130084963e-09
1908,0.0,7.858222517143076e-09
1909,4.950885035270858e-09,6.0510818578052294e-09
1910,8.550641084070776e-09,4.809735720812114e-09
1911,3.1922244847493175e-09,1.0108711201439746e-08
1912,6.251305251225858e-09,7.814131564032323e-09
1913,7.954484182448596e-09,5.302989602995467e-09
1914,1.1384464038144415e-08,1.4063162190325329e-08
1915,8.246533234057551e-09,1.8849219074468238e-08
1916,5.493730803607377e-09,1.7579939282086343e-08
1917,5.483212106582869e-09,6.57985488317081e-09
1918,3.44591288836682e-09,0.0
1919,9.207848372660976e-10,1.1970202606903513e-08
1920,3.028892692213958e-09,6.815008557481406e-09
1921,3.0290989716519334e-09,2.2718242842501013e-09
1922,8.115729421831475e-09,2.2133805899215986e-09
1923,5.307974060286824e-09,9.554353752605493e-09
1924,1.5469948877466777e-08,5.156649773851996e-09
1925,8.798542339150117e-09,8.798542339150117e-09
1926,8.916910765321973e-09,1.1146138456652466e-09
1927,4.4596899506643695e-09,5.574612327308159e-09
1928,9.14083297942625e-09,4.570416489713125e-09
1929,1.0026365515614089e-08,6.684243825105796e-09
1930,1.3654684494213143e-08,1.1553964007759987e-08
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,2.1919073223131136e-09,6.575722188983946e-09
1933,5.735331320977366e-09,4.588264879146209e-09
1934,4.7926320689839486e-09,1.0783422155213884e-08
1935,3.590485242455088e-09,1.196828414151696e-08
1936,1.091224355320719e-08,3.6374143697059935e-09
1937,5.0364472592434595e-09,5.0364472592434595e-09
1938,7.779128452511941e-09,5.186085783037697e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,2.028626333583361e-08,7.607348528892999e-09
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
