year,représentants_NOUN égaux_ADJ,représentants_NOUN légaux_ADJ
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,4.943701892301533e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,5.124519120158766e-08
1808,0.0,1.1330369531492579e-08
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,8.00162425207418e-09
1813,0.0,5.751483289628823e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,3.113746815941454e-09
1818,0.0,0.0
1819,1.0351049795076506e-08,0.0
1820,0.0,1.1866481131050932e-09
1821,0.0,0.0
1822,2.0051231786055723e-09,2.0051231786055723e-09
1823,0.0,4.941343334508019e-09
1824,0.0,0.0
1825,3.522177216552791e-09,5.283265824829186e-09
1826,0.0,0.0
1827,0.0,0.0
1828,3.668920500743411e-09,9.172301251858528e-10
1829,0.0,1.714635211591542e-09
1830,0.0,6.262101504006523e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,5.411987746839486e-09
1833,0.0,3.59092489077284e-08
1834,0.0,1.8669061851994684e-09
1835,0.0,1.4369867074037757e-08
1836,0.0,1.2097349788575684e-08
1837,0.0,3.478945576063097e-09
1838,0.0,4.670999942391063e-08
1839,0.0,3.425822825420255e-08
1840,6.369688665408546e-10,4.0766007458614695e-08
1841,1.0272877659645019e-08,8.025685360735224e-08
1842,0.0,5.9032732480091e-08
1843,2.953455480181333e-09,6.202256486176339e-08
1844,0.0,8.287727837341663e-08
1845,0.0,7.477505192809986e-08
1846,0.0,9.308656956363848e-08
1847,2.6966118227278457e-09,1.089431194145618e-07
1848,0.0,1.8504009346997918e-07
1849,0.0,1.7177801225898293e-07
1850,6.788996032014438e-10,1.222019250235462e-07
1851,0.0,1.431775444871164e-07
1852,0.0,2.037800754806085e-07
1853,0.0,1.0510599679491861e-07
1854,1.0391328908454511e-09,2.1977660935590393e-07
1855,2.1227748447927297e-09,1.576160286731465e-07
1856,0.0,1.3926639041983435e-07
1857,0.0,1.6597131491380424e-07
1858,4.893676019968041e-10,1.1793758858402725e-07
1859,0.0,1.797537123593429e-07
1860,0.0,9.657858157652299e-08
1861,0.0,1.2214346156724787e-07
1862,0.0,1.1882303851962206e-07
1863,2.9967726078439227e-09,1.3235745655038045e-07
1864,4.794727948009836e-10,1.0740190248270665e-07
1865,4.706844358715045e-10,2.7017287607122853e-07
1866,0.0,2.685818287773145e-07
1867,1.94112459439566e-09,1.28599509707783e-07
1868,2.9639244392143382e-09,1.2695475959390023e-07
1869,0.0,1.3966864287340286e-07
1870,1.1468097582678638e-09,9.403839840160799e-08
1871,0.0,2.63405183886789e-07
1872,0.0,2.7394446533435257e-07
1873,0.0,2.220807715502815e-07
1874,2.3898436563030145e-09,2.1090370694309968e-07
1875,1.716458086775674e-09,1.7965595588975702e-07
1876,1.209202959984168e-09,1.571963821334066e-07
1877,1.2369631985365004e-09,1.459616640886452e-07
1878,0.0,1.9264692241449666e-07
1879,6.720257683667796e-09,2.584244498393673e-07
1880,0.0,2.637734723975882e-07
1881,0.0,2.558910239258694e-07
1882,0.0,2.049858665031934e-07
1883,1.8958017378167824e-09,2.1548946449456707e-07
1884,1.3203393933736152e-09,2.587865139958012e-07
1885,6.445635691854079e-10,2.2237442465211643e-07
1886,8.38950331427668e-09,2.1167360841900518e-07
1887,3.9173548849191775e-09,2.6833879473997513e-07
1888,1.268122939990235e-09,3.2400541272181727e-07
1889,5.012109394186837e-09,3.6463094943428587e-07
1890,6.554386478008212e-10,4.75193019155995e-07
1891,5.099376032546843e-09,2.6644238459994085e-07
1892,0.0,2.5826270189099887e-07
1893,0.0,2.7774458999374474e-07
1894,6.301539290376468e-10,3.0940557849135075e-07
1895,6.018614495673091e-10,3.7435782473949075e-07
1896,5.89702897624278e-10,4.4168746171635576e-07
1897,0.0,2.9657971367669234e-07
1898,5.6583548957434e-10,3.327112665374443e-07
1899,5.527578395003729e-10,3.648201811756735e-07
1900,5.191053142894475e-10,3.1613512874173466e-07
1901,1.676621730339889e-09,4.3871600041711645e-07
1902,9.820567692386817e-10,4.7138723857642617e-07
1903,3.2401321625741275e-09,4.239172994857654e-07
1904,0.0,6.954765012778807e-07
1905,4.1286072338664326e-09,1.3170257489036885e-06
1906,1.5432553013283723e-09,1.3580647646449506e-06
1907,2.057137349353866e-09,8.429120157416037e-07
1908,4.911389073214423e-10,4.5184779651208373e-07
1909,0.0,6.452653451560764e-07
1910,1.6032452032632705e-09,6.904642759764101e-07
1911,1.0640748282497725e-09,5.639596452056139e-07
1912,2.6047106693738442e-09,8.085021931947267e-07
1913,1.060597942803554e-09,6.660554845439037e-07
1914,1.3393487430235496e-09,4.761384673201974e-07
1915,2.3561523843085297e-09,3.9701168930150743e-07
1916,8.789969641043172e-09,3.3182135439346894e-07
1917,1.0966424435210342e-09,4.046610513341875e-07
1918,0.0,4.0202317563853285e-07
1919,9.207848372660976e-10,2.633444751154457e-07
1920,7.572231730534895e-10,3.0440372711382224e-07
1921,0.0,3.2789995429993724e-07
1922,1.4755870969551665e-09,4.2496907326494693e-07
1923,0.0,3.386487321677123e-07
1924,0.0,3.6741130315931514e-07
1925,2.1996355847875293e-09,3.519417077768594e-07
1926,0.0,2.786534594179102e-07
1927,0.0,3.244424533477286e-07
1928,1.4853853258500749e-08,3.462090489847469e-07
1929,2.2280812750352652e-09,3.4089643463630637e-07
1930,5.2518016602221e-09,2.793958628899418e-07
1931,1.1405356659111021e-09,1.8704784565670707e-07
1932,0.0,2.169988277955781e-07
1933,0.0,2.0876605333342013e-07
1934,0.0,2.1686659579245315e-07
1935,0.0,2.118386248639581e-07
1936,0.0,2.400693404069898e-07
1937,0.0,2.203445745863064e-07
1938,1.2965214457594243e-09,3.020894894234516e-07
1939,3.058810094103137e-09,4.909390440843708e-07
1940,5.0715658339584024e-09,3.930463492451963e-07
1941,0.0,2.803927543482132e-07
1942,3.034211770724937e-09,2.730790527039062e-07
1943,0.0,1.8871028828471026e-07
1944,0.0,2.8918674388478394e-07
1945,0.0,1.5467378489120165e-07
1946,0.0,1.600926964329119e-07
1947,0.0,1.5497131755637383e-07
1948,0.0,1.4133453873910184e-07
1949,0.0,2.1695588259262877e-07
1950,0.0,1.265608062794854e-07
1951,1.0661401761424827e-09,1.7697927034987515e-07
1952,0.0,1.7293479004365508e-07
1953,0.0,1.8638721144270676e-07
1954,0.0,2.2183657222285547e-07
1955,0.0,1.604938972832315e-07
1956,0.0,1.4477095078291313e-07
1957,1.7670075402875796e-09,1.5549666443348542e-07
1958,0.0,2.903557572153659e-07
1959,0.0,2.790269206798257e-07
1960,2.7683333403416555e-09,1.467216605988142e-07
1961,4.16889545107324e-09,2.126136706692705e-07
1962,5.0735651235811474e-09,2.56849233437606e-07
1963,0.0,1.500124398035041e-07
1964,0.0,2.1902286562180961e-07
1965,5.472043373977442e-10,2.391282976077491e-07
1966,5.539074754423723e-10,2.1103875269545824e-07
1967,9.860671168482327e-10,1.9622736147084652e-07
1968,8.982831700699023e-10,1.5091157479218964e-07
1969,1.3625273131978588e-09,2.7114293743579765e-07
1970,4.5987250119061684e-10,3.1041395232023206e-07
1971,0.0,1.449028133038155e-07
1972,0.0,2.0161476754765317e-07
1973,1.102640756478479e-09,2.001292926934184e-07
1974,1.1251143350321513e-09,1.828310729479199e-07
1975,5.711480177694739e-10,1.7876932645322086e-07
1976,0.0,2.0397290256823908e-07
1977,0.0,1.5103329076282535e-07
1978,0.0,1.6633656230169436e-07
1979,5.851973350345929e-10,2.0072268114290637e-07
1980,0.0,1.39854705594189e-07
1981,6.325549528618524e-10,1.2334821519743855e-07
1982,6.207502289967692e-10,1.2973680441064062e-07
1983,0.0,1.7114506078996783e-07
1984,0.0,1.6121244073019625e-07
1985,0.0,1.8347452623856952e-07
1986,0.0,1.4746434828794008e-07
1987,0.0,1.5521474949764524e-07
1988,1.1993107618124554e-09,1.27726593746047e-07
1989,1.6464366536794728e-09,1.542162380019363e-07
1990,1.089730194969718e-09,2.1903576907789102e-07
1991,5.861465202094962e-10,1.7760240211828204e-07
1992,3.30596661157756e-09,2.3251963909842743e-07
1993,2.2156829704300662e-09,1.8057815509564534e-07
1994,1.0549853213248639e-09,2.0466714545364084e-07
1995,0.0,2.1472905586961133e-07
1996,5.338092190498855e-10,1.8256275780004216e-07
1997,1.917957792585412e-09,1.639853905999189e-07
1998,0.0,1.8214254282611364e-07
1999,1.3710603763428253e-09,1.9149142360674887e-07
2000,0.0,2.2841223312752845e-07
2001,4.3812117822561447e-10,2.0679320300587278e-07
2002,4.38122149670761e-10,3.031805135833565e-07
2003,4.1669229178253886e-10,2.2376376307420287e-07
2004,0.0,3.1229970431922993e-07
2005,0.0,2.4410323362644704e-07
2006,0.0,1.7377494998527254e-07
2007,0.0,2.2848422531751567e-07
2008,8.514879357157668e-10,2.818425173245487e-07
2009,0.0,2.19336854456742e-07
2010,0.0,2.2910396069164563e-07
2011,3.82397197240536e-10,2.1605441702376993e-07
2012,3.404252713057332e-10,1.7157434228920465e-07
2013,5.578250084070646e-10,3.3274261568294605e-07
2014,4.330890368553497e-10,3.752716395410971e-07
2015,0.0,4.0164346160054265e-07
2016,2.0713400439298368e-10,3.5979175549982756e-07
2017,5.031222660711876e-10,4.689099455390533e-07
2018,0.0,3.3662325904515455e-07
2019,7.65296326310505e-10,3.040777301066555e-07
