year,leurs_DET eaux_NOUN,leurs_DET lots_NOUN
1800,2.37384421630793e-06,3.458580977167003e-08
1801,2.4002320841987057e-06,4.7623650800687756e-08
1802,2.9673759058823634e-06,6.265952379180817e-08
1803,2.1278201174368405e-06,6.046051481689574e-08
1804,3.220821721328093e-06,1.1864884186252311e-07
1805,2.1748014358280443e-06,3.980028751016107e-08
1806,1.948008243601862e-06,6.339671898558663e-08
1807,2.334503134804322e-06,9.11025637151397e-08
1808,2.0893201906346803e-06,1.0197332755979005e-07
1809,2.069272007076961e-06,9.487928309681593e-08
1810,2.2114197371081445e-06,8.190443878675069e-08
1811,1.9028712952007254e-06,5.264861258069686e-08
1812,2.02974537266698e-06,5.601137331723294e-08
1813,1.9785103546610117e-06,2.8757416004054903e-08
1814,1.9540865867639923e-06,4.72001566720337e-08
1815,1.801745327156823e-06,3.506390555685357e-08
1816,1.5921939109375671e-06,7.184571870766376e-08
1817,1.3046598770216633e-06,5.4490570278176165e-08
1818,1.6534673044077408e-06,6.556647491606782e-08
1819,1.3715141626846616e-06,4.0369094733705424e-08
1820,1.664867284034699e-06,5.102586797534059e-08
1821,1.3411623509540505e-06,5.029358973729359e-08
1822,1.7695212051194176e-06,3.0076847679083585e-08
1823,1.4280482449890997e-06,3.854247765389118e-08
1824,1.7524335866880847e-06,7.410579172528742e-08
1825,1.8350543555811782e-06,4.402721387464226e-08
1826,1.8408687090243347e-06,6.958307352533666e-08
1827,1.3263655525008744e-06,9.493790997794349e-08
1828,1.5528705574752166e-06,7.33784091266898e-08
1829,1.8449474730175552e-06,8.401712392469562e-08
1830,1.7147720896559804e-06,1.1376150865771706e-07
1831,1.8849768714801485e-06,9.978371906527173e-08
1832,1.4341768022063661e-06,8.794479811058409e-08
1833,2.2703911355392847e-06,9.03523016404506e-08
1834,1.9247802338639985e-06,1.0174638731541563e-07
1835,1.8537128951834347e-06,5.3697924329298985e-08
1836,1.6707784595837438e-06,1.0954822471376247e-07
1837,1.6810264291677868e-06,7.51452233771488e-08
1838,1.8191650958954142e-06,7.637716237240966e-08
1839,1.5234424424193094e-06,9.927894950578775e-08
1840,1.603250655790589e-06,8.72647376581881e-08
1841,1.357303966997847e-06,9.951850188372191e-08
1842,1.4758182649288187e-06,5.433694738599115e-08
1843,1.3916682206627229e-06,6.615740488769006e-08
1844,1.4314167691154012e-06,1.0373381087447342e-07
1845,1.4346766352701934e-06,8.035528509253709e-08
1846,1.3178481932385466e-06,7.083946940156238e-08
1847,1.2911377176294536e-06,5.662884916546318e-08
1848,1.242986698457571e-06,1.383778140962022e-07
1849,1.4136072472581418e-06,1.1814974953949786e-07
1850,1.3306432302684357e-06,1.2491753409449302e-07
1851,1.3118157955460674e-06,7.15887722435582e-08
1852,1.3424744675916145e-06,1.0937716155012822e-07
1853,1.461928928137013e-06,6.5094056367343e-08
1854,1.3550292843333978e-06,6.702406807335137e-08
1855,1.4100531942062844e-06,6.845948519185185e-08
1856,1.3900753312867664e-06,1.2425253714809514e-07
1857,1.4498081668534724e-06,4.149282872845106e-08
1858,1.3071008506670978e-06,1.0619277190926368e-07
1859,1.2455456204207849e-06,6.110607841947058e-08
1860,1.2436208720600916e-06,8.10161537856402e-08
1861,1.342634897483208e-06,7.309743921268819e-08
1862,1.3874736257690756e-06,8.13237548413781e-08
1863,1.2971030667330297e-06,1.0438757414021893e-07
1864,1.458556289080093e-06,7.240038968348017e-08
1865,1.2684945289720417e-06,9.131277778351432e-08
1866,1.2431641103205493e-06,1.0996285482178791e-07
1867,1.1714686873887104e-06,8.63800408978932e-08
1868,1.3061026660210473e-06,1.1707501812452392e-07
1869,1.3317356568620653e-06,6.83692675806924e-08
1870,1.406562120109811e-06,4.759260363584872e-08
1871,1.1173478124959502e-06,6.372706451429622e-08
1872,1.1465755296313773e-06,6.168286148522384e-08
1873,1.2187505653571407e-06,8.200826329129995e-08
1874,1.3251683341763965e-06,9.798358746593294e-08
1875,1.2764727213010474e-06,9.783811094621342e-08
1876,1.4395560707924915e-06,6.892457093954363e-08
1877,1.478171014923646e-06,9.277223966819292e-08
1878,1.2029865033014175e-06,9.602150896625972e-08
1879,1.3183924245652179e-06,9.591640548478608e-08
1880,1.2457039346713827e-06,8.920806493506461e-08
1881,1.3680059565146507e-06,1.0877111833451636e-07
1882,1.1893173095245402e-06,4.9249848643739824e-08
1883,1.2802980187132107e-06,1.2765065093844896e-07
1884,1.1658596577035496e-06,1.1751020423389491e-07
1885,1.3155542504250661e-06,9.346171481183774e-08
1886,1.0938621457512454e-06,7.486018205327127e-08
1887,1.1477849781726945e-06,1.8738013807251264e-07
1888,1.0512739123669235e-06,1.13497002018903e-07
1889,1.122712486534283e-06,1.3094135908886528e-07
1890,1.1135903026371352e-06,1.278105372648497e-07
1891,9.873666328985564e-07,1.3322119229997043e-07
1892,1.2223599092919812e-06,1.0280360385195308e-07
1893,1.1091308387278787e-06,1.250158589982675e-07
1894,1.182798868626378e-06,1.0460555444069541e-07
1895,1.0255718585483464e-06,8.907549187142649e-08
1896,1.116897330177835e-06,1.5214334325719392e-07
1897,9.142113661653184e-07,1.1420358703162492e-07
1898,1.0864041177782724e-06,1.2901048762614664e-07
1899,9.535072944544254e-07,1.2658153991651488e-07
1900,1.0812963360251615e-06,8.772880022434038e-08
1901,1.02273922308882e-06,1.3357086459109269e-07
1902,8.376944222732163e-07,9.231333564230226e-08
1903,9.909404106167585e-07,1.1610473649170672e-07
1904,9.486213539133814e-07,1.435024898910342e-07
1905,1.0636324176971357e-06,1.2334214716247516e-07
1906,1.0067168751959343e-06,1.388929860013377e-07
1907,1.030111567601466e-06,1.0337114986214146e-07
1908,1.0613511740587e-06,9.380752885590482e-08
1909,8.565031279772484e-07,1.4907665502050804e-07
1910,1.091810023723383e-06,1.2024338502669707e-07
1911,9.816089772129999e-07,1.0534341043921813e-07
1912,8.710152243907032e-07,1.2919365133257088e-07
1913,8.452965651883915e-07,9.704471182203633e-08
1914,9.187932459298054e-07,1.0915692172375202e-07
1915,8.505709878647849e-07,2.591767689352764e-08
1916,8.097759307545971e-07,8.24059682713596e-08
1917,8.246751193041746e-07,6.799183438488399e-08
1918,7.546549269932257e-07,7.006689628497043e-08
1919,6.832223444774854e-07,6.261336693569319e-08
1920,6.565124976987136e-07,5.982062845077962e-08
1921,7.345565116168018e-07,6.512562578109282e-08
1922,8.366578896357169e-07,1.0107771686307387e-07
1923,7.484243660371703e-07,9.660512745313099e-08
1924,8.792087937692372e-07,9.153053071031536e-08
1925,9.579412996174597e-07,7.478760721824074e-08
1926,7.612812815693815e-07,1.4267057224515156e-07
1927,7.726413127073783e-07,1.1372209485216445e-07
1928,8.032506730870637e-07,1.199734356305271e-07
1929,8.656096017745085e-07,9.469345485513259e-08
1930,7.100435919227266e-07,1.0713675635543041e-07
1931,7.00288884658562e-07,1.1975625113791466e-07
1932,8.121016694673244e-07,9.315606064319581e-08
1933,6.744749416753848e-07,8.144170493551428e-08
1934,6.110605959008808e-07,8.02765853791243e-08
1935,6.259412757003702e-07,8.018750463634206e-08
1936,7.068708445245875e-07,6.547345776652946e-08
1937,7.013253018328669e-07,7.680581859403901e-08
1938,6.210337772927232e-07,1.0761127811065307e-07
1939,7.310556071615792e-07,6.117620188206274e-08
1940,7.50591727438632e-07,6.339457314652464e-08
1941,7.644391892824842e-07,8.264207451702532e-08
1942,7.555187195862345e-07,8.49579322448335e-08
1943,6.067761706418651e-07,1.335488235554294e-07
1944,5.815866721547991e-07,8.675602458652065e-08
1945,5.315549813644793e-07,1.1981772729541262e-07
1946,5.554520754458281e-07,5.707652661612883e-08
1947,4.816031857757253e-07,6.198852986472048e-08
1948,4.7510149592255857e-07,7.610321262063735e-08
1949,6.253434357006427e-07,6.675565344949064e-08
1950,6.26422774985258e-07,8.827350228557407e-08
1951,6.51411619756459e-07,5.330700858507953e-08
1952,6.35851671759724e-07,7.170466886918803e-08
1953,6.572034489948919e-07,3.232148060305917e-08
1954,5.482392735345343e-07,4.593092128857279e-08
1955,5.302868579803999e-07,6.100645322248965e-08
1956,5.119310024781498e-07,5.755953580433015e-08
1957,5.48655819443411e-07,5.3893728590992396e-08
1958,5.931198465702892e-07,5.4596807075313336e-08
1959,5.138746086430501e-07,5.8905683886223414e-08
1960,4.830741744399347e-07,7.751333441774477e-08
1961,4.947089333739996e-07,6.531269747256374e-08
1962,4.718415551607791e-07,5.644341172228451e-08
1963,4.972395082347703e-07,8.664511597089586e-08
1964,5.305220174278702e-07,7.422441683502257e-08
1965,4.492547596157692e-07,6.675892905150249e-08
1966,4.7248308021607954e-07,6.923843187678358e-08
1967,4.5457693609307626e-07,8.085750380359968e-08
1968,5.048351185976685e-07,5.2549566476045584e-08
1969,5.068601822699748e-07,5.450109341609277e-08
1970,4.796470083334725e-07,4.736686776141141e-08
1971,4.83523194816371e-07,6.628533100183631e-08
1972,5.022413542832282e-07,5.591860130493842e-08
1973,4.972909701805861e-07,7.663353329689926e-08
1974,4.7029780070317884e-07,7.313243344242437e-08
1975,4.2836102398524645e-07,7.824727532579345e-08
1976,4.86221148676691e-07,6.113473460800378e-08
1977,4.266543554010127e-07,7.816120017878347e-08
1978,4.556433665925397e-07,6.178215272711896e-08
1979,3.9149702502072614e-07,6.612729919197591e-08
1980,4.349140336756818e-07,6.935884044878549e-08
1981,3.529656584788654e-07,5.8827609450418095e-08
1982,4.1714415122129367e-07,5.710901973543514e-08
1983,3.8333967289361226e-07,5.999550012347754e-08
1984,4.0477079465972565e-07,5.8569984417999876e-08
1985,3.9702681675635176e-07,5.9554025710895075e-08
1986,3.3089560824706155e-07,6.174320077434459e-08
1987,3.8375929101164274e-07,7.638521282160582e-08
1988,3.1601838568207086e-07,4.077656612366809e-08
1989,3.709970526344364e-07,5.81740948746301e-08
1990,4.173666727780301e-07,4.413407239667322e-08
1991,3.1182993787126634e-07,4.10302547493302e-08
1992,3.818391354215578e-07,7.713921945651236e-08
1993,3.1628873653488654e-07,7.200969776022248e-08
1994,3.492001487970242e-07,6.646407513244412e-08
1995,3.134176509433928e-07,7.645655841770349e-08
1996,3.4484074618035265e-07,7.63347216548027e-08
1997,3.2988873677197716e-07,6.041567246484192e-08
1998,3.156501664491884e-07,6.866105906055964e-08
1999,3.656160831866373e-07,6.809599994994642e-08
2000,3.127966237137514e-07,7.333932217079564e-08
2001,3.0537047379652904e-07,5.5641390162008975e-08
2002,3.369159262689436e-07,5.126029023472256e-08
2003,3.3460391435369274e-07,7.500461407516923e-08
2004,2.858709411412974e-07,5.8143243109043397e-08
2005,2.940948569118973e-07,8.15178680113604e-08
2006,3.471381315733879e-07,8.400495232763205e-08
2007,3.1236829656222653e-07,8.548185803647357e-08
2008,3.2995157628334937e-07,7.748540298280204e-08
2009,3.247139055417847e-07,7.056924999915282e-08
2010,3.131874706241433e-07,7.888734643302087e-08
2011,3.5486458749289795e-07,6.921388973069043e-08
2012,3.8570182425701205e-07,8.136164098004883e-08
2013,2.783546673157389e-07,7.92111478631341e-08
2014,3.109579207460911e-07,7.644021593478101e-08
2015,3.754878585837673e-07,7.647184929737705e-08
2016,4.2669605626599605e-07,8.223219793990211e-08
2017,2.8350940928234536e-07,1.0137913619701067e-07
2018,3.198437168450141e-07,7.512068123105564e-08
2019,3.431078550164557e-07,8.163161169250088e-08
