year,étais_VERB à_ADP,étais_VERB a_ADP,étais_VERB là_ADV,etais_VERB à_ADP,etais_VERB là_ADV
1862,1.807194536240786e-07,9.035972525772706e-10,1.3147339927854773e-07,9.035972525772706e-10,9.035972525772706e-10
1863,2.3574609997467633e-07,0.0,1.5033808153930295e-07,1.4983863039219614e-09,0.0
1864,1.6493864052335994e-07,4.794727948009836e-10,1.6973336869341438e-07,4.794727948009836e-10,4.794727948009836e-10
1865,1.99099517317336e-07,1.4120533631256649e-09,1.9156856012614298e-07,2.8241067262513297e-09,0.0
1866,1.4645495127751929e-07,9.731225825149181e-10,1.5569960964967322e-07,9.731225825149181e-10,9.731225825149181e-10
1867,1.94112459439566e-07,0.0,1.8731851980646752e-07,1.94112459439566e-09,1.455843445796745e-09
1868,1.6894369991860003e-07,9.87974813071446e-10,1.5560603117137362e-07,1.975949626142892e-09,4.93987406535723e-10
1869,2.3440891538939468e-07,0.0,1.924106527440017e-07,0.0,4.883519144627257e-10
1870,1.7144806463420537e-07,0.0,1.422044135779288e-07,2.2936195165357276e-09,0.0
1871,2.411007358205097e-07,1.0621177271019633e-09,1.1364659968648994e-07,1.0621177271019633e-09,0.0
1872,2.334273005999421e-07,1.2094678591978436e-09,1.3364619633193797e-07,6.047339295989218e-10,6.047339295989218e-10
1873,2.3824297556984675e-07,0.0,1.6222071508309455e-07,5.986004469882289e-10,0.0
1874,2.8080663128093875e-07,5.974609140757536e-10,1.792382704479678e-07,0.0,0.0
1875,2.5289151039942226e-07,0.0,2.1341296019272704e-07,0.0,0.0
1876,2.3398077075853507e-07,0.0,2.1281971385178622e-07,0.0,0.0
1877,2.0533589406568353e-07,0.0,1.7812270414196973e-07,1.2369631985365004e-09,0.0
1878,2.1861501409148332e-07,0.0,1.769452921962511e-07,2.4156354694326865e-09,0.0
1879,2.6453378154656093e-07,0.0,1.7045017841610388e-07,6.10932526790009e-10,0.0
1880,2.3296782103443547e-07,0.0,1.3413298916020722e-07,0.0,6.417846254436199e-10
1881,2.1614773970668466e-07,0.0,1.6385392598294857e-07,6.972507571312292e-10,0.0
1882,2.5956001081794966e-07,0.0,1.969993945749593e-07,6.655385131892899e-10,0.0
1883,2.401348808689363e-07,6.319338941018771e-10,1.9969111519912985e-07,2.5277355764075082e-09,0.0
1884,2.4030177314671164e-07,1.9805090900604227e-09,2.1389497817381198e-07,6.601696966868076e-10,0.0
1885,2.0174839221454022e-07,0.0,1.372920337416872e-07,0.0,6.445635691854079e-10
1886,1.832783738109356e-07,0.0,9.615661156203714e-08,0.0,0.0
1887,2.043553450903346e-07,6.528924623161458e-10,1.6779335965111386e-07,6.528924623161458e-10,0.0
1888,2.0543591006116912e-07,0.0,1.4646819579411385e-07,2.53624587998047e-09,0.0
1889,2.0800254674213647e-07,6.265136742733546e-10,1.440981520772766e-07,3.132568426877924e-09,0.0
1890,2.012196631540064e-07,6.554386478008212e-10,1.2060071696851082e-07,6.554386478008212e-10,6.554386478008212e-10
1891,1.9122660432913108e-07,0.0,1.370457312077633e-07,0.0,0.0
1892,2.2127848353648005e-07,0.0,1.429220759519012e-07,5.641661360300532e-09,0.0
1893,2.2108714858859457e-07,1.2316833108982905e-09,1.3179011659758544e-07,1.2316833108982905e-09,0.0
1894,2.451298826144921e-07,0.0,1.7518279094019817e-07,6.301539290376468e-10,0.0
1895,2.467631929903291e-07,0.0,1.6491003407281823e-07,6.018614495673091e-10,0.0
1896,2.3706056140326837e-07,0.0,1.609888897746714e-07,5.89702897624278e-10,5.89702897624278e-10
1897,1.922815471289141e-07,5.826713556089658e-10,1.4916386703589524e-07,0.0,0.0
1898,1.6578979966652696e-07,0.0,1.2561547180212074e-07,1.6975064687230201e-09,0.0
1899,1.7854078748769098e-07,0.0,1.636163204921104e-07,2.2110313580014918e-09,0.0
1900,1.827250741825992e-07,1.038210628578895e-09,1.2718079744900024e-07,0.0,0.0
1901,1.5424919297402084e-07,0.0,1.274232488412963e-07,2.794369402536745e-09,0.0
1902,1.2423018347362813e-07,4.910283846193408e-10,8.985819732743039e-08,4.910283846193408e-10,1.4730852093691738e-09
1903,1.6308665351516538e-07,0.0,1.0530429506161454e-07,1.0800440541913758e-09,0.0
1904,1.7413785258213466e-07,5.374625189347171e-10,1.1232966556917745e-07,0.0,0.0
1905,1.7340150293421175e-07,0.0,9.599011718819384e-08,1.0321518084666081e-09,1.0321518084666081e-09
1906,1.568976273347289e-07,0.0,1.399218234610089e-07,1.0288369045596824e-09,0.0
1907,1.938851994509605e-07,0.0,1.496567421099826e-07,1.5428529565042481e-09,5.142843373384665e-10
1908,1.8663278922304016e-07,4.911389073214423e-10,1.2573156027428922e-07,2.9468334439286537e-09,4.911389073214423e-10
1909,1.5347744408700237e-07,0.0,1.2817291406008735e-07,0.0,0.0
1910,1.9506150295001135e-07,0.0,1.881141002968434e-07,1.6032452032632705e-09,1.068830135508847e-09
1911,1.542908449891911e-07,1.0640748282497725e-09,1.1704823066338577e-07,0.0,0.0
1912,1.6618054132777615e-07,0.0,1.2294233897591766e-07,0.0,0.0
1913,1.5484729942727427e-07,0.0,1.5537759168182674e-07,2.121195885607108e-09,0.0
1914,1.2388976244892547e-07,6.696743715117748e-10,1.5402510200601682e-07,0.0,0.0
1915,1.7906758387198352e-07,0.0,1.4372530188211385e-07,1.1780761921542648e-09,1.1780761921542648e-09
1916,1.1097336738430386e-07,0.0,1.2086208300843282e-07,1.0987462051303964e-09,0.0
1917,2.0726541549720423e-07,0.0,1.7984936562243092e-07,3.289927441585405e-09,0.0
1918,1.6080926457107125e-07,0.0,1.4472834664047696e-07,1.1486376294556067e-09,0.0
1919,1.6113735057388112e-07,0.0,1.4732557929164614e-07,0.0,0.0
1920,1.4841573658941343e-07,1.514446346106979e-09,1.6507465261383913e-07,0.0,0.0
1921,1.5675587405894476e-07,0.0,1.6357134313693678e-07,7.572747429129834e-10,0.0
1922,2.7224581344853505e-07,0.0,2.087955692786636e-07,1.4755870969551665e-09,0.0
1923,2.537211685194052e-07,0.0,2.2611969541230792e-07,1.0615948120573648e-09,1.0615948120573648e-09
1924,2.114226447247347e-07,0.0,2.1915761294621916e-07,0.0,0.0
1925,2.232630151866033e-07,0.0,1.9246810722961527e-07,0.0,2.1996355847875293e-09
1926,2.719657743455173e-07,0.0,2.351835206582109e-07,4.458455382660986e-09,1.1146138456652466e-09
1927,2.7984555117654963e-07,0.0,2.0737557804295648e-07,1.1149224876660924e-09,0.0
1928,2.4680250021447137e-07,1.1426041224282812e-09,1.8281666314123868e-07,1.1426041224282812e-09,0.0
1929,2.428608638638252e-07,0.0,1.871588324320328e-07,0.0,2.2280812750352652e-09
1930,2.0587063431776187e-07,1.0503603542488804e-09,1.7541017882649612e-07,1.0503603542488804e-09,0.0
1931,1.6993980977986212e-07,0.0,1.368642870147596e-07,0.0,0.0
1932,1.8302425530691835e-07,0.0,1.2603467780536448e-07,1.0959536611565568e-09,0.0
1933,1.8582473160222435e-07,0.0,1.3650088703798247e-07,6.882397318719313e-09,3.4411986593596566e-09
1934,2.1447029041610222e-07,1.1981580172459871e-09,1.6414765013905708e-07,1.1981580172459871e-09,0.0
1935,1.615718332459437e-07,0.0,1.6875280550721072e-07,0.0,0.0
1936,1.9884531354819046e-07,0.0,1.4428410111122503e-07,1.2124714565686645e-09,0.0
1937,1.4227963163193635e-07,0.0,1.3724319103403104e-07,1.2591118148108649e-09,1.2591118148108649e-09
1938,1.892921375201695e-07,0.0,1.5947213682920847e-07,0.0,0.0
1939,1.7435218069294933e-07,0.0,1.1776418773479236e-07,0.0,0.0
1940,1.3693227174371714e-07,0.0,1.2425336137766863e-07,0.0,0.0
1941,2.036536841387715e-07,0.0,1.1806010036252701e-07,0.0,0.0
1942,2.3666851234338537e-07,0.0,1.3957374278561474e-07,3.034211770724937e-09,0.0
1943,2.3806528304248786e-07,0.0,1.8871028828471026e-07,0.0,0.0
1944,2.3777577951022977e-07,0.0,1.735120491730413e-07,0.0,0.0
1945,2.5488498067716137e-07,0.0,2.570634762832924e-07,0.0,0.0
1946,2.157771206157122e-07,0.0,2.0464023009481025e-07,0.0,0.0
1947,2.8967716048100556e-07,0.0,2.1815193917973374e-07,1.1920870957027319e-09,0.0
1948,2.1635057123603474e-07,0.0,2.3591996978211682e-07,2.174377566888097e-09,0.0
1949,2.02230367563061e-07,0.0,1.8161465220600803e-07,0.0,0.0
1950,1.903729724972436e-07,0.0,2.1058015420294396e-07,0.0,0.0
1951,2.8572557653205877e-07,0.0,2.7826257564811385e-07,0.0,0.0
1952,2.7732835405913647e-07,0.0,1.8031614956726116e-07,0.0,1.0544803918932644e-09
1953,2.0254795174423634e-07,0.0,2.3702419582605216e-07,2.1547654771580937e-09,0.0
1954,2.8731255952152424e-07,0.0,2.1304128949850565e-07,0.0,0.0
1955,1.820807966623761e-07,0.0,1.482925995333062e-07,0.0,9.385607846468247e-10
1956,2.171564261743697e-07,0.0,1.9273723239621177e-07,0.0,0.0
1957,2.1027389607297664e-07,0.0,1.7493374571131426e-07,0.0,0.0
1958,2.4816731070131937e-07,0.0,2.291411504984353e-07,0.0,0.0
1959,2.3794795822595916e-07,7.750747821333448e-10,1.9841914422613627e-07,7.750747821333448e-10,0.0
1960,2.1454583531976823e-07,6.920833350854139e-10,1.9655166738630214e-07,6.920833350854139e-10,0.0
1961,2.0149661850155098e-07,6.948159270159238e-10,1.8065213680529268e-07,1.3896318540318475e-09,0.0
1962,2.0167421155292686e-07,0.0,1.8518512945320253e-07,6.341956404476434e-10,0.0
1963,2.2243223440909787e-07,0.0,1.894553633974283e-07,3.879631726988464e-09,0.0
1964,2.3240758650899807e-07,0.0,2.1354729540234985e-07,1.2167936658258327e-09,0.0
1965,1.7948302399872773e-07,0.0,1.619724798729294e-07,1.0944086747954884e-09,2.188817349590977e-09
1966,1.7946602781648835e-07,0.0,1.9220588853841036e-07,2.215629901769489e-09,5.539074754423723e-10
1967,2.2087903062129044e-07,0.0,1.8735275375547644e-07,9.860671168482327e-10,0.0
1968,2.092999835667797e-07,0.0,1.9088517433374363e-07,8.982831700699023e-10,0.0
1969,1.8348701757986419e-07,0.0,1.5578228840240627e-07,9.083515606356229e-10,4.5417578031781147e-10
1970,1.8762797537874576e-07,1.3796175313274261e-09,1.398012443587504e-07,2.7592350626548523e-09,0.0
1971,1.9885598590008158e-07,0.0,1.6185951778879826e-07,2.569198631618974e-09,0.0
1972,1.8571131477074232e-07,0.0,1.323577834000389e-07,5.130146862875051e-10,0.0
1973,1.637421576106135e-07,0.0,1.7256327566883556e-07,1.6539611902288698e-09,0.0
1974,1.755178402618185e-07,0.0,1.41764402883382e-07,1.1251143350321513e-09,0.0
1975,1.5306767409128952e-07,0.0,1.3479093752266635e-07,0.0,0.0
1976,1.285543476114981e-07,0.0,1.3769599149782152e-07,5.713526873840635e-10,1.142705374768127e-09
1977,1.6219918563820102e-07,5.876781838942691e-10,1.222370684672569e-07,1.1753563677885381e-09,0.0
1978,1.6455437901186087e-07,0.0,1.5683161791457678e-07,5.940591352171509e-10,0.0
1979,1.410325580764038e-07,0.0,1.5273650433300645e-07,5.851973350345929e-10,0.0
1980,1.927266026768848e-07,5.685150683554241e-10,1.8306185722849477e-07,5.685150683554241e-10,0.0
1981,1.7838050325735821e-07,0.0,1.6572940353398735e-07,1.2651099057237047e-09,6.325549528618524e-10
1982,1.5084231108630775e-07,0.0,1.6015356152365712e-07,6.207502289967692e-10,1.2415004579935385e-09
1983,1.8882795416175213e-07,0.0,1.8882795416175213e-07,1.2630632095778083e-09,1.2630632095778083e-09
1984,1.9136727757995686e-07,0.0,1.7339034741326032e-07,1.1598016991243298e-09,0.0
1985,1.7384962802680093e-07,6.015558051686298e-10,1.6001384040009725e-07,1.2031116103372597e-09,6.015558051686298e-10
1986,1.9302243003949116e-07,0.0,1.684450410266436e-07,1.7983456945813714e-09,0.0
1987,1.8454666417255794e-07,6.110816852533674e-10,1.7782477357286552e-07,4.888653482026939e-09,0.0
1988,2.3086731459898147e-07,1.798966087207532e-09,1.8229523846002849e-07,2.398621523624911e-09,0.0
1989,2.173296422824933e-07,0.0,1.7561990262038307e-07,2.1952488715726304e-09,0.0
1990,1.863438683358254e-07,0.0,1.476584401416403e-07,0.0,0.0
1991,2.0515128085207834e-07,0.0,1.535703830768398e-07,5.861465202094962e-10,1.1722930404189924e-09
1992,1.8017517788848636e-07,0.0,1.6915528533445467e-07,2.7549720282848966e-09,0.0
1993,2.0882812634681613e-07,0.0,1.5897525429409143e-07,2.7696036575264316e-09,5.539207426075166e-10
1994,1.8620491459842015e-07,5.274926606624319e-10,1.6194024965443532e-07,5.274926606624319e-10,0.0
1995,2.136445687028754e-07,1.0844901643380922e-09,1.8056761064144666e-07,2.7112254663563817e-09,0.0
1996,1.8363037668223114e-07,5.338092190498855e-10,1.617441967027844e-07,1.6014276571496566e-09,0.0
1997,1.956316992846041e-07,0.0,1.716572199939037e-07,3.835915585170824e-09,9.58978896292706e-10
1998,2.1981075803978456e-07,4.768129224785866e-10,1.8929472389572766e-07,2.86087753487152e-09,4.768129224785866e-10
1999,2.093152176030344e-07,0.0,1.4533239323100133e-07,1.3710603763428253e-09,1.3710603763428253e-09
2000,2.319466574363105e-07,0.0,1.7362863502512482e-07,2.6508188977203417e-09,4.4180314962005696e-10
2001,2.405285215445474e-07,8.762423564512289e-10,1.6122859847200743e-07,2.6287270138425356e-09,0.0
2002,2.6287330001650844e-07,0.0,1.9584059884891758e-07,8.76244299341522e-10,1.752488598683044e-09
2003,2.5459900143687264e-07,0.0,1.8626145958933193e-07,2.9168460979889232e-09,8.333845835650777e-10
2004,2.7001371449841827e-07,0.0,2.312515476887711e-07,2.2023955992267474e-09,1.3214374039449694e-09
2005,2.684234630123683e-07,4.5037495954858286e-10,2.0356948482458392e-07,3.1526248278623825e-09,9.007499190971657e-10
2006,2.750750525137846e-07,4.1178899179428186e-10,2.565445527125121e-07,2.0589450144825605e-09,1.6471559671771274e-09
2007,3.279467648553691e-07,0.0,3.37932959837417e-07,1.997239706952314e-09,7.988958938831558e-10
2008,3.721002315160149e-07,0.0,3.5123878205922665e-07,2.1287198670449925e-09,0.0
2009,4.0863409367375425e-07,4.76819250749827e-10,3.8383950595743954e-07,3.337734755248789e-09,1.430457752249481e-09
2010,5.139486916050373e-07,0.0,5.215067631070269e-07,3.3066551718974324e-09,0.0
2011,5.560055456044211e-07,0.0,5.678598427039105e-07,3.82397197240536e-10,0.0
2012,6.559994858434948e-07,0.0,7.342973162849376e-07,0.0,0.0
2013,7.717508765381353e-07,0.0,7.909958412710694e-07,2.789125042035323e-10,0.0
2014,8.040298098421772e-07,0.0,8.588155537836428e-07,0.0,0.0
2015,7.926473699626513e-07,0.0,8.890684171092289e-07,0.0,0.0
2016,8.034728011807601e-07,0.0,8.921261382965895e-07,0.0,0.0
2017,8.734202765481314e-07,0.0,9.971882946047117e-07,5.031222660711876e-10,2.515611330355938e-10
2018,9.401701959177444e-07,0.0,1.0400729024695465e-06,0.0,0.0
2019,8.637644555165025e-07,0.0,1.0275379054291989e-06,0.0,0.0
