year,autres_ADJ yeux_NOUN,autres_ADJ lieues_NOUN
1881,1.6455118156954995e-07,4.8807553554297556e-09
1882,1.9167509890394285e-07,7.320923423037584e-09
1883,1.7314988554062438e-07,8.21514056781325e-09
1884,1.2609241650807235e-07,7.922036360241691e-09
1885,1.3987029490181158e-07,7.090199094506033e-09
1886,1.3681344057658862e-07,9.034849313138693e-09
1887,1.2992559561553207e-07,1.828098916689669e-08
1888,1.3759134276369878e-07,8.876860135842435e-09
1889,1.4597767972190923e-07,5.6386229019267375e-09
1890,1.3043229785125732e-07,7.865263995654459e-09
1891,1.4150768379295187e-07,5.099376032546843e-09
1892,1.2850451014401187e-07,6.268512375839919e-09
1893,1.2932675019783346e-07,4.926733243593162e-09
1894,1.506067945911127e-07,7.561847148451761e-09
1895,1.5828956634322822e-07,1.5648398132839247e-08
1896,1.9224314939947362e-07,1.179405795248556e-09
1897,1.2877036681402387e-07,9.322741689743452e-09
1898,1.5390725138786365e-07,1.0750873968845553e-08
1899,1.7190768630825914e-07,4.9748205555033564e-09
1900,1.4586859720111534e-07,7.786579381274805e-09
1901,1.2462888321351784e-07,5.029864968975062e-09
1902,1.3405075094397034e-07,3.437198747846537e-09
1903,1.0746438050546203e-07,1.0800440541913758e-09
1904,1.2737861254663585e-07,3.7622376325430196e-09
1905,1.6824074577925785e-07,2.167518786677647e-08
1906,1.7798878104713367e-07,1.2346042410626978e-08
1907,1.5325673530242057e-07,2.5714217422034835e-09
1908,1.2867839416230709e-07,8.349361202419914e-09
1909,1.6667979707563063e-07,2.7504918342913243e-09
1910,1.7689139042431634e-07,1.60324518105881e-08
1911,1.4205399168076838e-07,1.1172785363555704e-08
1912,1.8701821602462587e-07,5.2094213387476884e-09
1913,1.9515002236403234e-07,2.2802856491921375e-08
1914,1.553644608520699e-07,2.0090231700464756e-09
1915,1.4843760709482012e-07,7.068456930880984e-09
1916,1.5052823698624707e-07,2.197492410260793e-09
1917,1.6997957175135525e-07,9.869782324756216e-09
1918,1.7689019671252026e-07,0.0
1919,1.1233574781499556e-07,1.8415696745321952e-09
1920,2.2338083738304704e-07,1.514446346106979e-09
1921,2.05221454052662e-07,2.2718242842501013e-09
1922,1.5788782548042946e-07,5.164555005876537e-09
1923,2.1338055944397638e-07,8.492758496458919e-09
1924,1.7790441120268952e-07,1.0313299547703991e-08
1925,2.1666410532361624e-07,2.1996355847875293e-09
1926,1.972866527921724e-07,5.57306911730393e-09
1927,2.0291589919452235e-07,4.4596899506643695e-09
1928,1.5653677110094577e-07,1.1426041224282812e-09
1929,1.7044821731815318e-07,5.570202965543558e-09
1930,1.7541017882649612e-07,9.453243521306831e-09
1931,1.6309660111346602e-07,1.4826963656844327e-08
1932,1.8302425530691835e-07,5.4797681947604815e-09
1933,1.7435407073662645e-07,3.4411986593596566e-09
1934,1.6894027510261367e-07,3.5944740517379614e-09
1935,1.48406726907524e-07,0.0
1936,1.7095847226755723e-07,1.4549657478823974e-08
1937,1.3346584637474734e-07,2.5182236296217297e-09
1938,1.5947213682920847e-07,0.0
1939,1.8046979732844193e-07,1.5294050470515685e-09
1940,9.889553354014424e-08,1.0143131667916805e-08
1941,1.682356440824151e-07,0.0
1942,1.9722376976005762e-07,6.068423541449874e-09
1943,2.0032322822771675e-07,5.806470415592457e-09
1944,2.4098895323731995e-07,3.2131861615880553e-09
1945,1.5903079031431844e-07,4.357008087652048e-09
1946,2.7285364012641367e-07,4.1763312808029696e-09
1947,2.6583541057334514e-07,2.3841741914054637e-09
1948,2.0874024642125732e-07,5.435944139264848e-09
1949,2.2775459740387305e-07,1.0798709482173763e-08
1950,2.605663667054614e-07,5.317680518146517e-09
1951,2.526752211906569e-07,3.1984206394497505e-09
1952,1.8664303524928982e-07,0.0
1953,1.8746459318208508e-07,6.464296653518886e-09
1954,2.0717776294532086e-07,2.9317608341017376e-09
1955,1.9428208020144666e-07,9.385607846468247e-10
1956,2.0145837709151238e-07,1.744228317335228e-09
1957,2.0408937473348487e-07,1.7670075402875796e-09
1958,2.1425110219297494e-07,5.790570245522986e-09
1959,1.852428681559104e-07,1.5501495642666896e-09
1960,1.972437502217872e-07,2.076250060767393e-09
1961,2.0774996301042847e-07,2.779263708063695e-09
1962,2.2577364688913804e-07,6.341956404476434e-10
1963,2.444168103465927e-07,1.2932106496776896e-09
1964,2.1537248073855153e-07,1.8251904432275978e-09
1965,2.0629603625366144e-07,0.0
1966,1.8057383499581192e-07,3.8773522170743036e-09
1967,2.03129829401405e-07,3.944268467392931e-09
1968,1.8774117904740706e-07,3.1439910674890825e-09
1969,1.594157055251344e-07,3.1792304344691047e-09
1970,1.8486873898382328e-07,1.3336302728816918e-08
1971,2.1272965966545598e-07,5.138397263237948e-09
1972,1.7493800896772882e-07,3.5911027485013847e-09
1973,1.6649875078655896e-07,2.205281512956958e-09
1974,1.3501372109203658e-07,3.3753431161187564e-09
1975,1.2108337443805794e-07,1.1422960355389478e-09
1976,1.6226415766595892e-07,3.4281160132820787e-09
1977,1.7218971493093704e-07,2.3507127355770763e-09
1978,1.5089102589627146e-07,1.1881182704343018e-09
1979,1.8024077519385173e-07,1.1703946700691858e-09
1980,1.4610837695272494e-07,3.411090521154847e-09
1981,1.4865041464418027e-07,8.855769451088236e-09
1982,1.5518756413257506e-07,2.483000915987077e-09
1983,1.5914596929178515e-07,4.4207211225000265e-09
1984,1.5889283133674326e-07,2.3196033982486597e-09
1985,1.726465228557572e-07,1.8046674155058895e-09
1986,1.7084283854273963e-07,4.7955883708539204e-09
1987,1.478817637234897e-07,1.2221633705067347e-09
1988,1.876921373877849e-07,1.1993107618124554e-09
1989,1.5531385599842906e-07,4.939309850016116e-09
1990,1.329470791233689e-07,1.6345953479657283e-09
1991,1.5005350917363103e-07,1.1722930404189924e-09
1992,1.3003467813632597e-07,4.4079553340736766e-09
1993,1.5177428736024012e-07,5.539207426075166e-10
1994,1.339831356972354e-07,2.1099706426497278e-09
1995,1.5237087325203902e-07,2.1689803286761844e-09
1996,1.5747372117402847e-07,2.135236876199542e-09
1997,1.4912122026089492e-07,4.79489448146353e-10
1998,1.2730905041280494e-07,1.9072516899143466e-09
1999,1.371060278643199e-07,1.3710603763428253e-09
2000,1.2944832405992202e-07,2.2090156370779823e-09
2001,1.3275071353291423e-07,3.066848330846028e-09
2002,1.3976097079648753e-07,5.6955880012310445e-09
2003,1.8167783366607182e-07,2.5001538617175356e-09
2004,1.277389429787945e-07,2.2023955992267474e-09
2005,1.3781473739982175e-07,2.251874686720612e-09
2006,1.5647981399524724e-07,1.6471559671771274e-09
2007,1.7176262190332636e-07,1.1983438685803094e-09
2008,1.3921827246576868e-07,1.7029758714315335e-09
2009,1.5973445499639638e-07,2.860915504498962e-09
2010,1.7147368680525688e-07,1.4171379625338432e-09
2011,1.5984203116659046e-07,3.059177577924288e-09
2012,2.0221261820552172e-07,1.3617010852229328e-09
2013,2.3344976796124683e-07,1.9523875849358774e-09
2014,2.3451771369309427e-07,1.0827225782605865e-09
2015,2.4847810209394083e-07,5.098123256885856e-09
2016,2.6306017275601334e-07,5.3854840587064245e-09
2017,1.899286559137181e-07,1.7609279590047322e-09
2018,2.207154068400996e-07,2.8396134332808742e-09
2019,2.0918099608024932e-07,1.7856913725466939e-09
