year,jeunes_ADJ yeux_NOUN
2006,8.235780057930242e-09
2007,1.0385647009059085e-08
2008,1.702975893635994e-08
2009,1.4781396551200032e-08
2010,9.447585824773341e-09
2011,1.185431308670104e-08
2012,1.872338906139248e-08
2013,2.7891250198308626e-08
2014,2.013864097705209e-08
2015,3.125371250689568e-08
2016,3.314143981469897e-08
2017,2.1131135952145996e-08
2018,2.6589107804397827e-08
2019,1.6581420680950032e-08
