year,secteurs_NOUN égaux_ADJ,secteurs_NOUN légaux_ADJ
1906,4.115347618238729e-09,0.0
1907,1.7999951751335175e-08,0.0
1908,2.7503778810000767e-08,0.0
1909,1.5402754627302784e-08,0.0
1910,3.4202564336283103e-08,0.0
1911,1.1172785363555704e-08,0.0
1912,2.7609932118366487e-08,0.0
1913,2.969674284258872e-08,0.0
1914,1.808120764223986e-08,0.0
1915,1.0602685840410686e-08,0.0
1916,1.2086208478478966e-08,0.0
1917,3.070598708632133e-08,0.0
1918,1.1486376294556067e-08,0.0
1919,1.1049418269237776e-08,0.0
1920,1.665890891899835e-08,0.0
1921,1.5145495524393482e-08,0.0
1922,2.2133805899215986e-08,0.0
1923,1.5923921736771263e-08,0.0
1924,1.675911143195208e-08,0.0
1925,1.7597084678300234e-08,0.0
1926,1.7833821530643945e-08,0.0
1927,2.4528294062520217e-08,0.0
1928,1.0283437212876834e-08,0.0
1929,1.3368487650211591e-08,0.0
1930,8.402882833991043e-09,0.0
1931,1.1405356659111021e-08,0.0
1932,1.53433514782364e-08,0.0
1933,4.01473165823063e-08,0.0
1934,2.995395220750652e-08,0.0
1935,2.2739740757060645e-08,0.0
1936,2.0612015205756506e-08,0.0
1937,1.510934133364117e-08,0.0
1938,1.6854778905894818e-08,0.0
1939,3.976452944698394e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,3.034211815133858e-08,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.2528993842408909e-08,0.0
1947,1.1920871401116528e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,8.835307596655184e-09,0.0
1950,2.1270722072586068e-08,0.0
1951,2.0256663901818683e-08,0.0
1952,1.687168627029223e-08,0.0
1953,1.4005975934594517e-08,0.0
1954,2.443134050622575e-08,0.0
1955,7.508486277174597e-09,0.0
1956,9.593255967388359e-09,0.0
1957,6.184526224473075e-09,0.0
1958,1.0753916868111446e-08,0.0
1959,1.4726420971555854e-08,0.0
1960,8.997083078554624e-09,0.0
1961,8.33779090214648e-09,0.0
1962,1.1415521861124489e-08,0.0
1963,1.3578711488548834e-08,0.0
1964,2.251068309533366e-08,0.0
1965,9.302473458205895e-09,0.0
1966,1.0524241922382771e-08,0.0
1967,8.874604162656397e-09,0.0
1968,1.1677681044375277e-08,0.0
1969,7.72098829315837e-09,0.0
1970,6.898087434592526e-09,0.0
1971,4.624557625731995e-09,0.0
1972,1.0773308467548759e-08,0.0
1973,6.064523994098181e-09,5.513203782392395e-10
1974,1.0688586016271984e-08,0.0
1975,1.0851811893530794e-08,0.0
1976,7.998937512354587e-09,0.0
1977,1.2928920156696222e-08,5.876781838942691e-10
1978,5.940591130126904e-09,1.1881182704343018e-09
1979,5.266775904289034e-09,0.0
1980,1.0801786132219604e-08,0.0
1981,6.958104314946922e-09,0.0
1982,8.069752865935698e-09,0.0
1983,8.209910973278056e-09,0.0
1984,2.3196033982486597e-09,0.0
1985,7.820225356169885e-09,6.015558051686298e-10
1986,1.019062523255343e-08,0.0
1987,7.332980445085013e-09,1.2221633705067347e-09
1988,2.99827696004229e-09,0.0
1989,4.390497743145261e-09,5.488122178931576e-10
1990,7.083246433836621e-09,5.44865097484859e-10
1991,4.10302547493302e-09,1.7584396161396398e-09
1992,3.30596661157756e-09,3.30596661157756e-09
1993,4.985286850001103e-09,5.539207426075166e-10
1994,2.637463358823311e-09,1.5824779264761446e-09
1995,4.880205572987961e-09,2.1689803286761844e-09
1996,4.804283193493575e-09,1.6014276571496566e-09
1997,3.3564262480467733e-09,0.0
1998,7.629006759657386e-09,0.0
1999,5.484241505371301e-09,2.285100553223174e-09
2000,8.836062992401139e-10,4.418031274155965e-09
2001,5.257454027685071e-09,1.3143635069212678e-09
2002,5.257465574004527e-09,1.3143663935011318e-09
2003,5.000307723435071e-09,8.333845835650777e-10
2004,3.0833537945085254e-09,1.7619165015858584e-09
2005,6.7556245042510454e-09,1.3511248786457486e-09
2006,4.529678854225949e-09,8.235779835885637e-10
2007,4.393927444112933e-09,1.997239706952314e-09
2008,4.257439734089985e-09,3.405951742863067e-09
2009,3.814554005998616e-09,9.53638501499654e-10
2010,3.3066551718974324e-09,1.4171379625338432e-09
2011,3.4415748029203996e-09,1.911985902935953e-09
2012,3.063827413996023e-09,1.0212758416727752e-09
2013,3.0680376017500066e-09,3.3469500504423877e-09
2014,2.3819897165822113e-09,8.661780737106994e-10
2015,2.659890530054554e-09,6.649726325136385e-10
2016,2.4856081637381067e-09,6.214020409345267e-10
2017,2.5156112748447867e-09,2.0124890642847504e-09
2018,1.5488800242380307e-09,2.0651733656507076e-09
2019,5.612172948588068e-09,2.55098775436835e-10
