year,les_DET oies_NOUN,les_DET lois_NOUN
1800,1.2576657759666432e-06,6.454655419929622e-05
1801,1.1977348979286262e-06,6.037012343540482e-05
1802,1.163676898841004e-06,7.293568273780693e-05
1803,2.1687771649681054e-06,7.91389118717234e-05
1804,1.3867083934471225e-06,9.167353732664196e-05
1805,2.2146017630841897e-06,7.641086699550215e-05
1806,5.79215488016871e-07,7.356324761076394e-05
1807,5.523092792003581e-07,0.00010528039615564921
1808,9.789439445739845e-07,8.620371886536304e-05
1809,1.5790623262290637e-06,8.517222505588506e-05
1810,8.284048975681912e-07,8.350508232979337e-05
1811,6.86939027438882e-07,7.293086105164548e-05
1812,3.040617375660304e-07,8.550802510853828e-05
1813,4.486156939265129e-07,8.010090573407069e-05
1814,4.6256154684343187e-07,8.424283737440419e-05
1815,5.772058635500343e-07,9.453768598177703e-05
1816,7.207747927395758e-07,8.893805113530107e-05
1817,6.896949305001954e-07,9.192715003791818e-05
1818,1.624856460047397e-06,9.636483889607916e-05
1819,3.560761119292266e-07,0.00011149322710934939
1820,6.028172503391716e-07,0.00010301529562184442
1821,3.8361188581248484e-07,9.727371843837318e-05
1822,7.128213184159904e-07,9.335553102118865e-05
1823,6.453394680860924e-07,8.424595409906033e-05
1824,4.7326652907742073e-07,8.218079926791688e-05
1825,8.04817498867294e-07,8.346150877969194e-05
1826,4.862007410011415e-07,9.64756153507551e-05
1827,7.521294603796136e-07,0.00011642982531157031
1828,6.741641236374107e-07,0.00010151169487926381
1829,5.332515518041703e-07,9.763818837882354e-05
1830,5.604580937124126e-07,9.146217058741968e-05
1831,5.347783620379687e-07,8.541018416963198e-05
1832,4.7354891563600177e-07,9.313895282048179e-05
1833,5.444305370971847e-07,8.238856116804527e-05
1834,6.823541847111869e-07,9.631742636884155e-05
1835,6.239547474251594e-07,8.556121184710719e-05
1836,6.431757593183818e-07,7.772144189743813e-05
1837,5.656765456052426e-07,7.866034655990006e-05
1838,5.655697066231369e-07,7.47953321820205e-05
1839,5.949745203182033e-07,7.861354504257179e-05
1840,4.834593818614508e-07,8.73494491315796e-05
1841,4.25040309615099e-07,7.50870346166721e-05
1842,4.320122641843227e-07,8.603819571817439e-05
1843,4.690087438419255e-07,8.586876995764214e-05
1844,4.7476054065853646e-07,8.112587420328055e-05
1845,6.679532877917893e-07,8.540483386809683e-05
1846,3.9225158054989606e-07,8.310698871127897e-05
1847,7.286245065074581e-07,8.879619304025255e-05
1848,5.044354058902911e-07,8.931403095857604e-05
1849,4.047257355921374e-07,8.857544111151583e-05
1850,4.4332145066050543e-07,7.831242635347735e-05
1851,5.559416085265667e-07,8.31642242928865e-05
1852,5.162862439789251e-07,7.97196766484376e-05
1853,6.819946207770045e-07,7.283010029368597e-05
1854,4.494249861153321e-07,7.066571561153978e-05
1855,5.046897229021852e-07,6.669811469350861e-05
1856,4.902798327321989e-07,7.086381594945124e-05
1857,4.115112304248214e-07,6.35587144870442e-05
1858,4.0519638666580704e-07,7.03431699093926e-05
1859,5.412980277341717e-07,7.05607165798483e-05
1860,4.641264600979689e-07,6.615266576659451e-05
1861,4.7253954882364724e-07,6.913178614809112e-05
1862,4.716777590729748e-07,6.820352297154386e-05
1863,4.390271755028152e-07,6.874296431647053e-05
1864,5.489963399440967e-07,6.942861924130739e-05
1865,5.492887309443972e-07,6.537383225690974e-05
1866,4.1406367046192827e-07,6.436135336684856e-05
1867,5.74572872835688e-07,6.0930443538609325e-05
1868,6.001947054912193e-07,6.663395896566726e-05
1869,4.903053287819148e-07,7.223896795949258e-05
1870,4.656047671858232e-07,6.708779767450324e-05
1871,5.703572205639773e-07,6.505364842723793e-05
1872,4.3540843108758054e-07,6.380487249657563e-05
1873,5.225781896101012e-07,6.108358306278205e-05
1874,5.580284909711963e-07,5.8906061610741745e-05
1875,4.828969011327899e-07,6.399413567237389e-05
1876,4.6554313826163707e-07,6.466636097002265e-05
1877,6.110598054220873e-07,5.609504529502374e-05
1878,4.813153733351783e-07,5.7710134342414676e-05
1879,4.661415058393459e-07,6.504965153908415e-05
1880,6.327996473487474e-07,6.996351021371083e-05
1881,5.68956634694473e-07,6.227983089956979e-05
1882,5.051437419467675e-07,5.651886135638051e-05
1883,6.243506760483797e-07,5.250991372918179e-05
1884,5.644450800090794e-07,5.183718602097542e-05
1885,4.10586999510798e-07,5.477243428231304e-05
1886,4.5238780543854773e-07,5.271640912951625e-05
1887,4.968511522207564e-07,5.447734753261102e-05
1888,4.3496617152527506e-07,5.654496811757781e-05
1889,4.4858378878132044e-07,5.381063155596166e-05
1890,4.817473957530183e-07,5.641557217472837e-05
1891,4.2707273628650455e-07,5.5006330626383715e-05
1892,5.904938618073174e-07,5.162621425824909e-05
1893,5.413248107544177e-07,5.555261196832362e-05
1894,3.7494157112405446e-07,5.3326777447182394e-05
1895,3.9482110825161953e-07,5.566074946727895e-05
1896,5.183488394067126e-07,5.617627800802438e-05
1897,4.492396001865018e-07,5.067201459496573e-05
1898,4.837893285980499e-07,5.1660214580806496e-05
1899,5.378333831629334e-07,4.85122373561353e-05
1900,4.2981919623485965e-07,5.1298505979957554e-05
1901,3.917705884148859e-07,5.303601398054525e-05
1902,3.3831854984178733e-07,4.368826790823732e-05
1903,3.9529613271582775e-07,5.212724479974895e-05
1904,4.6651745932990707e-07,5.420363385155724e-05
1905,4.180214836502216e-07,5.378594607918785e-05
1906,4.840677552131467e-07,5.164658369949393e-05
1907,4.4639880325547665e-07,5.505722270982005e-05
1908,4.16976919659362e-07,5.106371071406102e-05
1909,3.9001974716512677e-07,4.827113184546761e-05
1910,5.509819449578401e-07,5.068713073796971e-05
1911,4.878783039785617e-07,5.0893104486249285e-05
1912,4.3759138845800294e-07,5.419621521696172e-05
1913,3.887091333254489e-07,5.027605584473349e-05
1914,4.855139064119385e-07,4.973805496888417e-05
1915,2.473959943571913e-07,4.6796718947916816e-05
1916,2.6809406961092463e-07,4.5626534131315566e-05
1917,3.893080684491679e-07,4.723568005715606e-05
1918,3.652667697195966e-07,4.585476187912718e-05
1919,4.797288877256278e-07,4.862112140813224e-05
1920,4.3616053879702577e-07,5.498500388512184e-05
1921,4.4300572987765463e-07,5.1355342691294936e-05
1922,4.84730355410079e-07,4.779573990276731e-05
1923,4.299459046563925e-07,5.099795154706044e-05
1924,4.963275417324553e-07,5.121455660628271e-05
1925,3.838364168728958e-07,5.0643310089526494e-05
1926,4.514186233706141e-07,4.808890125218568e-05
1927,4.325899194412841e-07,4.909561363319881e-05
1928,3.850575769348552e-07,5.179081659889562e-05
1929,4.1999331834574605e-07,5.141186164792089e-05
1930,3.497700085119959e-07,4.982699624633824e-05
1931,3.25052660343772e-07,4.4650832421666564e-05
1932,2.487814780849362e-07,4.2749864689994865e-05
1933,4.886502225076583e-07,4.295762897754685e-05
1934,3.9059950296405077e-07,4.3120507740468383e-05
1935,4.176931147625851e-07,4.178367515805803e-05
1936,4.910509403543983e-07,4.462986211706266e-05
1937,3.361828575521031e-07,4.326811671262476e-05
1938,3.656190541434512e-07,4.632470955812096e-05
1939,4.863508173968967e-07,4.1729818548219555e-05
1940,3.52473818132637e-07,3.8592079704358184e-05
1941,1.345885138448466e-06,3.929040303773945e-05
1942,5.006449459443729e-07,3.932945446649683e-05
1943,6.532279093196536e-07,3.9315610933954304e-05
1944,4.530592363494179e-07,3.932297164510601e-05
1945,4.6837837075486277e-07,3.860526840071543e-05
1946,4.705333092047681e-07,3.720971977827503e-05
1947,3.7193117963241207e-07,3.746372004798104e-05
1948,5.175018493730477e-07,3.512598311772308e-05
1949,3.16107669373622e-07,3.945161120100238e-05
1950,4.094614123317797e-07,3.788315581232382e-05
1951,4.040671335303614e-07,4.0191350990426145e-05
1952,4.112473401818306e-07,3.4884321905792604e-05
1953,3.8247087186249473e-07,3.566998884707573e-05
1954,4.3780963210338086e-07,3.6969502502870455e-05
1955,3.144178606362402e-07,3.255867397911061e-05
1956,3.1657744337110216e-07,3.3171733662129554e-05
1957,3.454499761801344e-07,3.145008315641462e-05
1958,4.309838868010729e-07,3.0331835034758114e-05
1959,6.960171283765249e-07,3.18284457421214e-05
1960,4.429333402278246e-07,2.8805893236949487e-05
1961,4.2383771337028975e-07,3.087970441129073e-05
1962,3.640283017247725e-07,3.0116682694369956e-05
1963,3.633921794587991e-07,2.84771450367316e-05
1964,3.814648197320025e-07,2.9523064085879014e-05
1965,3.2175616215823766e-07,3.178819372351427e-05
1966,3.5505469142549373e-07,2.9657868623189643e-05
1967,3.3033247959224354e-07,2.917279525149752e-05
1968,3.876091891896749e-07,3.176014911332459e-05
1969,5.173062227470382e-07,4.220610026095528e-05
1970,3.3386743991670187e-07,3.4530907157659385e-05
1971,3.2834358609790115e-07,2.8717476652673213e-05
1972,3.303814661848037e-07,2.7409348319906712e-05
1973,2.84481314949403e-07,2.804566688041632e-05
1974,3.200950375870093e-07,2.7903960756248125e-05
1975,2.918566441856285e-07,2.6407599165167994e-05
1976,2.7653470180410977e-07,2.4997823373951178e-05
1977,3.7846475819947045e-07,2.4945176051005546e-05
1978,4.829700692710048e-07,2.513285977556734e-05
1979,3.388292570960516e-07,2.8370367118668582e-05
1980,3.54753392883822e-07,2.564002915050878e-05
1981,3.554958780682682e-07,2.3873257134710002e-05
1982,3.401711134998209e-07,2.8030597320594097e-05
1983,3.5555230404327176e-07,2.423692052389015e-05
1984,3.815747575686146e-07,2.7521514823547477e-05
1985,3.332619105123058e-07,2.594750782236588e-05
1986,3.2909725256047295e-07,2.5214005546558838e-05
1987,3.7337091995937044e-07,2.6313177215797623e-05
1988,3.4240321689082975e-07,2.7527179753406017e-05
1989,3.1227413765932965e-07,2.839279937916217e-05
1990,3.154768948299136e-07,2.8520417828303835e-05
1991,3.950627576188026e-07,2.6439310772730096e-05
1992,3.845941041191736e-07,2.7049969332892942e-05
1993,3.788817872774075e-07,2.734152855055072e-05
1994,3.8559713733121725e-07,2.73816161495688e-05
1995,3.3185399583857134e-07,2.7724449296329112e-05
1996,3.763354907704297e-07,2.7438860740858217e-05
1997,4.1331989386605983e-07,2.712136205218485e-05
1998,3.943242976589545e-07,2.7257010600578724e-05
1999,3.934943126893131e-07,2.755831343392856e-05
2000,3.088204154622076e-07,2.7672341104789666e-05
2001,4.359305627588128e-07,2.7356723819593753e-05
2002,4.714194483668166e-07,2.8527885206131032e-05
2003,3.7752320558581687e-07,2.78992147855206e-05
2004,3.255140867963746e-07,2.6889488680126306e-05
2005,3.5804809073169963e-07,2.7870103963323345e-05
2006,3.446673750850948e-07,2.7155837301506836e-05
2007,3.4592192310611836e-07,2.5319007704638352e-05
2008,3.533675041467177e-07,2.445302982323483e-05
2009,4.0672683043752045e-07,2.4584324563647897e-05
2010,3.561739898572114e-07,2.3476778892472794e-05
2011,7.32673059999911e-07,1.9836472290535312e-05
2012,4.592336786402029e-07,2.0079645025816717e-05
2013,5.667502041006856e-07,2.2488715458734987e-05
2014,5.31833337813481e-07,2.2218549446506586e-05
2015,5.257716888529274e-07,2.3963618389188923e-05
2016,7.146123239820668e-07,2.5073984744494737e-05
2017,4.170883656229307e-07,2.120660352034065e-05
2018,4.773131925261964e-07,2.0022372751782314e-05
2019,5.255034762896571e-07,2.1147433585610997e-05
