year,réserves_NOUN égales_ADJ,réserves_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,4.475680270843441e-09
1803,0.0,7.801356893821776e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,2.842877711017877e-09
1806,0.0,2.305335300434308e-08
1807,0.0,1.4234775136401367e-08
1808,0.0,9.064295980465431e-09
1809,0.0,7.00299480627109e-08
1810,0.0,3.7442028144596406e-08
1811,0.0,5.0141535368197765e-09
1812,0.0,5.3344164641089264e-09
1813,0.0,5.751483289628823e-09
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,1.1921177378582115e-09
1819,0.0,2.070210003424222e-09
1820,0.0,0.0
1821,0.0,2.465372084259343e-08
1822,0.0,2.0051231786055723e-09
1823,0.0,7.906149512848515e-09
1824,0.0,9.263223965660927e-09
1825,0.0,1.0566531649658373e-08
1826,7.0463874735082754e-09,1.5854372037438225e-08
1827,0.0,3.3182182335167454e-08
1828,0.0,2.8434133270138773e-08
1829,0.0,1.5431716349212365e-08
1830,0.0,1.7742621594152297e-08
1831,0.0,2.8064171431196883e-08
1832,0.0,1.352996914505411e-08
1833,0.0,2.548398347901326e-08
1834,1.8669061851994684e-09,2.240287422239362e-08
1835,0.0,3.025235173481633e-09
1836,0.0,1.2097349788575684e-08
1837,0.0,2.0873671680021744e-09
1838,0.0,3.787297142565649e-09
1839,0.0,1.1885507689157748e-08
1840,2.5478754661634184e-09,8.917564464638872e-09
1841,0.0,1.4125206782011901e-08
1842,0.0,1.542900918138912e-08
1843,0.0,1.6539351221922516e-08
1844,0.0,1.6465684371524958e-09
1845,0.0,1.0044410636567136e-08
1846,0.0,1.2294452567118697e-08
1847,0.0,2.6426796750911308e-08
1848,0.0,3.218088684420195e-09
1849,0.0,5.865590679832167e-09
1850,0.0,6.788996032014438e-09
1851,0.0,1.2898877521649865e-09
1852,0.0,5.208436348880241e-09
1853,0.0,3.5831591027601917e-09
1854,0.0,7.79349651480743e-09
1855,5.306937111981824e-10,2.2289135870323662e-08
1856,0.0,3.054541508618058e-08
1857,4.881509085841174e-10,2.9289055625270066e-09
1858,1.468102750479261e-09,6.8511463169329545e-09
1859,5.092173349652285e-10,4.582956236731661e-09
1860,4.577183909670879e-10,1.1442959468865865e-08
1861,1.8863854922557266e-09,9.431927461278633e-10
1862,0.0,5.873382225018986e-09
1863,0.0,2.4973103585068657e-09
1864,0.0,1.4384183844029508e-09
1865,0.0,1.8827376990770972e-08
1866,0.0,1.9462451650298362e-09
1867,0.0,4.85281148598915e-10
1868,0.0,4.93987406535723e-10
1869,0.0,3.4184632902167778e-09
1870,2.8670243956696595e-09,1.7202146374017957e-09
1871,1.0621177271019633e-09,0.0
1872,0.0,2.2979889102714424e-08
1873,0.0,1.9155213415444905e-08
1874,0.0,8.961913877669758e-09
1875,0.0,4.577221712764867e-09
1876,0.0,2.418405919968336e-09
1877,0.0,0.0
1878,0.0,6.6429977074733415e-09
1879,0.0,4.887460214320072e-09
1880,0.0,3.8507077526617195e-09
1881,0.0,4.8807553554297556e-09
1882,0.0,3.9932310791357395e-09
1883,0.0,0.0
1884,0.0,3.300848483434038e-09
1885,0.0,3.2228177904158883e-09
1886,0.0,2.5813855497602844e-09
1887,0.0,1.9586773869484375e-09
1888,0.0,8.87686035788704e-09
1889,0.0,1.2530273485467092e-09
1890,0.0,6.554386366985909e-09
1891,0.0,7.0116419337296065e-09
1892,0.0,1.3790727448892426e-08
1893,0.0,3.6950498771837204e-09
1894,0.0,1.0712616793639995e-08
1895,0.0,2.4074457982692365e-09
1896,0.0,2.948514543632541e-09
1897,1.1653427112179315e-09,8.157399200570126e-09
1898,3.960848538042683e-09,2.26334195829736e-09
1899,0.0,4.9748205555033564e-09
1900,1.5573159428683425e-09,2.076421212748869e-08
1901,1.1177477832191585e-09,1.1177477721169282e-08
1902,1.4730852093691738e-09,1.522187959013266e-08
1903,5.400220270956879e-10,8.640352211486402e-09
1904,0.0,1.0211787859759625e-08
1905,0.0,1.2385821979155054e-08
1906,2.0576738091193647e-09,3.035068729673185e-08
1907,2.057137349353866e-09,8.742833790265081e-09
1908,0.0,3.045061092166179e-08
1909,1.1001967115120692e-09,1.595285215039155e-08
1910,1.6032452032632705e-09,3.580580976159098e-08
1911,2.6601871816467337e-09,1.9153347352585115e-08
1912,0.0,2.8651816919023076e-08
1913,1.060597942803554e-09,5.462079277762655e-08
1914,6.696743715117748e-10,3.683209026661416e-08
1915,0.0,3.65203614016707e-08
1916,8.789969641043172e-09,2.197492454669714e-08
1917,0.0,2.412613309132894e-08
1918,1.1486376294556067e-09,2.6418666365657373e-08
1919,9.207848372660976e-10,3.038590046244849e-08
1920,7.572231730534895e-10,2.2716695635693895e-08
1921,2.2718242842501013e-09,5.073740716454722e-08
1922,0.0,3.393850356303574e-08
1923,0.0,4.352538862661959e-08
1924,0.0,4.383152329978657e-08
1925,0.0,7.258797296572084e-08
1926,0.0,3.901148559748435e-08
1927,2.2298449753321847e-09,2.4528294284564822e-08
1928,2.2852082448565625e-09,4.913197837463912e-08
1929,2.2280812750352652e-09,2.339485272173647e-08
1930,0.0,2.520864939015155e-08
1931,4.5621426636444085e-09,2.623232031595535e-08
1932,0.0,3.068670340056201e-08
1933,0.0,3.4411985705418147e-08
1934,4.7926320689839486e-09,4.313368862085554e-08
1935,0.0,3.949533944336281e-08
1936,0.0,4.122403085560222e-08
1937,0.0,4.784624774156754e-08
1938,1.2965214457594243e-09,6.35295513973233e-08
1939,0.0,5.6587987629086456e-08
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,2.9515025978810172e-09,2.3612020783048138e-08
1942,0.0,1.517105907566929e-08
1943,0.0,7.258088219330716e-08
1944,0.0,3.855823393905666e-08
1945,0.0,3.485606470121638e-08
1946,5.568441707737293e-09,3.3410651134602176e-08
1947,2.3841741914054637e-09,4.649139739854036e-08
1948,3.2615663503321457e-09,1.7395020313060172e-08
1949,2.945102384188658e-09,5.792035018270525e-08
1950,1.0635361480382244e-09,3.828730044119766e-08
1951,7.462981344019681e-09,2.2388943254902927e-08
1952,7.381362632230548e-09,4.586989650334772e-07
1953,1.0773827385790469e-09,6.033343424860504e-08
1954,3.9090144454689835e-09,6.352148496091559e-08
1955,1.8771215692936494e-09,2.815682398349395e-08
1956,5.232684952005684e-09,3.401245374234918e-08
1957,7.068030161150318e-09,6.096176097258876e-08
1958,8.272243334772611e-09,4.136121778408608e-08
1959,1.5501495642666896e-09,3.4878365640089726e-08
1960,2.7683333403416555e-09,3.4604165533025366e-08
1961,2.08444772553662e-09,3.68252437432659e-08
1962,3.805173953708163e-09,3.805173864890321e-08
1963,3.2330267352165265e-09,2.9743844276453046e-08
1964,3.041984220075733e-09,3.772060264140009e-08
1965,4.924839203113152e-09,3.939871229263758e-08
1966,1.1078149508847446e-09,5.206730424589523e-08
1967,2.465167847631733e-09,4.437302036919277e-08
1968,2.245707841908029e-09,3.90753189805082e-08
1969,2.2708788183223305e-09,2.997560200057592e-08
1970,2.2993624781975086e-09,3.311082186208125e-08
1971,3.083038491169532e-09,3.0316544830100156e-08
1972,2.565073486948677e-09,5.591860041676e-08
1973,4.410563025913916e-09,3.0322620414580115e-08
1974,1.6876715580593782e-09,2.812785782069227e-08
1975,1.1422960355389478e-09,3.826691630237633e-08
1976,5.713526873840635e-10,1.371246471926213e-08
1977,2.3507127355770763e-09,2.9971587434118874e-08
1978,2.970295565063452e-09,1.4851478491451076e-08
1979,0.0,1.462993326484252e-08
1980,1.1370301367108482e-09,1.3075846239107847e-08
1981,6.325549528618524e-10,1.3283654398676958e-08
1982,1.8622506869903077e-09,1.427725515590339e-08
1983,1.2630632095778083e-09,1.7682884934089316e-08
1984,5.799008495621649e-10,3.131464509920079e-08
1985,2.4062232206745193e-09,1.9249785765396155e-08
1986,5.994485463567401e-10,2.6975183864408336e-08
1987,1.8332451112712533e-09,3.727598230085505e-08
1988,1.1993107618124554e-09,4.4374498298083154e-08
1989,5.488122178931576e-10,3.018467209514597e-08
1990,5.44865097484859e-10,1.580108821563897e-08
1991,1.7584396161396398e-09,1.3481370020329564e-08
1992,0.0,2.975369867153077e-08
1993,5.539207426075166e-10,1.0524494442609722e-08
1994,2.1099706426497278e-09,1.1077346095955676e-08
1995,0.0,7.0491861237087505e-09
1996,0.0,6.4057106285986265e-09
1997,0.0,1.1028257529410723e-08
1998,9.536258449571733e-10,1.573482644179336e-08
1999,9.140402323914998e-10,1.2796562837147363e-08
2000,0.0,1.988114206596947e-08
2001,4.3812117822561447e-10,6.133696661692056e-09
2002,0.0,1.5772397610192e-08
2003,2.083461403401543e-09,3.000184545243201e-08
2004,1.3214374039449694e-09,1.8500123766251875e-08
2005,0.0,2.1617997614242768e-08
2006,1.6471559671771274e-09,7.823991232669414e-09
2007,3.994479469415779e-10,3.994479413904628e-09
2008,0.0,2.7673357827495693e-08
2009,2.384096253749135e-09,2.050322733815335e-08
2010,4.723793023408973e-10,2.5980861906305108e-08
2011,0.0,3.4033349471940255e-08
2012,0.0,1.5319137181002418e-08
2013,5.578250084070646e-10,2.398647458434766e-08
2014,0.0,2.165445245339015e-08
2015,4.433150790905671e-10,2.992376835209143e-08
2016,4.1426800878596737e-10,2.4856081193291857e-08
2017,0.0,3.270294790524986e-08
2018,5.162933414126769e-10,1.5488800242380307e-08
2019,0.0,3.3928136744521e-08
