year,meilleures_ADJ armes_NOUN,meilleures_ADJ larmes_NOUN
1851,2.96674187438839e-08,5.8044946626978344e-09
1852,4.101643469311966e-08,0.0
1853,5.912212586167698e-08,0.0
1854,6.546537179019651e-08,0.0
1855,5.73149208094037e-08,0.0
1856,3.882891874695815e-08,5.177189232874468e-10
1857,7.322263684272912e-08,1.0251168802710708e-08
1858,7.487324182875454e-08,1.9574704079872163e-09
1859,8.656694916453489e-08,3.055304009791371e-09
1860,7.643897248499343e-08,9.154367819341758e-10
1861,8.158617248454902e-08,4.715963730639317e-10
1862,6.505900529418795e-08,4.517986262886353e-10
1863,9.439833092983463e-08,1.4983863039219614e-09
1864,8.87024640405798e-08,4.794727948009836e-10
1865,7.530950796308389e-08,1.4120533631256649e-09
1866,8.75810357570117e-08,4.865612912574591e-10
1867,9.123285593659602e-08,0.0
1868,6.224241388963492e-08,6.915823469455518e-09
1869,9.57169774551403e-08,0.0
1870,6.479475445075877e-08,0.0
1871,1.0939812256083314e-07,0.0
1872,1.0461896948754656e-07,0.0
1873,1.1493128226902627e-07,0.0
1874,9.320390148559454e-08,0.0
1875,5.378235456987568e-08,0.0
1876,6.046014533467314e-08,0.0
1877,7.112538469300489e-08,2.4739263970730008e-09
1878,6.884560832531861e-08,0.0
1879,1.0385853244088139e-07,0.0
1880,8.086486502634216e-08,0.0
1881,6.344981784422998e-08,0.0
1882,7.05470810657971e-08,1.3310770263785798e-09
1883,4.9922778799782463e-08,6.319338941018771e-10
1884,3.9610181801208455e-08,1.9805090900604227e-09
1885,6.316722789279083e-08,6.445635691854079e-10
1886,6.195325141788999e-08,0.0
1887,5.876032105334161e-08,0.0
1888,4.56524276160053e-08,6.340614699951175e-10
1889,8.771191772893872e-08,6.265136742733546e-10
1890,8.32407067719032e-08,0.0
1891,4.780665108228277e-08,0.0
1892,5.0774950466347946e-08,0.0
1893,5.2962381147381166e-08,0.0
1894,6.175508815431385e-08,1.2603078580752936e-09
1895,5.1760085995056215e-08,6.018614495673091e-10
1896,5.307326134129653e-08,5.307326134129653e-09
1897,5.302309347143819e-08,5.826713556089658e-10
1898,3.960848360406999e-08,0.0
1899,5.859233098703953e-08,2.2110313580014918e-09
1900,4.6200373304827735e-08,0.0
1901,5.7005138387467014e-08,0.0
1902,6.776191696644673e-08,0.0
1903,4.9142006020019835e-08,0.0
1904,4.72967016662551e-08,0.0
1905,6.605771574186292e-08,3.6125313851442797e-09
1906,6.430230570231288e-08,1.0288369045596824e-09
1907,6.171411826016993e-08,0.0
1908,4.714933510285846e-08,0.0
1909,6.326131085643283e-08,1.1001967115120692e-09
1910,6.252655992966538e-08,0.0
1911,6.756874881830299e-08,0.0
1912,5.886645837449578e-08,0.0
1913,4.825720623102825e-08,5.30298971401777e-10
1914,7.031580651073455e-08,0.0
1915,7.893110165468897e-08,0.0
1916,9.55909200683891e-08,1.0987462051303964e-09
1917,5.263883906536648e-08,0.0
1918,7.121553124989077e-08,0.0
1919,4.603924352863942e-08,1.8415696745321952e-09
1920,5.7548959375708364e-08,1.514446346106979e-09
1921,5.9067428281878165e-08,7.572747429129834e-10
1922,4.0578644444622114e-08,2.951174193910333e-09
1923,4.352538596208433e-08,4.246379248229459e-09
1924,4.1253198190815965e-08,0.0
1925,4.7292164850887275e-08,3.299453377181294e-09
1926,4.681378129589575e-08,0.0
1927,4.7941668412931904e-08,6.689535148041159e-09
1928,3.5420729460611255e-08,0.0
1929,4.233354289340241e-08,1.1140406375176326e-09
1930,4.20144132817768e-08,0.0
1931,4.904303452235581e-08,4.5621426636444085e-09
1932,6.24693612394367e-08,3.287861094491973e-09
1933,5.735331143341682e-08,0.0
1934,6.949316855298093e-08,0.0
1935,5.2660450222674626e-08,0.0
1936,9.093535879856063e-08,0.0
1937,6.295559273894469e-08,1.2591118148108649e-09
1938,5.4453899167583586e-08,0.0
1939,7.341144225847529e-08,0.0
1940,6.846613587185857e-08,2.5357829169792012e-09
1941,4.7224041566096275e-08,0.0
1942,7.282108072104165e-08,0.0
1943,6.67744117777147e-08,2.9032352077962287e-09
1944,7.069009200222354e-08,0.0
1945,1.0238969139209075e-07,0.0
1946,7.238973864787113e-08,0.0
1947,6.07964452115084e-08,1.1920870957027319e-09
1948,5.870819563824625e-08,0.0
1949,6.184715317658629e-08,0.0
1950,7.87016745107394e-08,5.317680518146517e-09
1951,6.396840745992449e-08,0.0
1952,6.221434034614504e-08,0.0
1953,6.033343424860504e-08,0.0
1954,7.231676590890856e-08,0.0
1955,5.349796339260138e-08,0.0
1956,6.715278999536167e-08,2.616342476002842e-09
1957,6.537928243233182e-08,8.835037701437898e-10
1958,8.934022588391599e-08,0.0
1959,4.1854036680888385e-08,0.0
1960,7.474500307580456e-08,6.920833350854139e-10
1961,5.766972321907815e-08,2.779263708063695e-09
1962,8.688480335194981e-08,0.0
1963,6.660035012373555e-08,6.466053248388448e-10
1964,6.509846173230471e-08,0.0
1965,5.7456453816939757e-08,0.0
1966,6.148373188352707e-08,1.1078149508847446e-09
1967,7.198289608822961e-08,4.930335584241163e-10
1968,5.29987076447469e-08,0.0
1969,6.176790634526697e-08,1.3625273131978588e-09
1970,5.058597452034519e-08,0.0
1971,5.5494691508783944e-08,2.569198631618974e-09
1972,5.899669019981957e-08,0.0
1973,5.678599990233124e-08,5.513203782392395e-10
1974,4.725480096112733e-08,0.0
1975,3.940921189382607e-08,0.0
1976,5.599256169830369e-08,0.0
1977,4.2312830572655e-08,1.1753563677885381e-09
1978,5.346532105932056e-08,1.1881182704343018e-09
1979,5.383815349091492e-08,0.0
1980,5.9125568441231735e-08,5.685150683554241e-10
1981,4.8074177527723805e-08,0.0
1982,5.835052263591933e-08,0.0
1983,4.736487113632393e-08,1.2630632095778083e-09
1984,3.885335786435462e-08,0.0
1985,4.4515129360434e-08,6.015558051686298e-10
1986,5.874595743193822e-08,5.994485463567401e-10
1987,6.416357933858308e-08,1.2221633705067347e-09
1988,7.855485506524928e-08,0.0
1989,3.951447880012893e-08,0.0
1990,5.0127589190651634e-08,0.0
1991,4.2202550787351356e-08,5.861465202094962e-10
1992,6.336436086940012e-08,2.2039776670368383e-09
1993,4.929894714678085e-08,0.0
1994,4.8529326335255973e-08,5.274926606624319e-10
1995,4.609083248396928e-08,0.0
1996,4.6441403611652277e-08,0.0
1997,4.986690171904229e-08,0.0
1998,4.91117297940491e-08,0.0
1999,4.0217770447270595e-08,0.0
2000,4.064589020913445e-08,4.4180314962005696e-10
2001,4.775520778821374e-08,0.0
2002,5.0384048932983205e-08,0.0
2003,4.5419458416517955e-08,0.0
2004,5.1976535075937136e-08,0.0
2005,4.3235996116663955e-08,0.0
2006,3.953174143589422e-08,0.0
2007,5.51238166224266e-08,0.0
2008,5.2792252347444446e-08,4.257439678578834e-10
2009,5.531103397515835e-08,0.0
2010,5.668551494864005e-08,0.0
2011,7.227306753065932e-08,7.64794394481072e-10
2012,6.05956955723741e-08,0.0
2013,8.172136034545474e-08,1.6734750252211938e-09
2014,6.79949820892034e-08,1.0827225782605865e-09
2015,7.403361479418891e-08,4.433150790905671e-10
2016,7.083983177835762e-08,1.2428040818690533e-09
2017,7.37074117296288e-08,0.0
2018,5.937373259712331e-08,5.162933414126769e-10
2019,5.918291634543493e-08,7.65296326310505e-10
