year,nos_DET âmes_NOUN,nos_DET ames_NOUN,nos_DET lames_NOUN
1895,1.8459090895817098e-06,3.7977457778559653e-07,3.0093072478365457e-09
1896,1.927738729534667e-06,7.076434815900257e-08,1.2973463414667208e-08
1897,1.896012548741055e-06,2.6569813660337616e-07,1.9228155068162778e-08
1898,1.911958133149483e-06,2.8235190807635036e-07,2.2633419582973602e-08
1899,1.768272383628755e-06,4.477338499953021e-08,1.8241008703512307e-08
1900,1.7078564340522462e-06,5.242963774243492e-08,9.863001082521805e-09
1901,1.4849278819895062e-06,4.0238921084068124e-08,1.5089594906925186e-08
1902,1.615483380845717e-06,4.517460983066712e-08,1.0802624239580894e-08
1903,1.4602195577140265e-06,5.9402424978927115e-08,7.560307935250421e-09
1904,1.5484295374790236e-06,4.944655085381555e-08,1.1824175416563776e-08
1905,1.6571197249959368e-06,2.9416326707831786e-08,1.083759376685478e-08
1906,1.6358507011204892e-06,6.738881852541567e-08,1.0288369045596824e-08
1907,1.6174241963540226e-06,5.759984622599745e-08,1.1314255032868203e-08
1908,1.7685912396814274e-06,8.987841981777933e-08,1.4734167219643268e-09
1909,1.8615327803672699e-06,3.740668819141035e-08,1.5402754627302784e-08
1910,1.7710515294311335e-06,4.0615546481603815e-08,8.550641084070776e-09
1911,1.850426173177766e-06,5.320374263373395e-08,1.250287930965044e-07
1912,1.7144205344266084e-06,4.948950271810304e-08,1.77120316191548e-08
1913,2.084075042319e-06,3.871182463477396e-08,5.833288574397244e-09
1914,2.116840619237337e-06,6.294938925677229e-08,5.3573948055607445e-09
1915,2.588233385836247e-06,5.0657275707521876e-08,0.0
1916,2.63479333284522e-06,4.6147340837521256e-08,5.493731025651982e-09
1917,2.636328346738992e-06,2.3029491202919417e-08,1.0966424213165737e-08
1918,2.524705479345357e-06,5.398597036077035e-08,2.6418664589300533e-08
1919,2.68685018056658e-06,6.16925844854066e-08,1.9336481305032294e-08
1920,1.9771098109799823e-06,4.1647274073852714e-08,0.0
1921,1.8212458101629636e-06,5.225195809366312e-08,6.058197943303867e-09
1922,1.755948694892595e-06,5.754789655920689e-08,7.377935595798135e-09
1923,1.7856024498996703e-06,6.688047538006003e-08,7.431163684401554e-09
1924,2.0794189765638293e-06,9.15305322646276e-08,1.0313299547703991e-08
1925,1.6497266628334728e-06,1.1988014270158942e-07,8.798542117105512e-09
1926,1.9461157982902932e-06,6.130376206670007e-08,1.89484357093761e-08
1927,1.6255569832424044e-06,4.7941667524753484e-08,1.3379070296082318e-08
1928,1.2831444742289477e-06,4.913197582112616e-08,2.0566874314731365e-08
1929,1.4270860688725406e-06,8.578113241952678e-08,6.684243825105796e-09
1930,1.1785042630663156e-06,4.8316577849760733e-08,1.575540553577781e-08
1931,1.3081944132409262e-06,1.2431838847248855e-07,1.9389105432310316e-08
1932,1.1058172653122256e-06,3.397456294074175e-08,1.9727165678773417e-08
1933,1.1447720495993963e-06,6.308864053394814e-08,3.0970788600370724e-08
1934,1.0783422244031726e-06,3.834105655187159e-08,5.511526879331541e-08
1935,1.3404478025336175e-06,5.8644593181611526e-08,4.6676307263737726e-08
1936,1.3155315343738039e-06,3.516167312866969e-08,7.638570398427191e-08
1937,1.5096751013743415e-06,6.04373662227431e-08,1.1332006444320086e-08
1938,1.0281415185886544e-06,9.205302520243208e-08,2.2040864577910213e-08
1939,1.2219946867730869e-06,5.65879849645512e-08,1.6823455517567254e-08
1940,1.2222473948497736e-06,3.296517814277422e-08,2.5357829391836617e-08
1941,1.5672478426154157e-06,6.493305670929317e-08,1.4757512545315876e-08
1942,1.3957374420670021e-06,3.641054280301148e-08,2.4273694831933312e-08
1943,1.6287149620097807e-06,4.93549991986697e-08,4.935499875458049e-08
1944,1.4941316202055077e-06,1.927911696952833e-08,6.4263723231761105e-09
1945,1.5924864626981616e-06,3.267756065739036e-08,2.832055345791673e-08
1946,1.3976788793002015e-06,6.960552045853774e-08,1.3921104269343232e-08
1947,1.6057412892678258e-06,4.8875569591544377e-08,2.0265479960812627e-08
1948,1.3633347890618097e-06,3.913879775829798e-08,1.3046265401328583e-08
1949,1.035694403128673e-06,5.399354596757888e-08,2.4542520460357764e-08
1950,1.2762434344892881e-06,8.189228051236341e-08,2.5524867552917385e-08
1951,1.1237117760742876e-06,4.0513328247726577e-08,1.4925962688039363e-08
1952,1.0597528117273214e-06,3.690681182888511e-08,2.1089608281954497e-08
1953,9.717992313085233e-07,3.5553628929818615e-08,1.2928592640903958e-08
1954,1.002662255444875e-06,4.49536656788041e-08,2.2476832617357445e-08
1955,1.044618109347084e-06,3.378818780319648e-08,1.5016972998438405e-08
1956,1.0526418066092447e-06,3.9245136917998025e-08,3.226822364865711e-08
1957,9.5506759834052e-07,3.7107157180304995e-08,3.8874164776103726e-08
1958,9.562713501054532e-07,6.865962004498627e-08,4.3842891317424915e-08
1959,9.69618525914484e-07,1.0463509303448859e-07,4.2629112240177847e-08
1960,9.876029345434745e-07,6.297958465850684e-08,1.2457499920515147e-08
1961,1.1158744293027212e-06,1.5494395122495064e-07,9.03260666262895e-09
1962,1.0901823017661627e-06,1.2620493494708285e-07,1.712328306924249e-08
1963,9.938323906055757e-07,3.879632104464292e-08,1.0992290633282664e-08
1964,1.2362623991180044e-06,3.005480402329397e-07,1.2776333768727e-08
1965,1.2219072793584473e-06,1.2585699993294952e-07,2.0246559984116175e-08
1966,1.0092194138167088e-06,8.696347408854166e-08,5.428293103904025e-08
1967,9.633875492909283e-07,2.1052533405452323e-07,2.958201350544698e-08
1968,1.3460772905204976e-06,1.5630127236931912e-07,1.3474247440026232e-08
1969,1.103647182532086e-06,9.083515528640618e-08,1.5441977002650376e-08
1970,9.795284370284207e-07,1.2186621001220033e-07,1.1036940084085956e-08
1971,1.0482330665695372e-06,1.9988366695145032e-07,1.9012070251456237e-08
1972,7.66956954834086e-07,1.610866062762284e-07,1.1799337951146072e-08
1973,6.025931682529517e-07,8.876258306145246e-08,2.536073751002732e-08
1974,5.574941503994069e-07,8.550869012857731e-08,5.625571564138454e-09
1975,6.448261302693936e-07,5.311676476438265e-08,2.2845920710778955e-09
1976,6.776242642558827e-07,9.14164268728257e-08,1.3712464885795583e-08
1977,5.600573143027532e-07,5.935549662883233e-08,2.11564152863275e-08
1978,6.540591215298264e-07,1.0277223383425849e-07,8.316828115084718e-09
1979,6.056792543063239e-07,5.442335104799412e-08,9.948354806610382e-09
1980,6.623200778932414e-07,9.32364733197133e-08,2.8425752862659692e-09
1981,6.312898506166675e-07,8.033447684852035e-08,3.795329828193417e-09
1982,6.133012533382498e-07,6.76617775141608e-08,6.828252296919857e-09
1983,5.052252607384844e-07,5.1785590926556324e-08,5.68378455412244e-09
1984,7.64309326939383e-07,3.7693554499895754e-08,6.378909400694965e-09
1985,6.370475986727797e-07,4.3312019637475885e-08,3.007779025843149e-09
1986,8.104544626519328e-07,5.0953125496633334e-08,4.7955883708539204e-09
1987,7.137434057113978e-07,9.838415104823639e-08,7.94406213033838e-09
1988,5.798667324086182e-07,3.837794371186476e-08,4.797243047249822e-09
1989,7.419941105979433e-07,3.4026358175509586e-08,6.585746725740194e-09
1990,6.391267586280946e-07,6.102489236159414e-08,1.089730194969718e-09
1991,7.25649382360416e-07,5.4511626323971996e-08,4.68917216167597e-09
1992,7.151907333025065e-07,5.7303420286647366e-08,3.856960972825618e-09
1993,7.561017874024856e-07,8.364202885857708e-08,3.877445031719162e-09
1994,7.289948591449047e-07,4.1144427642691994e-08,3.6924485691258724e-09
1995,8.209590554031365e-07,9.001268330699475e-08,2.7112254663563817e-09
1996,8.370128270485111e-07,6.832757648567167e-08,3.2028553142993132e-09
1997,7.844447331706306e-07,3.931813630231318e-08,6.7128522740489416e-09
1998,8.606473169692208e-07,4.768129258092557e-08,2.8608774238492174e-09
1999,7.536261534824007e-07,5.712751316444553e-08,3.1991408688814005e-09
2000,7.846424043833622e-07,1.1486882112166086e-07,6.627047133278552e-09
2001,6.869740154513693e-07,5.213642073620406e-08,5.257454027685071e-09
2002,8.140309333271034e-07,5.8708367944859674e-08,2.1906108038649563e-09
2003,7.000430670700553e-07,4.875299741691208e-08,3.333538334260311e-09
2004,6.646830179590779e-07,1.0351259238650101e-07,3.964312045301455e-09
2005,7.345615813392214e-07,8.106748938807584e-08,2.251874686720612e-09
2006,7.671628736716229e-07,4.200247660790524e-08,4.11788997345397e-09
2007,8.032898222154472e-07,5.8718848894301345e-08,5.592271090648637e-09
2008,8.28497771721004e-07,4.725757940526876e-08,4.683183701947868e-09
2009,8.873606240911158e-07,3.194689024432762e-08,9.53638501499654e-09
2010,8.984654336074982e-07,2.125706777267311e-08,1.7005655106316908e-08
2011,8.925150396521531e-07,9.55992968121322e-09,1.911985902935953e-08
2012,9.429780263303655e-07,1.9404241269338485e-08,2.791487130338055e-08
2013,1.0495477695826594e-06,1.3945624821598557e-08,2.3149738570538148e-08
2014,1.1080582424938257e-06,4.547434831470021e-09,2.750115357663674e-08
2015,1.2862787102108086e-06,5.763096139199675e-09,2.5933931890875783e-08
2016,1.5209850161568284e-06,2.5063213948683938e-08,2.6306018252597596e-08
2017,1.2064872194628151e-06,1.2829617590526254e-08,3.270294790524986e-08
2018,1.2233570814146333e-06,1.264918708665519e-08,4.569195954928773e-08
2019,1.3721762925911207e-06,7.652963485149655e-09,3.775461898669619e-08
