year,ayons_VERB assez_ADV,ayons_VERB lassé_VERB
1884,1.5844072720483382e-08,0.0
1885,1.0313017106966527e-08,0.0
1886,2.8395241713496944e-08,0.0
1887,1.8933882239835498e-08,0.0
1888,1.9021844099853524e-08,0.0
1889,6.891650361495749e-09,0.0
1890,8.520702476921826e-09,0.0
1891,2.0397504796321186e-08,0.0
1892,7.522214851007902e-09,0.0
1893,4.926733243593162e-09,0.0
1894,1.6384001710889606e-08,0.0
1895,6.018614495673091e-09,2.4074457982692365e-09
1896,7.66613794667137e-09,0.0
1897,9.322741911788057e-09,0.0
1898,1.584339415217073e-08,0.0
1899,1.9899282222013426e-08,3.8693048765026106e-09
1900,1.4015843263770478e-08,0.0
1901,1.5648469242623975e-08,0.0
1902,8.838511256215043e-09,0.0
1903,9.720396709766987e-09,0.0
1904,5.912087708281888e-09,0.0
1905,1.0837594377477444e-08,0.0
1906,1.5946971188007808e-08,0.0
1907,9.257118183114699e-09,0.0
1908,6.875944702500192e-09,0.0
1909,1.7053049194970527e-08,0.0
1910,1.9238942772226153e-08,0.0
1911,9.044635929100764e-09,0.0
1912,8.335073686804861e-09,0.0
1913,1.0075680734189518e-08,0.0
1914,1.540251060028197e-08,0.0
1915,2.0027295266622502e-08,0.0
1916,4.394984820521586e-09,0.0
1917,2.1932849314509895e-08,0.0
1918,2.6418665477478953e-08,0.0
1919,2.9465114403937065e-08,0.0
1920,7.572231730534895e-09,0.0
1921,6.058197943303867e-09,0.0
1922,8.115728977742265e-09,0.0
1923,1.8047112249064412e-08,0.0
1924,1.6759111876041288e-08,0.0
1925,9.898360353588487e-09,0.0
1926,1.0031524944054127e-08,0.0
1927,2.2298449309232637e-08,0.0
1928,1.0283437212876834e-08,0.0
1929,1.3368487872256196e-08,0.0
1930,1.575540586884472e-08,0.0
1931,1.0264820993199919e-08,0.0
1932,2.3015026440198483e-08,0.0
1933,6.882397318719313e-09,0.0
1934,1.4377896206951846e-08,0.0
1935,8.377798899061872e-09,0.0
1936,1.576212937948185e-08,0.0
1937,1.7627565185307503e-08,0.0
1938,1.0372171566075394e-08,0.0
1939,1.988226472349197e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.4516176038981143e-08,0.0
1944,9.639558484764166e-09,0.0
1945,1.089252021913012e-08,0.0
1946,1.1136883415474585e-08,0.0
1947,2.1457568166738383e-08,0.0
1948,5.435944139264848e-09,0.0
1949,1.570721330779179e-08,0.0
1950,7.444753258312176e-09,0.0
1951,8.529121409139861e-09,0.0
1952,1.0544804140977249e-08,0.0
1953,4.3095309543161875e-09,0.0
1954,4.886268278880834e-09,0.0
1955,1.0324168631115072e-08,0.0
1956,9.593255967388359e-09,0.0
1957,1.943708272111877e-08,0.0
1958,5.790570523078742e-09,0.0
1959,8.525822714489095e-09,0.0
1960,2.076250060767393e-09,0.0
1961,1.042223907177231e-08,0.0
1962,1.331810839388936e-08,0.0
1963,1.2285501393982656e-08,0.0
1964,1.3993127545575135e-08,0.0
1965,9.302473735761652e-09,0.0
1966,2.215629901769489e-09,0.0
1967,1.3311906132962292e-08,4.930335584241163e-10
1968,1.0779397818794223e-08,0.0
1969,1.090021845007172e-08,0.0
1970,7.357959935783143e-09,0.0
1971,9.24911525146399e-09,0.0
1972,1.1286323320369718e-08,0.0
1973,4.961883404153156e-09,0.0
1974,8.438357568252286e-09,0.0
1975,7.996072248772634e-09,0.0
1976,7.998937512354587e-09,0.0
1977,3.526069214387917e-09,0.0
1978,5.346532105932056e-09,0.0
1979,8.777959692451986e-09,0.0
1980,7.3906957220870595e-09,0.0
1981,3.795329828193417e-09,0.0
1982,5.586751949948621e-09,0.0
1983,8.841442245000053e-09,0.0
1984,1.1598016769198694e-08,0.0
1985,3.0077789148208467e-09,0.0
1986,5.395036861699509e-09,0.0
1987,3.055408481777988e-09,0.0
1988,3.5979323409485175e-09,0.0
1989,7.683371272548811e-09,0.0
1990,8.717841670780047e-09,0.0
1991,4.10302547493302e-09,0.0
1992,3.856960972825618e-09,0.0
1993,5.539207315052863e-09,0.0
1994,6.329912038971486e-09,0.0
1995,1.2471637056421514e-08,0.0
1996,6.939519847648512e-09,0.0
1997,8.151320507465698e-09,0.0
1998,8.582632826659164e-09,0.0
1999,7.312321859131998e-09,0.0
2000,3.534425307982758e-09,0.0
2001,5.695575455710866e-09,0.0
2002,7.886198361006791e-09,0.0
2003,7.91715315529018e-09,0.0
2004,7.488145048473172e-09,0.0
2005,5.404499625605297e-09,0.0
2006,1.0706513342562118e-08,0.0
2007,7.190063044948403e-09,0.0
2008,6.386159323579221e-09,0.0
2009,6.198650259747751e-09,0.0
2010,8.030448306328708e-09,0.0
2011,7.647943611743813e-09,0.0
2012,9.531907707582832e-09,0.0
2013,1.0877587330870853e-08,0.0
2014,1.4291938299493268e-08,0.0
2015,1.1526191917576867e-08,0.0
2016,2.071339966214225e-08,0.0
2017,8.049956534694758e-09,0.0
2018,1.3939920606720335e-08,0.0
2019,1.1224345897176136e-08,0.0
