year,titres_NOUN égaux_ADJ,titres_NOUN légaux_ADJ
1967,1.5777073869571723e-08,1.0846738618397467e-08
1968,1.6169096284102125e-08,1.3025106326836067e-08
1969,2.1346261647181564e-08,1.9075383050903838e-08
1970,1.5635665207014426e-08,7.3579600190498695e-09
1971,1.2332153964678128e-08,7.707596338946132e-09
1972,1.898154344814884e-08,9.234264020108185e-09
1973,1.3783009400469837e-08,8.821126051827832e-09
1974,1.4626486688484874e-08,1.0688586016271984e-08
1975,2.1132477101559743e-08,2.1703623787061588e-08
1976,2.1140049710766107e-08,8.570290255249802e-09
1977,1.1753563455840776e-08,1.057820764316375e-08
1978,1.1881182260253809e-08,1.0693064211864112e-08
1979,9.948355028654987e-09,5.266775904289034e-09
1980,9.096241093686785e-09,2.38776323158163e-08
1981,6.958104314946922e-09,2.1506869174459098e-08
1982,3.7245013739806154e-09,1.9864007327896616e-08
1983,4.4207211225000265e-09,1.0104505676622466e-08
1984,8.69851302098823e-09,6.958810416790584e-09
1985,6.015557829641693e-09,2.5265343595037848e-08
1986,3.5966913891627428e-09,6.593933843390687e-09
1987,1.3443797186596385e-08,1.4054879038383206e-08
1988,6.596209356501959e-09,1.139345240375178e-08
1989,4.939309850016116e-09,1.92084268491044e-08
1990,5.448650863826288e-09,1.3076762783725826e-08
1991,9.37834432335194e-09,1.3481369798284959e-08
1992,4.4079553340736766e-09,1.0468894195980738e-08
1993,6.647049133334804e-09,2.5480353826878854e-08
1994,4.2199412852994556e-09,2.0572214154412904e-08
1995,5.964695848348356e-09,2.8738989854559804e-08
1996,4.804283193493575e-09,8.540947504798169e-09
1997,6.233362714880286e-09,1.3905194329311144e-08
1998,3.337690568372409e-09,3.814503379828693e-09
1999,5.484241505371301e-09,1.3253583119876566e-08
2000,5.743440834038438e-09,7.510653432518666e-09
2001,4.8193329327261836e-09,1.2267393323384113e-08
2002,8.762443215459825e-09,8.762443215459825e-09
2003,4.583615265119079e-09,6.667076668520622e-09
2004,3.0833537945085254e-09,1.9381081628466745e-08
2005,2.251874686720612e-09,3.1526248278623825e-09
2006,2.8825228870488218e-09,1.6059770402421236e-08
2007,3.595031605740928e-09,8.38840730210677e-09
2008,8.51487946817997e-09,1.2772319202269955e-08
2009,4.76819250749827e-10,7.1522885392028e-09
2010,2.8342759250676863e-09,5.668551850135373e-09
2011,2.2943831279320648e-09,7.647943611743813e-09
2012,2.382976926895708e-09,8.170206733382201e-09
2013,2.7891249310130206e-09,6.693900100884775e-09
2014,1.5158115873603606e-09,5.197068553286499e-09
2015,3.989835573037226e-09,7.314698624583116e-09
2016,8.285359953674742e-09,7.663958356829426e-09
2017,1.2578056374223934e-09,1.0062445321423752e-09
2018,4.130346731301415e-09,4.904786798931582e-09
2019,4.08158040698936e-09,3.06118530524202e-09
