year,titres_NOUN égaux_ADJ,titres_NOUN légaux_ADJ
1800,0.0,2.5153315874604232e-08
1801,9.524730337773235e-09,2.8574191901498125e-08
1802,0.0,1.7902721083373763e-08
1803,1.1702034896643454e-08,4.6808139586573816e-08
1804,0.0,3.213406074564773e-08
1805,3.980028751016107e-08,6.822906328807221e-08
1806,1.152667650217154e-08,2.305335300434308e-08
1807,1.9928686256776018e-08,3.701041606518629e-08
1808,6.798221985349073e-09,2.945896149242344e-08
1809,2.4849335034105025e-08,2.25903047379461e-08
1810,2.574139479349924e-08,2.3401266702194334e-08
1811,1.0028307073639553e-08,7.521229861140455e-09
1812,1.3336041604361526e-08,8.001624962616916e-08
1813,1.1502966579257645e-08,2.300593315851529e-08
1814,1.8880061958270744e-08,6.608021863030444e-08
1815,6.203614333344376e-08,4.8550024445148665e-08
1816,2.3176038865813098e-09,3.7081662185300956e-08
1817,0.0,9.341240669868967e-09
1818,4.2916237674717195e-08,2.1458118837358597e-08
1819,1.6561680027393777e-08,4.5544620519422097e-08
1820,2.1359666035891678e-08,2.3732962262101864e-08
1821,1.97229765852569e-09,1.0847637454958203e-08
1822,1.2030739071633434e-08,8.02049271442229e-09
1823,1.581229902569703e-08,1.7788837070042973e-08
1824,1.2631669044083083e-08,5.3895121254754486e-08
1825,0.0,5.283265824829186e-09
1826,1.6735169694470642e-08,1.145037931138404e-08
1827,1.7512819638909605e-08,3.871254605769536e-08
1828,1.9261833017480967e-08,8.255071293206129e-09
1829,1.7146351893870815e-08,1.457439946506156e-08
1830,2.5048406016026092e-08,3.339787468803479e-08
1831,4.053713453799901e-08,1.091384405071949e-08
1832,1.7588959622116818e-08,1.8941957335982806e-08
1833,5.09679658478035e-08,3.359252431778259e-08
1834,4.667265685043276e-09,2.42697808516823e-08
1835,1.739510224751939e-08,1.8151411040889798e-08
1836,1.4113575197427508e-08,5.040562456315456e-08
1837,1.530736071231331e-08,4.5226290268374214e-08
1838,2.5879863585487328e-08,3.5348108440302894e-08
1839,2.1673573158409454e-08,4.824117993962318e-08
1840,3.4396318682183846e-08,5.796416857606346e-08
1841,2.43980835534785e-08,3.5955071808757566e-08
1842,5.500777433553594e-08,3.4212153110502186e-08
1843,2.1855571574747046e-08,2.126487963494128e-08
1844,3.3480223038395707e-08,3.622450606144412e-08
1845,3.738752596404993e-08,4.3525776760589e-08
1846,1.9319854160926297e-08,5.093416177714971e-08
1847,3.7752563741833e-08,4.368511241636952e-08
1848,4.263967667839097e-08,2.976732105253177e-08
1849,3.77073661184113e-08,5.53041381579078e-08
1850,6.517436190733861e-08,2.1724787302446202e-08
1851,5.611011744122152e-08,7.610337604546658e-08
1852,3.1250618093281446e-08,2.9948509450150596e-08
1853,2.149895550473957e-08,2.388772735173461e-08
1854,3.3771819119010615e-08,6.858277146193359e-08
1855,1.963566731433275e-08,3.6087172361476405e-08
1856,1.7602443946884705e-08,3.4169449492083004e-08
1857,2.39193944651106e-08,3.4658715009072694e-08
1858,5.2851699905431815e-08,1.3702292633865909e-08
1859,2.9025388315062628e-08,3.920973412618878e-08
1860,3.020941363729435e-08,1.9224172476128842e-08
1861,3.159695793897299e-08,2.3108222890755314e-08
1862,3.930648162508987e-08,1.671654992208005e-08
1863,2.1976331865403154e-08,2.6970951694238465e-08
1864,6.760566151342573e-08,1.0500454550310678e-07
1865,3.2006543193574544e-08,4.3773653146672586e-08
1866,4.719644408623935e-08,3.843834051053818e-08
1867,2.620518202434141e-08,2.3778776281346836e-08
1868,3.062721987134864e-08,2.420538258718352e-08
1869,1.3673853160867111e-08,2.3440891894210836e-08
1870,2.8670243068518175e-08,2.8096838633473453e-08
1871,2.549082545044712e-08,8.496941816815706e-09
1872,1.269941218851045e-08,1.8746751706544273e-08
1873,1.616221290134945e-08,5.028243776905583e-08
1874,2.7483201492373155e-08,3.2860349108432274e-08
1875,2.803548326824057e-08,4.3483606049221635e-08
1876,2.9020871039620033e-08,2.0556450763820067e-08
1877,2.5976227391311113e-08,9.895705588292003e-09
1878,2.959153455606156e-08,3.5026715750063886e-08
1879,4.154341226580982e-08,1.9549840857280287e-08
1880,2.3104245627791897e-08,2.759673911612026e-08
1881,3.6257038260600893e-08,1.8825771164188154e-08
1882,3.394246306243076e-08,2.7952617998039386e-08
1883,5.1186646032874705e-08,3.159669503816076e-08
1884,3.762967182296961e-08,3.895001299270007e-08
1885,1.6114089618213256e-08,2.7716232864349877e-08
1886,4.130216879616455e-08,1.871504551331782e-08
1887,3.133883907935342e-08,1.3057849024278312e-08
1888,3.043495055976564e-08,2.028996703984376e-08
1889,4.322944491264025e-08,4.51089832154139e-08
1890,3.6704562944578356e-08,2.8839300725280737e-08
1891,2.039750413018737e-08,1.5935549768641977e-08
1892,2.5074049503359674e-08,1.6298132621272998e-08
1893,2.3401982574000613e-08,1.0469308087124318e-08
1894,3.465846631911518e-08,1.3233232287745977e-08
1895,2.9491211250842753e-08,2.166701307260155e-08
1896,3.125425251937486e-08,2.240870955461105e-08
1897,3.729096675897381e-08,2.0393496669157685e-08
1898,2.8857609635224435e-08,3.451596342074481e-08
1899,2.1004797901014172e-08,2.1004797901014172e-08
1900,1.972600216504361e-08,2.803168719367477e-08
1901,1.8442838367604963e-08,1.8442838367604963e-08
1902,3.4863013809172116e-08,3.437198614619774e-08
1903,1.4040573148577096e-08,2.754112315983548e-08
1904,1.5586412160928376e-08,3.0635362691100454e-08
1905,2.37394921498435e-08,3.509316215399849e-08
1906,2.41776678677752e-08,2.2634411678268407e-08
1907,2.8799922446864912e-08,1.4399961223432456e-08
1908,2.9468335327464956e-08,1.0313916831705683e-08
1909,2.0353638774395222e-08,3.6306492035009796e-08
1910,2.0307773240801907e-08,2.2445432179551972e-08
1911,2.926205766584644e-08,4.5223181643905264e-08
1912,2.9693701719679666e-08,2.5005221004903433e-08
1913,2.4393752795504042e-08,2.3863453435524207e-08
1914,2.209925398233281e-08,2.678697441638178e-08
1915,2.709575319670421e-08,2.1205371680821372e-08
1916,3.076489463182952e-08,2.307367097387214e-08
1917,2.52227767560953e-08,1.864292187292449e-08
1918,1.4932290071101306e-08,2.2972752589112133e-08
1919,5.248473655683483e-08,2.4861190439651182e-08
1920,2.2716694303426266e-08,3.7861159540852896e-08
1921,1.741731914250977e-08,1.060184651180407e-08
1922,2.87739485571592e-08,4.205423209668879e-08
1923,3.6094224498128824e-08,1.3800733000834953e-08
1924,3.480738541838946e-08,7.734974438733389e-09
1925,3.079489729884699e-08,8.13865170812278e-08
1926,1.2260752413340015e-08,1.3375366592072169e-08
1927,2.0068604555945058e-08,2.3413372574054847e-08
1928,1.9424270192303084e-08,1.2568645679778001e-08
1929,3.119313873867213e-08,1.1140405931087116e-08
1930,2.7309368988426286e-08,1.995684684175103e-08
1931,2.9653927313688655e-08,1.596749932275543e-08
1932,3.835837958376942e-08,1.53433514782364e-08
1933,3.0970788600370724e-08,2.867665571670841e-08
1934,1.7972370258689807e-08,2.6359476379411717e-08
1935,2.992070946561398e-08,3.4708023122220766e-08
1936,2.182448710641438e-08,1.091224355320719e-08
1937,4.280980192561401e-08,1.3850230295986421e-08
1938,2.074434313215079e-08,1.0372171566075394e-08
1939,3.6705721129237645e-08,2.2941076593951948e-08
1940,1.5214697057785997e-08,1.5214697057785997e-08
1941,1.4757512545315876e-08,1.1806010391524069e-08
1942,1.2136847082899749e-08,2.1239483061208375e-08
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,1.742803235060819e-08,1.9606536838523425e-08
1946,1.8097434661967782e-08,1.8097434661967782e-08
1947,1.0728784083369192e-08,1.3112957830685446e-08
1948,1.848220954059343e-08,1.4133454406817236e-08
1949,2.6505922789965553e-08,1.8652315247891238e-08
1950,1.3825969702452312e-08,3.296961992305114e-08
1951,2.2388944032059044e-08,1.4925962688039363e-08
1952,2.6362009464264702e-08,9.490323193972472e-09
1953,2.5857186614075545e-08,1.0773827163745864e-08
1954,1.9545073115523337e-08,9.772536557761669e-09
1955,1.783265446420046e-08,4.6928039232341234e-09
1956,1.2209598665435806e-08,1.9186511934776718e-08
1957,1.8553580005686854e-08,3.534015080575159e-09
1958,3.557064687242928e-08,8.272243334772611e-09
1959,1.705164542897819e-08,9.300897829689347e-09
1960,2.2838749558218296e-08,2.5607082676515347e-08
1961,2.640300600376122e-08,6.25334317660986e-09
1962,2.1562652108286784e-08,1.2937590554429335e-07
1963,2.0044765847160306e-08,4.526237162849611e-09
1964,1.8251904876365188e-08,1.2776333768727e-08
1965,2.4624196015565758e-08,9.302473458205895e-09
1966,9.970334780007306e-09,1.7171132071780448e-08
