year,ses_DET oies_NOUN,ses_DET lois_NOUN
1800,1.8864987794131594e-08,6.923450030171807e-06
1801,5.714838380299625e-08,6.743509125328728e-06
1802,4.475680270843441e-09,6.230146823327232e-06
1803,0.0,8.191424569758965e-06
1804,7.4155526164076946e-09,9.378202889820386e-06
1805,5.685755422035754e-09,8.596861910348252e-06
1806,1.729001475325731e-08,7.443351293545675e-06
1807,2.562259604488304e-08,8.12236299907454e-06
1808,6.798221985349073e-09,7.627605278059946e-06
1809,5.421673421324158e-08,7.292150499438321e-06
1810,4.680253518074551e-09,6.208356140291471e-06
1811,2.757784400841956e-08,6.525920781541572e-06
1812,1.0668832928217853e-08,7.244137663064976e-06
1813,0.0,7.686857337318997e-06
1814,9.440030979135372e-09,9.770432683353647e-06
1815,1.0788894222457657e-08,1.1001975266822228e-05
1816,2.3176038865813098e-09,8.830070356680153e-06
1817,1.556873407970727e-09,1.1815112628710267e-05
1818,3.5763532135746345e-09,1.0141345558878356e-05
1819,0.0,1.2370539650419232e-05
1820,1.6613073583471305e-08,1.0786631797543578e-05
1821,9.861488403650753e-09,9.469987574561856e-06
1822,2.0051231786055723e-09,9.110277474633222e-06
1823,3.261286707356703e-08,8.18780579692202e-06
1824,1.9368560089105813e-08,8.852273950310519e-06
1825,7.044354433105582e-09,8.765818293454686e-06
1826,3.5231937367541377e-09,9.020256598546439e-06
1827,2.8573547083965423e-08,8.324119065150626e-06
1828,1.3758452155343548e-08,8.023012085800474e-06
1829,8.57317605795771e-10,8.477156214325987e-06
1830,7.305785310052215e-09,8.384954341522644e-06
1831,1.091384405071949e-08,7.279534237625285e-06
1832,1.7588959622116818e-08,7.038290220862109e-06
1833,8.108539617524002e-09,7.297686032359252e-06
1834,6.534171426153534e-09,7.937151956127764e-06
1835,2.0420337421001022e-08,7.333926518526823e-06
1836,1.68018754465038e-08,6.732847467105785e-06
1837,9.74104708006962e-09,6.909185806591722e-06
1838,8.2058102535143e-09,6.546342937951977e-06
1839,7.690622583211848e-09,6.2489803411835965e-06
1840,8.280594876453051e-09,8.046827502994347e-06
1841,2.5682194149112547e-09,7.1544172115523e-06
1842,4.695785538189057e-09,7.3086547587308814e-06
1843,7.088293507706567e-09,8.003864401473493e-06
1844,1.0977122322231025e-08,7.474871715373865e-06
1845,1.339254718235594e-08,7.25652848387881e-06
1846,1.5807152919933287e-08,7.696912732058081e-06
1847,7.011190739092399e-09,7.130920295139731e-06
1848,1.045878850192139e-08,6.717759973184911e-06
1849,1.5920887719289567e-08,6.52672615686356e-06
1850,8.146795238417326e-09,6.43393163102246e-06
1851,1.870337307252612e-08,6.743533315756167e-06
1852,1.3672145193766028e-08,6.267051084307695e-06
1853,1.2541057081705276e-08,6.2269335288078764e-06
1854,2.0782657927931325e-08,7.07493612850385e-06
1855,1.3798036491152743e-08,6.75254661430813e-06
1856,2.174419400091665e-08,6.419197134732713e-06
1857,1.4644527368545823e-08,5.937867825878129e-06
1858,7.34051397444091e-09,6.418056276658035e-06
1859,2.6479302084325695e-08,7.06691815821614e-06
1860,2.380135608048839e-08,6.289508572621116e-06
1861,2.5466203590340797e-08,6.534439346950194e-06
1862,1.3553958982948089e-08,6.366746028163561e-06
1863,2.2975255475898848e-08,6.018518263317674e-06
1864,1.821996631345968e-08,6.9298201346157384e-06
1865,2.7299698113214532e-08,6.421076889751021e-06
1866,7.784980660119345e-09,5.824625066708222e-06
1867,5.338092634588065e-09,5.035762661975696e-06
1868,1.1361710683388537e-08,5.505983510900592e-06
1869,1.9534076356464425e-08,5.718112468855452e-06
1870,7.454262984651905e-09,5.2357598505636815e-06
1871,2.230447138096281e-08,4.434341413173115e-06
1872,3.205089793567595e-08,4.9467233580458014e-06
1873,8.979006871356887e-09,4.515841599328496e-06
1874,3.226288780577846e-08,3.8894703742187176e-06
1875,3.2612703648737806e-08,4.640158302038344e-06
1876,5.441413541973361e-09,4.5387433722510195e-06
1877,2.22653372405901e-08,4.623768532496797e-06
1878,1.509772218355465e-08,4.422424501271394e-06
1879,7.94212251520321e-09,4.711511451205297e-06
1880,1.3477476912271413e-08,4.612506103285341e-06
1881,2.6495528548942104e-08,3.896237242173584e-06
1882,1.5972924316542958e-08,3.7636203948920866e-06
1883,1.7062215640351042e-08,3.6007594310660807e-06
1884,1.8484752395409032e-08,3.4698519186804333e-06
1885,1.933690724209569e-08,3.6353385510778935e-06
1886,3.033128009866104e-08,3.380969687327706e-06
1887,1.828098916689669e-08,3.2181069045122968e-06
1888,2.9800888867725916e-08,3.374475113560038e-06
1889,1.50363277384713e-08,3.418885043515729e-06
1890,2.3595790488162294e-08,3.288991194949631e-06
1891,1.5298128430707436e-08,3.2406534451467905e-06
1892,2.570090096298827e-08,3.29661072484555e-06
1893,1.539604177480669e-08,2.9923746840410104e-06
1894,1.5753848003896564e-08,3.184797915167792e-06
1895,1.865770427045277e-08,3.0496320082562534e-06
1896,1.1794058174530164e-08,3.298797913942053e-06
1897,1.5149455578900017e-08,2.874317793555292e-06
1898,1.4711722506888236e-08,2.9021701877240957e-06
1899,3.8693048765026106e-08,2.7676584792857284e-06
1900,2.855079306307573e-08,3.03365143494716e-06
1901,7.824234593556412e-09,2.9201161328984426e-06
1902,2.160524809058373e-08,2.428626403983003e-06
1903,1.7820727560291516e-08,2.9431201582497124e-06
1904,2.0961038238453966e-08,3.0882596107062454e-06
1905,7.225062881310862e-09,3.110905522518692e-06
1906,3.806696469155213e-08,2.9013199576155557e-06
1907,4.525702124169584e-08,2.9715349114667333e-06
1908,2.1610112144188065e-08,2.9335727642632037e-06
1909,2.2003934396774838e-08,2.682279482968397e-06
1910,2.672075316567657e-08,2.8617927405605315e-06
1911,3.724261865567513e-08,2.8719378875052826e-06
1912,1.8753916364300238e-08,2.964681705464045e-06
1913,2.227255713194154e-08,2.5751318233346865e-06
1914,3.281404303834279e-08,2.717538576391121e-06
1915,7.068456930880984e-09,2.3514400808721803e-06
1916,2.966614687238689e-08,2.418340319110257e-06
1917,1.315970976634162e-08,2.531050704135396e-06
1918,1.9526840588923733e-08,2.4845032378095766e-06
1919,1.012863304339362e-08,2.70526578560748e-06
1920,1.2872793941909322e-08,3.1523200725303013e-06
1921,1.7417319808643583e-08,2.6504616474909426e-06
1922,2.7298360905092522e-08,2.679666213367682e-06
1923,2.7601466001669905e-08,2.9565416035381986e-06
1924,2.7072411756812187e-08,2.976676135801881e-06
1925,1.8696901804560184e-08,2.7605427668220273e-06
1926,1.7833821197577038e-08,2.766471665083259e-06
1927,7.246995892273844e-08,3.1228978016883957e-06
1928,2.5137291359556002e-08,2.7925245724702563e-06
1929,2.2280811862174232e-08,2.761706751286397e-06
1930,1.3654685049324655e-08,2.8895412995666447e-06
1931,2.167017854048936e-08,2.7794854915441647e-06
1932,7.6716757391182e-09,2.496582414579507e-06
1933,1.8353059516584835e-08,2.3996624562983015e-06
1934,1.9170528275935794e-08,2.431062528174266e-06
1935,2.752705263731059e-08,2.2835485520289467e-06
1936,2.9099314957647948e-08,2.4637420885653682e-06
1937,2.5182236740306507e-08,2.2941016890598576e-06
1938,1.1668692678767911e-08,2.515251507517746e-06
1939,2.141167065872196e-08,2.333872085813482e-06
1940,2.028626333583361e-08,2.1807733876499924e-06
1941,1.1806010391524069e-08,2.5058257051568944e-06
1942,6.068423541449874e-09,2.627627393891885e-06
1943,3.4838823381733164e-08,2.769686396675297e-06
1944,6.4263723231761105e-09,2.5801883989373664e-06
1945,1.5249527862692958e-08,3.0281206448989906e-06
1946,2.3665877257883494e-08,2.7438496061904516e-06
1947,3.457052732969146e-08,2.740608245233034e-06
1948,1.522064252412747e-08,2.6309968852444854e-06
1949,2.1597417965146803e-08,2.749744083985206e-06
1950,2.4461330738745346e-08,2.5631220843536084e-06
1951,1.9190522948520083e-08,3.067285319957591e-06
1952,2.5307528517259925e-08,2.196482604688299e-06
1953,2.693456835345387e-08,2.1278308253158684e-06
1954,1.3681550115052232e-08,2.539882096641577e-06
1955,1.220129064449793e-08,2.1859079595287767e-06
1956,1.2209597999301991e-08,2.419244601981063e-06
1957,3.180613461495341e-08,2.3651396698909366e-06
1958,2.1507833736222892e-08,2.274039806238193e-06
1959,1.5501495198577686e-08,2.1446318871909398e-06
1960,2.4914999841030294e-08,2.189751704406717e-06
1961,1.876002997391879e-08,2.5117596536006204e-06
1962,1.2683912586908264e-08,2.5780052901325234e-06
1963,1.6165133231993423e-08,2.3898532717225862e-06
1964,1.946869854219102e-08,2.3563208308985395e-06
1965,2.0246559984116175e-08,2.506195816209811e-06
1966,5.095948907296588e-08,2.4482710028195243e-06
1967,1.972134178185314e-08,2.5716630975836097e-06
1968,1.886394726535734e-08,2.887980480537067e-06
1969,4.587175481129968e-08,2.900366482094796e-06
1970,1.7935028046034418e-08,2.653924315865197e-06
1971,3.596878228595557e-08,2.501885761674316e-06
1972,2.0007572487656944e-08,2.3850052777163455e-06
1973,2.5360738176161135e-08,2.1352638164273685e-06
1974,1.0688586016271984e-08,2.048833152912266e-06
1975,1.4278700888326057e-08,2.035000411737542e-06
1976,1.3712464053128315e-08,2.1305742290422813e-06
1977,1.116588582705802e-08,2.0245513425720674e-06
1978,2.1386128423728223e-08,2.075642506760289e-06
1979,2.8089471748593553e-08,2.295143850972181e-06
1980,2.6720207435548815e-08,2.182529353689233e-06
1981,1.4548763582755697e-08,2.112100998985511e-06
1982,3.2279010242497463e-08,2.4128561850744745e-06
1983,2.273513821648976e-08,1.981114740701173e-06
1984,2.7835240168361253e-08,2.2158010537509654e-06
1985,1.9851341903631692e-08,1.94061907521359e-06
1986,1.498621315931814e-08,1.9805779221115927e-06
1987,1.2221633483022742e-08,2.0342910094228728e-06
1988,1.5591039570495013e-08,2.095795501588782e-06
1989,1.8659615408367358e-08,2.0959138424814228e-06
1990,1.471135746555774e-08,2.3314777646277207e-06
1991,1.4653663171770859e-08,2.1124720133158803e-06
1992,2.5345743781546304e-08,2.103696640887165e-06
1993,1.0524494165053966e-08,2.098805744310539e-06
1994,2.479215582829042e-08,2.1653574080460203e-06
1995,2.1689803730851054e-08,2.198803905173463e-06
1996,2.028475121207407e-08,1.99804787115454e-06
1997,1.1507746866534774e-08,2.018171185724782e-06
1998,1.6211639697338853e-08,2.1447045810418786e-06
1999,1.7366764665238676e-08,2.1342838412152787e-06
2000,1.1928684817696933e-08,2.135234643318995e-06
2001,1.401987734239718e-08,1.9386861644932196e-06
2002,1.9715496790695397e-08,2.106491397313448e-06
2003,1.5417615628621206e-08,2.025541121497554e-06
2004,1.673820673731008e-08,2.0306086714327876e-06
2005,2.7022498017004182e-08,2.068121764509101e-06
2006,1.4412614379732958e-08,1.9802933639567755e-06
2007,1.477957436990529e-08,1.9513032736284686e-06
2008,1.830699147831183e-08,1.838362413408845e-06
2009,2.0026408975581944e-08,1.9015552155110527e-06
2010,2.8815136610127468e-08,1.7695328615729977e-06
2011,2.7532598423363197e-08,1.6320712585837782e-06
2012,4.765953676155732e-08,1.6701264176077757e-06
2013,4.0442312609911824e-08,1.6140666669883785e-06
2014,5.543539623176219e-08,1.917934785211628e-06
2015,4.189327339199078e-08,2.0724979759023654e-06
2016,4.0391132216655024e-08,2.3727200719747543e-06
2017,2.3646747338013085e-08,1.8059574067308404e-06
2018,5.3436360447634e-08,1.5945719855636753e-06
2019,3.4693431849586176e-08,1.914771402766746e-06
