year,formalités_NOUN égales_ADJ,formalités_NOUN légales_ADJ
1897,2.330685422435863e-09,3.8922447131994886e-07
1898,2.26334195829736e-09,3.898606477648059e-07
1899,5.527578395003729e-10,3.9356358705333605e-07
1900,2.07642125715779e-09,3.4987698871447037e-07
1901,1.676621730339889e-09,4.957211539036166e-07
1902,0.0,4.0460737765757315e-07
1903,2.7001101354784396e-09,4.087966667398746e-07
1904,5.374625189347171e-10,3.944974746872276e-07
1905,2.580379465655369e-09,3.8189616269335147e-07
1906,1.5432553013283723e-09,3.4877569810021214e-07
1907,3.0857059130084963e-09,3.9754180303219755e-07
1908,0.0,3.3790358067165016e-07
1909,0.0,3.306091107546649e-07
1910,5.344150677544235e-10,3.4736979825922276e-07
1911,1.5961122423746588e-09,3.0379337678798635e-07
1912,1.0418842455450772e-09,3.766411427186256e-07
1913,1.060597942803554e-09,3.669668915406987e-07
1914,0.0,4.058226812375665e-07
1915,0.0,3.439982378949935e-07
1916,0.0,3.537962811606121e-07
1917,0.0,2.7525726409294293e-07
1918,0.0,2.6648393980366336e-07
1919,9.207848372660976e-10,3.4253194691746813e-07
1920,1.514446346106979e-09,3.9678495289408033e-07
1921,0.0,2.847352923440738e-07
1922,0.0,2.8552610231713516e-07
1923,0.0,2.802610352681256e-07
1924,0.0,2.5912166279340454e-07
1925,0.0,3.409435231915836e-07
1926,0.0,2.831119161328388e-07
1927,0.0,2.1629496416153415e-07
1928,0.0,2.6736937619453727e-07
1929,0.0,3.0190500410753884e-07
1930,1.0503603542488804e-09,2.709929738387018e-07
1931,0.0,1.9046944998990512e-07
1932,0.0,2.2905432217612542e-07
1933,0.0,2.1450138376621908e-07
1934,0.0,2.1926291360330197e-07
1935,0.0,1.7713060174173734e-07
1936,0.0,1.733834125161593e-07
1937,0.0,2.354539122562116e-07
1938,1.2965214457594243e-09,1.9966430175877292e-07
1939,0.0,1.7894039139321194e-07
1940,0.0,2.1300577035532342e-07
1941,0.0,1.5052663115966425e-07
1942,0.0,1.4867637321280824e-07
1943,0.0,1.4806499848418753e-07
1944,0.0,1.0603514510876266e-07
1945,0.0,8.278315277721049e-08
1946,0.0,1.8932701184581902e-07
1947,0.0,1.5854758816935544e-07
1948,0.0,1.4024734662498872e-07
1949,9.817008317369869e-10,1.3056620984386313e-07
1950,0.0,1.9675418361231323e-07
1951,0.0,1.6418559090070062e-07
1952,0.0,1.7715270617113532e-07
1953,0.0,1.788455402662592e-07
1954,0.0,1.3290649758523898e-07
1955,9.385607846468247e-10,1.5204685333003454e-07
1956,0.0,1.2820078154618386e-07
1957,8.835037701437898e-10,6.626278128973873e-07
1958,0.0,3.4081644395556054e-07
1959,0.0,1.1548614065048923e-07
1960,0.0,1.1834625013307232e-07
1961,6.948159270159238e-10,1.618921074975077e-07
1962,0.0,1.2430234264115825e-07
1963,0.0,1.1638895935917049e-07
1964,0.0,1.2532975179890826e-07
1965,0.0,1.3789549768716824e-07
1966,0.0,1.0302678921103592e-07
1967,0.0,1.1142558520305101e-07
1968,0.0,8.533690143419648e-08
1969,4.5417578031781147e-10,1.7304097355008707e-07
1970,0.0,1.3842162971400285e-07
1971,5.138397485282553e-10,7.245140665190775e-08
1972,0.0,7.797823542432525e-08
1973,0.0,8.765993686488116e-08
1974,0.0,9.338449219464806e-08
1975,0.0,9.19548308608853e-08
1976,0.0,9.59872481498536e-08
1977,5.876781838942691e-10,9.109011500640918e-08
1978,0.0,8.079204272259943e-08
1979,0.0,9.421677304999321e-08
1980,0.0,7.33384459827846e-08
1981,0.0,6.388804785206759e-08
1982,0.0,9.683703883212047e-08
1983,0.0,6.883694592119127e-08
1984,0.0,7.074790131511577e-08
1985,0.0,6.917891948177157e-08
1986,0.0,5.035367633965393e-08
1987,0.0,6.599681956487302e-08
1988,0.0,9.954279356350071e-08
1989,0.0,8.561470377088654e-08
1990,0.0,6.865300150593612e-08
1991,0.0,5.8614652687083435e-08
1992,0.0,4.4079552452558346e-08
1993,0.0,5.6499916412100504e-08
1994,0.0,5.433174266045171e-08
1995,0.0,4.771756678678685e-08
1996,0.0,3.896807410086467e-08
1997,0.0,4.746945692080118e-08
1998,0.0,4.1959538066294044e-08
1999,0.0,6.352579329238495e-08
2000,0.0,4.99237543527542e-08
2001,0.0,4.8193328439083416e-08
2002,0.0,5.257465929275895e-08
2003,0.0,4.875299774997899e-08
2004,0.0,3.6119288365776825e-08
2005,0.0,6.440362199100491e-08
2006,0.0,3.9943533813868726e-08
2007,0.0,3.674920989737984e-08
2008,0.0,2.7247613942904536e-08
2009,4.76819250749827e-10,7.915199295993602e-08
2010,0.0,8.077685720309091e-08
2011,3.82397197240536e-10,6.080115511064577e-08
2012,0.0,3.608507981311959e-08
2013,0.0,5.4109027480819805e-08
2014,0.0,5.218722778921325e-08
2015,0.0,7.203870211469621e-08
2016,0.0,7.746811769848705e-08
2017,0.0,5.961998894576936e-08
2018,0.0,5.1629333031044666e-08
2019,0.0,4.795857139194837e-08
