year,institutions_NOUN égales_ADJ,institutions_NOUN légales_ADJ
1854,1.558699391779328e-09,1.0391328686409906e-08
1855,0.0,1.5920811335945473e-08
1856,0.0,3.1063134287023786e-08
1857,0.0,4.4421732070532016e-08
1858,4.893676019968041e-10,1.8595969208945462e-08
1859,1.5276520048956854e-09,3.768208145515928e-08
1860,4.577183909670879e-10,1.327383358784573e-08
1861,1.4147891747029462e-09,1.5091083938045813e-08
1862,6.776979422085105e-09,1.8071945717679228e-08
1863,0.0,7.491931519609807e-09
1864,0.0,3.308362295229017e-08
1865,0.0,1.1296426905005319e-08
1866,4.865612912574591e-10,5.157549765044678e-08
1867,0.0,9.220341823379385e-09
1868,0.0,1.531360993567432e-08
1869,4.883519144627257e-10,2.783605879130846e-08
1870,0.0,4.6445794765759274e-08
1871,0.0,2.7615060460561835e-08
1872,0.0,1.9351485747165498e-08
1873,0.0,2.6338419445437466e-08
1874,1.7923826867161097e-09,1.9118749250424116e-08
1875,0.0,1.830888685105947e-08
1876,0.0,1.3905833817773328e-08
1877,6.184815992682502e-10,3.401648740464225e-08
1878,0.0,5.012443438090486e-08
1879,0.0,3.787781821529279e-08
1880,1.2835692508872398e-09,3.273101611966922e-08
1881,0.0,2.022027167924989e-08
1882,0.0,1.9966154951589488e-08
1883,0.0,1.8326083761621703e-08
1884,0.0,1.4523733327109767e-08
1885,0.0,2.6427105837001363e-08
1886,3.2267319927115068e-09,2.0651084398082276e-08
1887,0.0,2.6768590899450828e-08
1888,0.0,1.2047167707862627e-08
1889,0.0,3.3205225236088154e-08
1890,0.0,1.7041404731799048e-08
1891,0.0,2.8683990294098294e-08
1892,0.0,1.817868522380195e-08
1893,1.2316833108982905e-09,9.23762488724833e-09
1894,0.0,1.071261657159539e-08
1895,0.0,2.166701307260155e-08
1896,0.0,1.592197840238896e-08
1897,0.0,6.992056267307589e-09
1898,0.0,1.1882545614128048e-08
1899,0.0,1.9346524382513053e-08
1900,0.0,9.863001082521805e-09
1901,1.1177477832191585e-09,3.409130755471779e-08
1902,0.0,3.191684427861219e-08
1903,0.0,2.4841012802312434e-08
1904,0.0,3.547252447333449e-08
1905,0.0,2.580379465655369e-08
1906,0.0,2.1091157265118454e-08
1907,0.0,2.4171363577352167e-08
1908,0.0,2.2101250607420297e-08
1909,0.0,2.1453836041018803e-08
1910,0.0,3.90122991689168e-08
1911,0.0,1.702519725199636e-08
1912,5.209421227725386e-10,1.614920641657136e-08
1913,1.060597942803554e-09,1.4318072061314524e-08
1914,0.0,1.4063162190325329e-08
1915,0.0,1.5314990164938536e-08
1916,0.0,1.4283700444650549e-08
1917,1.0966424435210342e-09,9.869782324756216e-09
1918,0.0,1.9526840588923733e-08
1919,0.0,4.4197673076951105e-08
1920,0.0,2.4231141537711665e-08
1921,0.0,3.937828552125211e-08
1922,7.377935484775833e-10,3.467629738906908e-08
1923,0.0,2.0170300985000722e-08
1924,5.156649773851996e-09,2.836157442231979e-08
1925,0.0,2.1996356736053713e-08
1926,0.0,2.1177662290483568e-08
1927,0.0,2.8987985345452216e-08
1928,0.0,2.399468712610542e-08
1929,0.0,2.0052731031228177e-08
1930,0.0,2.3107928015519974e-08
1931,1.1405356659111021e-09,2.6232321204133768e-08
1932,0.0,2.4110979879310435e-08
1933,0.0,1.0323596200123575e-08
1934,1.1981580172459871e-09,4.553000465534751e-08
1935,0.0,2.154291145473053e-08
1936,0.0,4.4861444337129797e-08
1937,0.0,3.777335422228134e-08
1938,6.482607339819424e-09,3.759912203804561e-08
1939,0.0,2.4470480752825097e-08
1940,0.0,2.2822046474857416e-08
1941,0.0,8.854508237732261e-09
1942,0.0,2.4273694165799498e-08
1943,0.0,3.774205836748479e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,2.6142048525912287e-08
1946,4.1763312808029696e-09,2.645009899993056e-08
1947,0.0,2.5033829231801974e-08
1948,0.0,3.8051606310318675e-08
1949,0.0,3.6322930441201606e-08
1950,0.0,1.701657836861159e-08
1951,0.0,2.6653504292539765e-08
1952,3.1634410646574906e-09,1.7926167217297007e-08
1953,0.0,3.878577814475648e-08
1954,0.0,2.34540866728139e-08
1955,0.0,3.0972504561077585e-08
1956,0.0,2.1802854632824165e-08
1957,0.0,3.3573144264664734e-08
1958,0.0,5.046068451974861e-08
1959,0.0,3.332821663093455e-08
1960,0.0,3.0451666077624395e-08
1961,0.0,3.752005994783758e-08
1962,0.0,3.107558654846798e-08
1963,0.0,2.909724017285953e-08
1964,0.0,4.015419108327478e-08
1965,0.0,2.9001830270658502e-08
1966,1.1078149508847446e-09,3.101881773659443e-08
1967,0.0,3.69775179365206e-08
1968,4.4914158503495116e-10,4.581244184009847e-08
1969,0.0,4.1329997202410595e-08
1970,0.0,3.7709543931896405e-08
1971,0.0,4.213486093362917e-08
1972,0.0,2.7702792948502974e-08
1973,0.0,3.0322620858669325e-08
1974,2.812785782069227e-09,3.4878542720662153e-08
1975,1.1422960355389478e-09,2.2845920710778955e-08
1976,0.0,3.313845553520878e-08
1977,0.0,3.349765620441758e-08
1978,5.940591352171509e-10,4.039602075067705e-08
1979,0.0,3.2771051650115623e-08
1980,1.1370301367108482e-09,3.0699812469947574e-08
1981,6.325549528618524e-10,4.364629191400127e-08
1982,1.2415004579935385e-09,4.345251625181845e-08
1983,0.0,2.841892232652299e-08
1984,0.0,2.7835241667162336e-08
1985,6.015558051686298e-10,3.789801539255677e-08
1986,0.0,4.016305155118971e-08
1987,0.0,6.355249837497468e-08
1988,0.0,3.897759981441595e-08
1989,0.0,2.4147738031388144e-08
1990,0.0,3.705082818328265e-08
1991,5.861465202094962e-10,3.985796226402272e-08
1992,0.0,4.1324582866764104e-08
1993,0.0,3.489700617365088e-08
1994,0.0,5.3804249944278126e-08
1995,0.0,4.663307606733724e-08
1996,0.0,4.911044726441105e-08
1997,0.0,3.212579358091716e-08
1998,0.0,5.101898281623107e-08
1999,0.0,6.44398383542466e-08
2000,4.4180314962005696e-10,4.9923755796044134e-08
2001,2.190605918883648e-09,5.0383935246145484e-08
2002,4.38122149670761e-10,6.440395594609072e-08
2003,0.0,4.583615265119079e-08
2004,8.809582507929292e-10,5.550036874524267e-08
2005,4.5037495954858286e-10,4.999161973273658e-08
2006,0.0,4.570857825569874e-08
2007,3.994479469415779e-10,3.83470037945699e-08
2008,0.0,4.640609319039868e-08
2009,0.0,3.862236042095901e-08
2010,0.0,3.8262722767967716e-08
2011,0.0,1.873746313663105e-08
2012,0.0,1.8042539906559796e-08
2013,0.0,2.342865101923053e-08
2014,0.0,2.165445245339015e-08
2015,0.0,1.7510945582444037e-08
2016,0.0,1.4292246497404903e-08
2017,0.0,1.7106156491308866e-08
2018,0.0,1.6779534206534663e-08
2019,2.55098775436835e-10,1.2754938438774843e-08
