year,des_DET aides_NOUN,des_DET laides_ADJ
1958,7.668369770286176e-07,8.272243445794913e-10
1959,6.681144717468612e-07,3.100299128533379e-09
1960,6.650920791884118e-07,6.920833350854139e-10
1961,8.094605474795458e-07,6.948159270159238e-10
1962,7.692793113633911e-07,6.341956404476434e-10
1963,9.466301733596083e-07,0.0
1964,1.0513097672415483e-06,6.083968329129164e-10
1965,1.1743005625675096e-06,5.472043373977442e-10
1966,1.2806340290438811e-06,1.6617224263271169e-09
1967,1.4342346119633476e-06,4.930335584241163e-10
1968,1.1736069938095284e-06,0.0
1969,1.6009696786056793e-06,3.6334062425424918e-09
1970,1.5171193483709544e-06,9.197450023812337e-10
1971,1.6848805461933125e-06,0.0
1972,1.6390818711187194e-06,1.5390440033513642e-09
1973,1.4328816875242012e-06,0.0
1974,1.712423963518006e-06,1.1251143350321513e-09
1975,1.7951182513797903e-06,0.0
1976,1.687204441935819e-06,1.142705374768127e-09
1977,1.428057931462945e-06,2.938390863960194e-09
1978,1.5718804746711612e-06,5.940591352171509e-10
1979,1.6853683306727874e-06,5.851973350345929e-10
1980,1.5128185935076033e-06,0.0
1981,1.6990426046081808e-06,1.2651099057237047e-09
1982,1.8219018835807788e-06,0.0
1983,1.8655443456694343e-06,6.315316047889041e-10
1984,1.9844207557184745e-06,1.1598016991243298e-09
1985,2.1042421782802023e-06,6.015558051686298e-10
1986,2.068697042556522e-06,0.0
1987,1.98112685989571e-06,0.0
1988,2.046024099477961e-06,5.996553809062277e-10
1989,1.971882267248759e-06,0.0
1990,1.881419146698704e-06,0.0
1991,2.0151717610161768e-06,5.861465202094962e-10
1992,2.214446501724865e-06,0.0
1993,2.2971092548118577e-06,1.1078414852150331e-09
1994,2.2539760773376827e-06,0.0
1995,2.1283119799875294e-06,0.0
1996,2.3647749118893557e-06,0.0
1997,2.244010568475119e-06,0.0
1998,2.736906087541513e-06,1.43043876743576e-09
1999,2.638834207147056e-06,4.570201161957499e-10
2000,2.645958970148854e-06,0.0
2001,2.9673948018782426e-06,0.0
2002,2.7005848930450327e-06,1.3143663935011318e-09
2003,2.803088961389477e-06,0.0
2004,2.796161392870644e-06,8.809582507929292e-10
2005,2.742783401732396e-06,9.007499190971657e-10
2006,2.3957884227598925e-06,4.1178899179428186e-10
2007,2.3946903384697293e-06,3.994479469415779e-10
2008,2.7294444944203633e-06,4.257439678578834e-10
2009,2.350242131576863e-06,0.0
2010,2.3670926143637416e-06,0.0
2011,2.1605442639405226e-06,0.0
2012,1.8525943783487264e-06,3.404252713057332e-10
2013,1.8450062440056314e-06,1.1156500168141292e-09
2014,1.4835464563489609e-06,8.661780737106994e-10
2015,1.5560359778454824e-06,1.329945265027277e-09
2016,1.4143109532405163e-06,1.6570720351438695e-09
2017,1.6004319404183676e-06,2.515611330355938e-10
2018,1.3901198077093113e-06,1.290733298020541e-09
2019,1.3086567238751456e-06,1.02039510174734e-09
