year,des_DET aides_NOUN,des_DET laides_ADJ
1800,2.200915165673223e-07,0.0
1801,3.619397510590261e-07,0.0
1802,3.849085032925359e-07,0.0
1803,2.613454510580482e-07,3.900678446910888e-09
1804,3.3617172046085386e-07,0.0
1805,2.44487490697054e-07,0.0
1806,3.22746954495301e-07,0.0
1807,3.103181045460701e-07,0.0
1808,2.334056237174309e-07,0.0
1809,2.7334268004608475e-07,0.0
1810,2.9953622604494967e-07,0.0
1811,2.23129830168034e-07,7.521229861140455e-09
1812,6.027890577797734e-07,0.0
1813,4.054795845753745e-07,0.0
1814,7.08002338534186e-07,0.0
1815,3.803085260045691e-07,0.0
1816,5.098728443897471e-07,0.0
1817,3.985596066513608e-07,0.0
1818,5.293002507400502e-07,1.1921177378582115e-09
1819,3.488303890186728e-07,0.0
1820,4.710992964618299e-07,0.0
1821,4.7236527755956104e-07,0.0
1822,3.5390425523473823e-07,0.0
1823,4.5658013991811686e-07,0.0
1824,5.793725543767891e-07,0.0
1825,5.380125776e-07,0.0
1826,6.605988138730368e-07,0.0
1827,5.843751029743771e-07,0.0
1828,7.126877954455324e-07,9.172301251858528e-10
1829,5.229637256576325e-07,0.0
1830,7.399716484002283e-07,0.0
1831,6.127343925577122e-07,0.0
1832,6.967934065293946e-07,0.0
1833,5.9192342138914e-07,0.0
1834,6.562175531854564e-07,0.0
1835,5.294161269375763e-07,0.0
1836,5.30267190157474e-07,0.0
1837,6.59608037523185e-07,0.0
1838,6.400532210903975e-07,0.0
1839,8.991036892780357e-07,6.9914751765765e-10
1840,6.80919695739135e-07,0.0
1841,6.812201989170319e-07,0.0
1842,6.185020628990401e-07,1.341653010911159e-09
1843,5.841935024619715e-07,5.906911071384968e-10
1844,6.0538832080681e-07,4.9397050894128824e-09
1845,6.779977148596572e-07,2.7901139176833567e-09
1846,5.77839290194504e-07,5.269050973311096e-09
1847,6.515014128183338e-07,5.393223645455691e-10
1848,8.825608199813928e-07,0.0
1849,7.323608457454611e-07,0.0
1850,6.273032191472794e-07,0.0
1851,9.809596601684234e-07,0.0
1852,5.201925628028903e-07,1.3021090872200602e-09
1853,7.733651958830023e-07,0.0
1854,4.5669889736643654e-07,0.0
1855,7.302345572668401e-07,0.0
1856,6.507727068338909e-07,0.0
1857,5.272029675040812e-07,4.881509085841174e-10
1858,6.694549004038208e-07,0.0
1859,5.789801242883641e-07,4.582956236731661e-09
1860,6.26616476928632e-07,3.661747127736703e-09
1861,5.479949916065152e-07,0.0
1862,5.963741607217798e-07,0.0
1863,6.51298545761847e-07,0.0
1864,5.557089926000458e-07,0.0
1865,6.090656601287492e-07,9.41368871743009e-10
1866,5.245130640929574e-07,1.9462451650298362e-09
1867,6.396005520770132e-07,2.426405742994575e-09
1868,7.404871329441676e-07,0.0
1869,6.397409872960225e-07,0.0
1870,6.943933161807081e-07,1.7202146374017957e-09
1871,7.477308905379232e-07,0.0
1872,5.230948225687371e-07,6.047339295989218e-10
1873,5.644802456572506e-07,0.0
1874,7.516058131429304e-07,0.0
1875,6.419553439940273e-07,0.0
1876,5.659069888253043e-07,0.0
1877,5.182875675302512e-07,0.0
1878,5.990776017483768e-07,3.6234530931267273e-09
1879,8.100965138702065e-07,6.109325489944695e-09
1880,5.429497860198751e-07,0.0
1881,5.961493840800358e-07,0.0
1882,5.59717872050669e-07,0.0
1883,6.281422741949427e-07,0.0
1884,5.419993147626201e-07,6.601696966868076e-10
1885,5.549692101425308e-07,0.0
1886,6.388929074674365e-07,0.0
1887,5.347189464544044e-07,1.9586774424595887e-09
1888,6.949313551274372e-07,6.340614699951175e-10
1889,5.494524906168863e-07,3.132568426877924e-09
1890,4.876463446379375e-07,1.3108772956016423e-09
1891,5.86428256621474e-07,6.374220040683554e-10
1892,4.927050589742521e-07,0.0
1893,5.622634420276995e-07,0.0
1894,5.35630861442371e-07,0.0
1895,5.380641603380809e-07,6.018614495673091e-10
1896,5.484236886843519e-07,0.0
1897,5.407190180051202e-07,0.0
1898,5.482946043855463e-07,0.0
1899,4.339149022314359e-07,1.6582735185011188e-09
1900,4.5577445462186006e-07,5.19105292084987e-09
1901,5.136051006715547e-07,0.0
1902,5.293285809671033e-07,4.910283846193408e-10
1903,4.6765906347445707e-07,0.0
1904,5.288630910982306e-07,2.6873125946735854e-09
1905,4.892399481093435e-07,0.0
1906,4.5783242796915147e-07,0.0
1907,5.487414025395765e-07,1.028568674676933e-09
1908,4.7100219902063145e-07,4.911389073214423e-10
1909,5.65501101057464e-07,7.151278680339601e-09
1910,4.5585604091513687e-07,1.6032452032632705e-09
1911,4.926666559157411e-07,2.128149656499545e-09
1912,4.438426994823885e-07,5.209421227725386e-10
1913,4.5340563392670674e-07,0.0
1914,4.5939661585947533e-07,8.705766774141921e-09
1915,3.8051860151711026e-07,1.1780761921542648e-09
1916,4.7136212089071705e-07,0.0
1917,4.298838245375691e-07,0.0
1918,3.7790177920271617e-07,1.1486376294556067e-09
1919,4.088284564218725e-07,0.0
1920,3.362070875034817e-07,0.0
1921,4.0968563208565456e-07,7.572747429129834e-10
1922,3.6668339031820096e-07,0.0
1923,4.161451667705762e-07,0.0
1924,3.880379049192584e-07,0.0
1925,4.3002875571573895e-07,4.399271169575059e-09
1926,3.1432110869644703e-07,1.1146138456652466e-09
1927,3.7795872209756e-07,1.1149224876660924e-09
1928,3.416386320509446e-07,0.0
1929,3.264139052383541e-07,0.0
1930,5.293816291995768e-07,0.0
1931,3.683930112075018e-07,2.2810713318222042e-09
1932,3.6056874375134385e-07,2.1919073223131136e-09
1933,3.613258705570388e-07,0.0
1934,4.445166101874065e-07,0.0
1935,3.9615019886696246e-07,0.0
1936,3.685913219086956e-07,2.424942913137329e-09
1937,3.512921864512464e-07,1.2591118148108649e-09
1938,3.370955745651827e-07,2.5930428915188486e-09
1939,3.395279186690914e-07,1.5294050470515685e-09
1940,3.499380483162895e-07,0.0
1941,4.220648812669481e-07,0.0
1942,5.249186627587221e-07,0.0
1943,3.1645262876800473e-07,0.0
1944,3.6951640325355584e-07,0.0
1945,3.9866624845785736e-07,2.178504043826024e-09
1946,3.327143849318759e-07,2.7842208538686464e-09
1947,3.1232682395909706e-07,0.0
1948,4.250908016700805e-07,1.0871887834440486e-09
1949,9.522498047864758e-07,0.0
1950,3.2012438033746093e-07,0.0
1951,3.71016772859889e-07,0.0
1952,3.669591719379639e-07,0.0
1953,3.501494010293982e-07,1.0773827385790469e-09
1954,3.7819714826525797e-07,0.0
1955,4.82420237091219e-07,1.8771215692936494e-09
1956,5.398386564436919e-07,0.0
1957,4.921116141254345e-07,0.0
