year,ces_DET ans_NOUN,ces_DET lents_ADJ
1903,6.48026410310365e-09,1.3500550899436803e-08
1904,6.987012746151322e-09,1.1824175416563776e-08
1905,8.257214467732865e-09,2.4255568220610257e-08
1906,5.658602919567102e-09,1.491813489407079e-08
1907,8.228549175370858e-09,3.291419825579567e-08
1908,9.822778146428846e-09,6.875944480455587e-09
1909,5.500983557560346e-09,1.1001967059609541e-08
1910,1.2825962070195374e-08,5.878565634276356e-09
1911,1.276889838308648e-08,6.916486494645824e-09
1912,6.772247596043002e-09,1.1460726589973547e-08
1913,4.772690798127144e-09,2.0681659274046638e-08
1914,4.68772043404897e-09,1.6741859454327823e-08
1915,1.64930663570928e-08,5.890380960771324e-09
1916,1.3184954461564757e-08,1.2086207812345151e-08
1917,1.644963654179321e-08,1.2063066656686772e-08
1918,3.2161855401113826e-08,1.2635013924011673e-08
1919,2.0257266697409904e-08,2.762354434082681e-08
1920,5.300562211374427e-09,2.6502810168693713e-08
1921,2.7261891411001216e-08,1.3630945761011759e-08
1922,2.5084979815570563e-08,1.2542490601674672e-08
1923,3.3971033541746465e-08,1.4862327812892318e-08
1924,3.222906141964188e-08,7.734974438733389e-09
1925,1.8696902470694e-08,1.4297631523163545e-08
1926,1.560459417238036e-08,1.4489980437737415e-08
1927,1.783875902550136e-08,1.7838759802657478e-08
1928,9.140832757381645e-09,2.170947821511504e-08
1929,3.119313785049371e-08,2.0052731475317387e-08
1930,1.4705044848462023e-08,1.680576589002669e-08
1931,2.0529641986399838e-08,1.2545892325022123e-08
1932,2.1919073223131136e-08,2.520693354046699e-08
1933,1.1470662197865522e-08,1.261772819560747e-08
1934,1.1981580172459871e-08,1.9170528275935794e-08
1935,1.4361940969820353e-08,1.6755596909945325e-08
1936,2.667437293268904e-08,1.6974600391961303e-08
1937,8.813782592653752e-09,2.644134844409507e-08
1938,1.555825723809079e-08,1.2965214235549638e-08
1939,1.988226649984881e-08,1.2235240376412548e-08
1940,2.2822046030768206e-08,0.0
1941,8.854508237732261e-09,1.1806010391524069e-08
1942,2.730790527039062e-08,2.4273694165799498e-08
1943,3.774205858952939e-08,1.161294105322952e-08
1944,2.2492303131116387e-08,9.639558484764166e-09
1945,1.9606536838523425e-08,3.921307367704685e-08
1946,1.6705325123211878e-08,1.80974355501462e-08
1947,2.0265480182857232e-08,2.3841742802233057e-08
1948,1.848220909650422e-08,2.609253013652335e-08
1949,6.8719057111366055e-09,2.0615717577499026e-08
1950,1.4889506072535141e-08,2.8715476219076663e-08
1951,1.2793682113709792e-08,9.595261474260042e-09
1952,1.0544804140977249e-08,2.0035128001083535e-08
1953,4.3095309543161875e-09,1.8315506555843797e-08
1954,7.818028890937967e-09,1.1727043114362345e-08
1955,1.1262729859851106e-08,1.8771215692936494e-08
1956,1.3081711935925e-08,2.7035539806874453e-08
1957,7.068030161150318e-09,8.835037590415595e-09
1958,1.2408365446248126e-08,2.1507832848044472e-08
1959,1.6276571201956358e-08,2.2477168570844697e-08
1960,1.5917916984520275e-08,1.9378333604436193e-08
1961,1.04222386276831e-08,1.737039800886464e-08
1962,1.0781325554543031e-08,1.4586499674784648e-08
1963,1.099229041123806e-08,1.8104949095487655e-08
1964,6.69236516204208e-09,2.007709509754818e-08
1965,1.2038495422750373e-08,2.5718604135249734e-08
1966,8.862519385033352e-09,1.2185964570754493e-08
1967,1.3804939524852955e-08,2.0214376728056038e-08
1968,2.7846778827278484e-08,2.1558796858833773e-08
1969,1.2262746040825334e-08,1.5896152283367826e-08
1970,1.4715919871566285e-08,1.287643042191533e-08
1971,2.3122787906615372e-08,1.8498230613950284e-08
1972,1.0260293503705498e-08,5.643161382629103e-09
1973,1.0475086797967492e-08,1.4885650490015223e-08
1974,7.875800345225059e-09,1.8001829582559026e-08
1975,8.567220266542108e-09,1.028066387576132e-08
1976,6.8562320265641574e-09,1.3712464885795583e-08
1977,8.227494963097826e-09,1.2341241639735046e-08
1978,8.910887139279566e-09,1.3069301196821925e-08
1979,1.1118749476679568e-08,1.1703946700691858e-08
1980,1.0801786243241907e-08,4.548120546843393e-09
1981,1.3283654287654656e-08,1.7078984226870375e-08
1982,2.483000915987077e-09,7.449002747961231e-09
1983,6.315316158911344e-09,1.1999100379966876e-08
1984,7.538711266352749e-09,9.858314165001048e-09
1985,1.0828004826102244e-08,9.624892771675775e-09
1986,1.019062523255343e-08,1.0190625343575732e-08
1987,9.166225667378569e-09,1.1610551631235921e-08
1988,7.195864348830128e-09,2.2786904696481258e-08
1989,6.0369343968247335e-09,1.0976243913773942e-08
1990,7.628111586832631e-09,1.19870322556892e-08
1991,9.37834432335194e-09,5.275318681885466e-09
1992,9.366905251440016e-09,6.611932834577061e-09
1993,4.985286850001103e-09,1.1078414907661482e-08
1994,7.3848970827405935e-09,1.2659824077942972e-08
1995,6.506941097050856e-09,1.4098372247417501e-08
1996,8.540947504798169e-09,1.0676184380997711e-08
1997,9.589788629860152e-09,1.1028256974299211e-08
1998,5.244941925219848e-09,1.096669710598519e-08
1999,8.683382124452521e-09,1.0054442611817649e-08
2000,5.743440834038438e-09,1.1045078851523726e-08
2001,3.94309060403053e-09,7.886181263572212e-09
2002,3.066854992184176e-09,9.200564754507923e-09
2003,6.667076501987168e-09,7.500461585152607e-09
2004,7.047666006343434e-09,9.690540814233373e-09
2005,1.0808999362232896e-08,5.854874252086972e-09
2006,7.41220168576362e-09,1.4824403704594147e-08
2007,6.7906151812735516e-09,1.3181782249072072e-08
2008,7.663391587975354e-09,1.2772319285536682e-08
2009,9.059566208335923e-09,1.0966842545201416e-08
2010,8.0304479732618e-09,1.039234459598859e-08
2011,5.353560678100777e-09,8.030340808984349e-09
2012,5.446804396402882e-09,7.489355857703828e-09
2013,1.1435412616833673e-08,8.088462566391286e-09
2014,6.929424548052232e-09,1.5591205659859497e-08
2015,5.541438599654391e-09,1.1747849248955333e-08
2016,9.528164313099552e-09,1.1806638111622192e-08
2017,9.307761950072546e-09,9.810884549210641e-09
2018,7.744400343234759e-09,9.80957387541892e-09
2019,3.5713829116268414e-09,6.3774696634766315e-09
