year,taxes_NOUN égales_ADJ,taxes_NOUN légales_ADJ
1887,5.223139698529167e-09,8.48760173255414e-09
1888,1.6485598663962264e-08,1.1413106904001324e-08
1889,6.265136853755848e-09,8.771191772893872e-09
1890,4.5880703680722945e-09,8.520702365899524e-09
1891,1.3385862196457765e-08,8.286486163910922e-09
1892,8.149066310636499e-09,2.6954603882245465e-08
1893,1.0469308087124318e-08,2.0938616174248637e-08
1894,6.301539290376468e-09,6.9316934414587195e-09
1895,6.6204757231957956e-09,1.8657704714541978e-08
1896,7.076434549446731e-09,6.486732040400511e-09
1897,2.330685333618021e-08,8.157399200570126e-09
1898,4.7530182456512193e-08,6.7900258748920805e-09
1899,1.3818945987509323e-08,6.080336234504102e-09
1900,1.0901211489056095e-08,5.19105292084987e-09
1901,6.706486921359556e-09,7.265360757457984e-09
1902,1.0802624572647801e-08,1.5712908307818907e-08
1903,1.0260418292773466e-08,1.1340462791054051e-08
1904,1.4511488011237361e-08,1.0211787859759625e-08
1905,1.8062657147766004e-08,1.651442893546573e-08
1906,5.658602919567102e-09,1.3374879870298173e-08
1907,9.771402353919711e-09,1.131425531042396e-08
1908,4.911389073214423e-09,1.7680999775393502e-08
1909,1.5402754627302784e-08,1.4852655993990993e-08
1910,5.34415089958884e-09,1.977335806202518e-08
1911,1.4365010514438836e-08,6.916486494645824e-09
1912,1.0939784189645252e-08,1.0939784189645252e-08
1913,7.954484182448596e-09,2.6514948014977335e-09
1914,8.036092680185902e-09,6.696743604095445e-09
1915,8.246533234057551e-09,1.1780762143587253e-08
1916,5.493730803607377e-09,3.186363883855847e-08
1917,7.676496771580332e-09,2.52227767560953e-08
1918,3.44591288836682e-09,6.89182577673364e-09
1919,9.207848372660976e-10,8.287063479883727e-09
1920,8.329454459499175e-09,1.2872794385998532e-08
1921,3.0290989716519334e-09,1.060184651180407e-08
1922,2.2133805899215986e-09,2.951174193910333e-09
1923,2.1231896241147297e-09,1.9108707505210987e-08
1924,0.0,1.804827398643738e-08
1925,5.499089184013428e-09,1.7597084678300234e-08
1926,1.671920735191179e-08,1.89484357093761e-08
1927,7.804457524684949e-09,8.919379901328739e-09
1928,1.3711249025050165e-08,4.570416489713125e-09
1929,3.342121912552898e-09,1.5596569369336066e-08
1930,5.2518016602221e-09,1.7856125467119455e-08
1931,3.4216069977333063e-09,1.2545892325022123e-08
1932,6.575722188983946e-09,1.6439305028370654e-08
1933,8.02946331646126e-09,8.02946331646126e-09
1934,1.0783422155213884e-08,5.990790086229936e-09
1935,3.590485242455088e-09,1.0771455727365264e-08
1936,6.0623572828433225e-09,9.699771652549316e-09
1937,1.2591118370153254e-08,1.1332006444320086e-08
1938,1.5558256905023882e-08,9.075650453382877e-09
1939,1.5294050470515685e-09,1.988226472349197e-08
1940,0.0,5.5787225505810056e-08
1941,5.9030051957620344e-09,1.4757512545315876e-08
1942,1.2136847082899749e-08,1.2136847082899749e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,8.714016175304096e-09
1946,0.0,6.960552134671616e-09
1947,7.152522574216391e-09,7.152522574216391e-09
1948,0.0,1.3046265401328583e-08
1949,2.945102384188658e-09,7.853606653895895e-09
1950,0.0,3.190608444114673e-09
1951,3.1984206394497505e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,9.490323193972472e-09
1953,0.0,8.619061908632375e-09
1954,0.0,5.863521668203475e-09
1955,9.385607846468247e-10,2.815682353940474e-09
1956,8.72114158667614e-10,2.616342476002842e-09
1957,0.0,2.6505113659425206e-09
1958,2.4816730892496253e-09,1.6544486891589827e-09
1959,0.0,4.650448914844674e-09
1960,2.076250060767393e-09,8.305000243069571e-09
1961,0.0,5.55852741612739e-09
1962,1.2683912808952869e-09,0.0
1963,0.0,2.5864212993553792e-09
1964,2.4335873316516654e-09,5.475571551727398e-09
1965,0.0,3.2832261354087677e-09
1966,5.539074754423723e-10,1.6617224263271169e-09
1967,0.0,3.944268467392931e-09
1968,2.245707841908029e-09,2.245707841908029e-09
1969,1.3171097990039016e-08,2.679637134406221e-08
1970,9.657322941336588e-09,1.5635665207014426e-08
1971,1.0276794970565106e-09,3.083038491169532e-09
1972,1.0260293725750103e-09,4.104117490300041e-09
1973,1.6539611902288698e-09,2.7566018356850464e-09
1974,0.0,1.0688586016271984e-08
1975,1.1422960355389478e-09,5.140332159925265e-09
1976,2.285410749536254e-09,2.856763492431469e-09
1977,1.7630346071939584e-09,5.289103821581875e-09
1978,2.3762365408686037e-09,7.128709622605811e-09
1979,1.1703946700691858e-09,5.851973350345929e-10
1980,2.2740602734216964e-09,2.8425752862659692e-09
1981,0.0,1.8976649140967083e-09
1982,6.2075020679230875e-09,1.8622506869903077e-09
1983,0.0,3.157658134966823e-09
1984,0.0,3.479405208395292e-09
1985,0.0,1.2031116103372597e-09
1986,5.994485463567401e-10,4.7955883708539204e-09
1987,0.0,1.8332451112712533e-09
1988,1.1993107618124554e-09,0.0
1989,5.488122178931576e-10,1.0976244357863152e-09
1990,0.0,5.44865097484859e-10
1991,0.0,2.9307325455363298e-09
1992,0.0,8.264915862810085e-09
1993,5.539207426075166e-10,4.985286850001103e-09
1994,0.0,9.494868002946077e-09
1995,0.0,2.1689803286761844e-09
1996,0.0,1.6014276571496566e-09
1997,0.0,2.876936688878118e-09
1998,0.0,2.3840645013706308e-09
1999,1.3710603763428253e-09,4.113180906983871e-09
2000,4.4180314962005696e-10,2.6508188977203417e-09
2001,1.7524847129024579e-09,8.762423564512289e-10
2002,0.0,3.504977197366088e-09
2003,4.1669229178253886e-10,4.166922806803086e-09
2004,4.404791253964646e-10,8.809582507929292e-10
2005,1.8014998381943315e-09,3.1526248278623825e-09
2006,0.0,5.7650457740976435e-09
2007,0.0,3.1955835755326234e-09
2008,4.257439678578834e-10,4.6831836186811415e-09
2009,4.76819250749827e-10,2.860915504498962e-09
2010,4.723793023408973e-10,2.8342759250676863e-09
2011,0.0,1.529588788962144e-09
2012,0.0,1.3617010852229328e-09
2013,1.1156500168141292e-09,1.9523875849358774e-09
2014,0.0,2.165445156521173e-09
2015,0.0,2.881548111233201e-09
2016,6.214020409345267e-10,3.314144070287739e-09
2017,2.515611330355938e-10,5.031222660711876e-10
2018,0.0,1.8070267504555204e-09
2019,0.0,0.0
