year,ses_DET yeux_NOUN,ses_DET lieues_NOUN
1800,3.450406188676425e-05,4.087413785214267e-08
1801,3.3608010426178225e-05,0.0
1802,2.996467912907974e-05,0.0
1803,3.191730081653077e-05,1.5602713787643552e-08
1804,3.6257108490644896e-05,0.0
1805,3.653950864190847e-05,0.0
1806,2.7900320105800347e-05,0.0
1807,2.5616901552893978e-05,0.0
1808,2.9701432595174992e-05,0.0
1809,2.538472597279906e-05,0.0
1810,3.952474207835621e-05,0.0
1811,2.8826368634327082e-05,0.0
1812,2.6912131033896003e-05,0.0
1813,3.0379334930330515e-05,2.8757416448144113e-09
1814,2.5497525143691746e-05,1.5733386149463513e-08
1815,2.351709167669469e-05,0.0
1816,2.675673772500886e-05,2.3176038865813098e-09
1817,2.7477259322949976e-05,0.0
1818,3.165191753851104e-05,0.0
1819,3.0402068318835518e-05,1.035105001712111e-09
1820,3.261027802636818e-05,1.1866481131050932e-09
1821,2.9223534284028574e-05,0.0
1822,3.093103043738665e-05,0.0
1823,2.8087584837521717e-05,0.0
1824,3.0324426234074053e-05,0.0
1825,2.9271052994772617e-05,8.805443041381977e-10
1826,2.7310917516842892e-05,1.5854372037438225e-08
1827,2.4136350816661434e-05,0.0
1828,2.6153899625569466e-05,9.172301251858528e-10
1829,2.669258390142204e-05,0.0
1830,3.08471114749409e-05,0.0
1831,2.804078428653156e-05,3.1182412207897414e-09
1832,3.4198352295788936e-05,0.0
1833,3.1413643000632874e-05,9.266902800675325e-09
1834,2.9645537324540783e-05,0.0
1835,3.165833015827957e-05,0.0
1836,3.0483977525364025e-05,6.720750067579218e-10
1837,2.8849502314187703e-05,6.957890930081589e-10
1838,2.710189926347084e-05,0.0
1839,2.691787892672437e-05,0.0
1840,2.7604320052887488e-05,0.0
1841,2.719680185236939e-05,0.0
1842,2.9066241268083104e-05,6.708265054555795e-10
1843,2.808913404805935e-05,0.0
1844,3.03308877391828e-05,0.0
1845,3.0301753554340394e-05,0.0
1846,2.741311720910744e-05,0.0
1847,2.5968371005546942e-05,0.0
1848,2.4697221988390083e-05,1.6090443422100975e-09
1849,2.4393314902226848e-05,0.0
1850,2.5292405553045683e-05,0.0
1851,2.3733934881420282e-05,0.0
1852,2.6593624511406233e-05,0.0
1853,2.850403097909293e-05,0.0
1854,2.9359140512497106e-05,5.195664454227256e-10
1855,3.1411229883815395e-05,0.0
1856,2.945717051261454e-05,0.0
1857,2.9637593456754985e-05,0.0
1858,3.2142153486347524e-05,9.787352261980686e-09
1859,3.377689392891625e-05,0.0
1860,3.403914411137521e-05,0.0
1861,3.206100916486321e-05,0.0
1862,3.181746592417767e-05,0.0
1863,3.1499575811722025e-05,3.496234635136375e-09
1864,3.088284211116843e-05,4.794727948009836e-10
1865,3.0833125492790714e-05,0.0
1866,3.026362662694737e-05,3.8924903300596725e-09
1867,2.9755984428447846e-05,6.79393608038481e-09
1868,2.7807538685920008e-05,0.0
1869,3.133558868739783e-05,0.0
1870,2.7837659672513837e-05,0.0
1871,2.523166926948761e-05,0.0
1872,2.850897101325245e-05,1.2094678591978436e-09
1873,2.59906325936754e-05,5.387403856360606e-09
1874,2.674354573173332e-05,2.9873046258899194e-09
1875,2.760522409062105e-05,2.8607636259891933e-09
1876,2.577174291218398e-05,0.0
1877,2.7753742756431166e-05,0.0
1878,2.380186060690903e-05,2.4156354694326865e-09
1879,2.6109422719855502e-05,0.0
1880,2.544547635352501e-05,0.0
1881,2.6306573772671982e-05,1.3945015142624584e-09
1882,2.7382916186979855e-05,0.0
1883,2.506439420812967e-05,3.791603475633565e-09
1884,2.6408109079056885e-05,6.601696966868076e-10
1885,2.534423981614964e-05,1.2891271383708158e-09
1886,2.5025241370713047e-05,1.2906927748801422e-09
1887,2.5954434477171162e-05,0.0
1888,2.543030336710217e-05,0.0
1889,2.489201551725273e-05,0.0
1890,2.4050009869824862e-05,0.0
1891,2.3258890792021703e-05,0.0
1892,2.3844168026698753e-05,5.014809900671935e-09
1893,2.403075677648303e-05,0.0
1894,2.451361785915651e-05,3.150769645188234e-09
1895,2.5231236463696405e-05,6.018614495673091e-10
1896,2.5228078925465525e-05,0.0
1897,2.4360906650144898e-05,0.0
1898,2.444579104121658e-05,1.6975064687230201e-09
1899,2.457008554301865e-05,1.1055156790007459e-09
1900,2.5483398189862783e-05,0.0
1901,2.4263509772026737e-05,0.0
1902,2.0536279976113292e-05,0.0
1903,2.296767604548222e-05,0.0
1904,2.162480484457774e-05,1.0749250378694342e-09
1905,2.1227749357422e-05,0.0
1906,2.3070638349054207e-05,5.144184522798412e-10
1907,2.2676854200653906e-05,3.599990305858114e-09
1908,2.4040759058152616e-05,9.822778146428846e-10
1909,2.5009121486618824e-05,0.0
1910,2.574544578237692e-05,0.0
1911,2.3100532303033106e-05,0.0
1912,2.394510534031724e-05,2.6047106693738442e-09
1913,2.3600955387337308e-05,5.30298971401777e-10
1914,2.313256209163228e-05,0.0
1915,2.030414259479585e-05,1.1780761921542648e-09
1916,2.251770524708263e-05,0.0
1917,2.385964899076498e-05,0.0
1918,2.3923824073790456e-05,6.89182577673364e-09
1919,2.4282016966026276e-05,0.0
1920,2.517615621400182e-05,0.0
1921,2.6653041459212545e-05,0.0
1922,3.0297491548481048e-05,0.0
1923,2.939556088676909e-05,0.0
1924,2.855623733921675e-05,2.578324886925998e-09
1925,2.9337639489313005e-05,2.1996355847875293e-09
1926,2.8118362706663902e-05,0.0
1927,3.374758989593829e-05,0.0
1928,2.7269389647699427e-05,9.14083297942625e-09
1929,2.776300607365556e-05,2.2280812750352652e-09
1930,2.4234965167124756e-05,0.0
1931,2.3296581730392063e-05,0.0
1932,2.393891554675065e-05,0.0
1933,2.244120264549565e-05,4.588264879146209e-09
1934,2.2078457845964294e-05,0.0
1935,2.3255572386915446e-05,7.180970484910176e-09
1936,2.2744752413927927e-05,1.2124714565686645e-09
1937,2.2588465981243644e-05,1.2591118148108649e-09
1938,2.350593445044069e-05,9.075650453382877e-09
1939,2.29762515573384e-05,0.0
1940,1.739293509217532e-05,0.0
1941,2.465980355736974e-05,0.0
1942,2.3460526108465274e-05,0.0
1943,2.7197506824450102e-05,0.0
1944,2.7729797238862375e-05,3.2131861615880553e-09
1945,2.97910421522829e-05,4.357008087652048e-09
1946,2.959905191346479e-05,0.0
1947,3.0138346346575418e-05,1.1920870957027319e-09
1948,2.7695046355802333e-05,2.174377566888097e-09
1949,2.4242120616690954e-05,9.817008317369869e-10
1950,2.7718941964849364e-05,0.0
1951,2.5707837721711257e-05,0.0
1952,2.4764471390881226e-05,0.0
1953,2.3633466980754747e-05,0.0
1954,2.6442529133419157e-05,1.9545072227344917e-09
1955,2.31815120059764e-05,2.815682353940474e-09
1956,2.5506723432044964e-05,0.0
1957,2.3631075919183786e-05,0.0
1958,2.4361757141377893e-05,0.0
1959,2.289880944772449e-05,1.5501495642666896e-09
1960,2.5553100158504094e-05,0.0
1961,2.5488627443337464e-05,4.16889545107324e-09
1962,2.5705852294777287e-05,0.0
1963,2.5544142999933683e-05,0.0
1964,2.467475110279338e-05,6.083968329129164e-10
1965,2.3595450784341665e-05,1.0944086747954884e-09
1966,2.5762790528460755e-05,0.0
1967,2.5816222660068888e-05,1.4791006197611978e-09
1968,2.613464971545909e-05,0.0
1969,2.1883551198698115e-05,0.0
1970,2.1228174318821402e-05,1.3796175313274261e-09
1971,2.3115081603464205e-05,1.0276794970565106e-09
1972,2.1097216290399956e-05,2.0520587451500205e-09
1973,1.9676624333442305e-05,0.0
1974,1.6812583908176748e-05,0.0
1975,1.6530736729691853e-05,0.0
1976,1.7641657564126945e-05,0.0
1977,1.7709094777274004e-05,1.1753563677885381e-09
1978,1.9831475924547703e-05,1.1881182704343018e-09
1979,2.041987602297013e-05,5.851973350345929e-10
1980,1.982355286145321e-05,1.7055452605774235e-09
1981,2.0960341089448775e-05,0.0
1982,2.1080677015561378e-05,0.0
1983,2.0978848624508828e-05,1.2630632095778083e-09
1984,2.1018505776737584e-05,5.799008495621649e-10
1985,2.078615830214403e-05,0.0
1986,2.2094474616096704e-05,1.1988970927134801e-09
1987,2.1305974087226787e-05,2.4443267410134695e-09
1988,2.1288365132932086e-05,5.996553809062277e-10
1989,2.1377883058448788e-05,0.0
1990,2.0478209876273468e-05,0.0
1991,2.0018662212351046e-05,5.861465202094962e-10
1992,2.095762340559304e-05,1.1019888335184191e-09
1993,2.2123041162558366e-05,5.539207426075166e-10
1994,2.1615593823298695e-05,5.274926606624319e-10
1995,2.2442982299253345e-05,1.0844901643380922e-09
1996,2.0995250793021114e-05,5.338092190498855e-10
1997,2.1406326141004683e-05,0.0
1998,2.237682974737254e-05,3.337690568372409e-09
1999,2.15448421840847e-05,9.140402323914998e-10
2000,2.149902434211981e-05,0.0
2001,2.216279722233594e-05,0.0
2002,2.341149456697167e-05,1.3143663935011318e-09
2003,2.3864384502303437e-05,4.1669229178253886e-10
2004,2.387969561823411e-05,4.404791253964646e-10
2005,2.418468466203194e-05,2.702249757291497e-09
2006,2.7035594030166976e-05,0.0
2007,3.5550069696910214e-05,3.994479469415779e-10
2008,3.8624769786110846e-05,8.514879357157668e-10
2009,4.330901447247015e-05,0.0
2010,5.668835001415573e-05,9.447586046817946e-10
2011,6.225770448509138e-05,7.64794394481072e-10
2012,7.59090453357203e-05,3.404252713057332e-10
2013,8.730100580578437e-05,1.6734750252211938e-09
2014,9.296148164139595e-05,4.330890368553497e-10
2015,9.480293101660209e-05,6.649726325136385e-10
2016,9.763862180989236e-05,4.1426800878596737e-10
2017,9.928338113240898e-05,2.515611330355938e-10
2018,0.00010974718134093564,5.162933414126769e-10
2019,0.00010427391862322111,5.1019755087367e-10
