year,angles_NOUN égaux_ADJ,angles_NOUN egaux_ADJ
1800,1.3645674243889516e-06,0.0
1801,4.3575641939241905e-07,0.0
1802,6.28833049631794e-07,1.7902721083373763e-08
1803,4.5052834707348666e-07,3.510610468993036e-08
1804,1.752542289068515e-06,9.887403784603066e-09
1805,1.6772978028711805e-07,2.842877711017877e-09
1806,6.685472158096673e-07,0.0
1807,6.462587975875067e-07,0.0
1808,8.88301030954608e-07,2.2660739951163578e-09
1809,9.713830877444707e-07,2.259030518203531e-09
1810,7.909628720881301e-07,0.0
1811,1.4791752391829505e-06,5.0141535368197765e-09
1812,1.4696316839035717e-06,2.6672083208723052e-08
1813,7.620715223310981e-07,2.8757416448144113e-09
1814,8.653362328914227e-07,0.0
1815,1.6183341244868643e-07,0.0
1816,6.141650032986945e-07,0.0
1817,6.819105351496546e-07,0.0
1818,3.06374261072051e-07,0.0
1819,2.4428479150628846e-07,5.175524897538253e-09
1820,1.3646453567162098e-07,1.779972080839798e-08
1821,3.540274349234096e-07,1.97229765852569e-09
1822,5.28349971773423e-07,3.0076847679083585e-09
1823,3.864130633246532e-07,1.9765373782121287e-09
1824,6.265307774810935e-07,0.0
1825,6.304697421910532e-07,8.805443041381977e-10
1826,3.805049288985174e-07,8.807984341885344e-10
1827,2.7375301669962937e-07,1.8434546111834038e-09
1828,4.347670881088561e-07,1.8344602503717056e-09
1829,4.560929767194466e-07,1.714635211591542e-09
1830,7.58757948915445e-07,4.174734336004349e-09
1831,2.4166368461919774e-07,1.5591206103948707e-09
1832,3.57191197508655e-07,0.0
1833,3.9268499563149817e-07,1.1583628500844156e-09
1834,3.612463501667662e-07,2.8003592777992026e-09
1835,3.7588546319966554e-07,7.563087933704082e-10
1836,3.40742019488971e-07,3.36037508930076e-09
1837,4.6200395331652544e-07,0.0
1838,4.4185134129293147e-07,1.2624323808552163e-09
1839,2.810573107581149e-07,0.0
1840,2.509657406335464e-07,1.9109065441114126e-09
1841,2.8057797862857115e-07,6.420548537278137e-10
1842,5.252571781966253e-07,2.683306021822318e-09
1843,5.21580261647614e-07,0.0
1844,4.588437150232494e-07,0.0
1845,3.8949991676417994e-07,1.674068439427856e-09
1846,2.593544081719301e-07,0.0
1847,2.9662729161827883e-07,5.393223645455691e-10
1848,3.467490614639246e-07,1.6090443422100975e-09
1849,2.161889085527946e-07,8.379414939696517e-10
1850,2.939635237453331e-07,0.0
1851,3.6245845080884465e-07,6.449438760824933e-10
1852,4.3295128193676646e-07,1.9531636308300904e-09
1853,3.0217975677260256e-07,5.971931837933653e-10
1854,3.3771817697925144e-07,3.63696517347023e-09
1855,3.003726476435986e-07,2.1227748447927297e-09
1856,4.0848021853889804e-07,0.0
1857,2.6018443577413564e-07,4.881509085841174e-10
1858,2.7257775059297273e-07,1.9574704079872163e-09
1859,2.6632065441845043e-07,0.0
1860,4.311707186843705e-07,4.577183909670879e-10
1861,4.2868109062510484e-07,0.0
1862,3.0451226962213696e-07,0.0
1863,3.461272228832968e-07,0.0
1864,3.816603566519916e-07,0.0
1865,4.0055246586234716e-07,4.706844358715045e-10
1866,3.8973558957877685e-07,0.0
1867,3.6735784192387655e-07,0.0
1868,3.457911930127011e-07,0.0
1869,3.3940457910830446e-07,0.0
1870,3.675525306334748e-07,0.0
1871,3.9192144640765036e-07,2.1242354542039266e-09
1872,4.100095907233481e-07,6.047339295989218e-10
1873,6.596577009077009e-07,2.3944017879529156e-09
1874,3.44734957025139e-07,2.3898436563030145e-09
1875,4.760310616802599e-07,1.1443054281912168e-09
1876,2.56955615896004e-07,0.0
1877,2.8079065828023886e-07,0.0
1878,1.5641239770047832e-07,0.0
1879,3.0363347036654886e-07,0.0
1880,3.215340882434248e-07,6.417846254436199e-10
1881,2.649552754974138e-07,6.972507571312292e-10
1882,2.469147943884309e-07,0.0
1883,3.2923756521086034e-07,2.5277355764075082e-09
1884,2.4624330308142817e-07,1.3203393933736152e-09
1885,2.507352405700658e-07,6.445635691854079e-10
1886,2.0586550419920968e-07,0.0
1887,1.8085121666899795e-07,6.528924623161458e-10
1888,2.0924028376612114e-07,0.0
1889,1.8920712818726315e-07,1.8795409673089125e-09
1890,1.8876633589570702e-07,0.0
1891,4.372714954570256e-07,6.374220040683554e-10
1892,1.9996554101453512e-07,0.0
1893,2.2724556458797451e-07,6.158416554491453e-10
1894,2.8545971986204677e-07,1.8904617871129403e-09
1895,2.0342916684512602e-07,0.0
1896,4.4522568032334675e-07,0.0
1897,2.266591536681517e-07,5.826713556089658e-10
1898,2.563234886565624e-07,0.0
1899,2.8743409075104864e-07,1.6582735185011188e-09
1900,2.361929176686317e-07,0.0
1901,3.140871172035986e-07,1.1177477832191585e-09
1902,1.9444723875494674e-07,4.910283846193408e-10
1903,2.538103558435978e-07,0.0
1904,1.9079919866271666e-07,0.0
1905,1.8527124723277666e-07,0.0
1906,1.9445018040187279e-07,5.144184522798412e-10
1907,1.6919955214689253e-07,5.142843373384665e-10
1908,2.239593470676482e-07,1.4734167219643268e-09
1909,9.40668201110384e-08,0.0
1910,1.7315048239652242e-07,0.0
1911,2.0217422047608125e-07,5.320374141248863e-10
1912,2.3234018442508386e-07,5.209421227725386e-10
1913,1.4901401357292343e-07,0.0
1914,1.7210631142461352e-07,0.0
1915,1.2723222653221455e-07,0.0
1916,1.582194499860634e-07,3.2962386153911893e-09
1917,1.294038014520993e-07,0.0
1918,1.1371512442792664e-07,1.1486376294556067e-09
1919,1.7771147042822122e-07,0.0
1920,1.9460635769519286e-07,2.2716695191604686e-09
1921,2.0976510484160826e-07,0.0
1922,1.556744422259726e-07,0.0
1923,1.1783702547063513e-07,1.0615948120573648e-09
1924,1.7016944298120507e-07,0.0
1925,1.1328123150633473e-07,0.0
1926,1.0365909020038089e-07,0.0
1927,1.8730698059243878e-07,0.0
1928,7.769708076921233e-08,0.0
1929,2.2949237177272153e-07,0.0
1930,1.1448928205481934e-07,1.0503603542488804e-09
1931,1.3344266847070685e-07,3.4216069977333063e-09
1932,1.1397918342481717e-07,0.0
1933,3.00531354469058e-07,1.8353059516584835e-08
1934,5.2718952758823434e-08,0.0
1935,1.1848601388919633e-07,0.0
1936,8.729794842565752e-08,0.0
1937,9.191516170403702e-08,0.0
1938,1.763269210641738e-07,0.0
1939,7.494084997006212e-08,0.0
1940,1.2425336137766863e-07,5.0715658339584024e-09
1941,5.60785480274717e-08,0.0
1942,1.2440268903901597e-07,0.0
1943,6.096794180621146e-08,0.0
1944,7.069009200222354e-08,0.0
1945,2.3092142953373695e-07,6.535512131478072e-09
1946,1.4895582012286468e-07,0.0
1947,1.4781879542624665e-07,0.0
1948,2.8049470301994006e-07,0.0
1949,9.129817613029445e-08,0.0
1950,1.0529007710147198e-07,1.0635361480382244e-09
1951,6.076999170545605e-08,0.0
1952,7.065018792218325e-08,0.0
1953,1.045061281956805e-07,0.0
1954,5.765796373680132e-08,0.0
1955,1.0605737088553724e-07,0.0
1956,1.377940321845017e-07,0.0
1957,1.334090740101601e-07,0.0
1958,1.166386311979295e-07,2.4816730892496253e-09
1959,1.2246181313457782e-07,3.100299128533379e-09
1960,1.3841666657299356e-07,2.076250060767393e-09
1961,7.22608533010316e-08,1.3896318540318475e-09
1962,6.278536801573864e-08,0.0
1963,6.72469511187046e-08,0.0
1964,1.0646944303971395e-07,0.0
1965,8.700548903561867e-08,5.472043373977442e-10
1966,1.9774496706759237e-07,0.0
1967,1.0107187620178593e-07,0.0
1968,8.578604138165247e-08,2.245707841908029e-09
1969,5.995120488933026e-08,4.5417578031781147e-10
1970,8.829552200495527e-08,4.5987250119061684e-10
1971,5.909157252403929e-08,1.541519245584766e-09
1972,4.6684338173008655e-08,0.0
1973,3.859242525550144e-08,5.513203782392395e-10
1974,2.5877628928583363e-08,0.0
1975,4.283610266497817e-08,0.0
1976,2.7996280849151844e-08,0.0
1977,2.4682483612537e-08,5.876781838942691e-10
1978,3.683166482915112e-08,5.940591352171509e-10
1979,5.559374827157626e-08,0.0
1980,4.661823638230089e-08,1.1370301367108482e-09
1981,2.277197808098208e-08,0.0
1982,5.648827183790672e-08,0.0
1983,2.841892232652299e-08,0.0
1984,3.189454744756404e-08,5.799008495621649e-10
1985,2.285912081845254e-08,0.0
1986,4.6756987615026446e-08,0.0
1987,3.849814689260711e-08,1.2221633705067347e-09
1988,2.6384837426007834e-08,0.0
1989,1.0043263642955935e-07,5.488122178931576e-10
1990,1.06248691622568e-07,0.0
1991,2.989347080983862e-08,5.861465202094962e-10
1992,3.526364267258941e-08,1.65298330578878e-09
1993,3.545092752688106e-08,0.0
1994,1.1024596346942417e-07,5.274926606624319e-10
1995,7.103410837316915e-08,0.0
1996,6.56585328329129e-08,5.338092190498855e-10
1997,7.432086590597464e-08,0.0
1998,1.3350762273489636e-08,0.0
1999,2.970630674781205e-08,0.0
2000,5.169096795043515e-08,0.0
2001,3.5487815353008045e-08,0.0
2002,4.950780407853017e-08,4.38122149670761e-10
2003,2.7918384049030465e-08,4.1669229178253886e-10
2004,3.832168360418109e-08,0.0
2005,5.17931191268417e-08,9.007499190971657e-10
2006,3.8296377624646993e-08,8.235779835885637e-10
2007,3.994479413904628e-08,7.988958938831558e-10
2008,3.2356542334355254e-08,0.0
2009,4.720510560218827e-08,9.53638501499654e-10
2010,2.692562084405381e-08,0.0
2011,2.6385405860196443e-08,0.0
2012,3.7787206252914984e-08,0.0
2013,2.621777461797592e-08,0.0
2014,4.569089284700567e-08,0.0
2015,8.267826245855758e-08,0.0
2016,4.805508879712761e-08,0.0
2017,3.9243538196842565e-08,2.515611330355938e-10
2018,4.104532180804199e-08,0.0
2019,5.867271823944975e-08,0.0
