year,vingt - deux âmes,vingt - deux lames
1800,0.0,0.0
1801,0.0,1.0459931587547544e-08
1802,0.0,1.7244529360027627e-08
1803,2.14285567068373e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,8.530617989777056e-09,0.0
1818,1.303322894052883e-09,0.0
1819,0.0,0.0
1820,0.0,1.2948726535455535e-09
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,2.7562614413056963e-09,0.0
1825,9.610704454487973e-10,0.0
1826,2.883177252499536e-09,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,9.365494157975718e-09,0.0
1830,0.0,1.141392091952298e-09
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,6.137246266746388e-09,0.0
1835,0.0,0.0
1836,0.0,7.343489705213813e-10
1837,0.0,0.0
1838,1.3764486217482386e-09,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,5.98397387197025e-10
1845,0.0,0.0
1846,0.0,5.125283752960286e-09
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,5.201046704428336e-09,0.0
1851,5.646854983609728e-09,0.0
1852,2.85341283934315e-09,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,1.1635575836166367e-09,0.0
1856,5.671140224094984e-10,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,3.344556187556691e-09,0.0
1860,5.017982029897894e-09,1.0035964281840393e-09
1861,2.0655375188027847e-09,0.0
1862,0.0,9.90217019491979e-10
1863,0.0,0.0
1864,0.0,1.0499079383663457e-09
1865,0.0,0.0
1866,0.0,2.1357224877505132e-09
1867,0.0,0.0
1868,2.7049558148917185e-09,0.0
1869,0.0,2.678656185750583e-09
1870,0.0,6.283288334074655e-10
1871,0.0,0.0
1872,4.643458062503214e-09,0.0
1873,0.0,0.0
1874,0.0,2.884272198855342e-08
1875,1.886091061109596e-09,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,1.3441058266394634e-09,1.3441058266394634e-09
1880,0.0,2.1200949884558895e-09
1881,7.684392566709164e-10,0.0
1882,1.4655266999952232e-09,0.0
1883,6.966609511493971e-10,0.0
1884,2.1824526630354057e-09,0.0
1885,7.102083920962343e-10,7.102083920962343e-10
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,1.38281242012539e-09
1890,0.0,7.228974641115826e-10
1891,0.0,0.0
1892,6.917188488664294e-10,0.0
1893,6.792941764643956e-10,4.755059457295374e-09
1894,1.3917619279268933e-09,7.654690215019855e-09
1895,1.328391507904314e-09,0.0
1896,0.0,1.561044982167914e-08
1897,0.0,0.0
1898,1.2485185107991015e-09,0.0
1899,0.0,1.22008203540247e-09
1900,1.7208012792480076e-09,1.1472008898394392e-09
1901,0.0,0.0
1902,0.0,0.0
1903,0.0,0.0
1904,0.0,0.0
1905,0.0,0.0
1906,0.0,0.0
1907,1.1367379260107668e-09,0.0
1908,0.0,3.254918556905295e-09
1909,0.0,0.0
1910,0.0,0.0
1911,0.0,0.0
1912,5.74772174299909e-10,5.74772174299909e-10
1913,0.0,5.265990310476809e-09
1914,0.0,7.386593559033372e-10
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,1.2637696444883773e-09,0.0
1919,0.0,0.0
1920,8.343376545205672e-10,0.0
1921,8.356959568800448e-10,0.0
1922,0.0,0.0
1923,0.0,0.0
1924,0.0,0.0
1925,2.4370372386783856e-09,0.0
1926,0.0,0.0
1927,0.0,0.0
1928,0.0,0.0
1929,0.0,0.0
1930,0.0,0.0
1931,0.0,0.0
1932,0.0,2.4257640340863418e-09
1933,0.0,0.0
1934,0.0,0.0
1935,0.0,0.0
1936,0.0,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,2.8146149855245994e-09,0.0
1941,0.0,0.0
1942,3.3643954289175326e-09,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,1.5397358943403106e-09,0.0
1947,0.0,1.3167827939142285e-09
1948,3.609619714239898e-09,0.0
1949,0.0,0.0
1950,0.0,2.35255281921809e-09
1951,0.0,0.0
1952,0.0,0.0
1953,0.0,0.0
1954,0.0,1.0806723294010112e-09
1955,0.0,0.0
1956,0.0,0.0
1957,0.0,0.0
1958,0.0,0.0
1959,0.0,0.0
1960,0.0,0.0
1961,0.0,1.533625781924286e-09
1962,6.994257950587723e-10,0.0
1963,1.4264366354765912e-09,0.0
1964,0.0,6.711313171869904e-10
1965,6.033863408916318e-10,4.827090727133054e-09
1966,0.0,0.0
1967,0.0,5.43188660717675e-10
1968,4.940934328345747e-10,2.4704671641728737e-09
1969,4.992740665343831e-10,9.985481330687662e-10
1970,0.0,0.0
1971,0.0,5.666332403286845e-10
1972,0.0,2.261201670350488e-09
1973,6.093281434971232e-10,6.093281434971232e-10
1974,0.0,6.21929008293165e-10
1975,0.0,0.0
1976,0.0,0.0
1977,6.494660920175477e-10,1.2989321840350954e-09
1978,0.0,3.2717348830146875e-09
1979,0.0,3.864867093028579e-09
1980,0.0,1.2523334591563184e-09
1981,6.962825871426048e-10,4.873978109998234e-09
1982,1.3637428963875209e-09,4.773100137356323e-09
1983,6.941931474102603e-10,0.0
1984,0.0,1.2736263155233019e-09
1985,0.0,0.0
1986,1.316708742038486e-09,1.316708742038486e-09
1987,0.0,0.0
1988,0.0,6.585813561166276e-10
1989,0.0,6.027806587205475e-10
1990,0.0,5.969995608978707e-10
