year,vingt - deux âmes,vingt - deux lames
1991,6.429924925832609e-10,1.2859849851665217e-09
1992,0.0,1.2070071608860644e-09
1993,1.2132143067944412e-09,1.8198214046805106e-09
1994,1.732010979083043e-09,1.732010979083043e-09
1995,5.928857960135758e-10,1.1857715920271517e-09
1996,0.0,2.9167659398865453e-09
1997,0.0,1.5702721345434156e-09
1998,1.0405120098866405e-09,3.121535918637619e-09
1999,9.970285708149618e-10,1.4955428007112914e-09
2000,0.0,4.81735262791716e-10
2001,0.0,0.0
2002,0.0,5.728015395334296e-09
2003,0.0,0.0
2004,4.796653629846048e-10,1.9186614519384193e-09
2005,0.0,3.433454853762896e-09
2006,0.0,1.3462255754603802e-09
2007,8.726048217333471e-10,4.363024164177887e-09
2008,0.0,4.6488379812359426e-10
2009,0.0,0.0
2010,0.0,1.0353725654610457e-09
2011,0.0,3.776783774611658e-09
2012,7.499130205701476e-10,7.499130205701476e-10
2013,3.0801944328473496e-10,2.156136158504296e-09
2014,2.395155185297426e-10,2.1556396667676836e-09
2015,2.4514165697375745e-10,1.7159915710607265e-09
2016,1.1462439886145148e-09,4.584975954458059e-09
2017,0.0,2.231215878722992e-09
2018,2.86499379775762e-10,1.718996278654572e-09
2019,0.0,3.115751212590112e-09
