year,autorités_NOUN égales_ADJ,autorités_NOUN légales_ADJ
1873,1.616221290134945e-08,2.8732820567256567e-08
1874,1.7923826867161097e-09,3.2262889249068394e-08
1875,6.865832347102696e-09,1.3159512590732447e-08
1876,0.0,2.2370254981751714e-08
1877,4.329371083855449e-09,3.0924081073635534e-08
1878,0.0,5.7975249490027636e-08
1879,1.832797580370027e-09,1.649517855639715e-08
1880,1.2193908105473383e-08,4.6208491255583795e-08
1881,2.091752326904839e-09,1.1504637598136469e-07
1882,3.9932310791357395e-09,4.725323421439498e-08
1883,6.319338941018771e-10,2.7805091562527195e-08
1884,5.281357573494461e-09,3.234831424947515e-08
1885,1.0313017106966527e-08,5.220964993668531e-08
1886,0.0,3.613939725255477e-08
1887,0.0,3.3297514079322355e-08
1888,6.340614699951175e-09,7.03808211710566e-08
1889,7.51816386923565e-09,4.636201111907212e-08
1890,3.9326319978272295e-09,4.8502460714416884e-08
1891,7.0116419337296065e-09,4.0157587477551715e-08
1892,1.002961980134387e-08,4.2625885043889866e-08
1893,6.774258043407144e-09,2.0938616174248637e-08
1894,0.0,3.906954404442331e-08
1895,6.018614495673091e-10,4.5741469278937075e-08
1896,3.5382172747233653e-09,4.776593343081004e-08
1897,0.0,2.2141511735185304e-08
1898,5.6583548957434e-10,3.508180057565369e-08
1899,3.8693048765026106e-09,4.09040801230276e-08
1900,3.633737311048435e-09,3.8932899570909285e-08
1901,5.029864968975062e-09,3.129693837422565e-08
1902,4.419255628107521e-09,3.4863013809172116e-08
1903,3.2401321625741275e-09,2.808114629715419e-08
1904,2.6873125946735854e-09,2.2573425795258117e-08
1905,3.096455536422127e-09,3.096455358786443e-08
1906,0.0,3.395161840558103e-08
1907,1.5428529565042481e-09,2.9314207949937554e-08
1908,1.4734167219643268e-09,2.4556944921982904e-08
1909,3.850688656825696e-09,3.025541062129378e-08
1910,3.740905363258662e-09,2.9927242906069296e-08
1911,6.916486494645824e-09,4.8947441655400326e-08
1912,4.167536982180309e-09,2.3963337980603683e-08
1913,5.30298971401777e-10,1.96210621083992e-08
1914,5.357394972094198e-09,2.276892807628883e-08
1915,0.0,2.709575319670421e-08
1916,6.592477230782379e-09,1.7579939282086343e-08
1917,0.0,2.0836205649743533e-08
1918,1.1486376294556067e-09,6.891825421462272e-08
1919,5.524709134618888e-09,4.4197673076951105e-08
1920,0.0,3.180337415642498e-08
1921,6.058197943303867e-09,2.9533714140939082e-08
1922,9.591316185719734e-09,4.352981974875547e-08
1923,1.0615948120573648e-09,4.0340601970001444e-08
1924,0.0,2.9650736976805092e-08
1925,1.0998177923937646e-09,2.969508017258704e-08
1926,3.343841648018042e-09,2.3406890647947876e-08
1927,0.0,2.8987985345452216e-08
1928,1.1426041224282812e-09,3.6563331917705e-08
1929,3.342121912552898e-09,4.790374674712439e-08
1930,2.100720708497761e-09,3.151081173768944e-08
1931,1.1405356659111021e-09,2.0529641986399838e-08
1932,2.1919073223131136e-09,7.671675916753884e-08
1933,2.2941324395731044e-09,3.211785326584504e-08
1934,2.3963160344919743e-09,2.2765002327673756e-08
1935,1.196828414151696e-09,1.9149254626427137e-08
1936,3.6374143697059935e-09,3.516167268458048e-08
1937,0.0,3.021868266728234e-08
1938,0.0,1.9447821131279852e-08
1939,3.058810094103137e-09,2.7529290846928234e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,2.6563522936839945e-08
1942,9.102635090130207e-09,3.3376331032286544e-08
1943,0.0,3.193558839598154e-08
1944,0.0,4.819779064746399e-08
1945,2.178504043826024e-09,6.971212940243277e-08
1946,1.3921104269343232e-09,4.733175273941015e-08
1947,3.5762612871081956e-09,3.457052599742383e-08
1948,1.0871887834440486e-09,5.544662684542345e-08
1949,2.945102384188658e-09,2.7487622844546422e-08
1950,4.2541445921528975e-09,5.424034199563721e-08
1951,1.0661401761424827e-09,3.1984203729962246e-08
1952,3.1634410646574906e-09,3.1634410646574906e-08
1953,3.232148326759443e-09,4.417269394707546e-08
1954,0.0,4.397641362174909e-08
1955,1.8771215692936494e-09,2.815682265122632e-08
1956,2.616342476002842e-09,2.7907653077363648e-08
1957,0.0,3.534015036166238e-08
1958,8.272243445794913e-10,3.887954491688106e-08
1959,7.750747821333448e-10,3.720359131875739e-08
1960,0.0,3.5988332314218496e-08
1961,1.3896318540318475e-09,9.518978316691573e-08
1962,0.0,7.420089076504155e-08
1963,2.5864212993553792e-09,5.1728427763464424e-08
1964,0.0,5.1105335074908e-08
1965,5.472043373977442e-10,3.6662690661160013e-08
1966,4.985167390003653e-09,4.985167123550127e-08
1967,9.860671168482327e-10,3.69775179365206e-08
1968,8.982831700699023e-10,6.063411461809665e-08
1969,2.7250546263957176e-09,9.446856097383716e-08
1970,1.3796175313274261e-09,7.72585835306927e-08
1971,1.0276794970565106e-09,5.087013477123037e-08
1972,1.0260293725750103e-09,4.3093233870195036e-08
1973,0.0,3.748978727458052e-08
1974,5.625571675160757e-10,2.925297337696975e-08
1975,1.1422960355389478e-09,4.9118728639996334e-08
1976,4.570821499072508e-09,6.39915000988367e-08
1977,1.1753563677885381e-09,5.7004783116099134e-08
1978,1.1881182704343018e-09,6.059403290237242e-08
1979,1.1703946700691858e-09,5.14973663712226e-08
1980,5.685150683554241e-10,6.196814439363152e-08
1981,6.325549528618524e-10,8.476236246224289e-08
1982,0.0,5.524676893742253e-08
1983,6.315316047889041e-10,9.346667440013334e-08
1984,0.0,4.9871474061546905e-08
1985,3.0077789148208467e-09,6.496802740230123e-08
1986,1.1988970927134801e-09,7.852776207073475e-08
1987,0.0,5.8052759044358027e-08
1988,1.1993107618124554e-09,5.756691479064102e-08
1989,0.0,5.3234785468703194e-08
1990,1.089730194969718e-09,7.791570766357836e-08
1991,1.7584396161396398e-09,8.440510157470271e-08
1992,0.0,8.59551292364813e-08
1993,1.661762283333701e-09,7.311754046668284e-08
1994,2.637463358823311e-09,7.437646587504787e-08
1995,5.422450821690461e-10,9.489288999020573e-08
1996,0.0,9.02137600178321e-08
1997,4.79489448146353e-10,8.486963309906059e-08
1998,4.768129224785866e-10,8.29654496214971e-08
1999,0.0,7.449428096606425e-08
2000,4.4180314962005696e-10,7.86409586339687e-08
2001,2.6287270138425356e-09,6.747065839363131e-08
2002,8.76244299341522e-10,5.432714544895134e-08
2003,1.6667691671301554e-09,7.125438372668214e-08
2004,1.3214374039449694e-09,7.884576547212419e-08
2005,9.007499190971657e-10,5.5846495428113485e-08
2006,4.1178899179428186e-10,5.7650460405511694e-08
2007,7.988958938831558e-10,4.8732648139093726e-08
2008,4.257439678578834e-10,5.449522788580907e-08
2009,0.0,4.6251468432956244e-08
2010,4.723793023408973e-10,4.2041758518962524e-08
2011,7.64794394481072e-10,4.665245967316878e-08
2012,0.0,4.629783845189195e-08
2013,0.0,5.076207543197597e-08
2014,6.496335691608124e-10,3.919455693335294e-08
2015,4.433150790905671e-10,3.524354852402212e-08
2016,6.214020409345267e-10,3.127723502416302e-08
2017,2.515611330355938e-10,3.3457631332112214e-08
2018,5.162933414126769e-10,3.3559068413069326e-08
2019,0.0,2.3724185282958388e-08
