year,fêtes_NOUN égales_ADJ,fêtes_NOUN légales_ADJ
1853,5.971931837933653e-10,3.762316969080359e-08
1854,0.0,5.715230888547751e-08
1855,0.0,3.1841622671890946e-08
1856,0.0,5.746679876406091e-08
1857,0.0,3.465871334373816e-08
1858,0.0,2.3979012442332248e-08
1859,0.0,2.8516170313963585e-08
1860,2.746310290291376e-09,8.742421284124724e-08
1861,0.0,6.696668375383297e-08
1862,0.0,6.641440117305386e-08
1863,0.0,2.9468263273990658e-08
1864,2.3973640850272204e-09,3.1165733105353866e-08
1865,0.0,4.8951182274326044e-08
1866,1.4596839292835284e-09,4.9142692248871356e-08
1867,0.0,3.0572712361731647e-08
1868,0.0,4.495285244043856e-08
1869,0.0,5.4207063726607885e-08
1870,0.0,2.8670243956696595e-08
1871,0.0,5.31058879094104e-08
1872,0.0,3.930770520188531e-08
1873,0.0,1.0595227895038306e-07
1874,0.0,3.943242177228967e-08
1875,0.0,2.5174718754072956e-08
1876,0.0,3.808989390563511e-08
1877,0.0,3.1542562672903784e-08
1878,0.0,3.0799352401800206e-08
1879,0.0,2.7491963816572706e-08
1880,0.0,3.465637132826771e-08
1881,0.0,2.998178416646624e-08
1882,0.0,3.327692410515226e-08
1883,0.0,3.222862687835004e-08
1884,0.0,3.762967359932645e-08
1885,0.0,3.2228179347448815e-08
1886,0.0,6.259859780533006e-08
1887,0.0,5.9413215125481145e-08
1888,0.0,7.101488308514092e-08
1889,0.0,3.571128076584884e-08
1890,0.0,7.930807355283065e-08
1891,1.2748440081367107e-09,9.370103781769501e-08
1892,0.0,9.465453754131659e-08
1893,0.0,8.744951562889014e-08
1894,6.301539290376468e-10,7.750893304958595e-08
1895,0.0,1.4745605936283823e-07
1896,0.0,9.317306060019348e-08
1897,0.0,9.381009125064566e-08
1898,5.6583548957434e-10,7.0163597709616e-08
1899,0.0,8.567746867527148e-08
1900,0.0,9.240074683170008e-08
1901,0.0,1.1121590515195123e-07
1902,0.0,7.267220364370885e-08
1903,5.400220270956879e-10,1.2690517947611113e-07
1904,5.374625189347171e-10,1.3060339121295783e-07
1905,0.0,3.137741559910978e-07
1906,0.0,2.2840179503269553e-07
1907,0.0,2.5611360210398004e-07
1908,0.0,1.0461258992400246e-07
1909,0.0,1.4412576926359222e-07
1910,0.0,1.2665637427744514e-07
1911,0.0,2.2877608130134064e-07
1912,1.0418842455450772e-09,2.109815557815864e-07
1913,0.0,2.105286966980202e-07
1914,0.0,1.660792423585633e-07
1915,0.0,8.599956191623903e-08
1916,2.197492410260793e-09,3.625862365908006e-08
1917,0.0,6.470190605512016e-08
1918,0.0,1.0912057124556895e-07
1919,9.207848372660976e-10,7.274200403140085e-08
1920,0.0,6.890730874786755e-08
1921,0.0,9.238752074480772e-08
1922,7.377935484775833e-10,1.150957961715271e-07
1923,0.0,1.0191310151341781e-07
1924,0.0,9.281969315377836e-08
1925,1.0998177923937646e-09,1.1328123572518223e-07
1926,0.0,7.022067016748679e-08
1927,0.0,7.692965020567044e-08
1928,0.0,9.826395774847896e-08
1929,0.0,1.0137769468343549e-07
1930,0.0,1.512518963409093e-07
1931,0.0,1.0150767693062335e-07
1932,1.0959536611565568e-09,1.7754449210816148e-07
1933,0.0,1.605892749889648e-07
1934,0.0,9.944711720777377e-08
1935,0.0,1.2566698082139283e-07
1936,2.424942913137329e-09,3.237298682456924e-07
1937,0.0,4.280980223647646e-07
1938,0.0,1.3094865991547522e-07
1939,3.058810094103137e-09,2.0494028252215912e-07
1940,0.0,7.353770170581697e-08
1941,0.0,1.80041656250296e-07
1942,0.0,5.76500234217292e-08
1943,0.0,3.774205858952939e-08
1944,0.0,2.5705489292704442e-08
1945,2.178504043826024e-09,2.832055301382752e-08
1946,0.0,7.656607525774461e-08
1947,0.0,7.033313753623816e-08
1948,0.0,1.0219574630987438e-07
1949,0.0,6.871905966487901e-08
1950,1.0635361480382244e-09,7.870167606505163e-08
1951,0.0,8.102665338682868e-08
1952,0.0,1.0650251658361753e-07
1953,0.0,1.1420256784688831e-07
1954,0.0,8.111204774507996e-08
1955,0.0,9.854888194382738e-08
1956,0.0,1.0203735367753097e-07
1957,0.0,8.393285555463592e-08
1958,0.0,4.5497339951072746e-08
1959,0.0,1.0153479657049047e-07
1960,2.076250060767393e-09,7.889749853440264e-08
1961,0.0,7.365048881879943e-08
1962,6.341956404476434e-10,5.961439131230151e-08
1963,6.466053248388448e-10,9.505098264028788e-08
1964,0.0,8.213357349795558e-08
1965,0.0,6.183408951532243e-08
1966,5.539074754423723e-10,6.59149896886646e-08
1967,0.0,5.5712790714146365e-08
1968,0.0,1.1093796936645361e-07
1969,1.3625273131978588e-09,6.630966553622386e-08
1970,0.0,8.553628783047884e-08
1971,0.0,1.186969784683356e-07
1972,0.0,9.901183373184352e-08
1973,0.0,1.223931254124011e-07
1974,5.625571675160757e-10,1.0013517753870715e-07
1975,0.0,1.5763685112801795e-07
1976,0.0,1.222694758773457e-07
1977,0.0,7.698584392201724e-08
1978,1.1881182704343018e-09,5.5247499464172733e-08
1979,0.0,8.894999226072287e-08
1980,1.7055452605774235e-09,5.116635626301047e-08
1981,0.0,6.894848758598471e-08
1982,0.0,4.9660018541786144e-08
1983,6.315316047889041e-10,7.136307456079294e-08
1984,0.0,4.929157376709625e-08
1985,6.015558051686298e-10,7.338981022897428e-08
1986,5.994485463567401e-10,5.0353677449876955e-08
1987,6.110816852533674e-10,5.7441679413017255e-08
1988,0.0,3.238138984729133e-08
1989,0.0,8.17730212432366e-08
1990,0.0,4.958272559196786e-08
1991,0.0,3.634108597383445e-08
1992,1.65298330578878e-09,3.856960861803316e-08
1993,0.0,2.2156829093678e-08
1994,5.274926606624319e-10,4.1671920747443636e-08
1995,0.0,3.3619195427547766e-08
1996,0.0,2.7224269949499558e-08
1997,0.0,4.698996591834259e-08
1998,0.0,3.671459447573966e-08
1999,4.570201161957499e-10,2.9706308191101982e-08
2000,0.0,2.7833598759130496e-08
2001,4.3812117822561447e-10,3.373532986294947e-08
2002,0.0,4.5126582248755653e-08
2003,0.0,3.166861584080749e-08
2004,0.0,2.4666830356068203e-08
2005,0.0,2.927437159350177e-08
2006,4.1178899179428186e-10,2.264839438215205e-08
2007,3.994479469415779e-10,3.595031411451899e-08
2008,4.257439678578834e-10,1.7455502904217823e-08
2009,0.0,3.6715082529781284e-08
2010,0.0,6.755023851390263e-08
2011,0.0,4.397567893166254e-08
2012,0.0,2.961699852033206e-08
2013,0.0,2.3986475639059535e-08
2014,0.0,2.0571728542861933e-08
2015,0.0,5.452775475589533e-08
2016,2.0713400439298368e-10,2.9205894147565914e-08
2017,0.0,3.597324216286779e-08
2018,0.0,2.426578687986236e-08
2019,0.0,2.3979284113906374e-08
