year,mêmes_ADJ êtres_NOUN,mêmes_ADJ lettres_NOUN
1917,1.864292187292449e-08,1.4804673131862955e-07
1918,2.8715941624568586e-08,1.9756566693729383e-07
1919,2.301962176431971e-08,1.7402833352164748e-07
1920,2.7260034229925623e-08,1.756757779247664e-07
1921,2.574734203619755e-08,1.77202290174705e-07
1922,3.8365264742878935e-08,1.6969252181198158e-07
1923,3.8217415010421973e-08,2.3673563687154342e-07
1924,2.9650736976805092e-08,1.740369366398653e-07
1925,4.2892892793133797e-08,1.495752199875966e-07
1926,5.5730691173039304e-08,1.5716054857506379e-07
1927,5.5746124161260013e-08,1.460548413323437e-07
1928,4.34189573184085e-08,2.2166519508814986e-07
1929,4.67897081080082e-08,1.7044821110090425e-07
1930,2.6259009189288918e-08,1.712087378535898e-07
1931,3.763767608688795e-08,1.9503159798262004e-07
1932,2.849479585620429e-08,1.5014565857285334e-07
1933,2.6382522833046096e-08,1.5370687744820088e-07
1934,2.995395220750652e-08,1.4617528343308095e-07
1935,2.992070946561398e-08,1.4601306386197166e-07
1936,3.516167268458048e-08,1.842956609543478e-07
1937,4.784624962894668e-08,1.964214424443611e-07
1938,2.2040865133021725e-08,1.7243735150884731e-07
1939,2.9058696782158222e-08,1.0399954586404192e-07
1940,2.028626333583361e-08,1.242533644862931e-07
1941,3.836953510472085e-08,9.444808313219255e-08
1942,2.730790527039062e-08,1.5171058964646988e-07
1943,3.4838823381733164e-08,1.422585289567735e-07
1944,4.177142187700156e-08,1.413801893335176e-07
1945,3.921307367704685e-08,9.585417748425584e-08
1946,5.290019799986112e-08,3.786540370143143e-07
1947,2.26496545963073e-08,1.6570010608063512e-07
1948,5.218506160531433e-08,1.6307832062523175e-07
1949,2.7487622844546422e-08,1.0995049581907779e-07
1950,2.9779013033248702e-08,1.3613263316614166e-07
1951,2.1322803078760444e-08,1.1301085933723698e-07
1952,3.4797853487589236e-08,9.595771355286331e-08
1953,2.2625037843226892e-08,1.5191095914524055e-07
1954,6.449873524161376e-08,1.084751510838089e-07
1955,2.0648336374051723e-08,1.032416858670615e-07
1956,3.8373023869553435e-08,1.0988638443620857e-07
1957,1.6786572132332367e-08,1.7758426074099276e-07
1958,2.3162280982091943e-08,1.7785323419561294e-07
1959,4.4954337141689393e-08,1.1006061972906878e-07
1960,3.114374891310945e-08,1.1557791612659685e-07
1961,3.196153386397782e-08,1.4660616398654014e-07
1962,4.249110929777089e-08,1.0591067001186616e-07
1963,3.168366191630412e-08,1.2026858731140067e-07
1964,2.4335873760605864e-08,1.374976843493414e-07
1965,3.720989383282358e-08,1.3351786076754024e-07
1966,2.8249282024717104e-08,1.3349170391308007e-07
1967,3.747054933000982e-08,2.913828247574912e-07
1968,3.2787337289619245e-08,2.128931181899496e-07
1969,3.0429777808649305e-08,1.1990240600390223e-07
1970,3.449043717296263e-08,1.2830442788769325e-07
1971,3.699646100585596e-08,1.197246618511727e-07
1972,2.61637485010624e-08,1.1696734780741735e-07
1973,2.1501493918663073e-08,1.4775386786292088e-07
1974,2.6440186928766707e-08,1.0576074560564308e-07
1975,1.8276736568623164e-08,1.2850829733679348e-07
1976,2.1140049710766107e-08,1.0627160018650272e-07
1977,3.0559267116814226e-08,1.3399062748220558e-07
1978,2.1386128423728223e-08,9.683163559870422e-08
1979,3.6867433550469286e-08,1.024095310775408e-07
1980,1.9329512213062117e-08,1.1370301411517403e-07
1981,1.4548763971333756e-08,9.614835067006666e-08
1982,2.296775925003658e-08,1.1980479719397863e-07
1983,1.894594880980094e-08,9.978199067006699e-08
1984,2.0296528902008504e-08,1.414958004097855e-07
1985,1.7445119127046382e-08,7.278825164824809e-08
1986,3.956360572487938e-08,9.351397400880757e-08
1987,2.5054349706010726e-08,1.1488335421860896e-07
1988,2.338656024392094e-08,9.414589596801193e-08
1989,2.030605195102453e-08,8.726114608670343e-08
1990,2.669838927715773e-08,9.9710315337731e-08
1991,1.934283488935762e-08,9.495573688456105e-08
1992,2.2039776226279173e-08,9.64240221001944e-08
1993,1.772546376344053e-08,1.0801454708442293e-07
1994,2.2682185019107237e-08,1.0022360841244193e-07
1995,2.331653803366862e-08,7.91677807754354e-08
1996,2.829188794351012e-08,7.953757519274518e-08
1997,2.013855748828064e-08,8.726708022877006e-08
1998,2.4794271524797296e-08,9.72698330770072e-08
1999,1.6452723627935484e-08,1.0008740727873722e-07
2000,2.1206551181762734e-08,8.526800610031415e-08
2001,1.664860427297299e-08,8.630986911284388e-08
2002,2.1467984723244626e-08,8.981503896166032e-08
2003,3.1251921939201566e-08,9.958945701438182e-08
2004,2.7309706496225772e-08,8.545294827300154e-08
2005,3.2426996199319547e-08,8.376973914536734e-08
2006,2.2648395159308166e-08,6.670981544942833e-08
2007,2.157018919035636e-08,7.829179793361618e-08
2008,1.830699147831183e-08,1.1452512960197225e-07
2009,2.384096298158056e-08,9.107247822548459e-08
2010,2.8342757474320024e-08,8.077686025620423e-08
2011,2.1796640936599943e-08,7.839142532328758e-08
2012,2.7234021260369445e-08,7.999994089402662e-08
2013,2.0639525644128298e-08,8.423157915604662e-08
2014,2.7284610126798725e-08,9.462995098630245e-08
2015,2.8150507702662253e-08,6.849218203708318e-08
2016,3.41771091427745e-08,8.388927030811288e-08
2017,2.5156113636626287e-08,7.672614232845376e-08
2018,2.8396133444630323e-08,7.821844183464322e-08
2019,3.3673039467885246e-08,1.0561089514027344e-07
