year,quels_PRON ont_VERB,quels_DET longs_ADJ
1932,3.8029590854193884e-07,1.4247397928102146e-08
1933,4.393263708379891e-07,2.2941324395731044e-09
1934,4.409221432410959e-07,5.990790086229936e-09
1935,3.123722223108416e-07,8.377798899061872e-09
1936,3.2130493821114214e-07,2.424942913137329e-09
1937,3.7143797726457706e-07,2.5182236296217297e-09
1938,4.1877642331655807e-07,1.2965214457594243e-09
1939,3.991747092868536e-07,3.058810094103137e-09
1940,4.107968365474335e-07,1.7750480196809804e-08
1941,3.276167888088821e-07,5.9030051957620344e-09
1942,2.791474855712295e-07,3.3376331032286544e-08
1943,3.570979387745865e-07,0.0
1944,3.438109104081377e-07,3.2131861615880553e-09
1945,3.2459710297416677e-07,4.357008087652048e-09
1946,3.1183272852786104e-07,9.744772988540262e-09
1947,3.826599481726589e-07,1.1920870957027319e-09
1948,3.5333636105860933e-07,4.348755133776194e-09
1949,3.3279658140372703e-07,1.9634016634739737e-09
1950,4.200967822498569e-07,1.0635361480382244e-09
1951,3.976702984687108e-07,1.0661401761424827e-09
1952,3.3743371830041724e-07,8.435843024123812e-09
1953,4.223340255293806e-07,4.3095309543161875e-09
1954,3.6940187442269234e-07,4.886268278880834e-09
1955,3.4163612383508735e-07,7.508486277174597e-09
1956,3.505899002220758e-07,3.488456634670456e-09
1957,3.383819375812891e-07,2.6505113659425206e-09
1958,3.449525465271108e-07,7.445019267748876e-09
1959,3.5033380640925316e-07,5.425523585955716e-09
1960,3.4327332798511634e-07,6.920833350854139e-09
1961,3.00160486688128e-07,5.55852741612739e-09
1962,3.0124292749178494e-07,1.2683912808952869e-09
1963,3.2071624644913754e-07,6.466053248388448e-10
1964,4.0701746684135287e-07,6.6923653285755336e-09
1965,3.748349683974084e-07,3.2832261354087677e-09
1966,3.4951560934359804e-07,8.862519607077957e-09
1967,3.806218984436782e-07,1.0353704948951048e-08
1968,3.328139186464796e-07,3.5931326802796093e-09
1969,4.2102094255369593e-07,9.083515606356229e-10
1970,3.996291866315005e-07,7.81783243697376e-09
1971,3.530079126790042e-07,3.083038491169532e-09
1972,3.8373498512100923e-07,4.10411743478889e-09
1973,3.010209184139967e-07,6.064523994098181e-09
1974,3.335964038342354e-07,2.2502286700643026e-09
1975,3.3240814900636906e-07,2.8557400888473694e-09
1976,3.9766148063336004e-07,2.856763492431469e-09
1977,3.4849315966312133e-07,0.0
1978,3.409899420603324e-07,5.346532105932056e-09
1979,3.3122169895705156e-07,5.851973350345929e-10
1980,3.547534106473904e-07,2.8425752862659692e-09
1981,3.352541142476184e-07,2.5302198114474095e-09
1982,3.2216937029261317e-07,2.483000915987077e-09
1983,3.4671086268645013e-07,6.315316047889041e-10
1984,3.3576259284018306e-07,3.479405208395292e-09
1985,3.1220746166127356e-07,2.4062232206745193e-09
1986,3.4468291687517194e-07,2.3977942409381114e-09
1987,3.3059518500522245e-07,6.110816852533674e-10
1988,3.5679495624663105e-07,2.99827696004229e-09
1989,3.698994390788357e-07,0.0
1990,3.007655209330551e-07,1.6345953479657283e-09
1991,3.70444610098275e-07,0.0
1992,3.2012775363909896e-07,5.509944167592096e-10
1993,3.4952398664245266e-07,1.1078414852150331e-09
1994,3.2071554301182914e-07,2.1099705871385765e-09
1995,3.1070642592112563e-07,4.337960657352369e-09
1996,3.288264878165137e-07,3.2028553142993132e-09
1997,3.025578507731552e-07,0.0
1998,3.194646609472329e-07,1.43043876743576e-09
1999,3.3316766234747774e-07,1.8280804647829996e-09
2000,3.5432613287866843e-07,3.092622158362701e-09
2001,3.1895221752620273e-07,4.3812117822561447e-10
2002,3.0230427228161716e-07,3.066854992184176e-09
2003,3.5793867425581993e-07,0.0
2004,3.4049035946281947e-07,4.404791253964646e-10
2005,3.368804755154997e-07,9.007499190971657e-10
2006,3.2490150658759376e-07,8.235779835885637e-10
2007,2.816108093384173e-07,1.5977918155218873e-09
2008,2.87802919274327e-07,4.257439678578834e-10
2009,2.7464788843190036e-07,4.76819250749827e-10
2010,2.6217051640742284e-07,4.723793023408973e-10
2011,2.581181064442717e-07,3.82397197240536e-10
2012,2.556593869940116e-07,6.808505426114664e-10
2013,2.529736349288214e-07,1.6734750252211938e-09
2014,2.0181948912068037e-07,3.4647122532094343e-09
2015,1.9949178664546707e-07,2.659890530054554e-09
2016,2.0630547226119234e-07,4.556948152156792e-09
2017,2.1231759461670663e-07,1.509366853724714e-09
2018,2.2949238598357624e-07,1.5488800242380307e-09
2019,1.994872391719582e-07,1.2754939326953263e-09
