year,mes_DET oies_NOUN,mes_DET lois_NOUN
1842,6.708265054555795e-10,1.7374406624526273e-07
1843,2.953455480181333e-09,2.664016798270552e-07
1844,4.9397050894128824e-09,1.5642399620041658e-07
1845,1.1160455670733427e-08,1.4564395456329038e-07
1846,1.1709002656346001e-09,2.2188559523073081e-07
1847,6.47186837454683e-09,1.6718993478548327e-07
1848,0.0,1.2550545736011998e-07
1849,9.217356655710773e-09,1.7345389213829776e-07
1850,6.788996032014438e-10,1.6633040189617532e-07
1851,1.2253933867611977e-08,1.7091012072256717e-07
1852,5.859490670445666e-09,1.6927418755585677e-07
1853,5.971931837933653e-10,1.6004776748346217e-07
1854,9.352196350675968e-09,2.571853865429574e-07
1855,1.0613874223963649e-09,2.1917649917213566e-07
1856,1.5531567143511893e-09,1.827547781441119e-07
1857,1.4644527812635033e-09,1.8891440684010163e-07
1858,9.787352039936081e-10,1.4827837846453917e-07
1859,2.036869339860914e-09,1.772076370087916e-07
1860,1.8308735638683515e-09,1.6065914887342103e-07
1861,3.3011746669586728e-09,1.9665569084281742e-07
1862,9.035972858839614e-09,2.706273821151406e-07
1863,3.496234635136375e-09,1.9878590951094566e-07
1864,1.3904711160250827e-08,2.565179535451989e-07
1865,7.530950973944073e-09,1.9721678257145214e-07
1866,1.0704348518686402e-08,1.5472648551284607e-07
1867,0.0,1.3490815753414154e-07
1868,7.903798504571569e-09,1.3189463388130207e-07
1869,9.767038289254515e-10,1.2501808988041319e-07
1870,4.013834153937523e-09,1.605533603843412e-07
1871,9.55905954391767e-09,1.2001930826954776e-07
1872,6.047339518033823e-09,1.402982690024146e-07
1873,3.591602570907071e-09,1.2151588923980938e-07
1874,4.779687312606029e-09,1.5235253725265352e-07
1875,5.721527251978387e-09,1.6592428175865592e-07
1876,1.874264654588842e-08,1.5115037599322534e-07
1877,1.9172929910382663e-08,3.197549932609789e-07
1878,3.0195443923020093e-09,1.443342250162516e-07
1879,3.0546627449723474e-09,1.2646303559904482e-07
1880,1.9253538763308597e-09,1.0846159836930269e-07
1881,4.183504653809678e-09,9.62206030408197e-08
1882,3.9932310791357395e-09,1.0382401005593067e-07
1883,8.847074184359371e-09,4.992277730098138e-08
1884,4.621187876807653e-09,7.591951334262603e-08
1885,5.80107206715752e-09,7.283568420612951e-08
1886,2.5813855497602844e-09,1.1358096391189676e-07
1887,6.528924623161458e-10,5.092561039532484e-08
1888,5.07249175996094e-09,8.11598712679995e-08
1889,3.132568426877924e-09,1.0149521623148416e-07
1890,2.6217545912032847e-09,6.030035454296367e-08
1891,1.2748440081367107e-09,6.756673487373632e-08
1892,3.1342561879199593e-09,5.955086601616699e-08
1893,5.542574843531156e-09,7.574852223246609e-08
1894,5.041231432301174e-09,1.0145477902234745e-07
1895,1.8055843487019274e-09,8.185315425457418e-08
1896,1.7691086373616827e-09,4.7765935651256086e-08
1897,1.1653427112179315e-09,6.059782298173388e-08
1898,4.52668391659472e-09,7.242694399778316e-08
1899,1.1055156790007459e-08,7.738610108276589e-08
1900,3.633737311048435e-09,6.904100735560803e-08
1901,3.912117296778206e-09,8.159558806397627e-08
1902,5.4013122863239005e-09,4.713872625572435e-08
1903,4.860198465905796e-09,5.724233487214292e-08
1904,1.0749250378694342e-09,4.8909089223059254e-08
1905,2.0643036169332163e-09,4.6446829937707435e-08
1906,4.115347618238729e-09,6.584556133670816e-08
1907,3.5999902503469627e-09,5.91426990714794e-08
1908,6.875944702500192e-09,4.371136363978678e-08
1909,0.0,1.408251852907938e-07
1910,3.740905363258662e-09,6.252655948557617e-08
1911,4.788336838146279e-09,6.756875037261523e-08
1912,7.814131564032323e-09,6.772247534980735e-08
1913,3.181793939432964e-09,5.8863184659863066e-08
1914,6.696743715117748e-10,6.897646098735777e-08
1915,5.890381071793627e-09,3.887651445211304e-08
1916,1.0987462051303964e-09,4.175235646108888e-08
1917,3.289927441585405e-09,3.72858446340274e-08
1918,1.4932289182922887e-08,5.7431879696423493e-08
1919,9.207848372660976e-10,6.169258326416127e-08
1920,2.2716695191604686e-09,4.240449857917383e-08
1921,3.0290989716519334e-09,5.7552880461386735e-08
1922,5.164555005876537e-09,5.385892865028552e-08
1923,6.369568872344189e-09,8.068120527227052e-08
1924,5.156649773851996e-09,9.797634836772318e-08
1925,4.399271169575059e-09,4.5092528377921326e-08
1926,7.802296586589819e-09,7.356451448004009e-08
1927,7.804457524684949e-09,7.024011650091921e-08
1928,3.4278122562625413e-09,6.170062261112719e-08
1929,2.2280812750352652e-09,5.5702030321569396e-08
1930,5.2518016602221e-09,6.197126234397388e-08
1931,4.5621426636444085e-09,4.448089097053298e-08
1932,2.1919073223131136e-09,6.794912810192955e-08
1933,6.882397318719313e-09,3.4411986149507356e-08
1934,1.1981580172459871e-09,5.870974462141021e-08
1935,7.180970484910176e-09,4.6676309040094566e-08
1936,0.0,5.4561213769233063e-08
1937,1.2591118148108649e-09,7.051026407189909e-08
1938,5.186085783037697e-09,1.0501823766162488e-07
1939,9.176430282309411e-09,5.199976982339649e-08
1940,0.0,3.296517814277422e-08
1941,0.0,1.3576912172297284e-07
1942,0.0,9.709477666319799e-08
1943,0.0,5.2258233296242906e-08
1944,6.4263723231761105e-09,1.0603514333240582e-07
1945,6.535512131478072e-09,5.010559256390934e-08
1946,0.0,1.1276094635803702e-07
1947,3.5762612871081956e-09,6.437270161363529e-08
1948,0.0,7.066727092386316e-08
1949,1.9634016634739737e-09,1.0995049359863174e-07
1950,0.0,1.0103593273136369e-07
1951,0.0,6.076999170545605e-08
1952,1.2653764258629963e-08,4.007025589114477e-08
1953,3.2321482157371406e-09,5.386913870530918e-08
1954,3.029486217442923e-08,4.006739984241392e-08
1955,2.815682353940474e-09,3.754243227405141e-08
1956,2.616342476002842e-09,5.058262164681082e-08
1957,9.718541527092839e-09,6.449577372169557e-08
1958,3.1434524760953764e-08,8.437688592266568e-08
1959,8.525822714489095e-09,6.123090656728891e-08
1960,4.152500121534786e-09,1.0450458409749785e-07
1961,4.86371165564492e-09,7.226085541045535e-08
1962,2.5367825617905737e-09,4.502789041627153e-08
1963,5.819448034571906e-09,6.466053292797369e-08
1964,3.6503808864551957e-09,7.909158794561222e-08
1965,1.6416130677043839e-09,7.058935824755252e-08
1966,9.416427082520329e-09,4.9297764426192714e-08
1967,4.930335584241163e-10,7.937840562632914e-08
1968,1.616909695023594e-08,1.3474247428924002e-07
1969,2.7250546263957176e-09,6.903471777564008e-08
1970,6.898087712148282e-09,5.05859759913907e-08
1971,1.541519245584766e-09,7.502060517250442e-08
1972,4.104117490300041e-09,6.207477731834388e-08
1973,7.167165139154719e-09,3.8592426476746766e-08
1974,5.063014507644681e-09,3.54411007208455e-08
1975,3.998036124386317e-09,5.882824716252344e-08
1976,5.142174241967723e-09,5.313580148103014e-08
1977,2.3507127355770763e-09,3.1734623484602764e-08
1978,7.128709511583509e-09,3.326731090602664e-08
1979,9.363157582598092e-09,4.21342086776022e-08
1980,7.95921106799824e-09,5.2303385844609807e-08
1981,2.5302198114474095e-09,3.352541355639005e-08
1982,4.966001831974154e-09,4.7797766855595114e-08
1983,7.57837881337764e-09,3.536576898000021e-08
1984,1.739702604197646e-09,4.349256510494115e-08
1985,1.2031116103372597e-09,4.210890736100481e-08
1986,5.994485463567401e-10,5.095312638481175e-08
1987,2.4443267410134695e-09,7.271871815817121e-08
1988,5.9965538645734284e-09,3.957725513981103e-08
1989,1.6464366536794728e-09,3.8416855918654846e-08
1990,3.269190529398003e-09,4.0864882255853274e-08
1991,1.0550637363770932e-08,4.865015973409825e-08
1992,7.713921945651236e-09,4.848750889685505e-08
1993,2.7696036575264316e-09,3.8220529519072954e-08
1994,6.85740436656701e-09,6.593658208320363e-08
1995,3.79571546416102e-09,5.0428791253942507e-08
1996,1.6014276571496566e-09,4.5373783397195666e-08
1997,2.3974471297094624e-09,8.582861099615258e-08
1998,2.3840646123929332e-09,6.77074351029816e-08
1999,3.656160929565999e-09,6.809599822910073e-08
2000,4.418031274155965e-09,9.675488943372557e-08
2001,1.2267393101339508e-08,4.8193330659529465e-08
2002,8.324320788233308e-09,4.994592356366567e-08
2003,9.583922655487243e-09,5.4586691833335976e-08
2004,2.642874807889939e-09,8.104816009990579e-08
2005,6.305249211635555e-09,5.53961202465203e-08
2006,7.000412693969338e-09,5.476793696335136e-08
2007,2.7961355453243186e-09,6.311277767068191e-08
2008,2.554463751636149e-09,5.66239493071663e-08
2009,5.721830786953319e-09,8.296654896433608e-08
2010,6.140930985942816e-09,6.188168788501258e-08
2011,8.41273803398046e-09,8.642176962947445e-08
2012,9.531907513293802e-09,1.0825523710789042e-07
2013,1.3945625543243523e-08,9.538807987929943e-08
2014,1.6240839117998007e-08,9.462995687048448e-08
2015,8.866302025900552e-09,1.3454612513008612e-07
2016,8.07822619908194e-09,1.5141496345627559e-07
2017,7.043711836018929e-09,5.841249746119104e-07
2018,1.523065362718512e-08,9.783759025161487e-08
2019,1.122434611922074e-08,1.2397800519536872e-07
