year,moins_ADV égales_ADJ,moins_ADV egales_ADJ,moins_ADV légales_ADJ
1851,1.077056239751073e-07,1.2898877521649865e-09,5.159551008659946e-09
1852,1.4323200048238505e-07,1.3021090872200602e-09,5.859490670445666e-09
1853,1.1406390143520184e-07,0.0,1.3735443005202796e-08
1854,1.413220758195166e-07,1.0391328908454511e-09,1.1430461910322265e-08
1855,1.772517066456203e-07,0.0,1.0083180512765466e-08
1856,1.216639446965928e-07,0.0,2.0708756931497874e-09
1857,1.3765856010650168e-07,0.0,1.4644527812635033e-09
1858,1.0815023898658183e-07,0.0,5.872411001917044e-09
1859,9.06406825151862e-08,5.092173349652285e-10,4.582956236731661e-09
1860,1.3594235781511088e-07,1.373155145145688e-09,1.1900677776566226e-08
1861,8.111457816539769e-08,0.0,7.545541969022906e-09
1862,1.0888346935189475e-07,0.0,5.873382225018986e-09
1863,1.213692826240731e-07,4.994620828036034e-10,1.4983863039219614e-09
1864,1.1890925577517919e-07,9.589455896019672e-10,3.3563094525845827e-09
1865,1.3037958979111863e-07,4.706844358715045e-10,5.177528628053096e-09
1866,1.5375336204215273e-07,9.731225825149181e-10,1.0704348518686402e-08
1867,1.1889387963037734e-07,9.7056229719783e-10,1.2132028714972876e-08
1868,1.373284987948864e-07,0.0,8.397785578040384e-09
1869,1.1525105492182774e-07,4.883519144627257e-10,7.325278605918584e-09
1870,1.2557566719806346e-07,0.0,9.747882501187632e-09
1871,1.4444800910951017e-07,0.0,4.248470908407853e-09
1872,1.5299768563181715e-07,0.0,2.2979889990892843e-08
1873,1.5862912050579325e-07,0.0,6.584604861359367e-09
1874,1.3442870283597586e-07,0.0,7.169530746864439e-09
1875,1.3388373076850257e-07,0.0,1.2587359599081083e-08
1876,1.4449975083152822e-07,0.0,8.464420275799966e-09
1877,1.1812998224058902e-07,0.0,7.421779191219002e-09
1878,1.1111923470252805e-07,0.0,1.7513357875031943e-08
1879,1.2157556739111897e-07,0.0,1.4662380642960215e-08
1880,1.0332732358619978e-07,0.0,2.1178893305773272e-08
1881,1.4572540862900496e-07,6.972507571312292e-10,9.761510710859511e-09
1882,1.2046247377384134e-07,0.0,3.9932310791357395e-09
1883,1.3333804815829353e-07,0.0,4.423537092179686e-09
1884,1.3269411169858358e-07,0.0,3.9610181801208455e-09
1885,1.23756208836312e-07,1.2891271383708158e-09,6.445635580831777e-09
1886,1.2132511528761825e-07,0.0,1.2261581083805595e-08
1887,1.5408262754590396e-07,6.528924623161458e-10,7.834709769838355e-09
1888,1.572472427824323e-07,0.0,1.2047167707862627e-08
1889,1.4096558231813106e-07,6.265136742733546e-10,1.3156786771162388e-08
1890,1.6451510020942806e-07,6.554386478008212e-10,3.2771931834929546e-09
1891,2.001505094995082e-07,6.374220040683554e-10,1.784781566982474e-08
1892,1.385341192872147e-07,0.0,5.641661360300532e-09
1893,1.5396041419535322e-07,0.0,8.005941687372342e-09
1894,1.2603078403117252e-07,0.0,1.0082462864602348e-08
1895,1.50465368164987e-07,0.0,1.3842813118003505e-08
1896,1.515536496299319e-07,0.0,6.486732040400511e-09
1897,1.4916386703589524e-07,0.0,1.2236098356765979e-08
1898,1.6409229885994137e-07,0.0,6.7900258748920805e-09
1899,1.7135492669240193e-07,2.2110313580014918e-09,1.1055156790007459e-08
1900,1.2718079744900024e-07,0.0,8.30568502863116e-09
1901,1.559258180350298e-07,0.0,1.1736351446245408e-08
1902,1.6449450868094573e-07,4.910283846193408e-10,3.437198747846537e-09
1903,1.2582513875258883e-07,1.0800440541913758e-09,6.480264325148255e-09
1904,1.9939859896567214e-07,0.0,9.13686282189019e-09
1905,2.0488212726377242e-07,0.0,1.5482277682110634e-09
1906,2.1091156554575718e-07,0.0,8.745113966313056e-09
1907,1.295996554517842e-07,0.0,1.0799970695529737e-08
1908,1.4979737272824423e-07,0.0,8.349361202419914e-09
1909,1.9473482382181828e-07,1.1001967115120692e-09,4.400786846048277e-09
1910,2.789646771361731e-07,0.0,3.206490406526541e-09
1911,2.2026348744930146e-07,0.0,1.1704822888702893e-08
1912,2.2244228148338152e-07,0.0,7.293189607793238e-09
1913,2.2431646584664122e-07,0.0,7.42418571064718e-09
1914,1.5670380548726826e-07,0.0,5.357394972094198e-09
1915,2.2854678149997198e-07,0.0,1.767114277129167e-08
1916,2.2414423028749297e-07,0.0,1.0987462051303964e-09
1917,1.6449637030291342e-07,0.0,6.57985488317081e-09
1918,1.8378202071289707e-07,0.0,8.040463406189247e-09
1919,2.200675766061977e-07,0.0,5.524709134618888e-09
1920,1.9460635769519286e-07,0.0,1.1358347151713133e-08
1921,2.900362403579493e-07,0.0,9.087297137000405e-09
1922,2.781481782676565e-07,7.377935484775833e-10,7.377935484775833e-10
1923,2.3567405094127025e-07,1.0615948120573648e-09,5.307974060286824e-09
1924,2.4107336571432825e-07,0.0,9.02413699321869e-09
1925,2.7275481784272415e-07,0.0,4.399271169575059e-09
1926,1.7387975503879716e-07,0.0,3.343841648018042e-09
1927,1.705831351728193e-07,0.0,1.3379070296082318e-08
1928,2.1937998440080264e-07,0.0,4.570416489713125e-09
1929,2.0498347907960124e-07,1.1140406375176326e-09,4.4561625500705304e-09
1930,2.5943901960090443e-07,0.0,4.201441416995522e-09
1931,1.8932891521217243e-07,0.0,2.2810713318222042e-09
1932,2.301502632917618e-07,0.0,5.4797681947604815e-09
1933,2.1106018266436877e-07,0.0,0.0
1934,2.6000029151873605e-07,0.0,5.990790086229936e-09
1935,2.513339723009267e-07,0.0,2.393656828303392e-09
1936,2.8856820222245005e-07,0.0,4.849885826274658e-09
1937,2.958912830308691e-07,0.0,3.777335333410292e-09
1938,2.5800775915740815e-07,1.2965214457594243e-09,5.186085783037697e-09
1939,3.150574343635526e-07,0.0,1.5294050470515685e-09
1940,2.4850672275533725e-07,0.0,5.0715658339584024e-09
1941,2.9810175306010933e-07,0.0,0.0
1942,1.8205270180260413e-07,0.0,0.0
1943,1.9161352327046188e-07,0.0,5.806470415592457e-09
1944,2.666944567408791e-07,0.0,0.0
1945,1.9606535772709321e-07,0.0,6.535512131478072e-09
1946,2.4222720185207436e-07,1.3921104269343232e-09,5.568441707737293e-09
1947,3.075584800171782e-07,1.1920870957027319e-09,8.344609447874518e-09
1948,3.109360022790497e-07,0.0,3.2615663503321457e-09
1949,3.0825407293377793e-07,0.0,1.570721330779179e-08
1950,2.765193869436189e-07,4.2541445921528975e-09,7.444753258312176e-09
1951,2.654689126302401e-07,2.1322803522849654e-09,4.264560704569931e-09
1952,3.2477996114721464e-07,0.0,7.381362632230548e-09
1953,2.7796474455499265e-07,0.0,6.464296653518886e-09
1954,3.068576290843339e-07,0.0,1.172704333640695e-08
1955,2.4965717670966114e-07,0.0,1.8771215692936494e-09
1956,2.8518132921817596e-07,8.72114158667614e-10,4.360570571293465e-09
1957,2.668181480203202e-07,0.0,7.951533653738352e-09
1958,2.3575893237648415e-07,0.0,1.6544486891589827e-09
1959,2.464737747231993e-07,3.8753737996444215e-09,6.975672928177801e-09
1960,2.1246958681331307e-07,0.0,7.612916519406099e-09
1961,2.2789961917624169e-07,0.0,1.250668635321972e-08
1962,2.0547938106574293e-07,0.0,4.43936931660005e-09
1963,2.1725938381678134e-07,0.0,5.819448034571906e-09
1964,1.8921141986538714e-07,0.0,1.1559539991878864e-08
1965,2.615636844893743e-07,5.472043373977442e-10,7.1136563306595235e-09
1966,2.187934597941421e-07,5.539074754423723e-10,9.416426749453422e-09
1967,1.9080398772075569e-07,0.0,8.874604162656397e-09
1968,1.693263840252257e-07,0.0,8.982831367632116e-09
1969,1.757660328394195e-07,4.5417578031781147e-10,1.090021850558287e-08
1970,2.0326363880940335e-07,4.5987250119061684e-10,1.1956685419534097e-08
1971,1.9474526880003395e-07,0.0,7.707596338946132e-09
1972,1.662167647964452e-07,0.0,1.0260293947794707e-08
1973,1.7476855873610475e-07,5.513203782392395e-10,8.821126051827832e-09
1974,2.1208404632488964e-07,2.2502286700643026e-09,1.7439271360331077e-08
1975,1.9647491455998534e-07,1.1422960355389478e-09,9.138368284311582e-09
1976,1.536938754043149e-07,1.142705374768127e-09,9.712995741040231e-09
1977,1.6513756406766333e-07,5.876781838942691e-10,6.464460078348111e-09
1978,1.633662662925417e-07,5.940591352171509e-10,7.72276909088987e-09
1979,1.176246655631985e-07,0.0,1.580032815695631e-08
1980,1.3246400953903503e-07,0.0,1.2507331170752423e-08
1981,1.3663186848589248e-07,0.0,1.771153890217647e-08
1982,9.559553859617154e-08,0.0,1.6139505731871395e-08
1983,1.2062253063049866e-07,1.2630632095778083e-09,8.209910973278056e-09
1984,8.582532728951264e-08,5.799008495621649e-10,1.275781880138993e-08
1985,1.4978739670823416e-07,0.0,9.02333674446254e-09
1986,1.6185110496280686e-07,0.0,1.1389522214244607e-08
1987,1.5704799238847045e-07,0.0,1.5277041853778428e-08
1988,1.733004069137678e-07,5.996553809062277e-10,1.199310784016916e-08
1989,1.640948568137901e-07,1.0976244357863152e-09,2.1952487827547884e-08
1990,1.2586383490997832e-07,0.0,1.1442167213715493e-08
1991,1.2074617927737563e-07,5.861465202094962e-10,9.96449056600568e-09
1992,1.124028585763881e-07,0.0,1.7080827419135858e-08
1993,1.0081357260105506e-07,0.0,2.1048988330107932e-08
1994,1.09190978037077e-07,0.0,1.4242301560329906e-08
1995,9.218166496793856e-08,0.0,2.982347879765257e-08
1996,1.0088994173429455e-07,0.0,2.1352368761995422e-08
1997,9.589788874109217e-08,0.0,2.2536003285722472e-08
1998,8.153500630214694e-08,0.0,2.5747898035888284e-08
1999,8.45487235778819e-08,0.0,1.553868322901053e-08
2000,8.482620472705094e-08,0.0,2.2973763336153752e-08
2001,7.535684432014023e-08,0.0,2.4534786646768225e-08
2002,7.579512839583913e-08,0.0,1.927737436346888e-08
2003,8.458853528736654e-08,0.0,1.583430631058036e-08
2004,7.664336720836218e-08,4.404791253964646e-10,2.2464435645019876e-08
2005,7.836523963078434e-08,4.5037495954858286e-10,1.9366122927522156e-08
2006,6.300371779843772e-08,0.0,3.088417344088157e-08
2007,7.030283910580692e-08,0.0,2.3567428897308673e-08
2008,7.237647281499449e-08,0.0,2.1287197782271505e-08
2009,8.296655096273753e-08,0.0,2.145686650578682e-08
2010,5.90474122930118e-08,0.0,3.070465481869178e-08
2011,6.844909705705504e-08,0.0,1.6825476123472072e-08
2012,5.208506692611081e-08,0.0,2.655317032917992e-08
2013,5.745597420059312e-08,0.0,2.119734965333464e-08
2014,4.655707286360666e-08,0.0,2.1221362445089653e-08
2015,4.898631544847376e-08,0.0,1.9284206231873213e-08
2016,5.406197445267935e-08,0.0,1.7399257146166747e-08
2017,4.603568726224694e-08,0.0,2.0628013075452145e-08
2018,4.2594201943302323e-08,0.0,2.090988004965766e-08
2019,4.438718548271936e-08,0.0,1.8877308605169674e-08
