year,principes_NOUN égaux_ADJ,principes_NOUN légaux_ADJ
1800,0.0,0.0
1801,0.0,4.7623651688866175e-09
1802,4.475680270843441e-09,8.951360541686881e-09
1803,7.801356893821776e-09,9.751696339321825e-09
1804,0.0,0.0
1805,2.842877755426798e-08,1.421438877713399e-08
1806,2.0171682990621775e-08,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,0.0,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,1.6183340889597275e-08
1816,9.270415546325239e-09,0.0
1817,0.0,1.556873407970727e-09
1818,0.0,0.0
1819,2.070209959015301e-08,0.0
1820,3.5599443393152796e-09,1.0679833017945839e-08
1821,7.88919063410276e-09,6.903041693817613e-09
1822,0.0,1.2030739071633434e-08
1823,4.941343334508019e-09,4.941343334508019e-09
1824,9.263223965660927e-09,1.6842225392110777e-09
1825,5.283265824829186e-09,1.7610886082763955e-09
1826,0.0,1.3211976401805714e-08
1827,1.8434546333878643e-08,0.0
1828,4.586150570418113e-09,3.668920500743411e-09
1829,2.571952872898464e-09,8.573175946935407e-09
1830,4.174734336004349e-09,1.3567886369969528e-08
1831,8.731075240575592e-08,2.9623292263636358e-08
1832,4.058990921151917e-09,0.0
1833,6.950177322551099e-09,1.1583628500844156e-09
1834,3.173740381612333e-08,5.600718555598405e-09
1835,0.0,7.563087933704082e-10
1836,6.720750067579218e-10,2.016224964762614e-09
1837,2.0873671680021744e-09,5.5663127440652715e-09
1838,5.049729523420865e-09,5.049729523420865e-09
1839,0.0,1.11863602825224e-08
1840,8.917564464638872e-09,4.458782232319436e-09
1841,7.704658244733764e-09,7.0626033910059505e-09
1842,2.0795621225033756e-08,1.475818312002275e-08
1843,4.7255288571079745e-09,1.00417489878879e-08
1844,7.683985892015244e-09,3.512679236372662e-08
1845,5.580227946389016e-10,1.5066614622583074e-08
1846,1.4050803187615202e-08,1.6392604607062822e-08
1847,1.6179670936367074e-09,1.77976389181822e-08
1848,2.413566457803995e-09,8.045221711050488e-10
1849,1.6758829879393033e-09,1.5920887719289567e-08
1850,2.7155984128057753e-09,2.1045888587423178e-08
1851,4.514607354622058e-09,1.096404567135778e-08
1852,5.859490670445666e-09,2.148479971708639e-08
1853,7.166318205520383e-09,1.0152284346531815e-08
1854,5.7152309551611324e-09,1.3508727469968562e-08
1855,3.1841622671890946e-09,1.3798036491152743e-08
1856,4.141751386299575e-09,3.1063134287023786e-09
1857,1.4156376515472857e-08,7.322263684272912e-09
1858,9.787352261980686e-09,2.300027807100591e-08
1859,5.092173349652285e-09,1.6804172275897145e-08
1860,2.746310290291376e-09,6.865775947773045e-09
1861,2.357981809808507e-09,1.9335450851531988e-08
1862,5.421583626485926e-09,1.445755604123633e-08
1863,6.493007020935693e-09,1.4484400345793347e-08
1864,3.3563094525845827e-09,1.4863656971897399e-08
1865,5.177528628053096e-09,4.706844247692743e-09
1866,6.3252967308358166e-09,1.4596838404656864e-08
1867,1.455843445796745e-09,2.814630661873707e-08
1868,3.951899252285784e-09,3.9518991634679423e-08
1869,0.0,2.0022428159904848e-08
1870,0.0,4.587239033071455e-09
1871,0.0,7.434824311758348e-09
1872,1.8142017887967654e-09,1.0280476914203973e-08
1873,5.986004469882289e-10,1.1972009161809183e-08
1874,4.182226565063729e-09,3.1067968198073004e-08
1875,1.0298748520654044e-08,2.0597497041308088e-08
1876,4.836811839936672e-09,2.418405919968336e-09
1877,4.9478527941460015e-09,1.1132669008873108e-08
1878,0.0,1.2078177569208037e-08
1879,6.109325489944695e-09,1.2829582729523281e-08
1880,6.417846254436199e-10,2.1178893305773272e-08
1881,0.0,6.2752567586699115e-09
1882,6.655385131892899e-10,3.4608003574021495e-08
1883,1.2638677882037541e-09,8.21514056781325e-09
1884,5.281357573494461e-09,1.650424152899177e-08
1885,2.5782542767416317e-09,8.379326565943757e-09
1886,2.5813855497602844e-09,1.613365974151293e-08
1887,1.9586774424595887e-09,1.5016526688782506e-08
1888,2.53624587998047e-09,5.07249175996094e-09
1889,0.0,1.3156786771162388e-08
1890,3.2771931834929546e-09,1.4419650362640368e-08
1891,6.374220040683554e-10,1.3385862196457765e-08
1892,6.268512375839919e-10,1.191017329205124e-08
1893,1.2316833108982905e-09,1.3548516086814288e-08
1894,1.8904617871129403e-09,1.3233232287745977e-08
1895,1.2037228991346183e-09,1.3842813118003505e-08
1896,2.358811590497112e-09,1.0024948871034667e-08
1897,4.661370844871726e-09,1.5732126712464378e-08
1898,0.0,1.6975064909274806e-08
1899,5.527578395003729e-10,1.713549302451156e-08
1900,1.038210628578895e-09,9.863001082521805e-09
1901,1.1177477832191585e-09,1.397184767881754e-08
1902,2.9461704187383475e-09,1.2275709337927765e-08
1903,1.0800440541913758e-09,8.100330184390714e-09
1904,1.6123875568041512e-09,1.4511488011237361e-08
1905,3.096455536422127e-09,2.838417501038748e-08
1906,2.0576738091193647e-09,2.0576738535282857e-08
1907,0.0,1.8514235478050978e-08
1908,4.911389073214423e-10,2.6030361865991836e-08
1909,5.5009836685826485e-09,2.365422852035337e-08
1910,7.481810726517324e-09,1.3894791983659616e-08
1911,5.320374141248863e-10,2.128149745317387e-08
1912,1.5628263128064646e-09,1.1981668990301841e-08
1913,1.060597942803554e-09,1.3787773589513108e-08
1914,1.3393487430235496e-09,2.6786974693937537e-08
1915,4.712304768617059e-09,2.8273827723523937e-08
1916,1.0987462051303964e-09,1.648119329900055e-08
1917,1.0966424435210342e-09,4.8252267959014716e-08
1918,0.0,2.2972752589112133e-08
1919,9.207848372660976e-10,1.1049418269237776e-08
1920,0.0,2.4988365154854364e-08
1921,3.0290989716519334e-09,2.196096815509918e-08
1922,0.0,2.0658219468394634e-08
1923,0.0,2.017030231726835e-08
1924,0.0,2.5783249313349188e-08
1925,3.299453377181294e-09,9.898360353588487e-09
1926,0.0,1.89484357093761e-08
1927,1.1149224876660924e-09,1.8953683067479687e-08
1928,1.1426041224282812e-09,1.82816659588525e-08
1929,0.0,4.0105461174277934e-08
1930,1.0503603542488804e-09,1.575540586884472e-08
1931,1.1405356659111021e-09,1.710803587684495e-08
1932,3.287861094491973e-09,2.520693342944469e-08
1933,0.0,9.176529758292418e-09
1934,1.1981580172459871e-09,1.9170528275935794e-08
1935,3.590485242455088e-09,2.752705352548901e-08
1936,3.6374143697059935e-09,2.182448710641438e-08
1937,0.0,4.0291578073947676e-08
1938,3.8895642262559704e-09,1.6854778905894818e-08
1939,4.588215141154706e-09,1.6823456405745674e-08
1940,7.607348528892999e-09,2.5357829169792012e-08
1941,0.0,1.7709016475464523e-08
1942,9.102635090130207e-09,1.517105907566929e-08
1943,0.0,8.709705845433291e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,1.5249527862692958e-08
1946,0.0,1.5313215584455975e-08
1947,4.7683483828109274e-09,1.1920871401116528e-08
1948,0.0,1.7395020535104777e-08
1949,1.9634016634739737e-09,1.7670614194109646e-08
1950,1.0635361480382244e-09,2.3397795700930146e-08
1951,0.0,1.4925962688039363e-08
1952,0.0,1.7926167217297007e-08
1953,0.0,2.0470272588113403e-08
1954,9.772536113672459e-10,1.9545073115523337e-08
1955,1.8771215692936494e-09,2.3464020060259827e-08
1956,8.72114158667614e-10,1.3953826538681824e-08
1957,8.835037701437898e-10,3.003912851795576e-08
1958,2.4816730892496253e-09,2.3162280982091943e-08
1959,4.650448914844674e-09,1.1626121398933265e-08
1960,2.076250060767393e-09,2.4222917505145602e-08
1961,2.779263708063695e-09,1.459113452284555e-08
1962,1.2683912808952869e-09,1.3952304200870458e-08
1963,0.0,2.0044765847160306e-08
1964,0.0,1.0951143047943646e-08
1965,4.377634699181954e-09,1.641612945579851e-08
1966,5.539074976468328e-09,1.938676164048303e-08
1967,0.0,1.429797347185513e-08
1968,8.982831700699023e-10,1.5719955115400808e-08
1969,2.7250546263957176e-09,3.224648126298746e-08
1970,2.7592350626548523e-09,2.207388016817191e-08
1971,0.0,1.5415192677892264e-08
1972,2.0520587451500205e-09,1.1799337507056862e-08
1973,1.102640756478479e-09,1.4334330278309437e-08
1974,5.625571675160757e-10,1.4626486688484874e-08
1975,3.4268881066168433e-09,1.3136404852787109e-08
1976,5.713526873840635e-10,1.0284348483935446e-08
1977,1.7630346071939584e-09,2.11564152863275e-08
1978,5.940591352171509e-10,1.0099005187669263e-08
1979,5.851973350345929e-10,1.3459538594773335e-08
1980,3.411090521154847e-09,1.0801786243241907e-08
1981,1.2651099057237047e-09,2.0241758103001217e-08
1982,6.2075020679230875e-09,1.1173503899897241e-08
1983,1.89459470334441e-09,7.57837881337764e-09
1984,2.3196033982486597e-09,8.69851302098823e-09
1985,6.015558051686298e-10,1.6843562988810845e-08
