year,principes_NOUN égaux_ADJ,principes_NOUN légaux_ADJ
1986,1.7983456945813714e-09,9.591176741707841e-09
1987,1.2221633705067347e-09,1.5277042297867638e-08
1988,5.996553809062277e-10,2.5185526553173077e-08
1989,3.841685636274406e-09,1.6464365870660913e-08
1990,5.44865097484859e-10,2.0160008773473237e-08
1991,4.68917216167597e-09,1.1136783939491579e-08
1992,2.2039776670368383e-09,1.1019888612739948e-08
1993,3.323524566667402e-09,1.4401939196773128e-08
1994,1.0549853213248639e-09,2.690212486111676e-08
1995,1.0844901643380922e-09,3.6330419006525005e-08
1996,3.736664311304594e-09,2.1886178203089912e-08
1997,5.274384040632185e-09,2.061804593722627e-08
1998,2.86087753487152e-09,2.7178336026167926e-08
1999,5.484241505371301e-09,1.5081663834459746e-08
2000,4.4180314962005696e-10,1.678851901942835e-08
2001,3.066848330846028e-09,2.015357480900093e-08
2002,1.752488598683044e-09,1.6648641576466616e-08
2003,8.333845835650777e-10,3.1251921939201566e-08
2004,3.0833537945085254e-09,2.0702518283011173e-08
2005,4.053374524914943e-09,2.7022497572914972e-08
2006,1.6471559671771274e-09,1.976587071794711e-08
2007,7.988958938831558e-10,1.797515772339331e-08
2008,2.554463751636149e-09,1.8732735446169713e-08
2009,1.430457752249481e-09,1.7642311611609784e-08
2010,9.447586046817946e-10,1.4643758206034363e-08
2011,3.82397197240536e-10,1.1854313058945465e-08
2012,1.0212758416727752e-09,1.8042539517981737e-08
2013,1.6734750252211938e-09,1.7013662811926622e-08
2014,1.5158115873603606e-09,1.472502725308189e-08
2015,1.994917786518613e-09,1.5737685599148676e-08
2016,1.2428040818690533e-09,8.492493819289848e-09
2017,1.7609279590047322e-09,2.037645119301601e-08
2018,2.5814667070633845e-10,1.2391040193904246e-08
2019,2.04079020349468e-09,8.673358031785483e-09
