year,avez_VERB assez_ADV,avez_VERB lassé_VERB
1800,2.6096566330124915e-07,3.144164484325529e-09
1801,2.905042890688492e-07,9.524730337773235e-09
1802,2.4840025503181096e-07,2.2378401354217203e-09
1803,3.842168325718376e-07,3.900678446910888e-09
1804,3.6583392670763715e-07,4.943701892301533e-09
1805,3.411453235457884e-07,0.0
1806,3.9478865687669895e-07,0.0
1807,2.0213381901612593e-07,2.2775640928784924e-08
1808,2.5606635745134554e-07,0.0
1809,2.439753075123008e-07,0.0
1810,5.171680186322192e-07,0.0
1811,2.2563691004506836e-07,0.0
1812,3.7340916492212273e-07,1.0668832928217853e-08
1813,2.70319702622146e-07,0.0
1814,2.926409763404081e-07,3.1466772298927026e-08
1815,2.8590568490471924e-07,0.0
1816,3.383701709935849e-07,2.3176038865813098e-09
1817,2.6778221240419953e-07,0.0
1818,2.777634335870971e-07,0.0
1819,2.7637304356176173e-07,1.7596784473994376e-08
1820,4.260066646111227e-07,3.5599443393152796e-09
1821,6.222599040484056e-07,3.94459531705138e-09
1822,4.822321102437854e-07,6.015369535816717e-09
1823,3.755421005280368e-07,3.9530747564242574e-09
1824,3.9831863318795513e-07,8.421112696055388e-10
1825,3.0114614446574706e-07,2.641632912414593e-09
1826,2.536699525990116e-07,1.7615968683770689e-09
1827,2.912658203513274e-07,5.530363722527909e-09
1828,3.3754068340385857e-07,1.1006761724274838e-08
1829,3.000611741299508e-07,2.571952872898464e-09
1830,3.1101771469366213e-07,3.1310507520032616e-09
1831,2.307498476739056e-07,7.795603274018958e-09
1832,3.030713173757249e-07,2.705993873419743e-09
1833,3.3013341749210667e-07,0.0
1834,2.202949360707862e-07,7.467624740797874e-09
1835,3.6832238947681617e-07,3.781543966852041e-09
1836,3.299888362562342e-07,4.032449929525228e-09
1837,2.783156389796204e-07,4.174734336004349e-09
1838,2.840472745901934e-07,8.2058102535143e-09
1839,3.544678008893243e-07,2.0974426639952526e-09
1840,2.5287664584539016e-07,3.821813088222825e-09
1841,3.280900386926078e-07,1.2841097074556274e-09
1842,2.978469808567752e-07,2.0124795163667386e-09
1843,2.3686713745973975e-07,4.134837805480629e-09
1844,2.8101433713345614e-07,5.488561272137815e-10
1845,2.7566326821215625e-07,3.348136878855712e-09
1846,2.0256574373433978e-07,1.1709002656346001e-09
1847,2.2651539666185272e-07,1.6179670936367074e-09
1848,2.252662056889676e-07,0.0
1849,1.835091865132199e-07,1.6758829879393033e-09
1850,2.1860567755993543e-07,4.073397619208663e-09
1851,2.0315732740527892e-07,1.9348316282474798e-09
1852,2.3763490730743797e-07,3.906327261660181e-09
1853,2.645565757575241e-07,1.1943863675867306e-09
1854,3.704508628743497e-07,5.195664454227256e-10
1855,2.573864605892595e-07,4.776243400783642e-09
1856,2.3763298884205142e-07,1.5531567143511893e-09
1857,2.7434080607235956e-07,9.763018171682347e-10
1858,3.303231324025546e-07,4.893676019968041e-10
1859,3.3710188063196256e-07,6.110608019582742e-09
1860,3.2040287578638527e-07,1.8308735638683515e-09
1861,3.636008045759809e-07,3.772770984511453e-09
1862,2.493928548119584e-07,2.710791813242963e-09
1863,3.046718575205887e-07,2.9967726078439227e-09
1864,3.548098561623192e-07,5.753673537611803e-09
1865,2.8711750132970337e-07,3.294791106611683e-09
1866,2.598237358597544e-07,3.8924903300596725e-09
1867,2.717574432153924e-07,1.94112459439566e-09
1868,2.277281936358122e-07,2.4699371437009177e-09
1869,2.4515264840374584e-07,2.9301114867763545e-09
1870,1.9209063850667008e-07,5.734048791339319e-10
1871,2.2623108009156567e-07,0.0
1872,2.2979889990892843e-07,1.8142017887967654e-09
1873,2.2986256453805254e-07,5.986004469882289e-10
1874,2.2345038530602324e-07,0.0
1875,3.0038017939659767e-07,1.1443054281912168e-09
1876,3.0048693133721827e-07,1.269663130187837e-08
1877,2.6347316861574654e-07,2.4739263970730008e-09
1878,1.9204301793251943e-07,3.6234530931267273e-09
1879,2.4620581484668946e-07,0.0
1880,2.0601287076260633e-07,1.9253538763308597e-09
1881,2.440377784296288e-07,6.972507571312292e-10
1882,2.51573567311425e-07,5.324308105514319e-09
1883,1.6493474674916797e-07,0.0
1884,1.676830976293786e-07,0.0
1885,2.4300047130054736e-07,1.2891271383708158e-09
1886,1.6714471939849318e-07,6.453463874400711e-10
1887,1.7823964526542113e-07,0.0
1888,2.0797216393475537e-07,1.268122939990235e-09
1889,1.917131839945796e-07,1.2530273485467092e-09
1890,1.9269896256446373e-07,5.243509182406569e-09
1891,1.338586201882208e-07,7.649063604731055e-09
1892,1.1283322010058328e-07,1.8805537127519756e-09
1893,1.5026536459572526e-07,1.2316833108982905e-09
1894,1.8274464252954203e-07,0.0
1895,1.4023372330029815e-07,2.4074457982692365e-09
1896,1.9047404009597813e-07,0.0
1897,1.7363606730214087e-07,4.078699600285063e-09
1898,1.5673643360969436e-07,0.0
1899,1.69696662055685e-07,4.4220627160029835e-09
1900,1.6663280177908746e-07,5.191053142894475e-10
1901,1.4363058653543703e-07,0.0
1902,1.4338029075133818e-07,0.0
1903,1.0854442678009946e-07,1.6200660812870638e-09
1904,1.4189009789333795e-07,0.0
1905,1.847551800437941e-07,5.160759042333041e-10
1906,1.4866692765735934e-07,5.144184522798412e-10
1907,1.650852681223114e-07,1.028568674676933e-09
1908,1.596201428810673e-07,5.40252820258047e-09
1909,1.512770495537552e-07,1.6502950117569526e-09
1910,1.9345824853189697e-07,1.6032452032632705e-09
1911,1.4045787111172103e-07,0.0
1912,1.6201299501972244e-07,0.0
1913,1.3522624442430242e-07,0.0
1914,1.2924715520057362e-07,1.3393487430235496e-09
1915,1.201637758185825e-07,4.712304768617059e-09
1916,1.1756584683553228e-07,1.0987462051303964e-09
1917,1.1295416868506436e-07,1.0966424435210342e-09
1918,1.0108011139209339e-07,0.0
1919,8.471220525052559e-08,0.0
1920,1.5068741276991204e-07,0.0
1921,1.128339377487464e-07,5.300923255902035e-09
1922,1.7633266224947874e-07,0.0
1923,1.7834793197835097e-07,1.0615948120573648e-09
1924,1.7661525930634525e-07,1.289162443462999e-09
1925,2.1446446396566898e-07,0.0
1926,2.3183967812201445e-07,0.0
1927,2.2186956982750417e-07,1.1149224876660924e-09
1928,1.805314582270512e-07,0.0
1929,1.6376397127260134e-07,0.0
1930,1.7646054573106085e-07,1.0503603542488804e-09
1931,1.0378874293337503e-07,1.1405356659111021e-09
1932,1.150751316458809e-07,1.0959536611565568e-09
1933,1.273243555033332e-07,0.0
1934,1.2820291317439114e-07,1.1981580172459871e-09
1935,1.48406726907524e-07,1.196828414151696e-09
1936,1.1397231958198972e-07,1.2124714565686645e-09
1937,1.44797851930889e-07,0.0
1938,1.4261735259424313e-07,0.0
1939,1.1164657109929976e-07,0.0
1940,9.889553354014424e-08,0.0
1941,1.5052663115966425e-07,2.9515025978810172e-09
1942,1.274368912618229e-07,6.068423541449874e-09
1943,1.5387146845569077e-07,0.0
1944,1.1888788975511488e-07,0.0
1945,1.1763921747842687e-07,0.0
1946,1.6566113458793552e-07,2.7842208538686464e-09
1947,1.7404471464033122e-07,1.1920870957027319e-09
1948,1.369857898225746e-07,2.174377566888097e-09
1949,1.2173090624401084e-07,0.0
1950,1.35069086582007e-07,0.0
1951,1.8017769320977095e-07,1.0661401761424827e-09
1952,9.173979265142407e-08,0.0
1953,1.335954635806047e-07,2.1547654771580937e-09
1954,1.5538331865627697e-07,0.0
1955,1.4923116964382643e-07,0.0
1956,1.5436420142123097e-07,0.0
1957,1.0248643889099185e-07,0.0
1958,1.6875377184533136e-07,8.272243445794913e-10
1959,1.7284168052356108e-07,0.0
1960,1.6333166286131018e-07,0.0
1961,1.6328174012869567e-07,6.948159270159238e-10
1962,1.503043733919185e-07,1.2683912808952869e-09
1963,1.687639894498716e-07,6.466053248388448e-10
1964,2.0928851540702453e-07,6.083968329129164e-10
1965,1.3078184224468714e-07,0.0
1966,1.5010893150702032e-07,0.0
1967,1.5136130571136164e-07,1.4791006197611978e-09
1968,1.5225899119286623e-07,4.042274071025531e-09
1969,1.3943196108812117e-07,1.8167031212712459e-09
1970,1.3428277156890545e-07,0.0
1971,1.3822288735809707e-07,2.0553589941130213e-09
1972,1.3594889480827987e-07,5.130146862875051e-10
1973,1.4609990728331468e-07,5.513203782392395e-10
1974,1.0576074771506683e-07,1.1251143350321513e-09
1975,1.1365845864474977e-07,0.0
1976,9.313048821013581e-08,1.7140580066410394e-09
1977,9.226547348362146e-08,0.0
1978,1.0277223339016928e-07,1.1881182704343018e-09
1979,1.457141394212158e-07,5.851973350345929e-10
1980,1.1370301677970929e-07,0.0
1981,9.488324081985411e-08,6.325549528618524e-10
1982,1.2166704266292072e-07,0.0
1983,9.283514401658977e-08,0.0
1984,9.800324107800407e-08,5.799008495621649e-10
1985,8.9030258720868e-08,0.0
1986,1.4626544952989207e-07,0.0
1987,9.227333208627897e-08,1.8332451112712533e-09
1988,1.0613900514044872e-07,0.0
1989,1.2293394036078098e-07,5.488122178931576e-10
1990,8.499895187696893e-08,0.0
1991,1.1429857238454133e-07,0.0
1992,8.926109273943439e-08,0.0
1993,9.749005158710133e-08,0.0
1994,1.0391605087534117e-07,0.0
1995,8.513247706787297e-08,1.0844901643380922e-09
1996,8.594328448907618e-08,0.0
1997,8.486963309906059e-08,0.0
1998,8.487270264367908e-08,0.0
1999,8.272063922731832e-08,0.0
2000,1.0294013463862939e-07,0.0
2001,8.587175415186721e-08,0.0
2002,9.945372880793002e-08,4.38122149670761e-10
2003,1.200073853624417e-07,0.0
2004,1.0747690737389348e-07,0.0
2005,1.1079224293553125e-07,0.0
2006,1.0624155777350097e-07,1.2353669198716943e-09
2007,1.637736630755171e-07,1.1983438685803094e-09
2008,1.9499073289352964e-07,1.7029758714315335e-09
2009,2.1409184114418167e-07,9.53638501499654e-10
2010,2.210735203789227e-07,4.723793023408973e-10
2011,3.135656925223884e-07,3.82397197240536e-10
2012,3.82978441848536e-07,1.3617010852229328e-09
2013,3.823890324383683e-07,1.9523875849358774e-09
2014,4.05587883278713e-07,1.0827225782605865e-09
2015,4.098448016520706e-07,1.5516027351836215e-09
2016,4.2545323708509386e-07,2.899876117012923e-09
2017,3.682854980979755e-07,7.54683426862357e-10
2018,3.735382279046462e-07,1.0325866828253538e-09
2019,3.716789080954186e-07,1.7856913725466939e-09
