year,quelques_DET eaux_NOUN,quelques_DET lots_NOUN
1800,7.074370231840987e-07,9.432493897065797e-09
1801,4.5242469548512076e-07,9.524730337773235e-09
1802,2.215461734067503e-07,0.0
1803,3.58862413563088e-07,1.5602713787643552e-08
1804,1.9527622896475805e-07,2.4718509461507665e-09
1805,2.4164460610265337e-07,0.0
1806,1.671368039524168e-07,1.152667650217154e-08
1807,5.209927849136875e-07,5.693910232196231e-09
1808,3.8296650961555656e-07,9.064295980465431e-09
1809,2.6882463544097845e-07,1.581321384946932e-08
1810,1.8955026881428694e-07,2.3401267590372754e-09
1811,1.6546706893549867e-07,0.0
1812,2.827240734859515e-07,1.0668832928217853e-08
1813,2.5594101771275746e-07,5.751483289628823e-09
1814,1.2272040805783035e-07,0.0
1815,1.3755840200246894e-07,1.6183341333686485e-08
1816,2.827476599520651e-07,1.8540831092650478e-08
1817,3.0826092256575066e-07,2.6466848268569265e-08
1818,1.4663048819585356e-07,4.768470951432846e-09
1819,2.411794675083456e-07,1.449147024601416e-08
1820,1.6494408328071586e-07,1.1866481131050932e-09
1821,2.2188348380858258e-07,2.9584464877885353e-09
1822,9.223566621585633e-08,7.017931125119503e-09
1823,1.1661570775700625e-07,4.941343334508019e-09
1824,1.7515914407795208e-07,0.0
1825,1.0654586324321258e-07,3.522177216552791e-09
1826,1.2771577084791375e-07,8.80798456392995e-09
1827,2.3135354698666788e-07,1.013900075008678e-08
1828,1.797770985412228e-07,3.668920500743411e-09
1829,1.6803425140210493e-07,1.7146351893870815e-08
1830,1.5863990387998683e-07,7.305785310052215e-09
1831,1.8709446880649239e-07,1.091384405071949e-08
1832,2.597754102939831e-07,5.547287429408243e-08
1833,2.0618858442844612e-07,8.108539617524002e-09
1834,1.54953209374753e-07,2.8003592333902816e-08
1835,1.4218605315363675e-07,8.31939672707449e-09
1836,1.5726554947192994e-07,1.2769424795333606e-08
1837,1.315041417981888e-07,2.7135774516295896e-08
1838,8.39517539930057e-08,1.199310784016916e-08
1839,1.2514740621583087e-07,2.027527845616106e-08
1840,1.1338045879938363e-07,1.6561190807617976e-08
1841,1.585875448739671e-07,2.1829865914924085e-08
1842,6.708265187782558e-08,2.5491408095490442e-08
1843,9.982679527453797e-08,2.4218335781256428e-08
1844,1.158086453401097e-07,2.305195723195652e-08
1845,8.705155485344562e-08,1.5624637417221976e-08
1846,1.042101231973902e-07,1.9319854827060112e-08
1847,1.429204301572895e-07,1.4561703842730367e-08
1848,1.5044565060406967e-07,5.470750785718792e-08
1849,1.080944542763973e-07,4.1897074254393374e-08
1850,1.7108270089494226e-07,3.869727827066072e-08
1851,1.0706068653831835e-07,3.418202454419372e-08
1852,8.593920131083621e-08,2.213585514887484e-08
1853,1.3616004856942254e-07,3.1054045557254994e-08
1854,1.3560684219982022e-07,3.22131201713205e-08
1855,9.287139945968192e-08,4.2986190607052777e-08
1856,1.0561466279312981e-07,3.313401153448581e-08
1857,1.2740739041561255e-07,4.051652613412671e-08
1858,2.1091743818146824e-07,1.9085336644408812e-08
1859,1.3341493776408697e-07,5.6523125735452595e-08
1860,1.1122556919929139e-07,6.133426477816784e-08
1861,1.4289369998365942e-07,6.885307080040093e-08
1862,1.897554264829182e-07,6.957699172360776e-08
1863,8.940371343246767e-08,3.5961269073681024e-08
1864,1.3377291452343343e-07,5.8495680299586184e-08
1865,7.578019678433634e-08,3.153585703685735e-08
1866,9.244664234131506e-08,3.5518974428327965e-08
1867,7.76449837758264e-08,5.871901720411188e-08
1868,1.1411109124281893e-07,6.570032251573821e-08
1869,1.0353060631018707e-07,5.323036056381625e-08
1870,1.272958884968034e-07,5.2753247548054105e-08
1871,7.647247701747517e-08,6.903765115140459e-08
1872,7.377753852289004e-08,8.284854757789617e-08
1873,1.1493128937445363e-07,5.8662844359957944e-08
1874,1.0754296697612631e-07,1.4279316218335225e-07
1875,9.040012827199462e-08,1.275900540775865e-07
1876,7.738899010512057e-08,9.008562162904354e-08
1877,6.555904719096617e-08,9.895705765927687e-08
1878,6.280652220524985e-08,7.911206401089999e-08
1879,6.598071577990083e-08,7.147910707772098e-08
1880,7.380522948352564e-08,1.1937193811206726e-07
1881,6.554156950500101e-08,7.809208657505451e-08
1882,5.790185153564664e-08,1.3976308999019693e-07
1883,8.341527646393843e-08,1.0237328762485731e-07
1884,6.007544151032107e-08,6.271612118524672e-08
1885,7.541393554078013e-08,1.2053338949158388e-07
1886,6.517998230037847e-08,1.1487165352264128e-07
1887,8.226445036285668e-08,1.4102477408073355e-07
1888,7.989174743983085e-08,6.340614566724412e-08
1889,6.515742168033967e-08,1.290618145688427e-07
1890,7.340912944187039e-08,1.0487018187177455e-07
1891,9.816298707221449e-08,7.840290461302857e-08
1892,7.647584965297938e-08,7.647585320569306e-08
1893,7.698020798585503e-08,1.0099802993934759e-07
1894,1.0334524347399565e-07,7.813908453613294e-08
1895,4.754705296150519e-08,7.58345404250349e-08
1896,3.715128193970685e-08,7.666137591400002e-08
1897,4.486569560313569e-08,6.4093847562674e-08
1898,5.658354917947861e-08,9.958704616508385e-08
1899,1.1442086922386352e-07,8.180815669334152e-08
1900,7.786579825364015e-08,7.423206138668093e-08
1901,4.470991055161022e-08,7.488910291897355e-08
1902,3.83002145554201e-08,6.776191607826831e-08
1903,7.020286130199338e-08,8.640352522348849e-08
1904,5.96583396017536e-08,6.449550138398763e-08
1905,8.463644651790503e-08,6.863809431933987e-08
1906,1.0597020061453577e-07,5.967253979832776e-08
1907,5.3485572137912385e-08,7.457122919163339e-08
1908,6.286578191350145e-08,6.777717187489429e-08
1909,5.721023033089523e-08,8.361495318354173e-08
1910,9.459147021217973e-08,6.51986398203519e-08
1911,6.065226587637085e-08,7.288912673431014e-08
1912,7.03271836322017e-08,8.07460320828568e-08
1913,9.33326214092034e-08,9.015082547136899e-08
1914,4.2859159776753586e-08,7.701255544390051e-08
1915,3.2986132936230206e-08,9.424609315189514e-08
1916,2.966614687238689e-08,1.1646709996426807e-07
1917,3.728584241358135e-08,1.272105247807076e-07
1918,8.270190932080368e-08,9.533692413299377e-08
1919,3.867296449744373e-08,1.6758284004936286e-07
1920,4.694783628522714e-08,1.1282625322905915e-07
1921,4.998013158896697e-08,8.557204544956676e-08
1922,4.500540740082215e-08,1.136202101292838e-07
1923,4.671017039825642e-08,6.900366500417476e-08
1924,9.668718092825657e-08,6.703644839234357e-08
1925,5.1691434688194704e-08,6.928851981058415e-08
1926,3.6782256351841625e-08,5.795991953050361e-08
1927,5.0171511389862644e-08,5.9090890403012963e-08
1928,3.5420727240165206e-08,4.4561559775502246e-08
1929,4.0105462062456354e-08,5.013182935442728e-08
1930,6.932378404655992e-08,5.671945935148415e-08
1931,4.676196230235519e-08,5.930785462737731e-08
1932,5.808554537356514e-08,5.918149748040946e-08
1933,2.8676655050574595e-08,5.391211388428019e-08
1934,3.235026646564165e-08,6.110605887954534e-08
1935,6.223507398317452e-08,4.547947796140761e-08
1936,3.394919900756577e-08,5.092380206406233e-08
1937,3.9032466037092206e-08,8.184226585328247e-08
1938,6.223302762009553e-08,5.704694316932546e-08
1939,4.282334220562234e-08,3.6705720241059225e-08
1940,4.564409294971483e-08,4.057252622757801e-08
1941,4.132103725851266e-08,4.132103770260187e-08
1942,3.034211815133858e-08,5.158160010232393e-08
1943,2.6129116648121453e-08,2.9032352077962287e-08
1944,1.2852744646352221e-08,5.1410978585408884e-08
1945,4.574858669670334e-08,2.6142049414090707e-08
1946,4.5939645865189505e-08,4.037120238109537e-08
1947,2.26496545963073e-08,2.3841741692010032e-08
1948,4.5661929126694645e-08,4.67491183542279e-08
1949,3.828633132751946e-08,3.337782894519137e-08
1950,4.2541447031752e-08,7.12569248051409e-08
1951,3.624876598884441e-08,5.650542966861849e-08
1952,5.4832980267427445e-08,4.956057853000573e-08
1953,3.878578014315792e-08,5.0636989712415925e-08
1954,4.49536656788041e-08,8.502106574326262e-08
1955,4.6928038788252024e-08,1.0793449334300931e-07
1956,6.017587583784234e-08,7.412970326470258e-08
1957,3.887416544223754e-08,3.710715734683845e-08
1958,1.5717262880077243e-08,4.715178825165367e-08
1959,2.945284249822322e-08,5.115493451057773e-08
1960,1.6609999708983025e-08,3.8064582597030494e-08
1961,3.265634873628187e-08,1.0213794254809727e-07
1962,2.156265105357491e-08,8.054284705849568e-08
1963,2.392439757414877e-08,4.720219060061481e-08
1964,2.433587364958356e-08,2.7986254869105665e-08
1965,2.462419479432043e-08,5.964527094448613e-08
1966,1.994066989308152e-08,6.203763636136728e-08
1967,2.3665610304757223e-08,6.754559933597193e-08
1968,3.5482185967161683e-08,4.850729240502005e-08
1969,2.4525491804094912e-08,5.631779842474316e-08
1970,2.897196688111947e-08,5.058597452034519e-08
1971,2.980270608077262e-08,5.806389236084897e-08
1972,2.7189778206704318e-08,6.463984991711413e-08
1973,1.1577727720979425e-08,7.939013357827207e-08
1974,1.6876714303837304e-08,8.550868635381903e-08
1975,2.8557400888473694e-08,1.0908927450259398e-07
1976,2.3996813203197576e-08,3.713792606774291e-08
1977,1.5279633114317903e-08,3.290997785398986e-08
1978,1.603959731699689e-08,3.742572596276972e-08
1979,3.043026075566502e-08,3.686743155206784e-08
1980,2.728872261492654e-08,4.263862884990033e-08
1981,3.858585273519566e-08,1.1702266355939628e-07
1982,1.8001756529884005e-08,2.6692259624816472e-08
1983,1.7682884490000106e-08,1.0420271756572674e-07
1984,1.5657322549600394e-08,6.030968791037594e-08
1985,2.5265344372193965e-08,6.737425106706496e-08
1986,2.098069995515317e-08,5.395036861699509e-08
1987,2.1998940669121225e-08,4.766437111669575e-08
1988,2.5185526497661925e-08,6.056519463726318e-08
1989,1.6464365870660913e-08,1.196410650550206e-07
1990,2.451892872068484e-08,5.775569977828354e-08
1991,1.6412102177287835e-08,3.45826434156038e-08
1992,1.8733810946969243e-08,2.3692759976157163e-08
1993,2.271075000281897e-08,3.046564156505838e-08
1994,1.7407257413282196e-08,3.6396993641218955e-08
1995,1.1929391419140956e-08,1.5725107771480396e-08
1996,1.6548085124412637e-08,1.975094177097958e-08
1997,1.054876763717516e-08,3.164630291152548e-08
1998,1.4781201040925396e-08,3.003921422717326e-08
1999,1.7366764026860437e-08,2.6050146595402168e-08
2000,9.71966962470816e-09,1.723032228007071e-08
