year,quelques_DET êtres_NOUN,quelques_DET etres_NOUN,quelques_DET lettres_NOUN
1800,2.7668648883150126e-07,0.0,1.1098900394301836e-06
1801,2.9050428418386787e-07,0.0,1.3048880624921821e-06
1802,2.886813774694019e-07,0.0,1.3785095802631986e-06
1803,1.5992782209650613e-07,0.0,1.3535354010940637e-06
1804,2.3976953755777686e-07,0.0,1.4410890969429602e-06
1805,2.1890158263815351e-07,0.0,9.921642991628232e-07
1806,1.123850950079941e-07,0.0,2.00852335296986e-06
1807,1.1387820109121094e-07,1.1387820908481672e-08,1.261201120428268e-06
1808,1.6089124699192325e-07,4.5321479902327155e-09,1.497874947631317e-06
1809,7.228897658251299e-08,0.0,1.2356896945675544e-06
1810,1.1232608132516475e-07,0.0,1.5304428657714197e-06
1811,1.0028306718368185e-07,0.0,1.719854694215428e-06
1812,1.4669645054254943e-07,0.0,1.552315147534955e-06
1813,1.380355929558874e-07,0.0,1.5672792130771995e-06
1814,2.1397404736944736e-07,0.0,1.4002713228933317e-06
1815,1.6722785622924619e-07,0.0,1.6965536531188263e-06
1816,1.0892738089296472e-07,0.0,1.2607765285110872e-06
1817,1.3389111330752712e-07,0.0,1.261067428259821e-06
1818,1.9550730434580998e-07,0.0,1.479418116900888e-06
1819,1.23177498423388e-07,0.0,1.4874458322822193e-06
1820,2.6699582988953807e-07,1.1866481131050932e-09,1.637574392532315e-06
1821,2.6034328914903426e-07,0.0,1.8657936067256742e-06
1822,2.315917271289436e-07,0.0,1.4587271266464086e-06
1823,1.976537351566776e-07,0.0,1.7363880608911586e-06
1824,1.0779024606222265e-07,0.0,1.6758013785533876e-06
1825,1.2239565294613897e-07,0.0,1.499566955942555e-06
1826,1.1450379844291092e-07,0.0,1.6761593641945183e-06
1827,1.1890282003435004e-07,0.0,1.5033371951744812e-06
1828,1.5868081471026585e-07,0.0,1.2859566780321074e-06
1829,1.723208384873942e-07,0.0,1.5483156445839086e-06
1830,1.5342148751429363e-07,0.0,1.6229279182766732e-06
1831,1.4187998065295915e-07,0.0,1.396972090006443e-06
1832,1.2853471087481694e-07,0.0,1.2325801659329727e-06
1833,1.44795358480998e-07,0.0,9.649162535652067e-07
1834,1.4841904660833904e-07,0.0,1.2368253869965429e-06
1835,1.3916082508558247e-07,0.0,1.3137083811898265e-06
1836,1.6264215663142068e-07,0.0,1.4180782983430618e-06
1837,8.488626601632632e-08,0.0,1.4361086364544917e-06
1838,1.0288823837356631e-07,0.0,1.4050872749749033e-06
1839,1.0766871572087666e-07,6.9914751765765e-10,1.360541034500784e-06
1840,1.273937768608846e-07,0.0,1.1726596778061094e-06
1841,1.4703055839504486e-07,0.0,1.4529701060084221e-06
1842,9.861149630197019e-08,0.0,1.292011868159193e-06
1843,1.4885416588228395e-07,5.906911071384968e-10,1.2369071562545741e-06
1844,9.38543984752016e-08,0.0,1.116373372411772e-06
1845,1.450859303808727e-07,0.0,1.0781000305826183e-06
1846,1.1006462230511715e-07,0.0,1.4454763661575498e-06
1847,1.472350064091188e-07,1.0786447290911383e-09,1.377429313720313e-06
1848,1.1826476153942167e-07,1.6090443422100975e-09,1.1142631937133274e-06
1849,1.0641857306481484e-07,8.379414939696517e-10,1.0641856817983353e-06
1850,8.078905100461498e-08,0.0,1.2831202838015088e-06
1851,7.094382525885123e-08,0.0,1.267959660822271e-06
1852,1.015645090252093e-07,0.0,1.3268491478868327e-06
1853,1.1286950840627696e-07,5.971931837933653e-10,1.3699611294271108e-06
1854,7.273930435758302e-08,0.0,1.7410671997453164e-06
1855,9.340208961816643e-08,0.0,1.445609690620131e-06
1856,1.0509694448046503e-07,5.177189232874468e-10,1.3367503104433354e-06
1857,1.0055908639117206e-07,1.4644527812635033e-09,1.5786800346972996e-06
1858,6.019221521214035e-08,9.787352039936081e-10,1.6041469947936093e-06
1859,1.0133424765967902e-07,5.092173349652285e-10,1.4258085254681419e-06
1860,6.911547778543081e-08,0.0,1.537933847828299e-06
1861,8.394415473844674e-08,9.431927461278633e-10,1.3303733119585104e-06
1862,9.984749782532276e-08,0.0,1.5094591692133008e-06
1863,7.891500786172401e-08,0.0,1.4369524166113479e-06
1864,8.582562838199692e-08,0.0,1.3147144111158582e-06
1865,1.6332749552816495e-07,2.3534221238463715e-09,1.427115186913852e-06
1866,6.471264946128485e-08,0.0,1.5949478706644982e-06
1867,7.813026137171164e-08,0.0,1.3063768022902877e-06
1868,5.779652800796953e-08,0.0,1.3288261726529527e-06
1869,6.20206943580115e-08,0.0,1.3458978962432866e-06
1870,1.0378628090279562e-07,0.0,1.3440610899806416e-06
1871,6.266494767537267e-08,0.0,1.245864124754803e-06
1872,6.228759164006448e-08,0.0,1.19132583908943e-06
1873,6.883905001586754e-08,5.986004469882289e-10,1.178045733851718e-06
1874,5.078417908421784e-08,0.0,1.0688575731165884e-06
1875,1.5333692715557845e-07,0.0,1.4778704127138553e-06
1876,8.403960727321191e-08,6.04601479992084e-10,1.614285986661912e-06
1877,7.421779324445765e-08,0.0,1.4682753115558e-06
1878,7.971596938105563e-08,0.0,1.2863259399864546e-06
1879,9.958200131165995e-08,0.0,1.324501744726092e-06
1880,5.904418687308066e-08,0.0,1.5434920399570728e-06
1881,7.530308288039578e-08,0.0,1.3010698678428412e-06
1882,6.455723600140573e-08,0.0,1.350377679898429e-06
1883,5.181857787306399e-08,0.0,1.5084262470210774e-06
1884,5.677459480324387e-08,6.601696966868076e-10,1.3243004106655576e-06
1885,1.1150949896787665e-07,0.0,1.3651856400898055e-06
1886,8.841245691115773e-08,0.0,1.2074431401387642e-06
1887,6.3330568789155e-08,0.0,1.1569253999255125e-06
1888,9.003673184793115e-08,0.0,1.3074347791075525e-06
1889,7.330210216593969e-08,0.0,1.3526429860633016e-06
1890,3.5393685759999016e-08,0.0,1.238123567448568e-06
1891,6.374220262728159e-08,1.2748440081367107e-09,1.2678323590975538e-06
1892,3.6984221907232495e-08,0.0,1.3326856933559839e-06
1893,4.680396537004583e-08,0.0,1.0469307918370419e-06
1894,1.2161970630586438e-07,0.0,1.371214908729712e-06
1895,6.981593125843233e-08,6.018614495673091e-10,1.1327032707342255e-06
1896,6.958494314091013e-08,0.0,1.0826945153752376e-06
1897,4.544836618158854e-08,0.0,1.2585701050227271e-06
1898,5.6017713467859664e-08,0.0,1.4174178648573843e-06
1899,8.125540418291166e-08,0.0,1.3597842762891332e-06
1900,6.177353117919893e-08,0.0,1.257792225928256e-06
1901,7.824234460329649e-08,1.1177477832191585e-09,1.387125046825588e-06
1902,7.021706194265676e-08,0.0,1.1308384060271237e-06
1903,6.858280010568762e-08,1.0800440541913758e-09,1.2226098311529654e-06
1904,7.040759175680478e-08,0.0,1.266799197097157e-06
1905,5.5736196546973815e-08,0.0,1.3144453721025684e-06
1906,6.275905084507372e-08,0.0,1.2572386896003707e-06
1907,4.6799875086378506e-08,0.0,1.2759394971695315e-06
1908,8.152905817127021e-08,0.0,1.4670319572474e-06
1909,7.151278902384206e-08,0.0,1.563379479208038e-06
1910,8.978173049456473e-08,0.0,1.51346348165049e-06
1911,8.61900577575625e-08,0.0,1.4365010017058921e-06
1912,8.856015742964019e-08,5.209421227725386e-10,1.5774126977952108e-06
1913,7.21206616649539e-08,0.0,1.3262777800449044e-06
1914,8.17002767661279e-08,0.0,1.3159101239779147e-06
1915,1.0249262771822032e-07,0.0,1.2746784388006915e-06
1916,5.713480377700364e-08,1.0987462051303964e-09,1.5261584589421062e-06
1917,9.10213252547365e-08,0.0,1.269911964030257e-06
1918,5.6283244731503146e-08,1.1486376294556067e-09,1.1463403435385544e-06
1919,9.576162574020941e-08,0.0,9.530122955236919e-07
1920,1.1888404127802232e-07,7.572231730534895e-10,1.0207368390524607e-06
1921,8.481477031807572e-08,7.572747429129834e-10,1.0851747314077897e-06
1922,9.074860729541001e-08,0.0,1.1081659536671395e-06
1923,8.811236762440444e-08,0.0,1.2717905395476237e-06
1924,8.250639638163193e-08,0.0,1.4193678463669812e-06
1925,6.928852358534243e-08,0.0,1.4077667476186662e-06
1926,1.0142985917838132e-07,1.1146138456652466e-09,1.2472528752027756e-06
1927,9.699825342934787e-08,0.0,1.3178383566625484e-06
1928,6.51284337571667e-08,0.0,1.3059965482398184e-06
1929,8.689517105864297e-08,0.0,1.3112258574476954e-06
1930,6.932378404655992e-08,0.0,1.1837560869309982e-06
1931,6.843213729013087e-08,0.0,1.2819621062476472e-06
1932,8.000461848567397e-08,0.0,1.3304877413133909e-06
1933,6.423570564351166e-08,0.0,1.079389321034796e-06
1934,7.30876426047189e-08,0.0,1.1753930699853754e-06
1935,1.0891138657598276e-07,0.0,1.2171745300548764e-06
1936,1.0548501583329539e-07,0.0,1.062125002171399e-06
1937,9.569249881380415e-08,1.2591118148108649e-09,1.0966863945860439e-06
1938,7.649476785331899e-08,0.0,1.2446605857086013e-06
1939,7.64702559052921e-08,0.0,1.0568188928417044e-06
1940,6.846613587185857e-08,0.0,1.0777077505963462e-06
1941,8.854508060096578e-08,0.0,1.0950074358362372e-06
1942,1.1226583285228742e-07,0.0,9.982556625764971e-07
1943,7.83873517207212e-08,0.0,1.2396813966475406e-06
1944,1.0924833127035072e-07,0.0,9.800217739552863e-07
1945,1.0021118290737263e-07,0.0,9.75969805860899e-07
1946,1.3642681651049315e-07,0.0,9.800457192454815e-07
1947,1.7523680728714908e-07,0.0,1.1050647072963216e-06
1948,1.0437011965791498e-07,0.0,9.110641894238825e-07
1949,8.835307818699789e-08,9.817008317369869e-10,8.815673364637178e-07
1950,1.233701967251477e-07,2.1270722960764488e-09,9.529283691023238e-07
1951,1.2047384156943508e-07,0.0,1.1034550606581206e-06
1952,1.1177492176273063e-07,0.0,9.079076486173676e-07
1953,9.91192115051831e-08,0.0,9.384003507584282e-07
1954,1.0163437558219357e-07,0.0,9.694355775913266e-07
1955,1.1638153596393863e-07,0.0,1.0615122327806148e-06
1956,2.2064488547357541e-07,0.0,8.878121899869029e-07
1957,9.365139641559495e-08,0.0,9.692036457842335e-07
1958,1.2242920099936327e-07,8.272243445794913e-10,8.462505345363525e-07
1959,6.898165860746985e-08,0.0,9.339651354522971e-07
1960,8.58183324403683e-08,1.3841666701708277e-09,1.1066412559657124e-06
1961,8.129346618090949e-08,1.3896318540318475e-09,8.789421386268259e-07
1962,9.766613118245004e-08,1.2683912808952869e-09,1.066082882417163e-06
1963,1.0539666916997703e-07,6.466053248388448e-10,8.942551525947806e-07
1964,1.0707784436903012e-07,0.0,1.1157997850119727e-06
1965,1.0889366652833132e-07,0.0,1.2985158583944667e-06
1966,1.3792296815751115e-07,1.1078149508847446e-09,1.0020186014259025e-06
1967,1.0649524817551992e-07,0.0,1.0467102633526792e-06
1968,1.1183625581168144e-07,0.0,1.1448619048337605e-06
1969,8.811010365761263e-08,0.0,9.905574067659018e-07
1970,1.0715028953001138e-07,4.5987250119061684e-10,1.006201060249623e-06
1971,8.375587645659266e-08,1.0276794970565106e-09,1.064675942075155e-06
1972,9.131661737882268e-08,0.0,8.803331805751213e-07
1973,6.395316409779639e-08,0.0,9.626053802946899e-07
