year,quelques_DET êtres_NOUN,quelques_DET etres_NOUN,quelques_DET lettres_NOUN
1974,7.200732099477136e-08,0.0,9.608476441158587e-07
1975,5.768594935062765e-08,5.711480177694739e-10,9.429653959891482e-07
1976,8.570290033205197e-08,0.0,8.787404590648862e-07
1977,5.8767820165783746e-08,5.876781838942691e-10,8.350906695042681e-07
1978,9.980193826919503e-08,5.940591352171509e-10,8.75049106063841e-07
1979,7.432006032814797e-08,0.0,8.69018044191705e-07
1980,7.163289739153811e-08,1.1370301367108482e-09,8.516355496368533e-07
1981,9.614835061455551e-08,1.2651099057237047e-09,8.925350449828784e-07
1982,8.690503117136927e-08,0.0,8.144242764629439e-07
1983,8.399370443612497e-08,0.0,7.969928743634114e-07
1984,9.568364234269211e-08,0.0,7.712681213689621e-07
1985,5.1132241996043604e-08,0.0,7.964598616183594e-07
1986,7.732885909383924e-08,1.1988970927134801e-09,7.517084483765757e-07
1987,6.844114830428794e-08,0.0,7.821845695588081e-07
1988,7.375761112982104e-08,1.1993107618124554e-09,7.999402735769934e-07
1989,7.57360836267651e-08,5.488122178931576e-10,8.66025692047856e-07
1990,8.717841781802349e-08,5.44865097484859e-10,6.538381436271834e-07
1991,7.32683158588543e-08,1.7584395606284886e-09,7.608181724627627e-07
1992,6.005838981693046e-08,0.0,7.983908849595878e-07
1993,7.644106414517182e-08,1.1078414852150331e-09,9.942877161606134e-07
1994,7.859640716034733e-08,0.0,8.777477926713573e-07
1995,8.838594867111027e-08,5.422450821690461e-10,8.160788382838291e-07
1996,6.352329484649033e-08,5.338092190498855e-10,8.893261780329453e-07
1997,6.569005428502805e-08,4.79489448146353e-10,7.676626347929982e-07
1998,6.818424980181703e-08,0.0,8.391907360127959e-07
1999,7.495129938916989e-08,0.0,7.495130045498399e-07
2000,7.024669868016531e-08,1.7672125984802278e-09,7.510653645681487e-07
2001,6.615629799533451e-08,4.3812117822561447e-10,8.451357387251335e-07
2002,7.009954616776781e-08,0.0,7.925629641469811e-07
2003,6.042038069864475e-08,0.0,7.912986639269093e-07
2004,7.091713927209753e-08,0.0,8.651009810733967e-07
2005,6.260211815600769e-08,0.0,7.449201584464049e-07
2006,7.123949430365428e-08,2.058944903460258e-09,7.984588616949395e-07
2007,6.750670156208116e-08,0.0,7.541577133896027e-07
2008,6.088138748694405e-08,4.257439678578834e-10,7.714480689813286e-07
2009,6.913878825010045e-08,0.0,7.109375115277317e-07
2010,6.140930786102672e-08,0.0,5.592970944157116e-07
2011,5.468279939968568e-08,0.0,5.307673114351985e-07
2012,7.182972971975232e-08,0.0,6.052761321040379e-07
2013,6.442878719425948e-08,0.0,5.731652110707586e-07
2014,8.163728137944304e-08,2.1654451842767486e-10,6.388063027440438e-07
2015,7.514190691892964e-08,0.0,6.563279719706827e-07
2016,9.217463325938979e-08,0.0,6.617931467278737e-07
2017,6.766994475881916e-08,0.0,5.189706144825834e-07
2018,6.118076134598027e-08,0.0,5.686970999674301e-07
2019,7.117255584887516e-08,0.0,6.915727868150867e-07
