year,les_DET yeux_NOUN,les_DET lieux_NOUN
1870,8.464029565402598e-05,2.2674149789736475e-05
1871,8.135715438584157e-05,2.113614297627464e-05
1872,8.745117679609393e-05,2.267389405119502e-05
1873,8.150304461196356e-05,2.223261844847002e-05
1874,8.316237426697626e-05,2.184615831879455e-05
1875,8.566041378799127e-05,2.1209700349800187e-05
1876,8.149363156917389e-05,2.1757794087307047e-05
1877,8.399103944611852e-05,2.176931445774244e-05
1878,7.783841533637315e-05,2.0877130225471774e-05
1879,8.255775628640549e-05,2.2146303251702193e-05
1880,7.843057574064005e-05,2.1233443789014927e-05
1881,8.09208345344814e-05,2.0554952101292656e-05
1882,8.345586707037e-05,1.9906922716472764e-05
1883,7.672056949559192e-05,2.0061373589896903e-05
1884,7.999078206921695e-05,1.935947580022912e-05
1885,7.592507631670742e-05,1.9442615069920066e-05
1886,7.549068118350988e-05,1.8540157185498174e-05
1887,7.707787062827265e-05,1.9392211783042512e-05
1888,7.691546306887176e-05,1.8258434550944003e-05
1889,7.488404730793263e-05,1.7276114164133105e-05
1890,7.16217475655867e-05,1.7245901318574397e-05
1891,7.14715824869927e-05,1.882625821281181e-05
1892,7.144975575101853e-05,1.7602609915456924e-05
1893,7.031310201455199e-05,1.6293321806415406e-05
1894,6.984815377109044e-05,1.703936183616861e-05
1895,7.112738217074366e-05,1.597159715061025e-05
1896,7.044944459266844e-05,1.6568882102774296e-05
1897,6.884611707391741e-05,1.5914501972247308e-05
1898,6.837385967628506e-05,1.6130273166936604e-05
1899,7.045451070553099e-05,1.6453942009775346e-05
1900,6.963849637031672e-05,1.5891371873522075e-05
1901,6.706654335175699e-05,1.465646764131634e-05
1902,5.7952152701545856e-05,1.3728662281664583e-05
1903,6.513421521958662e-05,1.5313404560401978e-05
1904,6.0124858009658055e-05,1.4207284294798228e-05
1905,6.228416691556049e-05,1.4566758551382009e-05
1906,6.377296722348547e-05,1.4722656402454959e-05
1907,6.141326525721524e-05,1.4278590271032954e-05
1908,6.458034749812214e-05,1.4548025319527369e-05
1909,6.717691326230124e-05,1.3602832495962502e-05
1910,6.658811821580457e-05,1.3920978233272763e-05
1911,6.24734284428996e-05,1.4264455103329965e-05
1912,6.25526474777871e-05,1.3915926984964244e-05
1913,6.287966948548274e-05,1.317845951120944e-05
1914,6.244579503800196e-05,1.3674750874770325e-05
1915,6.146730197542638e-05,1.443143355572829e-05
1916,6.669279355264734e-05,1.3599182182133518e-05
1917,6.632822646679415e-05,1.3278146980155725e-05
1918,6.494626632047584e-05,1.3723922847930226e-05
1919,6.5563562884563e-05,1.3377162076722016e-05
1920,6.473122607530968e-05,1.3399821284565405e-05
1921,6.642511243626359e-05,1.2853223807951508e-05
1922,7.062307281557878e-05,1.2981477368612104e-05
1923,6.934443149475555e-05,1.2831496263743247e-05
1924,6.705578175569826e-05,1.2925142385711297e-05
1925,7.215354935397045e-05,1.2660002965958483e-05
1926,6.793683110117854e-05,1.245246627945562e-05
1927,7.906138125690632e-05,1.2594164815027398e-05
1928,6.573972859769128e-05,1.2897715180315572e-05
1929,6.69271057631704e-05,1.2696720858684785e-05
1930,5.9882092728003045e-05,1.2914180757661597e-05
1931,5.649871422974684e-05,1.2930252921705687e-05
1932,5.6748479892121395e-05,1.376189004531625e-05
1933,5.341887481336016e-05,1.3052466272256424e-05
1934,5.376853982852481e-05,1.2578262754914249e-05
1935,5.556874475587392e-05,1.2949683309670945e-05
1936,5.466063953463163e-05,1.2138052113641606e-05
1937,5.427023643278517e-05,1.241862003098504e-05
1938,5.6257363667100435e-05,1.2604781318259484e-05
1939,5.375093974180345e-05,1.2642062529266695e-05
1940,4.318945343584346e-05,1.4218134964494311e-05
1941,5.9903695046159555e-05,1.5468825012021625e-05
1942,5.98346550759743e-05,1.5095203622195186e-05
1943,6.347052908495243e-05,1.4963274480805921e-05
1944,6.66125638417725e-05,1.428582567086778e-05
1945,6.836145803390536e-05,1.3733289819128913e-05
1946,6.637861179115134e-05,1.4569827783361688e-05
1947,6.748524469912809e-05,1.5344545090556494e-05
1948,6.530090445266978e-05,1.7464600944094855e-05
1949,5.644779662361543e-05,1.556584845729958e-05
1950,6.450240493904857e-05,1.5901993322131602e-05
1951,6.14917671555304e-05,1.7225626208983158e-05
1952,5.801645852443471e-05,1.5219315116610233e-05
1953,5.524926473299274e-05,1.588600918012162e-05
1954,6.163831540106912e-05,1.5211929564884485e-05
1955,5.435393336483685e-05,1.4337454558699392e-05
1956,6.056222332517791e-05,1.5772184553952684e-05
1957,5.449274522106862e-05,1.4386092090035163e-05
1958,5.624629261546943e-05,1.5215964253911807e-05
1959,5.4422652056018705e-05,1.4548928589874777e-05
1960,5.847758120580693e-05,1.4384260111910407e-05
1961,6.0468440324257244e-05,1.593977174252359e-05
1962,6.054538835087442e-05,1.4729828365034336e-05
1963,5.883267772333056e-05,1.571703546687786e-05
1964,5.8592266896084766e-05,1.5150297656418843e-05
1965,5.662087437485752e-05,1.51925813725029e-05
1966,6.185484744491987e-05,1.509951812295185e-05
1967,6.165976401462103e-05,1.5166205514560716e-05
1968,6.026357323207776e-05,1.4615067527756764e-05
1969,5.605664523500309e-05,1.7498029706075613e-05
1970,5.0586896350068855e-05,1.5936421334572515e-05
1971,5.2598178626794834e-05,1.4648543640305434e-05
1972,5.0103579724236624e-05,1.5223711159251252e-05
1973,4.798417080564832e-05,1.517895270808367e-05
1974,4.225254247103294e-05,1.5559206303805695e-05
1975,4.050410507261404e-05,1.5952735111568472e-05
1976,4.190871823084308e-05,1.5528223002547747e-05
1977,4.175512412984972e-05,1.607534954928269e-05
1978,4.649879224416509e-05,1.733820948857101e-05
1979,4.845902003580704e-05,1.7702805052977055e-05
1980,4.641186342269066e-05,1.7340278532174125e-05
1981,4.859919636146515e-05,1.6919579309160326e-05
1982,4.81720808238606e-05,1.819418906734427e-05
1983,4.9551863867236534e-05,1.802707049591845e-05
1984,4.831617752643069e-05,1.803433673330801e-05
1985,4.769435213347606e-05,1.9133083810629614e-05
1986,4.964093250237056e-05,1.892638852041273e-05
1987,4.6814357347102487e-05,1.9649332216431503e-05
1988,4.728402632281359e-05,1.952237983005034e-05
1989,4.927235977447708e-05,2.1227508113952354e-05
1990,4.505543870436668e-05,1.9718667545021162e-05
1991,4.573349792735826e-05,2.0175749341433402e-05
1992,4.7047210955497576e-05,2.0483217781475105e-05
1993,4.831961268791929e-05,2.14029431617746e-05
1994,4.775760294251086e-05,2.1673091168850078e-05
1995,4.967344671058527e-05,2.2342124793794937e-05
1996,4.583125905810448e-05,2.338671663437708e-05
1997,4.6466365120068076e-05,2.382439254233759e-05
1998,4.892625133834372e-05,2.396890931777307e-05
1999,4.736236405733507e-05,2.3629310703654482e-05
2000,4.753625125886174e-05,2.47361156198167e-05
2001,4.7990040002332535e-05,2.398231538336404e-05
2002,5.195164976612432e-05,2.5103961661443464e-05
2003,5.528590031644853e-05,2.5029873086168664e-05
2004,5.297818597682635e-05,2.4916143047448713e-05
2005,5.459625299408799e-05,2.5967269948523608e-05
2006,5.898342010368651e-05,2.5396673436262063e-05
2007,8.397953433814109e-05,2.63975178995679e-05
2008,8.946285424826783e-05,2.672011805771035e-05
2009,0.00010409154720036895,2.641721619056625e-05
2010,0.0001373334152958705,2.762852147952799e-05
2011,0.00015790594443387818,2.6974681190949923e-05
2012,0.00019461126157693798,2.847010546247475e-05
2013,0.00021537344764510635,2.6784804049384547e-05
2014,0.00023152636549639283,2.7221378331887536e-05
2015,0.00023226097437145654,2.72913631533811e-05
2016,0.00023763904755469412,2.6764612584884162e-05
2017,0.00024444798691547476,2.98683570463254e-05
2018,0.0002697570835152874,2.7848604986502323e-05
2019,0.00025312073648819933,2.8260097906240844e-05
