year,frais_NOUN égaux_ADJ,frais_NOUN légaux_ADJ
1874,2.0313670745508716e-08,2.688574091136431e-08
1875,6.064819046969205e-08,8.010138052849669e-09
1876,6.650616057868319e-09,4.836811839936672e-09
1877,1.2369632429454214e-08,1.2988113695655557e-08
1878,1.9325083755461492e-08,1.0870359723469392e-08
1879,2.5659165459046562e-08,2.077170613290491e-08
1880,8.343199908722454e-09,1.9895323832841427e-08
1881,0.0,2.091752326904839e-09
1882,3.9932310791357395e-09,2.6621540527571597e-09
1883,3.791603475633565e-09,1.0110942305630033e-08
1884,2.6406787867472303e-09,1.3203393933736152e-08
1885,6.445635580831777e-09,1.353583467533781e-08
1886,2.5813855497602844e-09,1.677900662855336e-08
1887,9.140494583448344e-09,2.8074376601239237e-08
1888,1.0779045211961602e-08,6.974676169946292e-09
1889,5.6386229019267375e-09,6.891650528029203e-09
1890,1.3108772956016423e-09,1.1142456735058204e-08
1891,1.7210394887001712e-08,1.7210393776778687e-08
1892,1.191017329205124e-08,1.8178686334024974e-08
1893,4.310891643655168e-09,1.909109159647926e-08
1894,5.671385139294216e-09,1.0082462642557743e-08
1895,7.824199066419624e-09,2.4074457982692365e-09
1896,1.179405795248556e-09,2.2408709332566445e-08
1897,4.661370844871726e-09,1.0488084178916779e-08
1898,0.0,9.619203211741478e-09
1899,6.080336234504102e-09,1.4371703827009696e-08
1900,3.633737311048435e-09,1.764958135197503e-08
1901,6.706486921359556e-09,1.4530721514915967e-08
1902,4.910283735171106e-09,5.892340837476695e-09
1903,8.100330184390714e-09,5.400220270956879e-09
1904,4.299700151477737e-09,1.0211787859759625e-08
1905,2.0643036169332163e-09,1.5998352864698973e-08
1906,3.0865106026567446e-09,8.230695236477459e-09
1907,1.3885677496716653e-08,7.714265004565846e-09
1908,3.437972351250096e-09,1.4734167219643268e-08
1909,4.950885035270858e-09,1.7053049639059736e-08
1910,2.137660271017694e-09,4.809735720812114e-09
1911,1.5961122423746588e-09,4.0434844361669775e-08
1912,5.2094213387476884e-09,2.2921453179947093e-08
1913,1.3257474229533273e-08,7.954484682048957e-09
1914,8.705766774141921e-09,1.0045115850232378e-08
1915,2.3561523843085297e-09,1.0602685729388384e-08
1916,7.69122365795738e-09,9.888715624128963e-09
1917,6.57985488317081e-09,2.1932848870420685e-09
1918,0.0,2.06754764420225e-08
1919,1.012863304339362e-08,1.1049418047193171e-08
1920,2.2716695191604686e-09,6.057785384427916e-09
1921,4.543648568500203e-09,1.2116395997630036e-08
1922,2.951174193910333e-09,6.6401419362982494e-09
1923,1.6985516992917837e-08,1.2739137744688378e-08
1924,2.578324886925998e-09,9.024137215263295e-09
1925,8.798542339150117e-09,1.0998177923937646e-09
1926,1.114613823460786e-08,1.114613823460786e-08
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,2.2852082448565625e-09,1.0283436990832229e-08
1929,5.570202965543558e-09,3.342121912552898e-09
1930,3.1510811737689437e-09,1.0503603542488804e-09
1931,4.5621426636444085e-09,4.219981875053236e-08
1932,2.1919073223131136e-09,6.575721966939341e-09
1933,6.882397318719313e-09,9.176529536247813e-09
1934,2.3963160344919743e-09,1.9170528275935794e-08
1935,8.377798899061872e-09,3.590485242455088e-09
1936,7.274828739411987e-09,1.576212893539264e-08
1937,3.777335333410292e-09,1.510934177773038e-08
1938,1.2965214679638848e-08,1.9447821131279852e-08
1939,1.2235240376412548e-08,1.8352860564618823e-08
1940,7.607348528892999e-09,5.325144147860783e-08
1941,5.9030051957620344e-09,1.4757512545315876e-08
1942,6.068423541449874e-09,2.4273694165799498e-08
1943,0.0,2.9032352077962287e-09
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,8.714016175304096e-09,6.535512131478072e-09
1946,0.0,9.744772988540262e-09
1947,2.3841741914054637e-09,2.0265480182857232e-08
1948,3.2615663503321457e-09,3.2615663503321457e-09
1949,5.890204768377316e-09,1.2762110479513922e-08
1950,0.0,1.2762433332369483e-08
1951,3.1984206394497505e-09,8.529121631184466e-09
1952,7.381362632230548e-09,1.687168627029223e-08
1953,1.0773827385790469e-09,1.7238123040108633e-08
1954,0.0,1.7590565004610426e-08
1955,9.385607846468247e-10,2.815682353940474e-08
1956,5.232684952005684e-09,1.3081712157969605e-08
1957,3.534015080575159e-09,1.0602045241725477e-08
1958,5.790570245522986e-09,1.1581140935135181e-08
1959,5.425523585955716e-09,1.3176271629333769e-08
1960,0.0,2.353083417006019e-08
1961,1.3896318540318475e-09,1.876002997391879e-08
1962,6.976152100435229e-09,1.0781326054143392e-08
1963,9.052474325699222e-09,6.466053026343843e-09
1964,3.6503808864551957e-09,9.734349548651267e-09
1965,1.6416130677043839e-09,1.1491290585752267e-08
1966,3.8773522170743036e-09,1.7725038436999796e-08
1967,1.4791006197611978e-09,9.367637554547059e-09
1968,4.4914158503495116e-10,7.186265332803643e-09
1969,7.72098829315837e-09,1.998373366784989e-08
1970,2.7592350626548523e-09,1.287643042191533e-08
1971,7.193756701440179e-09,1.5929031871309007e-08
1972,3.0780880067027283e-09,1.1799337507056862e-08
1973,1.102640756478479e-09,1.102640756478479e-08
1974,3.3753431161187564e-09,1.9689501695729916e-08
1975,1.7134440533084216e-09,2.3988216746317903e-08
1976,1.7140580066410394e-09,1.142705374768127e-08
1977,1.7630346071939584e-09,1.5279632670228693e-08
1978,1.1881182704343018e-09,7.1287097336281136e-09
1979,2.925986564150662e-09,7.607565355449708e-09
1980,2.2740602734216964e-09,1.0801786132219604e-08
1981,6.958104314946922e-09,1.2651098946214745e-08
1982,3.1037510339615437e-09,2.172625745977541e-08
1983,5.68378455412244e-09,1.0736036948344463e-08
1984,1.739702604197646e-09,1.3337719650952096e-08
1985,3.0077789148208467e-09,1.2031116436439504e-08
1986,5.994485463567401e-10,2.0980698511863238e-08
1987,0.0,1.0999470334560613e-08
1988,0.0,2.278690475199241e-08
1989,1.0976244357863152e-09,2.0854864168917686e-08
1990,0.0,2.288433365027487e-08
1991,2.9307325455363298e-09,8.792197470075536e-09
1992,1.65298330578878e-09,1.3223866224265635e-08
1993,0.0,1.4401939474328884e-08
1994,5.274926606624319e-10,1.3187316072471589e-08
1995,1.626735190995987e-09,1.6267352576093685e-08
1996,1.067618438099771e-09,1.2811420813108043e-08
1997,0.0,1.4384683777457496e-08
1998,4.768129224785866e-10,2.0502956221690738e-08
1999,4.570201161957499e-10,7.312321859131998e-09
2000,4.4180314962005696e-10,1.0603275590881367e-08
2001,8.762423564512289e-10,1.5772362249588667e-08
2002,0.0,1.3143664823189738e-08
2003,4.1669229178253886e-10,1.0833999475323708e-08
2004,1.3214374039449694e-09,1.1011977996133737e-08
2005,4.5037495954858286e-10,9.00749885790475e-09
2006,1.6471559671771274e-09,7.000412916013943e-09
2007,0.0,1.3980678392755408e-08
2008,4.257439678578834e-10,9.366367403895737e-09
2009,0.0,5.912558753706776e-08
2010,1.4171379625338432e-09,3.495606959447173e-08
2011,3.82397197240536e-10,2.906218721232534e-08
2012,1.3617010852229328e-09,3.0638274417515987e-09
2013,1.1156500168141292e-09,4.183687563052985e-09
2014,8.661780737106994e-10,6.063246349441442e-09
2015,8.866301581811342e-10,5.984753581600444e-09
2016,2.278474076078396e-09,1.0978101983027955e-08
2017,5.031222660711876e-10,5.282783682725167e-09
2018,0.0,7.228106835288628e-09
2019,5.1019755087367e-10,4.846876844322168e-09
