year,six_DET oies_NOUN,six_DET lois_NOUN
1800,0.0,2.2009151834367913e-08
1801,0.0,7.143547975374531e-09
1802,0.0,2.6854081625060644e-08
1803,1.1702034896643454e-08,3.900678446910888e-09
1804,2.7190360185613827e-08,0.0
1805,3.980028751016107e-08,6.538618890772341e-08
1806,0.0,0.0
1807,2.8469551160981155e-09,5.693910232196231e-09
1808,1.3596443970698147e-08,0.0
1809,1.581321384946932e-08,2.259030518203531e-09
1810,0.0,2.8081521108447305e-08
1811,0.0,1.2535384286138651e-08
1812,0.0,1.0668832928217853e-08
1813,0.0,8.627225156487839e-09
1814,0.0,9.440030979135372e-09
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,4.981994905506326e-08
1818,1.668964877410417e-08,1.3113295338484932e-08
1819,0.0,1.6561680027393777e-08
1820,0.0,3.5599443393152796e-09
1821,0.0,1.7750679148775816e-08
1822,2.0051231786055723e-09,3.0076847679083585e-08
1823,1.9765373782121287e-09,1.8777104315859106e-08
1824,0.0,2.5263338088166165e-09
1825,0.0,2.641632912414593e-09
1826,0.0,6.1655889282974385e-09
1827,1.8434546111834038e-09,1.1982455028203276e-08
1828,1.8344602503717056e-09,5.503380862137419e-09
1829,0.0,6.001223074036943e-09
1830,2.0873671680021744e-09,1.1480519646056564e-08
1831,0.0,3.1182412207897414e-09
1832,9.470978667991403e-09,8.117981842303834e-09
1833,0.0,2.3167257001688313e-09
1834,0.0,2.240287422239362e-08
1835,0.0,4.5378527602224494e-09
1836,1.6129799718100912e-08,2.016224964762614e-09
1837,4.174734336004349e-09,9.74104708006962e-09
1838,0.0,1.0730675015224733e-08
1839,0.0,8.38977065598101e-09
1840,1.2739377330817092e-09,1.0828470564661075e-08
1841,1.926164561183441e-09,1.4767261191650505e-08
1842,2.683306021822318e-09,1.0733224087289273e-08
1843,1.1813822142769936e-09,2.2446262681885543e-08
1844,2.7442805805577564e-09,1.3172546664552698e-08
1845,0.0,1.5066614622583074e-08
1846,3.5127007969038004e-09,9.367202125076801e-09
1847,9.707802561820245e-09,1.0786447290911383e-08
1848,8.045221711050488e-10,4.82713291560799e-09
1849,8.379414939696517e-10,1.6758829879393033e-09
1850,4.073397619208663e-09,1.0183494048021657e-08
1851,5.8044946626978344e-09,1.2253933867611977e-08
1852,1.9531636308300904e-09,3.05995628835376e-08
1853,1.1346670270029335e-08,1.1943863675867306e-08
1854,1.0391328908454511e-09,2.286092382064453e-08
1855,5.306937111981824e-09,2.7596072982305486e-08
1856,0.0,1.5531567143511893e-08
1857,9.763018171682347e-10,2.880090299584026e-08
1858,1.468102750479261e-09,3.131952558410589e-08
1859,1.5276520048956854e-09,2.2914780739569096e-08
1860,2.288591982591015e-09,1.7393298579193583e-08
1861,5.187560159214399e-09,2.169343282787395e-08
1862,4.969785055708442e-09,3.478849566751485e-08
1863,4.994620717013731e-09,3.795911851511846e-08
1864,2.3973640850272204e-09,3.404256787575832e-08
1865,2.3534221238463715e-09,2.729969672543575e-08
1866,1.9462451650298362e-09,2.092213513549268e-08
1867,3.396968040192405e-09,2.5719900875742496e-08
1868,9.87974813071446e-10,3.60610815652862e-08
1869,1.953407657850903e-09,1.8069020057964735e-08
1870,1.1468097582678638e-09,2.5229814681893004e-08
1871,1.0621177271019633e-09,1.3807530230280918e-08
1872,3.0236697590169115e-09,1.269941218851045e-08
1873,4.788803575905831e-09,1.1972009161809183e-08
1874,3.5847653734322193e-09,8.961913877669758e-09
1875,2.2886108563824337e-09,1.0870901512305409e-08
1876,6.04601479992084e-09,9.673623679873344e-09
1877,5.566334282391949e-09,1.3606595072879202e-08
1878,5.435179861734696e-09,1.3889904115771401e-08
1879,5.498392852132383e-09,1.1607718342077078e-08
1880,8.984984978255284e-09,7.701415505323439e-09
1881,6.972507571312292e-10,2.5101026590590436e-08
1882,4.658769592325029e-09,1.9300616216355593e-08
1883,6.951272890631799e-09,2.0853818227806187e-08
1884,9.242375753615306e-09,1.0562715146988921e-08
1885,6.445635636342928e-09,1.4180398244523218e-08
1886,3.2267319927115068e-09,2.2587123282846733e-08
1887,6.528924623161458e-10,1.2404956672984468e-08
1888,1.268122939990235e-09,2.9800888423636707e-08
1889,5.012109394186837e-09,2.8193115397812107e-08
1890,2.6217545912032847e-09,1.7041404731799048e-08
1891,1.9122659011827636e-09,3.1233678754460925e-08
1892,3.761107425503951e-09,1.3163875989263829e-08
1893,8.005941687372342e-09,2.3401982574000613e-08
1894,3.150769645188234e-09,1.5123694518948128e-08
1895,6.018614495673091e-10,3.5509824414248214e-08
1896,2.948514543632541e-09,2.122930492509667e-08
1897,6.409385022720926e-09,1.922815473509587e-08
1898,1.13167097914868e-09,1.0185038923360423e-08
1899,2.2110313580014918e-09,1.492446166651007e-08
1900,3.114631885736685e-09,2.1283318107911953e-08
1901,9.500856101851696e-09,1.0059729937950124e-08
1902,9.820567692386817e-10,1.4730851649602528e-08
1903,1.0800440541913758e-09,3.18613000427348e-08
1904,2.1498500757388683e-09,1.8811188162715098e-08
1905,6.708986699521802e-09,2.3739491483709685e-08
1906,3.0865106026567446e-09,2.41776678677752e-08
1907,6.1714118260169926e-09,2.057137304944945e-08
1908,7.367083831866239e-09,1.7681001107661132e-08
1909,2.7504918342913243e-09,1.5952851484257735e-08
1910,5.344150677544235e-10,1.710128205711925e-08
1911,2.128149656499545e-09,1.755723522123276e-08
1912,1.0418842455450772e-09,2.344239469209697e-08
1913,0.0,2.386345410165802e-08
1914,2.678697486047099e-09,1.674185973188358e-08
1915,1.1780761921542648e-09,1.8849218852423633e-08
1916,0.0,1.9777431248257926e-08
1917,7.676497326691845e-09,1.754627876326964e-08
1918,3.44591288836682e-09,1.4932289182922887e-08
1919,9.207848372660976e-10,1.1970202606903513e-08
1920,7.572231730534895e-10,1.8930579326337238e-08
1921,4.543648568500203e-09,2.8019164766135418e-08
1922,2.951174193910333e-09,1.8444839433584548e-08
1923,4.246379248229459e-09,8.492758496458919e-09
1924,1.289162443462999e-09,1.804827398643738e-08
1925,2.1996355847875293e-09,1.2097995494286806e-08
1926,1.1146138456652466e-09,1.894843482119768e-08
1927,2.2298449753321847e-09,1.895368229032357e-08
1928,0.0,1.2568645679778001e-08
1929,1.1140406375176326e-09,1.671060956276449e-08
1930,6.302162347537887e-09,2.310792734938616e-08
1931,5.7026783295555106e-09,2.167017765231094e-08
1932,3.2878609834696704e-09,2.520693342944469e-08
1933,0.0,1.7205993074753678e-08
1934,0.0,9.585264137967897e-09
1935,2.393656828303392e-09,1.4361940969820353e-08
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,7.554670666820584e-09,1.0072894407464617e-08
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,1.3764645423464117e-08
1940,0.0,1.5214697723919812e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,1.1612940831184915e-08,0.0
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,2.178504043826024e-09,1.5249528750871377e-08
1946,8.352662561605939e-09,9.744772988540262e-09
1947,1.1920870957027319e-09,5.960435700558264e-09
1948,3.2615663503321457e-09,1.522064296821668e-08
1949,7.853606653895895e-09,1.47255123650325e-08
1950,1.0635361480382244e-09,1.3825969702452312e-08
1951,2.1322803522849654e-09,2.3455084541268434e-08
1952,6.326882129314981e-09,1.1599283977759e-08
1953,1.0773827385790469e-09,7.54167928107563e-09
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,0.0,2.815682353940474e-09
1956,0.0,8.72114114258693e-09
1957,0.0,4.417518850718949e-09
1958,2.4816730892496253e-09,1.4062813580295597e-08
1959,1.5501495642666896e-09,7.750747821333448e-09
1960,2.076250060767393e-09,6.2287499602575735e-09
1961,2.08444772553662e-09,7.642975308197464e-09
1962,2.5367825617905737e-09,8.87873907728931e-09
1963,1.939815863494232e-09,1.0345685197421517e-08
1964,4.867174663303331e-09,9.734349326606662e-09
1965,1.0944086747954884e-09,8.20806533852192e-09
1966,1.1078149508847446e-09,6.6468897053084675e-09
1967,4.437302081328198e-09,1.035370456037299e-08
1968,4.0422742653145605e-09,1.3474247495537384e-08
1969,1.3625273131978588e-09,1.1808570538063279e-08
1970,4.5987250119061684e-10,1.103694025061941e-08
1971,6.679916619845017e-09,1.1818313883082965e-08
1972,3.0780880067027283e-09,9.234264353175092e-09
1973,1.102640756478479e-09,7.167165139154719e-09
1974,1.6876715580593782e-09,1.0688586238316589e-08
1975,1.1422960355389478e-09,7.4249242310031605e-09
1976,1.7140580066410394e-09,9.141642942633865e-09
1977,3.526069047854463e-09,5.876782005476144e-09
1978,1.7821774056514528e-09,6.534650265344055e-09
1979,1.7555920051037788e-09,8.192762912528906e-09
1980,3.411090521154847e-09,1.0801786243241907e-08
1981,2.5302198114474095e-09,4.427884725544118e-09
1982,2.483000915987077e-09,4.966001831974154e-09
1983,2.5261264191556165e-09,6.946847541655643e-09
1984,1.739702604197646e-09,1.1598017324310206e-08
1985,1.8046674155058895e-09,8.421781494405423e-09
1986,1.7983456945813714e-09,1.0790073945443623e-08
1987,0.0,1.1610552186347434e-08
1988,2.398621523624911e-09,1.199310784016916e-08
1989,3.292873196336643e-09,1.6464366980883938e-08
1990,2.724325487424295e-09,1.79805483835338e-08
1991,2.344586136349136e-09,9.96449056600568e-09
1992,3.3059665005552574e-09,5.5099441120809445e-09
1993,0.0,8.308811416668505e-09
1994,2.6374632478010085e-09,1.1604838645595805e-08
1995,3.253470381991974e-09,1.3013881861034804e-08
1996,0.0,1.7081894121417918e-08
1997,2.8769365778558154e-09,1.1987235870591917e-08
1998,1.43043876743576e-09,9.536258449571733e-09
1999,1.8280804647829996e-09,8.226361924990044e-09
2000,1.3254094488601709e-09,7.510653432518666e-09
2001,1.9277332619083154e-08,7.448059946568719e-09
2002,3.0668549366730247e-09,7.448076377869484e-09
2003,1.2500768753476166e-09,8.75053829396677e-09
2004,1.7619165015858584e-09,1.0571498898492848e-08
2005,2.251874686720612e-09,1.5763123362155795e-08
2006,4.1178899179428186e-09,1.1941881261634535e-08
2007,2.3966877371606188e-09,1.2782334080085889e-08
2008,8.514879357157668e-10,1.4475295073701488e-08
2009,4.76819250749827e-10,5.721831231042529e-09
2010,9.447586046817946e-10,1.0392344984566648e-08
2011,1.911985902935953e-09,8.412738394802943e-09
2012,3.744677901096338e-09,6.808505564892542e-09
2013,3.068037435216553e-09,7.809550006676602e-09
2014,5.4136128913029324e-09,5.630157451363971e-09
2015,2.881548111233201e-09,6.206411121145727e-09
2016,1.6570720351438695e-09,5.178350331869197e-09
2017,2.0124891197959016e-09,7.295272941298947e-09
