year,aurez_VERB assez_ADV,aurez_VERB lassé_VERB
1873,4.1303430009520525e-08,0.0
1874,6.572069821686455e-08,0.0
1875,4.920513418937844e-08,0.0
1876,3.264847947548333e-08,0.0
1877,1.6699003069220453e-08,0.0
1878,2.8383716710322915e-08,1.8117265465633636e-09
1879,5.1929266220440695e-08,0.0
1880,6.482024872411785e-08,0.0
1881,5.996356833293248e-08,0.0
1882,5.257754409626614e-08,0.0
1883,4.92908434068795e-08,0.0
1884,7.459917839014452e-08,0.0
1885,5.1565084646654213e-08,0.0
1886,3.6784744139595205e-08,0.0
1887,9.466941008895446e-08,0.0
1888,3.106901047544852e-08,0.0
1889,2.7566601445982997e-08,0.0
1890,5.1124214195397144e-08,0.0
1891,2.6134301833735663e-08,0.0
1892,4.325273650351846e-08,1.2537024751679837e-09
1893,2.3401982574000613e-08,1.847525021858587e-09
1894,2.835692747282792e-08,0.0
1895,2.7083764564395096e-08,0.0
1896,4.009979548413867e-08,0.0
1897,3.6708296846654775e-08,0.0
1898,4.0740154361174064e-08,0.0
1899,3.924580482816964e-08,0.0
1900,3.218453059616877e-08,0.0
1901,3.409130755471779e-08,0.0
1902,2.897067474805226e-08,4.910283846193408e-10
1903,3.67214987306852e-08,5.400220270956879e-10
1904,3.9772224624812225e-08,0.0
1905,3.560923644840841e-08,0.0
1906,2.983626856689625e-08,0.0
1907,2.262851062084792e-08,0.0
1908,3.1432890068572306e-08,0.0
1909,3.4106097501762633e-08,0.0
1910,2.137660359835536e-08,1.6032452032632705e-09
1911,3.511446777793026e-08,0.0
1912,2.344239469209697e-08,0.0
1913,3.553003224965323e-08,0.0
1914,2.9465672568562695e-08,0.0
1915,2.1205371680821372e-08,0.0
1916,1.3184954461564757e-08,0.0
1917,1.315970976634162e-08,0.0
1918,2.8715941624568586e-08,0.0
1919,3.1306683467846597e-08,0.0
1920,2.2716694303426266e-08,0.0
1921,3.0290991048786964e-08,7.572747429129834e-10
1922,1.4018077365562931e-08,0.0
1923,3.6094224498128824e-08,0.0
1924,2.707241186783449e-08,0.0
1925,4.06932585406139e-08,0.0
1926,3.6782257240020044e-08,0.0
1927,4.0137209111890115e-08,0.0
1928,2.9707706517001498e-08,0.0
1929,3.8991423423340166e-08,0.0
1930,2.7309368988426286e-08,1.0503603542488804e-09
1931,3.307553342324354e-08,0.0
1932,2.6302888755935783e-08,0.0
1933,3.4411986149507356e-08,0.0
1934,2.516131836216573e-08,0.0
1935,2.6330225111337313e-08,0.0
1936,3.031178508194898e-08,0.0
1937,2.2664012888640173e-08,0.0
1938,2.3337385357535823e-08,0.0
1939,1.988226472349197e-08,0.0
1940,4.81798743123818e-08,0.0
1941,4.427253941230447e-08,0.0
1942,2.730790527039062e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,2.832055301382752e-08,0.0
1946,2.645009899993056e-08,0.0
1947,2.622591566137089e-08,0.0
1948,1.522064252412747e-08,0.0
1949,1.7670615193310368e-08,0.0
1950,2.4461330738745346e-08,0.0
1951,3.1984203729962246e-08,0.0
1952,2.9525450528922192e-08,0.0
1953,1.6160740301529586e-08,0.0
1954,2.052232517257835e-08,0.0
1955,2.1586897602787758e-08,0.0
1956,2.0930739808022736e-08,0.0
1957,1.9437083054185678e-08,0.0
1958,2.3162280982091943e-08,0.0
1959,1.4726420971555854e-08,0.0
1960,2.353083417006019e-08,0.0
1961,1.737039845295385e-08,6.948159270159238e-10
1962,3.0441391629665304e-08,0.0
1963,1.2285501505004959e-08,0.0
1964,2.3727476872181796e-08,0.0
1965,2.407699106754535e-08,0.0
1966,2.0494576702390077e-08,0.0
1967,2.7116845657815247e-08,0.0
1968,2.6050212653672133e-08,0.0
1969,3.0429777808649305e-08,0.0
1970,1.9314645882673176e-08,4.5987250119061684e-10
1971,2.8261185391897925e-08,5.138397485282553e-10
1972,1.539044092169206e-08,0.0
1973,2.3706776985932265e-08,0.0
1974,2.1377172032543967e-08,0.0
1975,1.4849848462006321e-08,0.0
1976,1.7711933253394818e-08,0.0
1977,1.469195431980097e-08,0.0
1978,2.257424647211792e-08,0.0
1979,1.345953837272873e-08,0.0
1980,2.785723829390463e-08,0.0
1981,1.707898356073656e-08,0.0
1982,2.3588508923921836e-08,0.0
1983,1.7682884490000106e-08,0.0
1984,2.145633182237816e-08,0.0
1985,1.0226449020933615e-08,1.2031116103372597e-09
1986,3.11713250766843e-08,0.0
1987,3.116516467116526e-08,0.0
1988,1.3792074149421296e-08,0.0
1989,2.3050112929468014e-08,0.0
1990,1.7980548605578406e-08,0.0
1991,1.52398094144246e-08,0.0
1992,1.5427843891302473e-08,0.0
1993,1.661762283333701e-08,0.0
1994,1.160483886764041e-08,0.0
1995,1.2471637056421514e-08,0.0
1996,1.5480466686312866e-08,0.0
1997,1.965906726297817e-08,0.0
1998,1.621164003040576e-08,0.0
1999,1.5081663917726473e-08,0.0
2000,1.502130686503733e-08,0.0
2001,1.445799924226776e-08,0.0
2002,2.891606243338174e-08,4.38122149670761e-10
2003,1.4167538253673229e-08,0.0
2004,2.378587282692024e-08,0.0
2005,1.9816498664226856e-08,0.0
2006,1.8118715416903797e-08,8.235779835885637e-10
2007,1.8774054311165855e-08,7.988958938831558e-10
2008,2.4693150635357597e-08,0.0
2009,2.9085974517784052e-08,0.0
2010,2.267420740054149e-08,0.0
2011,3.47981448101109e-08,0.0
2012,4.9702091331482734e-08,0.0
2013,4.769403716409215e-08,0.0
2014,5.1321052296771086e-08,0.0
2015,5.918256462678073e-08,0.0
2016,5.551191151198509e-08,0.0
2017,4.704193301563464e-08,2.515611330355938e-10
2018,5.292006832746665e-08,0.0
2019,6.300939503489644e-08,2.55098775436835e-10
