year,véritables_ADJ yeux_NOUN,véritables_ADJ lieux_NOUN
1800,1.2576657937302116e-08,0.0
1801,3.095537337571841e-08,1.1905912700171939e-08
1802,2.0140561218795483e-08,0.0
1803,5.265916058760922e-08,0.0
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,4.305540457494317e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,0.0,0.0
1811,1.504245972228091e-08,0.0
1812,2.1337665856435706e-08,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,1.0788894222457657e-08,0.0
1816,2.3176038865813098e-08,1.3905623319487859e-08
1817,0.0,1.556873407970727e-09
1818,3.5763532135746345e-09,0.0
1819,2.070210003424222e-09,5.175524897538253e-09
1820,1.1866481131050932e-09,5.933240565525466e-09
1821,1.97229765852569e-09,0.0
1822,2.8071724500478012e-08,1.0025615893027862e-09
1823,1.087095569118901e-08,0.0
1824,1.431589158329416e-08,7.57900142644985e-09
1825,7.924898959288385e-09,4.4027217427355936e-09
1826,0.0,4.403992281964975e-09
1827,2.5808365222701468e-08,2.7651818612639545e-09
1828,0.0,0.0
1829,1.457439946506156e-08,2.3147574523818548e-08
1830,1.878630406793036e-08,7.305785310052215e-09
1831,3.1182412207897414e-09,1.2472964883158966e-08
1832,1.8941957335982806e-08,0.0
1833,3.4750886612755494e-09,3.4750886612755494e-09
1834,7.467624740797874e-09,2.0535967593104942e-08
1835,1.0588323107185715e-08,1.8907719834260206e-08
1836,4.032449929525228e-09,4.032449929525228e-09
1837,1.1132625488130543e-08,8.349468672008697e-09
1838,4.418513555037862e-09,5.680945491803868e-09
1839,0.0,1.538124494437909e-08
1840,1.7198159341091923e-08,8.917564464638872e-09
1841,2.5682194149112547e-09,1.4125206782011901e-08
1842,2.683306021822318e-09,6.037438549100216e-09
1843,1.063243981747064e-08,2.0674189471492355e-08
1844,2.7442805805577564e-09,8.232841963717874e-09
1845,2.399498022498392e-08,2.17628883802945e-08
1846,2.0490753982471688e-08,1.7563504428608212e-08
1847,1.294373674909366e-08,6.47186837454683e-09
1848,1.448139919091318e-08,2.413566457803995e-09
1849,3.6869426622843093e-08,1.6758829879393033e-09
1850,3.326607966869233e-08,6.788996032014438e-09
1851,1.2898877521649865e-09,1.870337307252612e-08
1852,3.906327261660181e-09,8.463708844885787e-09
1853,3.5831591027601917e-09,5.971931837933653e-10
1854,1.2989160858012383e-08,1.8184825645306546e-08
1855,1.326734277995456e-08,1.0083180512765466e-08
1856,1.8120163147727908e-08,9.836659486950339e-09
1857,3.4170564155999728e-09,5.857811125054013e-09
1858,1.468102750479261e-09,1.663849857891364e-08
1859,5.092173349652285e-10,1.171199848215565e-08
1860,3.204028820036342e-09,1.2816115363412095e-08
1861,3.772770984511453e-09,1.226150558863992e-08
1862,0.0,2.2589931703009825e-08
1863,1.2486552236623538e-08,1.4983863039219614e-08
1864,4.794727948009836e-10,1.102787461348953e-08
1865,1.4591217123438582e-08,1.1767110841276462e-08
1866,2.432806400776144e-09,8.271541673821048e-09
1867,0.0,1.1161466417775046e-08
1868,1.975949626142892e-09,9.385760613156435e-09
1869,4.883519366671862e-09,1.4162205630441349e-08
1870,4.587239033071455e-09,3.4404292748035914e-09
1871,6.37270636261178e-09,7.434824311758348e-09
1872,3.628403577593531e-09,1.5723081503438152e-08
1873,6.584604861359367e-09,1.97538145840781e-08
1874,1.5533982988813477e-08,2.4495896866483235e-08
1875,5.721527140956084e-10,1.1443054503956773e-08
1876,1.813804439976252e-09,1.3301232115736639e-08
1877,6.184816214727107e-09,1.1132669008873108e-08
1878,5.435179861734696e-09,4.831270938865373e-09
1879,2.443730107160036e-09,1.649517855639715e-08
1880,1.0268554007097919e-08,4.492492600149944e-09
1881,1.2550513517339823e-08,1.4642266066289267e-08
1882,4.6587693702804245e-09,1.7969540522244642e-08
1883,3.791603475633565e-09,3.6020232130340446e-08
1884,9.242375753615306e-09,1.5183903911974994e-08
1885,6.445635580831777e-09,1.6114089618213256e-08
1886,3.872078213618124e-09,1.5488312854472497e-08
1887,1.1752064210668323e-08,3.264462256069578e-09
1888,5.07249175996094e-09,1.1413106904001324e-08
1889,3.759081934617825e-09,1.8168895721260014e-08
1890,1.3764211992395303e-08,2.2284913470116408e-08
1891,6.3742202627281586e-09,2.2309770031370135e-08
1892,3.761107425503951e-09,2.382034658410248e-08
1893,1.1700991287000306e-08,6.15841644346915e-09
1894,1.8904617871129403e-09,1.1972924873759894e-08
1895,0.0,1.9861428057765806e-08
1896,4.1279202278587945e-09,8.255840455717589e-09
1897,5.826713334045053e-09,6.992056267307589e-09
1898,2.26334195829736e-09,3.960848538042683e-09
1899,3.3165470370022376e-09,1.879376654301268e-08
1900,5.191053142894475e-10,2.5436159845071415e-08
1901,5.588738916095792e-10,7.824234593556412e-09
1902,2.9461704187383475e-09,1.2275709337927765e-08
1903,3.2401321625741275e-09,1.4580594509538969e-08
1904,2.6873125946735854e-09,2.1498500757388683e-08
1905,2.580379465655369e-09,7.741138396966107e-09
1906,5.144184522798412e-10,1.0802787109298606e-08
1907,0.0,1.491424583832668e-08
1908,1.4734167219643268e-09,2.0136695866312948e-08
1909,9.901770070541716e-09,1.870334465081669e-08
1910,1.068830135508847e-09,1.068830179917768e-08
1911,1.3300935464144459e-08,1.2236860413850081e-08
1912,8.335073964360618e-09,1.5628263128064646e-08
1913,1.060597942803554e-09,1.0075680734189518e-08
1914,5.357394972094198e-09,1.2054139020278853e-08
1915,7.068456930880984e-09,8.246533234057551e-09
1916,9.888715624128963e-09,8.789969641043172e-09
1917,2.9609346086090227e-08,5.483212106582869e-09
1918,0.0,1.4932290071101306e-08
1919,2.762354567309444e-09,1.9336480860943084e-08
1920,1.514446346106979e-09,1.665890891899835e-08
1921,0.0,1.2116395886607734e-08
1922,0.0,6.640141769764796e-09
1923,5.307974060286824e-09,4.246379248229459e-09
1924,2.578324886925998e-09,5.156649773851996e-09
1925,5.499089184013428e-09,7.698724324711748e-09
1926,1.1146138456652466e-09,1.4489979882625903e-08
1927,1.1149224876660924e-09,1.1149224654616319e-08
1928,1.1426041224282812e-09,4.570416489713125e-09
1929,2.2280812750352652e-09,3.342121912552898e-09
1930,0.0,1.05036033204442e-08
1931,0.0,7.983749661377715e-09
1932,1.0959536611565568e-09,8.767629289252454e-09
1933,0.0,1.7205993074753678e-08
1934,0.0,2.516131836216573e-08
1935,2.393656828303392e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,7.274828739411987e-09
1937,0.0,1.0072894518486919e-08
1938,0.0,1.0372171566075394e-08
1939,0.0,3.058810094103137e-09
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,8.854508237732261e-09,1.1806010391524069e-08
1942,1.517105907566929e-08,9.102635090130207e-09
1943,0.0,8.709705845433291e-09
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,8.714016175304096e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,1.9489545977080525e-08
1947,4.7683483828109274e-09,5.960435700558264e-09
1948,6.523132700664291e-09,9.784699273041042e-09
1949,1.9634016634739737e-09,6.8719057111366055e-09
1950,4.2541445921528975e-09,6.381216888229346e-09
1951,2.1322803522849654e-09,6.396841278899501e-09
1952,3.1634410646574906e-09,8.435843135146115e-09
1953,1.0773827385790469e-09,8.619061908632375e-09
1954,2.9317608341017376e-09,1.07497895029951e-08
1955,3.754243138587299e-09,1.220129064449793e-08
1956,1.744228317335228e-09,5.232684952005684e-09
1957,3.534015080575159e-09,7.068030161150318e-09
1958,8.272243445794913e-10,9.099467845885556e-09
1959,7.750747821333448e-10,6.200598257066758e-09
1960,4.152500121534786e-09,5.536666680683311e-09
1961,1.3896318540318475e-09,9.03260666262895e-09
1962,0.0,5.0735651235811474e-09
1963,1.939815863494232e-09,1.4871922360271128e-08
1964,3.6503808864551957e-09,9.125952438182594e-09
1965,1.6416130677043839e-09,6.0192477668863376e-09
1966,5.539074754423723e-10,8.862519607077957e-09
1967,2.465167847631733e-09,1.5284040699725665e-08
1968,2.6948494546985557e-09,1.0779397818794223e-08
1969,1.3625273131978588e-09,1.3171097990039016e-08
1970,4.5987250119061684e-10,5.978342709767048e-09
1971,1.0276794970565106e-09,1.1304474689666222e-08
1972,1.0260293725750103e-09,1.3851396474251487e-08
1973,5.513203782392395e-10,1.2129047988196362e-08
1974,3.937900228123681e-09,1.2938814464291681e-08
1975,5.711480177694739e-10,1.8276736568623164e-08
1976,1.142705374768127e-09,1.3141111976366915e-08
1977,0.0,2.2331770210826107e-08
1978,0.0,2.0792070287711795e-08
1979,5.851973350345929e-10,2.1652301285257636e-08
1980,1.7055452605774235e-09,2.7288724169238776e-08
1981,5.060439622894819e-09,3.1627749308427155e-08
1982,4.966001831974154e-09,2.979601032571111e-08
1983,1.89459470334441e-09,1.7051353551345017e-08
1984,1.1598016991243298e-09,2.029652917956426e-08
1985,0.0,3.428868211585723e-08
1986,2.3977941854269602e-09,2.577628777089558e-08
1987,1.8332451112712533e-09,2.3832186002437084e-08
1988,5.996553809062277e-10,3.777828883055889e-08
1989,5.488121956886971e-09,3.8965665916101955e-08
1990,3.814055737905164e-09,4.086488264443133e-08
1991,0.0,4.10302547493302e-08
1992,2.7549720282848966e-09,5.620142928819405e-08
1993,2.2156829704300662e-09,4.3759737167192725e-08
1994,5.274926606624319e-10,4.0616935592652226e-08
1995,2.1689803286761844e-09,5.6393488989670004e-08
1996,2.135236876199542e-09,5.604996977659482e-08
1997,4.79489448146353e-10,5.034639150025555e-08
1998,1.43043876743576e-09,5.769436484115431e-08
1999,3.656160929565999e-09,6.261175533595065e-08
2000,0.0,7.024670334310201e-08
2001,1.7524847129024579e-09,6.615629749573415e-08
2002,3.066854992184176e-09,7.053766681863749e-08
2003,2.9168460979889232e-09,9.042222703925518e-08
2004,3.0833537945085254e-09,7.620288702825384e-08
2005,1.3511248786457486e-09,6.260211593556164e-08
2006,1.6471559671771274e-09,5.970940220034748e-08
2007,1.1983438685803094e-09,6.75067035604826e-08
2008,1.2772318758180745e-09,7.620817077391706e-08
2009,2.384096253749135e-09,7.867517615167685e-08
2010,9.447586046817946e-10,5.8575032657604e-08
2011,3.059177577924288e-09,6.15659501157495e-08
2012,5.1063788752969685e-09,4.459570912551669e-08
2013,4.183687618564136e-09,4.741512665829006e-08
2014,2.815078836704288e-09,4.092691474610888e-08
2015,5.098123256885856e-09,4.67697400807765e-08
2016,8.078226088059637e-09,4.4119543129994554e-08
2017,6.037467414898856e-09,4.0752904384433464e-08
2018,6.195520096952123e-09,3.63986818463502e-08
2019,5.3570743396846865e-09,3.520363178743935e-08
