year,belles_ADJ âmes_NOUN,belles_ADJ ames_NOUN,belles_ADJ lames_NOUN
1867,3.416379286136362e-07,4.85281148598915e-09,4.561642796829801e-08
1868,2.6082534532179125e-07,1.2843672791973404e-08,3.7049055379156925e-08
1869,3.887281252445973e-07,1.5627261262807224e-08,2.1487483792270723e-08
1870,2.4312367941092816e-07,1.8922360567330543e-08,4.816600807089344e-08
1871,1.8693272352265922e-07,7.434824311758348e-09,9.559059321873065e-09
1872,2.449172313845338e-07,1.0280476914203973e-08,3.0236694925633856e-08
1873,2.4901777351260534e-07,4.788803575905831e-09,9.577607329447346e-08
1874,2.3360722423149127e-07,2.1508592240593316e-08,5.496640298474631e-08
1875,2.219952506266054e-07,3.1468399441791917e-08,6.179249112392426e-08
1876,2.454682146435516e-07,1.1487427897804992e-08,6.348315650939185e-08
1877,2.5357746835652506e-07,2.040989244278535e-08,3.401648740464225e-08
1878,2.2767363816456054e-07,1.5701630218245555e-08,4.831271027683215e-08
1879,2.5475887355241866e-07,7.94212251520321e-09,4.154341226580982e-08
1880,2.0922178123328194e-07,3.8507077526617195e-09,5.455169471701993e-08
1881,2.1754223666903272e-07,1.6036766581351003e-08,6.205532088188193e-08
1882,2.342695495372027e-07,1.4641846846075168e-08,4.592215674392719e-08
1883,2.0032304348660546e-07,1.3902545781263598e-08,7.077659347487497e-08
1884,2.1785599813028966e-07,3.300848483434038e-09,4.8192386969958534e-08
1885,1.340692250551001e-07,4.511945039809007e-09,5.672159275604827e-08
1886,2.574932125298801e-07,1.0325542199041138e-08,4.130216879616455e-08
1887,1.63876009651176e-07,1.0446279397058333e-08,7.899998877292091e-08
1888,1.813415764218007e-07,1.014498351992188e-08,1.1286294210322012e-07
1889,1.8795410028360493e-07,1.6915869593958632e-08,5.137412273370501e-08
1890,1.8942176893688156e-07,3.2771931834929546e-09,4.260351360585446e-08
1891,2.0461246208469674e-07,7.649063604731055e-09,4.716922674674606e-08
1892,2.0372665687773406e-07,1.002961980134387e-08,6.39388275658348e-08
1893,1.7489902859324502e-07,3.695050043717174e-09,2.278614097406262e-08
1894,2.476504903370369e-07,7.561847148451761e-09,7.435816229417469e-08
1895,1.5708583589457703e-07,7.824199066419624e-09,3.250051960890232e-08
1896,1.6157859761278814e-07,1.7691086373616827e-09,4.3048309805726603e-08
1897,1.8878552054957254e-07,5.826713334045053e-09,3.379494017963225e-08
1898,1.5334141778566845e-07,8.487532454637403e-09,1.810673566637888e-08
1899,2.1557555385243177e-07,8.291367592505594e-09,3.3165470370022376e-08
1900,1.8168685755881597e-07,1.557315876254961e-08,3.114631752509922e-08
1901,1.7436865107356425e-07,2.794369402536745e-09,4.359216276839106e-08
1902,1.4338029075133818e-07,9.820567692386817e-10,4.959386856739911e-08
1903,1.8252744382607489e-07,1.0800440541913758e-09,4.050165358648883e-08
1904,1.714505373229258e-07,3.2247751136083025e-09,4.2997001514777367e-08
1905,1.89915937198748e-07,4.64468330463319e-09,4.799505859409692e-08
1906,1.913636680228592e-07,1.0288369045596824e-09,6.224463078297049e-08
1907,2.0005660417155013e-07,4.6285588695127444e-09,5.502842270743713e-08
1908,1.9694670072567533e-07,2.2101250607420297e-08,4.5675918158849527e-08
1909,2.117878636909154e-07,1.6502950117569526e-09,4.1257376182102234e-08
1910,1.96664743157271e-07,4.275320542035388e-09,4.221879024157715e-08
1911,1.8568105986105365e-07,3.7242617878519013e-09,3.458243114096149e-08
1912,2.401543213181867e-07,1.5628263128064646e-09,3.021464323182954e-08
1913,2.7363427079762914e-07,6.363587878865928e-09,3.606033160963307e-08
1914,2.5380657575624355e-07,2.678697486047099e-09,5.022557658662663e-08
1915,1.5314989809667168e-07,2.3561523843085297e-09,8.599955947374838e-08
1916,2.0546553969325032e-07,0.0,2.197492321442951e-08
1917,1.7217286085724481e-07,0.0,5.483212106582869e-09
1918,2.0675477685472288e-07,1.1486376294556067e-09,1.378365155346728e-08
1919,2.5966133421206905e-07,5.524709134618888e-09,3.498982437122322e-08
1920,2.370108518334746e-07,6.815008557481406e-09,4.240449769099541e-08
1921,1.6508589339991886e-07,3.7863738810983705e-09,5.452378104564559e-08
1922,1.8739956431090832e-07,7.377935595798135e-09,1.0329110011753073e-08
1923,1.9639503534563119e-07,6.369568872344189e-09,4.777176698667063e-08
1924,1.895068777457709e-07,1.1602462102189293e-08,4.383152329978657e-08
1925,2.8045354838468484e-07,1.4297631523163545e-08,2.0896537833436923e-08
1926,2.418711915197491e-07,1.114613823460786e-08,2.7865345586519652e-08
1927,2.1629496416153415e-07,1.2264147031260109e-08,2.4528294062520217e-08
1928,1.9310009236050973e-07,1.0283437212876834e-08,3.313552099371009e-08
1929,2.517731729767547e-07,8.912325100141061e-09,1.5596569369336066e-08
1930,1.460000902397951e-07,6.302162347537887e-09,3.151081173768944e-08
1931,1.5625339244706993e-07,6.843213995466613e-09,3.307553342324354e-08
1932,1.4356993460751255e-07,7.6716757391182e-09,4.931791508511196e-08
1933,1.45677404361777e-07,4.588264879146209e-09,2.6382522833046096e-08
1934,1.6175133055185142e-07,4.7926320689839486e-09,4.073737258636356e-08
1935,1.9508303239490488e-07,4.787313656606784e-09,4.308582290946106e-08
1936,1.0912243197935823e-07,8.487299751891442e-09,4.9711328387047615e-08
1937,1.611663122957907e-07,2.5182236296217297e-09,3.273690651894867e-08
1938,1.659547450572063e-07,6.482607339819424e-09,7.779128452511941e-09
1939,1.345876512459654e-07,1.5294050470515685e-08,3.058810094103137e-08
1940,1.5468275194052694e-07,2.5357829169792012e-09,3.0429394115571995e-08
1941,1.5938114472646703e-07,4.7224041566096275e-08,2.066051862925633e-08
1942,1.4867637787574495e-07,1.8205270180260413e-08,9.102635090130207e-09
1943,1.9161352327046188e-07,8.709705845433291e-09,3.774205836748479e-08
1944,2.2813621569639508e-07,0.0,3.534504600111177e-08
1945,1.3506725338174874e-07,0.0,4.1391576388605245e-08
1946,2.0046390147854254e-07,2.0881657292193267e-08,2.645009899993056e-08
1947,3.778916095598106e-07,7.152522574216391e-09,2.1457568166738383e-08
1948,1.869964734169116e-07,1.6307831529616124e-08,9.458542393758762e-08
1949,1.7474275182394194e-07,1.1780409536754632e-08,1.3743811422273211e-08
1950,1.744199238373767e-07,8.508289184305795e-09,1.2762433776458693e-08
1951,1.8764066567200643e-07,6.396841278899501e-09,2.4521224162299404e-08
1952,1.8347958530284814e-07,1.687168627029223e-08,2.319856839960721e-08
1953,1.3898237227749632e-07,0.0,2.477980309834038e-08
1954,1.2899747048322752e-07,5.863521668203475e-09,2.9317607896928166e-08
1955,1.2764427026468184e-07,9.385607846468247e-10,2.815682265122632e-08
1956,1.8837666004856146e-07,6.104799332717903e-09,1.3953826538681824e-08
1957,1.7935126095380838e-07,4.417518795207798e-09,2.3854601849393475e-08
1958,1.629631896093997e-07,1.2408365002158916e-08,2.8125628048769613e-08
1959,1.782672001127139e-07,1.4726420971555854e-08,2.015194411342236e-08
1960,2.2146666367461876e-07,8.305000243069571e-09,1.314958364417862e-08
1961,2.487441008725e-07,9.72742331128984e-09,1.389631876236308e-08
1962,1.864535192908079e-07,2.0928455413127267e-08,3.868593267952747e-08
1963,1.5906491057648964e-07,1.8751554975438012e-08,1.4871922360271128e-08
1964,1.9225339542572328e-07,1.1559539991878864e-08,1.3384730657151067e-08
1965,2.0027678715450747e-07,2.7360217202954118e-08,1.4774516721161035e-08
1966,1.9165199205417593e-07,8.862519607077957e-09,1.9386762417639147e-08
1967,2.2137206201477966e-07,1.7749208325312793e-08,2.3665609916179164e-08
1968,2.2591821391415579e-07,4.177016776907294e-08,9.431973424511852e-09
1969,1.6304910843700782e-07,2.043791091921321e-08,2.2254612375149918e-08
1970,1.683133348251431e-07,1.609553734738256e-08,9.657322941336588e-09
1971,1.937175824195947e-07,1.284599360218408e-08,1.7470551227916076e-08
1972,1.5852154433559917e-07,2.1546616935097518e-08,7.182205497002769e-09
1973,1.1963652468693908e-07,6.064523994098181e-09,6.615844760915479e-09
1974,1.243251404048351e-07,1.6876715580593782e-09,1.1251143128276908e-08
1975,1.4392929870155058e-07,1.0851811893530794e-08,7.4249242310031605e-09
1976,1.4283817506566265e-07,1.199840671262109e-08,1.7711933253394818e-08
1977,1.2458777121082676e-07,3.526069214387917e-09,1.3516598507123945e-08
1978,1.5089102589627146e-07,1.6039596317796168e-08,1.544553818177974e-08
1979,1.4512893642404379e-07,1.9311512389208474e-08,9.948355028654987e-09
1980,1.500879847071701e-07,7.390696055153967e-09,1.6486936260662333e-08
1981,1.195528795960854e-07,1.644642821929665e-08,4.427884725544118e-09
1982,1.3159905165593955e-07,1.4277254933858785e-08,7.449002747961231e-09
1983,1.2188560560844053e-07,3.157658134966823e-09,9.47297440490047e-09
1984,1.4787471513955097e-07,5.219107812592938e-09,1.3917620833581168e-08
1985,1.5459984581411845e-07,6.617113967877231e-09,8.421781494405423e-09
1986,1.498621315931814e-07,2.997242676272549e-09,1.1389522214244607e-08
1987,1.5582583046125364e-07,1.0388388815840699e-08,9.166225112267057e-09
1988,1.6130729818542022e-07,1.798966087207532e-09,1.199310784016916e-08
1989,1.7507109362213669e-07,1.0427432250992297e-08,9.329808037250586e-09
1990,1.1769085972446192e-07,8.717841559757744e-09,7.628111475810329e-09
1991,2.315278777587082e-07,6.4476117778156095e-09,6.4476117778156095e-09
1992,1.7797120221985097e-07,6.060938417817852e-09,7.162927584403178e-09
1993,2.10489886853793e-07,5.539207315052863e-09,1.1078414630105726e-08
1994,1.7354508941025415e-07,7.384897138251745e-09,7.912389854425328e-09
1995,1.816520978081826e-07,1.1929391696696712e-08,7.0491861237087505e-09
1996,2.3647749003430363e-07,9.074756945892659e-09,8.540947504798169e-09
1997,1.6350590215097327e-07,7.671831170341648e-09,5.274384040632185e-09
1998,1.7785121997349052e-07,1.144351013948608e-08,7.152193948201102e-09
1999,1.7092551729547267e-07,7.769341614505265e-09,5.0272213059088244e-09
2000,1.9748600266211724e-07,3.092622158362701e-09,5.3016377954406835e-09
2001,1.81820283273737e-07,8.762423675534592e-09,4.381211837767296e-09
2002,1.7130575713508733e-07,1.4019908789464353e-08,4.381221607729913e-09
2003,1.5542622122666216e-07,1.7084383685528337e-08,3.7502307925763034e-09
2004,1.6253679291367007e-07,7.047666006343434e-09,7.047666006343434e-09
2005,1.7564623533417034e-07,1.3511248786457486e-09,2.251874686720612e-09
2006,1.8571682858237182e-07,2.4707338397433887e-09,5.7650457740976435e-09
2007,1.7535765550746873e-07,1.5578470069499417e-08,2.7961355453243186e-09
2008,2.0435710723631928e-07,2.9802078582719105e-09,8.51487946817997e-09
2009,1.6831720017762564e-07,1.430457752249481e-09,8.105927484791664e-09
2010,1.7289082165916625e-07,3.3066551718974324e-09,4.2514138876015295e-09
2011,1.583124458193197e-07,3.059177577924288e-09,2.6767803529281764e-09
2012,1.6204242569983762e-07,3.744677901096338e-09,5.1063788752969685e-09
2013,1.860346401372226e-07,4.741512515948898e-09,7.530637446961919e-09
2014,2.1892650181598583e-07,0.0,5.413613113347537e-09
2015,2.0591986071849533e-07,6.649726325136385e-10,3.546520632724537e-09
2016,1.8869907592033996e-07,1.4499380585064614e-09,7.871092222444531e-09
2017,1.582319555382128e-07,2.515611330355938e-10,5.282783988036499e-09
2018,1.8483301289506926e-07,1.290733298020541e-09,3.872199894061623e-09
2019,2.265277174728908e-07,2.2958890344426663e-09,2.806086474294034e-09
